date,open,high,low,close,volume
2025-05-26,44.610,45.850,43.950,45.680,9953290
2025-05-27,45.580,46.870,45.180,46.610,13014188
2025-05-28,46.060,46.430,44.500,44.800,9746813
2025-05-29,44.880,45.400,44.380,45.090,7598191
2025-05-30,45.000,46.610,43.650,45.970,13842894
2025-06-03,48.770,51.570,47.450,47.560,28422602
2025-06-04,46.860,48.680,46.710,46.890,16977594
2025-06-05,46.510,47.040,45.600,46.110,12271316
2025-06-06,46.500,47.380,45.540,45.590,12032835
2025-06-09,45.680,47.550,45.620,46.590,12256866
2025-06-10,46.190,46.190,44.220,44.800,12789875
2025-06-11,44.800,45.460,44.520,45.210,6752099
2025-06-12,45.000,45.600,44.690,44.790,6657337
2025-06-13,45.800,51.510,45.770,50.050,36900476
2025-06-16,50.000,50.390,48.080,49.240,23537414
2025-06-17,49.000,49.500,48.010,49.090,18528564
2025-06-18,49.200,52.530,48.540,50.410,27467031
2025-06-19,49.680,49.720,47.720,49.020,17001316
2025-06-20,48.100,48.420,47.500,47.700,10197769
2025-06-23,47.990,48.400,46.590,47.520,12229382
2025-06-24,45.830,47.520,44.400,45.890,17340022
2025-06-25,45.800,49.780,45.530,48.490,22624224
2025-06-26,48.360,50.820,48.280,49.200,21445607
2025-06-27,49.100,51.260,49.100,49.630,17508182
2025-06-30,49.800,54.770,49.450,53.400,26366432
2025-07-01,52.650,53.100,51.710,52.200,18115416
2025-07-02,51.860,52.850,50.510,50.970,14365570
2025-07-03,50.550,51.890,50.200,50.730,9533108
2025-07-04,50.760,51.380,49.820,50.200,10510011
2025-07-07,50.370,50.990,49.860,50.240,7957824
2025-07-08,49.980,50.550,49.900,50.550,8465023
2025-07-09,50.780,52.500,50.260,50.570,12868429
2025-07-10,50.000,51.990,48.660,51.820,14131937
2025-07-11,52.190,52.350,51.030,51.990,12718624
2025-07-14,52.200,54.660,51.360,53.000,15176407
2025-07-15,52.550,54.100,51.420,52.800,12831621
2025-07-16,52.520,52.880,51.580,51.990,8006728
2025-07-17,51.660,53.980,51.660,53.680,14708321
2025-07-18,54.030,57.570,53.100,55.600,20955017
2025-07-21,55.100,56.880,54.760,56.200,15299058
2025-07-22,55.880,57.980,54.570,55.360,17532251
2025-07-23,54.600,55.540,53.870,54.150,11883740
2025-07-24,54.050,56.790,53.860,56.490,15310097
2025-07-25,56.600,56.680,55.000,56.120,11203451
2025-07-28,55.580,59.300,55.550,58.600,16780134
2025-07-29,58.020,60.580,57.680,60.300,15197327
2025-07-30,60.080,60.960,57.670,58.580,15049660
2025-07-31,57.670,60.270,57.670,59.750,14218798
2025-08-01,58.880,58.970,56.390,56.390,14929848
2025-08-04,56.130,58.630,56.130,58.210,12915252
2025-08-05,58.320,60.280,57.510,57.990,13613061
2025-08-06,57.520,61.950,57.450,60.020,20472711
2025-08-07,59.900,60.400,58.500,59.580,13960280
2025-08-08,59.000,60.080,58.600,58.600,9444718
