date,open,high,low,close,volume
2026-02-13,51.600,51.960,50.970,51.060,8800052
2026-02-24,51.400,52.060,51.180,51.380,8124315
2026-02-25,51.300,52.160,51.020,51.840,11766863
2026-02-26,51.660,53.570,51.170,53.320,18840894
2026-02-27,53.010,53.620,52.680,52.880,14527715
2026-03-02,53.370,54.500,52.550,54.310,26267496
2026-03-03,54.000,54.000,49.800,49.870,23210085
2026-03-04,49.100,51.670,48.950,51.110,15381635
2026-03-05,51.800,52.200,50.000,50.700,12377183
2026-03-06,50.570,52.600,50.300,51.980,14010740
2026-03-09,51.260,51.300,49.800,50.940,12960708
2026-03-10,52.010,56.030,52.010,56.030,28121255
2026-03-11,58.700,58.700,56.240,56.490,55854104
2026-03-12,57.020,62.080,56.780,59.960,57604864
2026-03-13,58.760,58.990,54.600,54.900,42824365
2026-03-16,56.100,58.650,56.100,57.580,38403118
2026-03-17,57.600,58.750,55.700,55.870,22078718
2026-03-18,56.950,61.460,56.310,60.180,45614626
2026-03-19,59.000,62.840,58.100,60.790,43245167
2026-03-20,61.910,64.000,60.500,63.440,48507486
2026-03-23,60.500,67.000,60.360,62.660,43975859
2026-03-24,63.180,68.930,62.240,67.040,50943784
2026-03-25,67.000,68.500,64.720,65.080,39371093
2026-03-26,64.770,65.000,61.090,61.980,31839873
2026-03-27,59.960,63.950,58.310,63.930,29014547
2026-03-30,61.860,68.500,61.860,66.480,33032999
2026-03-31,65.150,66.000,62.760,62.870,24247514
2026-04-01,64.880,66.150,63.280,65.370,24266266
2026-04-02,64.500,65.040,60.330,60.620,26095072
2026-04-03,60.620,62.830,58.700,60.650,23814317
2026-04-07,62.930,66.720,62.600,66.720,33296902
2026-04-08,71.030,72.500,69.000,71.110,38480684
2026-04-09,70.390,78.220,70.390,78.220,26843908
2026-04-10,76.660,77.290,74.200,76.230,40600841
2026-04-13,76.300,81.010,76.300,77.360,34781617
2026-04-14,77.000,81.750,75.220,78.680,36922730
2026-04-15,78.900,82.580,76.650,79.670,40828475
2026-04-16,78.330,78.780,75.520,76.300,39959371
2026-04-17,76.900,80.860,76.400,79.760,38302485
2026-04-20,78.970,83.630,78.810,80.460,41072671
2026-04-21,79.100,79.100,74.010,74.310,41655788
2026-04-22,73.830,77.320,73.030,76.450,32637239
2026-04-23,75.080,76.280,72.500,73.600,28189019
2026-04-24,73.000,80.430,69.800,76.810,54592398
2026-04-27,76.000,76.020,70.940,74.490,33055645
2026-04-28,73.030,73.400,69.230,69.270,29342022
2026-04-29,68.120,69.650,67.440,67.670,20500491
2026-04-30,68.700,74.440,67.950,73.190,42814067
2026-05-06,75.000,77.590,74.000,76.400,37008035
2026-05-07,76.400,77.880,75.090,77.320,25704103
2026-05-08,76.760,76.900,75.000,75.700,22755852
2026-05-11,76.680,78.010,74.790,76.360,30718162
2026-05-12,76.360,77.950,73.820,74.900,25247252
2026-05-13,74.100,74.570,72.040,73.790,23508780
2026-05-14,75.100,75.880,70.230,70.260,22537868
2026-05-15,69.900,71.230,67.600,69.410,20734903
2026-05-18,69.510,71.540,67.740,68.000,25319265
2026-05-19,67.800,73.410,66.400,72.910,32128886
2026-05-20,73.530,75.320,71.440,73.610,24025774
2026-05-21,73.960,78.930,72.020,72.220,37865127
2026-05-22,73.000,76.220,70.640,74.800,24948140
2026-05-25,75.200,77.600,73.350,76.700,29379784
2026-05-26,76.000,77.500,72.320,73.500,22558933
2026-05-27,73.540,76.300,69.180,69.490,26534176
2026-05-28,69.830,71.500,68.380,70.510,18154197
2026-05-29,70.390,71.300,64.850,65.150,21666651
2026-06-01,65.160,65.970,61.300,61.420,18217978
2026-06-02,62.000,62.010,58.990,60.750,18082725
2026-06-03,60.750,66.830,60.660,65.240,31721557
2026-06-04,66.650,69.900,66.510,67.910,34286219
2026-06-05,67.910,67.910,64.270,64.800,22990186
2026-06-08,62.110,64.030,59.350,59.680,22822501
2026-06-09,60.500,61.800,58.040,61.360,21108438
2026-06-10,61.020,63.320,59.890,62.410,21416699
2026-06-11,63.910,67.940,62.880,66.060,37275521
2026-06-12,66.860,69.170,63.810,64.050,25817181
2026-06-15,64.610,66.980,63.380,65.880,17632044
2026-06-16,66.000,66.500,62.660,63.120,19759825
2026-06-17,63.630,65.350,62.330,63.400,17326277
2026-06-18,62.800,65.450,62.180,63.530,15441059
2026-06-22,63.890,65.490,59.600,60.180,22472489
2026-06-23,59.620,61.980,56.800,60.550,22500884
2026-06-24,61.850,66.610,61.800,66.610,14376668
2026-06-25,69.800,73.270,69.410,73.270,54304132
2026-06-26,73.730,74.000,69.860,72.460,32124648
2026-06-29,73.000,75.140,69.900,71.750,23960070
2026-06-30,73.500,78.120,72.090,76.220,35902285
2026-07-01,76.200,81.930,75.290,80.200,39212663
2026-07-02,78.000,87.800,77.080,83.100,37608476
2026-07-03,84.750,90.690,83.340,83.700,31638969
2026-07-06,86.230,92.070,83.330,92.070,28822380
2026-07-07,93.720,93.870,87.200,90.150,36513376
2026-07-08,93.500,95.880,86.080,86.300,37064146
2026-07-09,86.540,87.980,78.000,83.760,40543655
2026-07-10,83.630,88.840,79.290,79.290,49520282
2026-07-13,78.310,81.400,74.490,76.000,34707746
2026-07-14,76.000,78.430,70.840,74.370,27899644
2026-07-15,73.920,74.590,70.020,70.360,16447664
2026-07-16,69.410,75.360,69.010,72.080,22498461
2026-07-17,71.630,72.000,64.760,64.760,22257647
