date,open,high,low,close,volume
2025-05-26,47.820,50.190,47.440,49.830,7466104
2025-05-27,49.680,49.680,48.500,48.980,2889903
2025-05-28,49.000,49.150,47.900,48.080,3017193
2025-05-29,48.120,50.200,47.920,50.100,6739876
2025-05-30,50.040,51.080,49.510,50.480,4371679
2025-06-03,50.700,50.960,49.960,50.460,3848302
2025-06-04,50.490,50.680,49.920,50.140,2713100
2025-06-05,50.100,50.100,49.080,49.710,3859434
2025-06-06,49.790,50.680,49.530,50.050,3925232
2025-06-09,50.250,51.060,48.960,49.030,7373772
2025-06-10,49.030,49.060,48.000,48.460,4216608
2025-06-11,48.450,49.110,48.110,48.790,2994796
2025-06-12,48.700,48.700,46.590,47.300,10675515
2025-06-13,47.220,47.240,45.770,46.720,8891338
2025-06-16,46.720,47.190,46.320,46.850,6449750
2025-06-17,46.880,46.880,45.800,45.940,5758853
2025-06-18,45.760,47.800,45.550,47.000,9112506
2025-06-19,46.900,47.170,46.200,46.400,3815654
2025-06-20,46.260,46.300,45.610,45.700,3627901
2025-06-23,45.640,47.100,45.100,47.000,6900399
2025-06-24,46.640,48.250,46.520,47.900,6528751
2025-06-25,47.910,50.570,47.910,50.450,10683074
2025-06-26,50.740,50.960,49.420,49.460,6183176
2025-06-27,49.680,51.780,49.520,49.850,9121626
2025-06-30,50.120,52.300,50.120,51.410,9816415
2025-07-01,51.560,51.860,50.500,51.240,6799375
2025-07-02,51.190,51.190,50.030,50.230,4266604
2025-07-03,50.110,50.980,49.520,49.890,5288201
2025-07-04,49.810,50.390,49.180,49.420,5304763
2025-07-07,49.290,49.660,48.580,48.750,4708103
2025-07-08,48.740,49.490,48.600,49.000,4995558
2025-07-09,49.000,49.700,48.300,48.460,5299267
2025-07-10,48.270,48.370,47.130,48.120,5711137
2025-07-11,47.770,48.580,47.700,48.300,5350901
2025-07-14,48.240,48.920,47.980,48.550,4502404
2025-07-15,47.850,50.050,47.650,49.510,8789127
2025-07-16,49.450,51.070,49.450,49.810,5286256
2025-07-17,49.600,50.200,48.890,49.850,5555106
2025-07-18,49.850,49.900,48.550,49.010,7457836
2025-07-21,48.980,49.190,48.610,48.900,4643696
2025-07-22,48.850,49.430,48.700,49.350,5099824
2025-07-23,49.260,50.660,49.060,50.110,7460388
2025-07-24,50.110,50.400,49.680,50.300,3835010
2025-07-25,50.260,50.650,49.900,50.490,3613447
2025-07-28,50.600,53.510,50.010,53.290,13054476
2025-07-29,53.160,53.290,52.120,52.600,7055275
2025-07-30,52.610,53.450,51.480,51.900,6094208
2025-07-31,51.700,52.880,51.400,51.880,4418995
2025-08-01,52.020,52.290,51.010,51.390,3920631
2025-08-04,51.360,52.660,51.130,52.470,4697799
2025-08-05,52.590,52.980,52.110,52.330,3488892
2025-08-06,52.330,52.740,51.920,52.300,5378136
2025-08-07,52.300,52.410,50.660,50.890,7435588
2025-08-08,50.890,50.970,49.820,49.860,5244426
2025-08-11,49.980,50.860,49.900,50.660,4530939
2025-08-12,50.660,50.670,49.890,50.440,3508282
2025-08-13,50.390,50.600,49.800,50.180,6364383
2025-08-14,50.220,51.100,49.350,49.540,6814197
2025-08-15,49.390,49.740,49.280,49.730,4408375
2025-08-18,49.750,51.700,49.750,51.510,10274677
2025-08-19,51.400,51.500,50.300,50.930,6301525
2025-08-20,50.680,50.890,50.300,50.850,3811742
2025-08-21,51.740,52.200,50.550,51.290,6804057
2025-08-22,51.080,51.330,50.500,50.950,6475003
2025-08-25,50.940,53.380,50.580,52.700,12927885
2025-08-26,52.520,52.600,51.440,51.600,6132179
2025-08-27,51.630,54.870,51.500,52.340,13249125
2025-08-28,52.810,54.000,52.500,53.840,11387264
2025-08-29,53.710,54.530,52.880,54.200,8571532
2025-09-01,54.000,54.200,53.040,53.240,6194306
2025-09-02,53.210,54.040,51.470,53.930,9970487
2025-09-03,53.460,53.950,51.220,51.330,5923486
2025-09-04,50.980,51.290,48.130,49.500,6113453
2025-09-05,49.300,50.650,48.800,49.820,5320199
2025-09-08,49.800,49.820,48.680,49.290,4839676
2025-09-09,49.170,49.980,48.680,48.910,3190192
2025-09-10,48.730,49.130,47.870,48.000,4538080
2025-09-11,48.000,49.240,47.880,49.190,5329858
2025-09-12,49.080,49.790,48.570,49.150,3981749
2025-09-15,49.240,49.490,48.900,49.250,2380337
2025-09-16,49.250,49.270,48.530,48.680,2299572
2025-09-17,48.620,51.480,48.500,51.120,7467611
2025-09-18,51.050,54.530,50.910,51.480,9724087
2025-09-19,51.400,52.170,50.800,50.810,3593041
2025-09-22,50.720,50.990,49.820,50.250,4340143
2025-09-23,50.280,51.200,50.010,51.030,4141674
2025-09-24,50.870,51.390,50.750,50.900,2838480
2025-09-25,50.780,51.000,49.250,49.360,5459703
2025-09-26,49.240,49.980,48.930,49.020,3605872
2025-09-29,49.120,49.700,48.700,49.170,4170769
2025-09-30,49.200,51.900,49.010,51.310,7433599
2025-10-09,51.510,51.690,49.700,49.970,7391481
2025-10-10,49.800,50.140,49.000,49.280,5228949
2025-10-13,48.500,48.960,47.700,48.570,7297360
2025-10-14,48.590,48.680,46.800,47.000,8434865
2025-10-15,46.880,47.100,46.100,47.100,3607362
2025-10-16,47.070,47.300,46.180,46.590,5538537
2025-10-17,46.360,46.640,45.750,45.920,5045596
2025-10-20,46.000,46.530,45.700,45.800,2734651
2025-10-21,45.940,46.150,45.220,45.510,5114272
2025-10-22,45.310,45.480,43.660,44.260,10247895
2025-10-23,44.070,44.070,43.400,43.880,5201232
2025-10-24,44.300,45.210,44.260,44.880,6157657
2025-10-27,45.200,45.380,44.770,44.990,6299937
2025-10-28,44.800,45.040,44.220,44.850,5092415
2025-10-29,44.680,45.400,44.610,44.960,7857210
2025-10-30,44.880,45.380,44.500,44.650,8057621
2025-10-31,44.650,44.950,44.220,44.790,5116524
2025-11-03,44.800,44.920,44.300,44.740,4422281
2025-11-04,44.710,44.740,44.210,44.590,3600005
2025-11-05,44.330,44.470,43.800,44.120,4701624
2025-11-06,44.130,44.290,43.700,43.980,4835612
2025-11-07,43.760,43.960,43.470,43.560,4220522
2025-11-10,43.610,43.820,43.010,43.510,5832253
2025-11-11,43.490,43.910,43.230,43.350,4535424
2025-11-12,43.360,43.860,43.130,43.850,3802513
2025-11-13,43.720,44.410,43.680,43.810,5012051
2025-11-14,43.620,43.950,43.510,43.610,3760506
2025-11-17,43.900,44.250,43.720,43.980,6018021
2025-11-18,43.990,44.000,43.280,43.380,4267882
2025-11-19,43.280,43.480,42.770,43.120,3834144
2025-11-20,43.100,43.100,42.320,42.340,4377301
2025-11-21,41.900,42.110,41.360,41.530,4623124
2025-11-24,41.820,42.940,41.400,42.770,5444431
2025-11-25,42.850,42.990,42.420,42.560,4090127
2025-11-26,42.570,42.860,41.020,41.180,9124238
2025-11-27,41.100,41.100,40.450,40.460,6422366
2025-11-28,40.410,41.290,40.080,41.090,7609421
2025-12-01,41.200,41.980,40.880,41.220,12760612
2025-12-02,41.200,43.280,40.910,42.600,15635334
2025-12-03,42.480,42.590,41.230,41.820,12838979
2025-12-04,41.490,44.250,41.310,43.690,20874458
2025-12-05,43.690,45.190,42.760,45.000,20245222
2025-12-08,45.290,46.530,43.780,44.200,31607754
2025-12-09,43.530,45.000,43.480,44.550,18747237
2025-12-10,44.130,45.860,43.610,45.720,21012171
2025-12-11,45.860,46.170,44.700,44.810,19980749
2025-12-12,44.850,45.520,44.150,45.300,20627460
2025-12-15,45.550,46.500,45.100,46.380,28364383
2025-12-16,46.750,47.540,45.000,47.500,31117289
2025-12-17,46.500,47.400,45.520,45.910,22452369
2025-12-18,45.460,47.030,45.310,45.950,23702680
2025-12-19,46.200,48.500,46.110,47.860,30556445
2025-12-22,48.000,48.120,46.490,46.770,25630327
2025-12-23,47.000,47.040,44.210,44.740,27627899
2025-12-24,44.300,46.340,44.100,45.940,19426196
2025-12-25,45.720,48.680,45.500,47.870,44553666
2025-12-26,48.480,50.230,47.880,49.160,42268650
2025-12-29,49.150,50.470,48.500,49.340,32284936
2025-12-30,48.600,51.120,48.320,48.560,42598472
2025-12-31,48.560,50.800,47.890,50.130,37229485
2026-01-05,51.190,53.550,49.570,51.680,50798093
2026-01-06,51.170,56.850,50.700,56.850,57853854
2026-01-07,57.000,62.200,56.800,57.260,73105186
2026-01-08,57.230,62.990,57.230,62.990,71029173
2026-01-09,67.000,68.970,64.020,65.760,79283714
2026-01-12,66.720,72.330,65.000,70.740,61364703
2026-01-13,67.800,67.900,63.670,63.670,40392478
2026-01-14,62.010,64.640,58.100,59.370,66645130
2026-01-15,57.540,58.600,54.640,56.060,52224062
2026-01-16,56.370,56.870,53.960,54.850,35136765
2026-01-19,54.230,56.480,54.230,55.300,30262459
2026-01-20,56.000,56.250,52.600,53.180,31941653
2026-01-21,53.000,53.800,52.290,52.400,22491957
2026-01-22,52.480,54.180,52.480,53.930,26191743
2026-01-23,54.100,56.720,53.700,55.830,47346000
2026-01-26,55.280,55.280,51.530,51.960,36757149
2026-01-27,51.960,53.380,50.880,52.970,25660905
2026-01-28,52.910,53.400,51.620,52.130,17905559
2026-01-29,51.810,52.630,51.030,51.280,16660319
2026-01-30,51.200,51.550,49.790,50.280,17459046
2026-02-02,51.010,51.880,50.230,50.430,15186347
2026-02-03,51.000,53.330,50.860,53.040,24216019
2026-02-04,53.000,53.900,52.400,53.390,19044782
2026-02-05,52.670,53.790,52.200,52.450,13898341
2026-02-06,52.010,53.120,51.770,51.850,14095351
2026-02-09,52.600,53.160,52.200,52.860,13397180
2026-02-10,52.850,52.850,51.600,51.790,11057718
2026-02-11,51.740,52.450,51.190,51.280,10150313
2026-02-12,51.230,52.000,50.710,51.710,9460750
