vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,兆易创新2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|兆易创新|603986.SH|2026-07-17|3250.13|3096.12|197.21|113.06|12.86|13.09|152.7|90.89|35.31|28.31|0.07|0.16|520.67|3250.39|3103.45|159.22|
|兆易创新|603986.SH|2026-07-16|3611.25|3440.13|219.13|125.62|14.29|14.55|169.66|100.99|39.24|31.45|0.07|0.15|578.52|3613.52|3466.58|177.85|
|兆易创新|603986.SH|2026-07-15|4012.51|3822.37|243.47|139.58|15.88|16.17|188.51|112.22|43.6|34.94|0.06|0.13|642.8|4012.22|3865.28|198.31|
|兆易创新|603986.SH|2026-07-14|4098.12|3903.93|248.67|142.56|16.22|16.51|192.54|114.61|44.53|35.69|0.06|0.13|656.51|4103.22|3956.29|202.97|
|兆易创新|603986.SH|2026-07-13|3865.21|3682.05|234.54|134.46|15.29|15.57|181.59|108.1|42|33.66|0.06|0.14|619.2|3863.93|3716.99|190.7|
|兆易创新|603986.SH|2026-07-10|4294.68|4091.17|260.6|149.4|16.99|17.3|201.77|120.11|46.66|37.4|0.06|0.12|688|4305.92|4158.98|213.37|
|兆易创新|603986.SH|2026-07-09|4656.01|4435.38|282.52|161.97|18.42|18.76|218.75|130.21|50.59|40.55|0.05|0.11|745.89|4707.36|4560.42|233.97|
|兆易创新|603986.SH|2026-07-08|4232.74|4032.14|256.84|147.24|16.75|17.05|198.86|118.37|45.99|36.86|0.06|0.12|678.08|4255.71|4108.77|210.8|
|兆易创新|603986.SH|2026-07-07|4350.85|4144.65|264|151.35|17.22|17.53|204.41|121.68|47.27|37.89|0.05|0.12|697|4367.42|4220.48|216.53|
|兆易创新|603986.SH|2026-07-06|4591.48|4373.88|278.61|159.72|18.17|18.5|215.71|128.41|49.89|39.99|0.05|0.11|735.55|4627.39|4480.45|229.87|
|兆易创新|603986.SH|2026-07-03|4756.25|4530.84|288.6|165.46|18.82|19.16|223.46|133.02|51.68|41.42|0.05|0.11|761.94|4796.1|4649.16|238.52|
|兆易创新|603986.SH|2026-07-02|4875.83|4644.75|295.86|169.62|19.29|19.64|229.07|136.36|52.98|42.46|0.05|0.11|781.1|4925.18|4778.24|245.14|
|兆易创新|603986.SH|2026-07-01|5417.58|5160.82|328.73|188.46|21.44|21.83|254.53|151.51|58.86|47.18|0.04|0.1|867.89|5504.53|5357.59|274.87|
|兆易创新|603986.SH|2026-06-30|5719.26|5448.21|347.04|198.96|22.63|23.04|268.7|159.95|62.14|49.81|0.04|0.09|916.22|5791.92|5644.98|289.61|
|兆易创新|603986.SH|2026-06-29|5894.7|5615.33|357.68|205.06|23.32|23.75|276.94|164.85|64.05|51.34|0.04|0.09|944.32|5974.61|5827.67|298.98|
|兆易创新|603986.SH|2026-06-26|5403.47|5147.39|327.88|187.97|21.38|21.77|253.86|151.12|58.71|47.06|0.04|0.1|865.63|5461.08|5314.14|272.64|
|兆易创新|603986.SH|2026-06-25|5440.03|5182.22|330.09|189.24|21.52|21.92|255.58|152.14|59.11|47.38|0.04|0.1|871.49|5503.39|5356.45|274.81|
|兆易创新|603986.SH|2026-06-24|4947.97|4713.47|300.24|172.12|19.58|19.93|232.46|138.38|53.76|43.09|0.05|0.11|792.66|4999.37|4852.43|248.95|
|兆易创新|603986.SH|2026-06-23|4498.14|4284.97|272.94|156.48|17.8|18.12|211.33|125.8|48.87|39.17|0.05|0.12|720.6|4556.33|4409.39|226.22|
|兆易创新|603986.SH|2026-06-22|4835.5|4606.13|293.41|168.21|19.13|19.54|227.18|135.23|52.54|42.11|0.05|0.11|774.64|4908.58|4761.64|244.29|
|兆易创新|603986.SH|2026-06-18|4409.93|4200.74|267.59|153.41|17.45|17.82|207.18|123.33|47.92|38.41|0.05|0.12|706.47|4472.82|4325.88|221.94|
|兆易创新|603986.SH|2026-06-17|4108.74|3913.84|249.31|142.93|16.26|16.6|193.03|114.91|44.64|35.78|0.06|0.13|658.21|4158.14|4011.2|205.79|
|兆易创新|603986.SH|2026-06-16|3735.19|3558.01|226.65|129.94|14.78|15.09|175.48|104.46|40.58|32.53|0.06|0.14|598.37|3771.35|3624.41|185.95|
|兆易创新|603986.SH|2026-06-15|3631.71|3459.44|220.37|126.34|14.37|14.67|170.62|101.57|39.46|31.63|0.07|0.14|581.8|3668.93|3521.99|180.69|
|兆易创新|603986.SH|2026-06-12|3375.6|3215.47|204.83|117.43|13.36|13.64|158.59|94.4|36.68|29.4|0.07|0.16|540.77|3404.94|3258|167.15|
|兆易创新|603986.SH|2026-06-11|3389.83|3229.03|205.69|117.92|13.41|13.7|159.26|94.8|36.83|29.52|0.07|0.15|543.05|3428.3|3281.36|168.35|
|兆易创新|603986.SH|2026-06-10|3371.18|3211.26|204.56|117.27|13.34|13.62|158.38|94.28|36.63|29.36|0.07|0.16|540.06|3400.9|3253.96|166.94|
|兆易创新|603986.SH|2026-06-09|3509.02|3342.56|212.92|122.07|13.88|14.18|164.86|98.13|38.13|30.56|0.07|0.15|562.14|3547.57|3400.63|174.47|
|兆易创新|603986.SH|2026-06-08|3323.3|3165.65|201.65|115.61|13.15|13.43|156.13|92.94|36.11|28.94|0.07|0.16|532.39|3367.4|3220.46|165.22|
|兆易创新|603986.SH|2026-06-05|3421.38|3259.08|207.61|119.02|13.54|13.82|160.74|95.68|37.17|29.8|0.07|0.15|548.1|3468.83|3321.89|170.43|
|兆易创新|603986.SH|2026-06-04|3711.01|3534.97|225.18|129.09|14.68|15|174.35|103.78|40.32|32.32|0.06|0.14|594.5|3763.02|3616.08|185.52|
|兆易创新|603986.SH|2026-06-03|3451.04|3287.33|209.4|120.05|13.65|13.94|162.13|96.51|37.5|30.05|0.07|0.15|552.85|3500.69|3353.75|172.06|
|兆易创新|603986.SH|2026-06-02|3328.06|3170.19|201.94|115.77|13.17|13.45|156.36|93.07|36.16|28.98|0.07|0.16|533.15|3376.45|3229.52|165.69|
|兆易创新|603986.SH|2026-06-01|3281.16|3125.51|199.1|114.14|12.98|13.26|154.15|91.76|35.65|28.58|0.07|0.16|525.64|3331.02|3184.08|163.36|
|兆易创新|603986.SH|2026-05-29|3274.22|3118.9|198.68|113.9|12.96|13.23|153.83|91.57|35.58|28.51|0.07|0.16|524.53|3333.63|3186.69|163.49|
|兆易创新|603986.SH|2026-05-28|3386.32|3225.69|205.48|117.8|13.4|13.68|159.09|94.7|36.79|29.49|0.07|0.16|542.48|3455.11|3308.18|169.72|
|兆易创新|603986.SH|2026-05-27|3604.93|3433.92|218.74|125.4|14.26|14.57|169.36|100.82|39.17|31.39|0.07|0.15|577.5|3678.66|3531.72|181.19|
|兆易创新|603986.SH|2026-05-26|3689.34|3514.33|223.86|128.34|14.6|14.91|173.33|103.18|40.09|32.13|0.06|0.14|591.03|3754.01|3607.07|185.06|
|兆易创新|603986.SH|2026-05-25|3614.88|3443.41|219.35|125.75|14.3|14.3|169.83|101.1|39.28|31.48|0.07|0.07|579.1|3669.74|3522.8|180.73|
|兆易创新|603986.SH|2026-05-22|3286.35|3130.46|199.41|114.32|13|13|154.4|91.91|35.71|28.62|0.07|0.07|526.47|3356.78|3209.84|164.68|
|兆易创新|603986.SH|2026-05-21|3028.06|2884.42|183.74|105.34|11.98|11.98|142.26|84.68|32.9|26.37|0.08|0.08|485.09|3084.93|2937.99|150.73|
|兆易创新|603986.SH|2026-05-20|3120.05|2972.04|189.32|108.54|12.35|12.35|146.58|87.26|33.9|27.17|0.08|0.08|499.83|3177.15|3030.21|155.46|
|兆易创新|603986.SH|2026-05-19|2836.38|2701.83|172.11|98.67|11.22|11.22|133.26|79.32|30.82|24.7|0.08|0.08|454.38|2877.2|2730.26|140.07|
|兆易创新|603986.SH|2026-05-18|2804.41|2671.38|170.17|97.56|11.1|11.1|131.75|78.43|30.47|24.42|0.08|0.08|449.26|2842.86|2695.92|138.31|
|兆易创新|603986.SH|2026-05-15|2631.52|2506.69|159.68|91.54|10.41|10.41|123.63|73.59|28.59|22.92|0.09|0.09|421.57|2665.26|2518.32|129.2|
|兆易创新|603986.SH|2026-05-14|2497.26|2378.8|151.53|86.87|9.88|9.88|117.32|69.84|27.13|21.75|0.09|0.09|400.06|2531.74|2384.8|122.35|
|兆易创新|603986.SH|2026-05-13|2559.02|2437.63|155.28|89.02|10.13|10.13|120.23|71.57|27.8|22.29|0.09|0.09|409.95|2597.48|2450.54|125.72|
|兆易创新|603986.SH|2026-05-12|2478.75|2361.17|150.41|86.23|9.81|9.81|116.45|69.32|26.93|21.59|0.1|0.1|397.09|2508.49|2361.55|121.16|
|兆易创新|603986.SH|2026-05-11|2538.9|2418.47|154.06|88.32|10.05|10.05|119.28|71|27.59|22.11|0.09|0.09|406.73|2572.9|2425.96|124.46|
|兆易创新|603986.SH|2026-05-08|2342.38|2231.27|142.13|81.48|9.27|9.27|110.05|65.51|25.45|20.4|0.1|0.1|375.25|2374.35|2227.41|114.28|
|兆易创新|603986.SH|2026-05-07|2454.98|2338.53|148.97|85.4|9.71|9.71|115.34|68.66|26.67|21.38|0.1|0.1|393.28|2489.81|2342.87|120.2|
|兆易创新|603986.SH|2026-05-06|2413.83|2299.32|146.47|83.97|9.55|9.55|113.4|67.51|26.23|21.02|0.1|0.1|386.69|2455.13|2308.19|118.42|
|兆易创新|603986.SH|2026-04-30|2194.38|2090.29|133.15|76.34|8.68|8.68|103.09|61.37|23.84|19.11|0.11|0.11|351.54|2227.27|2080.33|106.73|
|兆易创新|603986.SH|2026-04-29|2165.64|2062.91|131.41|131.41|11.39|9.35|101.74|101.74|23.53|23.53|0.11|0.11|-1852.35|2204.39|2112.53|108.38|
|兆易创新|603986.SH|2026-04-28|2155.89|2053.62|130.82|130.82|11.34|9.31|101.29|101.29|23.42|23.42|0.11|0.11|-1844.01|2185.77|2093.91|107.43|
|兆易创新|603986.SH|2026-04-27|2127.29|2026.37|129.08|129.08|11.19|9.19|99.94|99.94|23.11|23.11|0.11|0.11|-1819.55|2160.54|2068.68|106.13|
|兆易创新|603986.SH|2026-04-24|2087.18|1988.17|126.65|126.65|10.98|9.01|98.06|98.06|22.68|22.68|0.11|0.11|-1785.24|2121.77|2029.91|104.14|
|兆易创新|603986.SH|2026-04-23|2136.96|2035.59|129.67|129.67|11.24|9.23|100.4|100.4|23.22|23.22|0.11|0.11|-1827.82|2169.81|2077.94|106.61|
|兆易创新|603986.SH|2026-04-22|2201.32|2096.9|133.57|133.57|11.58|9.51|103.42|103.42|23.92|23.92|0.11|0.11|-1882.87|2230.64|2138.77|109.73|
|兆易创新|603986.SH|2026-04-21|2147.27|2045.41|130.29|130.29|11.3|9.27|100.88|100.88|23.33|23.33|0.11|0.11|-1836.64|2176.45|2084.58|106.95|
|兆易创新|603986.SH|2026-04-20|2036.98|1940.36|123.6|123.6|10.72|8.8|95.7|95.7|22.13|22.13|0.12|0.12|-1742.31|2066.26|1974.39|101.29|
|兆易创新|603986.SH|2026-04-17|2025.91|1929.8|122.93|122.93|10.66|8.75|95.18|95.18|22.01|22.01|0.12|0.12|-1732.83|2058.03|1966.16|100.87|
|兆易创新|603986.SH|2026-04-16|2010.27|1914.91|121.98|121.98|10.58|8.68|94.45|94.45|21.84|21.84|0.12|0.12|-1719.46|2052.24|1960.38|100.58|
|兆易创新|603986.SH|2026-04-15|1921.02|1829.89|116.57|116.57|10.11|8.3|90.25|90.25|20.87|20.87|0.12|0.12|-1643.12|1951.14|1859.28|95.39|
|兆易创新|603986.SH|2026-04-14|1963.16|1870.03|119.12|119.12|10.33|8.48|92.23|92.23|21.33|21.33|0.12|0.12|-1679.16|1996.98|1905.12|97.74|
|兆易创新|603986.SH|2026-04-13|1837.87|1750.69|111.52|111.52|9.67|7.94|86.35|86.35|19.97|19.97|0.13|0.13|-1572|1867.41|1775.55|91.09|
|兆易创新|603986.SH|2026-04-10|1858.55|1770.39|112.77|112.77|9.78|8.03|87.32|87.32|20.19|20.19|0.13|0.13|-1589.69|1887.28|1795.42|92.11|
|兆易创新|603986.SH|2026-04-09|1756.19|1672.88|106.56|106.56|9.24|7.58|82.51|82.51|19.08|19.08|0.13|0.13|-1502.14|1777.49|1685.63|86.48|
|兆易创新|603986.SH|2026-04-08|1794.54|1709.42|108.89|108.89|9.44|7.75|84.31|84.31|19.5|19.5|0.13|0.13|-1534.94|1818.68|1726.82|88.59|
|兆易创新|603986.SH|2026-04-07|1750.37|1667.34|106.21|106.21|9.21|7.56|82.23|82.23|19.02|19.02|0.14|0.14|-1497.16|1771.04|1679.18|86.15|
|兆易创新|603986.SH|2026-04-03|1746.45|1663.6|105.97|105.97|9.19|7.54|82.05|82.05|18.98|18.98|0.14|0.14|-1493.8|1767.3|1675.44|85.96|
|兆易创新|603986.SH|2026-04-02|1731.65|1649.51|105.07|105.07|9.11|7.48|81.36|81.36|18.82|18.82|0.14|0.14|-1481.15|1753.21|1661.34|85.23|
|兆易创新|603986.SH|2026-04-01|1787.81|1703|108.48|108.48|9.41|7.72|83.99|83.99|19.43|19.43|0.13|0.13|-1529.18|1812.78|1720.91|88.29|
|兆易创新|603986.SH|2026-03-31|1669.32|1590.14|101.29|101.29|8.78|7.21|78.43|78.43|18.14|18.14|0.14|0.14|-1427.84|1693.44|1601.57|82.17|
|兆易创新|603986.SH|2026-03-30|1793.77|1708.68|162.69|132.51|9.86|7.94|88.27|91.01|24.39|21.01|0.13|0.13|-621.99|1825.49|1725.35|135.24|
|兆易创新|603986.SH|2026-03-27|1813.47|1727.45|164.48|133.97|9.97|8.03|89.24|92.01|24.65|21.24|0.13|0.13|-628.82|1841.76|1741.62|136.51|
|兆易创新|603986.SH|2026-03-26|1836.89|1749.75|166.6|135.7|10.1|8.13|90.39|93.19|24.97|21.51|0.13|0.13|-636.94|1867.29|1767.16|138.51|
|兆易创新|603986.SH|2026-03-25|1951.87|1859.28|177.03|144.19|10.73|8.64|96.05|99.03|26.53|22.86|0.12|0.12|-676.81|1985.51|1885.37|147.78|
|兆易创新|603986.SH|2026-03-24|1918.99|1827.96|174.05|141.76|10.55|8.5|94.43|97.36|26.09|22.48|0.12|0.12|-665.4|1952.33|1852.19|145.18|
|兆易创新|603986.SH|2026-03-23|1916.46|1825.55|173.82|141.58|10.53|8.49|94.3|97.23|26.05|22.45|0.12|0.12|-664.53|1946.13|1845.99|144.69|
|兆易创新|603986.SH|2026-03-20|2034.6|1938.09|184.54|150.3|11.18|9.01|100.12|103.23|27.66|23.83|0.12|0.12|-705.49|2067.7|1967.57|154.22|
|兆易创新|603986.SH|2026-03-19|2129.11|2028.11|193.11|157.29|11.7|9.43|104.77|108.02|28.94|24.94|0.11|0.11|-738.26|2161.89|2061.76|161.6|
|兆易创新|603986.SH|2026-03-18|2182.18|2078.67|197.92|161.21|11.99|9.66|107.38|110.71|29.67|25.56|0.11|0.11|-756.67|2217|2116.86|165.92|
|兆易创新|603986.SH|2026-03-17|2075.26|1976.82|188.23|153.31|11.41|9.19|102.12|105.29|28.21|24.31|0.11|0.11|-719.59|2101.8|2001.66|156.89|
|兆易创新|603986.SH|2026-03-16|2146.5|2044.67|194.69|158.57|11.8|9.5|105.62|108.9|29.18|25.14|0.11|0.11|-744.29|2177.94|2077.8|162.86|
|兆易创新|603986.SH|2026-03-13|1951.38|1858.81|176.99|144.16|10.73|8.64|96.02|99|26.53|22.86|0.12|0.12|-676.64|1972.36|1872.22|146.75|
|兆易创新|603986.SH|2026-03-12|1926.49|1835.1|174.73|142.32|10.59|8.53|94.8|97.74|26.19|22.56|0.12|0.12|-668.01|1947.43|1847.3|144.79|
|兆易创新|603986.SH|2026-03-11|1973.81|1880.18|179.02|145.81|10.85|8.74|97.13|100.14|26.83|23.12|0.12|0.12|-684.41|1995.91|1895.77|148.59|
|兆易创新|603986.SH|2026-03-10|2001.23|1906.3|181.51|147.84|11|8.86|98.47|101.53|27.21|23.44|0.12|0.12|-693.92|2023.99|1923.85|150.79|
|兆易创新|603986.SH|2026-03-09|1935.67|1843.85|175.56|143|10.64|8.57|95.25|98.21|26.31|22.67|0.12|0.12|-671.19|1958.34|1858.2|145.65|
|兆易创新|603986.SH|2026-03-06|1998.07|1903.29|181.22|147.61|10.98|8.85|98.32|101.37|27.16|23.4|0.12|0.12|-692.83|2025.04|1924.91|150.88|
|兆易创新|603986.SH|2026-03-05|1982.72|1888.67|179.83|146.47|10.9|8.78|97.56|100.59|26.95|23.22|0.12|0.12|-687.5|2005.14|1905.01|149.32|
|兆易创新|603986.SH|2026-03-04|1956.57|1863.75|177.46|144.54|10.75|8.66|96.28|99.27|26.6|22.92|0.12|0.12|-678.43|1978.74|1878.6|147.25|
|兆易创新|603986.SH|2026-03-03|1913.24|1822.48|173.53|141.34|10.52|8.47|94.14|97.07|26.01|22.41|0.12|0.12|-663.41|1930.94|1830.8|143.5|
|兆易创新|603986.SH|2026-03-02|2055.28|1957.79|186.41|151.83|11.3|9.1|101.13|104.27|27.94|24.07|0.12|0.12|-712.66|2075|1974.86|154.79|
|兆易创新|603986.SH|2026-02-27|2103.31|2003.53|190.77|155.38|11.56|9.31|103.5|106.71|28.59|24.63|0.11|0.11|-729.32|2125.71|2025.57|158.77|
|兆易创新|603986.SH|2026-02-26|2169.21|2066.31|196.75|160.25|11.92|9.6|106.74|110.05|29.49|25.41|0.11|0.11|-752.17|2198.47|2098.34|164.47|
|兆易创新|603986.SH|2026-02-25|2182.67|2079.13|197.97|161.24|12|9.66|107.4|110.74|29.67|25.56|0.11|0.11|-756.84|2207.54|2107.41|165.18|
|兆易创新|603986.SH|2026-02-24|2264.91|2157.47|205.43|167.32|12.45|10.03|111.45|114.91|30.79|26.53|0.1|0.1|-785.35|2291.89|2191.75|171.79|
|兆易创新|603986.SH|2026-02-13|2164.3|2061.64|196.3|159.89|11.9|9.58|106.5|109.81|29.42|25.35|0.11|0.11|-750.47|2177.71|2077.57|162.84|
|兆易创新|603986.SH|2026-02-12|2126.02|2025.17|192.83|157.06|11.69|9.41|104.62|107.86|28.9|24.9|0.11|0.11|-737.19|2137.81|2037.68|159.72|
|兆易创新|603986.SH|2026-02-11|1995.27|1900.62|180.97|147.4|10.97|8.83|98.18|101.23|27.12|23.37|0.12|0.12|-691.85|1994.88|1894.74|148.51|
|兆易创新|603986.SH|2026-02-10|2019.92|1936.08|183.21|149.22|11.1|8.94|99.39|102.48|27.46|23.66|0.12|0.12|-700.4|2020.53|1920.39|150.52|
|兆易创新|603986.SH|2026-02-09|2041.38|1956.65|185.15|150.8|11.22|9.04|100.45|103.57|27.75|23.91|0.12|0.12|-707.84|2044.26|1944.13|152.38|
|兆易创新|603986.SH|2026-02-06|1924.26|1844.39|174.53|142.15|10.58|8.52|94.69|97.63|26.16|22.54|0.12|0.12|-667.23|1923.8|1823.67|142.94|
|兆易创新|603986.SH|2026-02-05|1935.2|1854.87|175.52|142.96|10.64|8.57|95.23|98.18|26.31|22.67|0.12|0.12|-671.02|1936.59|1836.46|143.94|
|兆易创新|603986.SH|2026-02-04|1967.18|1885.53|178.42|145.32|10.81|8.71|96.8|99.8|26.74|23.04|0.12|0.12|-682.11|1970.67|1870.54|146.62|
|兆易创新|603986.SH|2026-02-03|2038.53|1953.91|184.89|150.59|11.2|9.03|100.31|103.42|27.71|23.88|0.12|0.12|-706.85|2042.33|1942.19|152.23|
|兆易创新|603986.SH|2026-02-02|1974.56|1892.61|179.09|145.87|10.85|8.74|97.16|100.18|26.84|23.13|0.12|0.12|-684.67|1977.89|1877.75|147.18|
|兆易创新|603986.SH|2026-01-30|2193.97|2102.91|198.99|162.08|12.06|9.71|107.96|111.31|29.83|25.7|0.11|0.11|-760.75|2196.21|2096.07|164.29|
|兆易创新|603986.SH|2026-01-29|2142.55|2053.62|194.33|158.28|11.78|9.49|105.43|108.7|29.13|25.09|0.11|0.11|-742.92|2146.26|2046.12|160.38|
|兆易创新|603986.SH|2026-01-28|2255.29|2161.68|204.55|166.61|12.4|9.99|110.98|114.42|30.66|26.41|0.1|0.1|-782.02|2257.52|2157.38|169.1|
|兆易创新|603986.SH|2026-01-27|2140.88|2052.02|194.18|158.16|11.77|9.48|105.35|108.62|29.1|25.07|0.11|0.11|-742.34|2142.01|2041.87|160.05|
|兆易创新|603986.SH|2026-01-26|2038.73|1954.11|184.91|150.61|11.21|9.03|100.32|103.44|27.72|23.88|0.12|0.12|-706.93|2040.48|1940.34|152.09|
|兆易创新|603986.SH|2026-01-23|2071.13|1985.17|187.85|153|11.38|9.17|101.91|105.08|28.16|24.26|0.11|0.11|-718.16|2073.89|1973.75|154.71|
|兆易创新|603986.SH|2026-01-22|2100.54|2013.35|190.52|155.17|11.54|9.3|103.36|106.57|28.56|24.6|0.11|0.11|-728.36|2097.58|1997.44|156.56|
|兆易创新|603986.SH|2026-01-21|2143.6|2054.62|194.42|158.36|11.78|9.49|105.48|108.76|29.14|25.11|0.11|0.11|-743.29|2145.78|2045.64|160.34|
|兆易创新|603986.SH|2026-01-20|2034.55|1950.11|184.53|150.3|11.18|9.01|100.11|103.22|27.66|23.83|0.12|0.12|-705.48|2036.37|1936.24|151.77|
|兆易创新|603986.SH|2026-01-19|2009.82|1926.4|182.29|148.47|11.05|8.9|98.9|101.97|27.32|23.54|0.12|0.12|-696.9|2008.56|1908.42|149.59|
|兆易创新|603986.SH|2026-01-16|1954.15|1873.04|177.24|144.36|10.74|8.65|96.16|99.14|26.57|22.89|0.12|0.12|-677.6|1950.56|1850.42|145.04|
|兆易创新|603986.SH|2026-01-15|1776.47|1702.74|161.12|131.23|9.76|7.87|87.41|90.13|24.15|20.81|0.13|0.13|-615.99|1770.12|1669.99|130.9|
|兆易创新|603986.SH|2026-01-14|1762.82|1689.65|159.89|130.23|9.69|7.8|86.74|89.44|23.96|20.65|0.13|0.13|-611.25|1754.96|1654.82|129.71|
|兆易创新|603986.SH|2026-01-13|1759.78|1759.77|159.61|130|9.67|9.54|86.59|89.28|23.92|20.61|0.13|0.13|-610.2|1766.6|1666.46|130.62|
|兆易创新|603986.SH|2026-01-12|1748.63|1748.62|158.6|129.18|9.61|9.48|86.04|88.72|23.77|20.48|0.13|0.13|-606.33|1755.45|1655.31|129.75|
|兆易创新|603986.SH|2026-01-09|1669.96|1669.95|151.46|123.37|9.18|9.06|82.17|84.73|22.7|19.56|0.14|0.14|-579.05|1676.78|1576.64|123.58|
|兆易创新|603986.SH|2026-01-08|1728.06|1728.05|156.73|127.66|9.5|9.37|85.03|87.67|23.49|20.24|0.13|0.13|-599.2|1734.88|1634.74|128.13|
|兆易创新|603986.SH|2026-01-07|1753.1|1753.09|159.01|129.51|9.64|9.51|86.27|88.94|23.83|20.53|0.13|0.13|-607.88|1759.92|1659.79|130.1|
|兆易创新|603986.SH|2026-01-06|1674.83|1674.82|151.91|123.73|9.21|9.08|82.41|84.97|22.77|19.62|0.13|0.13|-580.74|1681.65|1581.51|123.96|
|兆易创新|603986.SH|2026-01-05|1573.99|1573.98|142.76|116.28|8.65|8.54|77.45|79.86|21.4|18.43|0.14|0.14|-545.78|1580.81|1480.67|116.06|
|兆易创新|603986.SH|2025-12-31|1430.87|1430.86|129.78|105.7|7.86|7.76|70.41|72.59|19.45|16.76|0|0.16|-496.15|1437.68|1337.55|104.84|
|兆易创新|603986.SH|2025-12-30|1470.74|1470.73|133.4|108.65|8.08|7.98|72.37|74.62|19.99|17.23|0|0.15|-509.97|1477.56|1377.42|107.96|
|兆易创新|603986.SH|2025-12-29|1522.23|1522.22|138.07|112.45|8.37|8.25|74.9|77.23|20.69|17.83|0|0.15|-527.83|1529.05|1428.91|112|
|兆易创新|603986.SH|2025-12-26|1515.82|1515.81|137.48|111.98|8.33|8.22|74.59|76.9|20.61|17.75|0|0.15|-525.61|1522.64|1422.5|111.5|
|兆易创新|603986.SH|2025-12-25|1482.63|1482.62|134.47|109.53|8.15|8.04|72.96|75.22|20.16|17.36|0|0.15|-514.1|1489.44|1389.31|108.9|
|兆易创新|603986.SH|2025-12-24|1496.65|1496.64|135.75|110.56|8.23|8.12|73.65|75.93|20.35|17.53|0|0.15|-518.96|1503.47|1403.33|110|
|兆易创新|603986.SH|2025-12-23|1451.77|1451.76|131.67|107.25|7.98|7.87|71.44|73.66|19.74|17|0|0.16|-503.4|1458.59|1358.45|106.48|
|兆易创新|603986.SH|2025-12-22|1445.63|1445.62|131.12|106.79|7.95|7.84|71.14|73.34|19.65|16.93|0|0.16|-501.27|1452.44|1352.31|106|
|兆易创新|603986.SH|2025-12-19|1403.89|1403.8|127.33|103.71|7.72|7.61|69.08|71.23|19.09|16.44|0|0.16|-486.79|1410.7|1310.57|102.72|
|兆易创新|603986.SH|2025-12-18|1432.2|1432.12|129.9|105.8|7.87|7.77|70.47|72.66|19.47|16.77|0|0.16|-496.61|1439.02|1338.88|104.94|
|兆易创新|603986.SH|2025-12-17|1350.26|1350.18|122.47|99.75|7.42|7.32|66.44|68.51|18.36|15.81|0|0.17|-468.2|1357.08|1256.94|98.52|
|兆易创新|603986.SH|2025-12-16|1321.41|1321.33|119.85|97.62|7.26|7.17|65.02|67.04|17.96|15.48|0|0.17|-458.19|1328.22|1228.09|96.26|
|兆易创新|603986.SH|2025-12-15|1363.48|1363.4|123.67|100.73|7.49|7.4|67.09|69.18|18.54|15.97|0|0.17|-472.78|1370.3|1270.16|99.56|
|兆易创新|603986.SH|2025-12-12|1401.75|1401.67|127.14|103.55|7.7|7.6|68.98|71.12|19.06|16.42|0|0.16|-486.05|1408.57|1308.43|102.56|
|兆易创新|603986.SH|2025-12-11|1387.86|1387.78|125.88|102.53|7.63|7.53|68.29|70.41|18.87|16.25|0|0.16|-481.24|1394.68|1294.54|101.47|
|兆易创新|603986.SH|2025-12-10|1394.74|1394.65|126.5|103.03|7.67|7.56|68.63|70.76|18.96|16.34|0|0.16|-483.62|1401.55|1301.42|102.01|
|兆易创新|603986.SH|2025-12-09|1408.83|1408.75|127.78|104.08|7.74|7.64|69.32|71.48|19.15|16.5|0|0.16|-488.51|1415.65|1315.51|103.11|
|兆易创新|603986.SH|2025-12-08|1428.46|1428.38|129.56|105.53|7.85|7.75|70.29|72.47|19.42|16.73|0|0.16|-495.32|1435.28|1335.14|104.65|
|兆易创新|603986.SH|2025-12-05|1381.18|1381.1|125.27|102.03|7.59|7.49|67.96|70.07|18.78|16.18|0|0.16|-478.92|1388|1287.86|100.94|
|兆易创新|603986.SH|2025-12-04|1405.22|1405.14|127.45|103.81|7.72|7.62|69.15|71.29|19.1|16.46|0|0.16|-487.26|1412.04|1311.9|102.83|
|兆易创新|603986.SH|2025-12-03|1386.46|1386.37|125.75|102.42|7.62|7.52|68.22|70.34|18.85|16.24|0|0.16|-480.75|1393.27|1293.14|101.36|
|兆易创新|603986.SH|2025-12-02|1405.82|1405.74|127.51|103.85|7.73|7.62|69.18|71.32|19.11|16.47|0|0.16|-487.47|1412.64|1312.5|102.88|
|兆易创新|603986.SH|2025-12-01|1421.32|1421.23|128.91|105|7.81|7.71|69.94|72.11|19.32|16.65|0|0.16|-492.84|1428.13|1328|104.09|
|兆易创新|603986.SH|2025-11-28|1355.73|1355.65|122.96|100.15|7.45|7.35|66.71|68.78|18.43|15.88|0|0.17|-470.1|1362.55|1262.42|98.95|
