vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,兆易创新2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|兆易创新|603986.SH|2019-02-27|263.58|192.05|66.32|61.98|13.79|13.79|133.32|101.47|12.99|11.8|0.3|0.3||266.99|259.6|53.46|
|兆易创新|603986.SH|2019-02-26|265.03|193.11|66.69|62.32|13.87|13.87|134.06|102.02|13.06|11.86|0.3|0.3||268.44|261.05|53.76|
|兆易创新|603986.SH|2019-02-25|254.27|185.27|63.98|59.79|13.31|13.31|128.61|97.88|12.53|11.38|0.31|0.31||257.68|250.29|51.54|
|兆易创新|603986.SH|2019-02-22|231.16|168.43|58.17|54.35|12.1|12.1|116.92|88.98|11.39|10.35|0.34|0.34||234.57|227.18|46.78|
|兆易创新|603986.SH|2019-02-21|219.49|159.92|55.23|51.61|11.49|11.49|111.02|84.49|10.81|9.83|0.36|0.36||222.9|215.51|44.38|
|兆易创新|603986.SH|2019-02-20|217.75|158.66|54.79|51.2|11.4|11.4|110.14|83.82|10.73|9.75|0.37|0.37||221.16|213.77|44.02|
|兆易创新|603986.SH|2019-02-19|223.13|162.58|56.15|52.46|11.68|11.68|112.86|85.9|10.99|9.99|0.36|0.36||226.54|219.15|45.13|
|兆易创新|603986.SH|2019-02-18|223.73|163.01|56.3|52.61|11.71|11.71|113.16|86.13|11.02|10.02|0.36|0.36||227.14|219.75|45.25|
|兆易创新|603986.SH|2019-02-15|212.63|154.93|53.5|50|11.13|11.13|107.55|81.85|10.48|9.52|0.37|0.37||216.04|208.65|42.97|
|兆易创新|603986.SH|2019-02-14|219.46|159.9|55.22|51.6|11.49|11.49|111|84.48|10.81|9.82|0.36|0.36||222.87|215.48|44.37|
|兆易创新|603986.SH|2019-02-13|214.48|156.27|53.97|50.43|11.22|11.22|108.49|82.56|10.57|9.6|0.37|0.37||217.89|210.5|43.35|
|兆易创新|603986.SH|2019-02-12|211.04|153.76|53.1|49.62|11.04|11.04|106.74|81.24|10.4|9.45|0.38|0.38||214.44|207.06|42.64|
|兆易创新|603986.SH|2019-02-11|214.11|156|53.88|50.34|11.21|11.21|108.3|82.42|10.55|9.59|0.37|0.37||217.52|210.13|43.27|
|兆易创新|603986.SH|2019-02-01|202.27|147.38|50.9|47.56|10.59|10.59|102.31|77.86|9.97|9.05|0.39|0.39||205.68|198.29|40.83|
|兆易创新|603986.SH|2019-01-31|192.68|140.39|48.48|45.3|10.08|10.08|97.46|74.17|9.49|8.63|0.41|0.41||196.08|188.7|38.86|
|兆易创新|603986.SH|2019-01-30|191.05|139.2|48.07|44.92|10|10|96.64|73.55|9.41|8.55|0.42|0.42||194.46|187.08|38.52|
|兆易创新|603986.SH|2019-01-29|196.97|143.52|49.56|46.31|10.31|10.31|99.63|75.83|9.7|8.82|0.4|0.4||200.38|193|39.74|
|兆易创新|603986.SH|2019-01-28|198.97|144.97|50.06|46.78|10.41|10.41|100.64|76.59|9.8|8.91|0.4|0.4||202.38|194.99|40.15|
|兆易创新|603986.SH|2019-01-25|198.45|144.6|49.94|46.66|10.39|10.39|100.38|76.39|9.78|8.88|0.4|0.4||201.86|194.48|40.05|
|兆易创新|603986.SH|2019-01-24|194.13|141.44|48.85|45.64|10.16|10.16|98.19|74.73|9.56|8.69|0.41|0.41||197.54|190.15|39.16|
|兆易创新|603986.SH|2019-01-23|185.02|134.81|46.56|43.5|9.68|9.68|93.58|71.22|9.12|8.28|0.43|0.43||188.43|181.04|37.28|
|兆易创新|603986.SH|2019-01-22|187.87|136.88|47.27|44.17|9.83|9.83|95.02|72.32|9.26|8.41|0.42|0.42||191.27|183.89|37.87|
|兆易创新|603986.SH|2019-01-21|191.99|139.89|48.31|45.14|10.05|10.05|97.11|73.91|9.46|8.6|0.41|0.41||195.4|188.01|38.72|
|兆易创新|603986.SH|2019-01-18|174.54|127.18|43.92|41.04|9.13|9.13|88.29|67.19|8.6|7.81|0.46|0.46||177.95|170.57|35.12|
|兆易创新|603986.SH|2019-01-17|171.47|124.94|43.15|40.32|8.97|8.97|86.73|66.01|8.45|7.68|0.46|0.46||174.88|167.49|34.49|
|兆易创新|603986.SH|2019-01-16|173.06|126.1|43.55|40.69|9.06|9.06|87.54|66.62|8.53|7.75|0.46|0.46||176.47|169.09|34.82|
|兆易创新|603986.SH|2019-01-15|171.07|124.65|43.05|40.22|8.95|8.95|86.53|65.85|8.43|7.66|0.47|0.47||174.48|167.09|34.41|
|兆易创新|603986.SH|2019-01-14|166.46|121.29|41.89|39.14|8.71|8.71|84.2|64.08|8.2|7.45|0.48|0.48||169.87|162.48|33.46|
|兆易创新|603986.SH|2019-01-11|174.29|126.99|43.86|40.98|9.12|9.12|88.16|67.09|8.59|7.8|0.46|0.46||177.7|170.31|35.07|
|兆易创新|603986.SH|2019-01-10|173.97|126.76|43.78|40.91|9.1|9.1|88|66.97|8.57|7.79|0.46|0.46||177.38|170|35.01|
|兆易创新|603986.SH|2019-01-09|176.82|128.84|44.49|41.58|9.25|9.25|89.44|68.07|8.71|7.92|0.45|0.45||180.23|172.84|35.59|
|兆易创新|603986.SH|2019-01-08|174.2|126.93|43.83|40.96|9.12|9.12|88.11|67.06|8.58|7.8|0.46|0.46||177.61|170.22|35.05|
|兆易创新|603986.SH|2019-01-07|179.04|130.45|45.05|42.1|9.37|9.37|90.56|68.92|8.82|8.02|0.44|0.44||182.45|175.06|36.05|
|兆易创新|603986.SH|2019-01-04|172.86|125.95|43.5|40.65|9.05|9.05|87.44|66.54|8.52|7.74|0.46|0.46||176.27|168.89|34.78|
|兆易创新|603986.SH|2019-01-03|168.51|122.78|42.4|39.62|8.82|8.82|85.23|64.87|8.3|7.54|0.47|0.47||171.92|164.53|33.88|
|兆易创新|603986.SH|2019-01-02|170.22|124.02|42.83|40.02|8.91|8.91|86.1|65.53|8.39|7.62|0.47|0.47||173.63|166.24|34.23|
|兆易创新|603986.SH|2018-12-28|177.39|129.25|44.64|41.71|9.28|9.28|89.73|68.29|8.74|7.94|0.3|0.45||180.8|173.41|35.71|
|兆易创新|603986.SH|2018-12-27|177.33|129.21|44.62|41.7|9.28|9.28|89.7|68.26|8.74|7.94|0.3|0.45||180.74|173.36|35.7|
|兆易创新|603986.SH|2018-12-26|185.02|134.81|46.56|43.5|9.68|9.68|93.58|71.22|9.12|8.28|0.29|0.43||188.43|181.04|37.28|
|兆易创新|603986.SH|2018-12-25|190.14|138.54|47.84|44.71|9.95|9.95|96.18|73.2|9.37|8.51|0.28|0.42||193.55|186.16|38.34|
|兆易创新|603986.SH|2018-12-24|192.45|140.22|48.42|45.25|10.07|10.07|97.34|74.08|9.48|8.62|0.28|0.41||195.86|188.47|38.81|
|兆易创新|603986.SH|2018-12-21|190.63|138.89|47.97|44.82|9.98|9.98|96.42|73.38|9.39|8.53|0.28|0.42||194.04|186.65|38.44|
|兆易创新|603986.SH|2018-12-20|193.87|141.26|48.78|45.58|10.15|10.15|98.06|74.63|9.55|8.68|0.27|0.41||197.28|189.89|39.1|
|兆易创新|603986.SH|2018-12-19|192.65|140.37|48.48|45.3|10.08|10.08|97.44|74.16|9.49|8.62|0.28|0.41||196.06|188.67|38.85|
|兆易创新|603986.SH|2018-12-18|194.98|142.07|49.06|45.85|10.2|10.2|98.62|75.06|9.61|8.73|0.27|0.41||198.39|191|39.33|
|兆易创新|603986.SH|2018-12-17|197.12|143.62|49.6|46.35|10.32|10.32|99.7|75.88|9.71|8.82|0.27|0.4||200.52|193.14|39.77|
|兆易创新|603986.SH|2018-12-14|200.73|146.26|50.51|47.2|10.51|10.51|101.53|77.27|9.89|8.99|0.26|0.4||204.14|196.75|40.52|
|兆易创新|603986.SH|2018-12-13|207.28|151.03|52.16|48.74|10.85|10.85|104.84|79.79|10.21|9.28|0.26|0.38||210.69|203.3|41.86|
|兆易创新|603986.SH|2018-12-12|205|149.37|51.58|48.2|10.73|10.73|103.69|78.92|10.1|9.18|0.26|0.39||208.41|201.02|41.4|
|兆易创新|603986.SH|2018-12-11|219.55|159.97|55.24|51.62|11.49|11.49|111.05|84.51|10.82|9.83|0.24|0.36||222.95|215.57|44.39|
|兆易创新|603986.SH|2018-12-10|218.29|159.05|54.93|51.33|11.42|11.42|110.41|84.03|10.75|9.77|0.24|0.36||221.7|214.32|44.13|
|兆易创新|603986.SH|2018-12-07|217.78|158.68|54.8|51.21|11.4|11.4|110.16|83.84|10.73|9.75|0.24|0.37||221.19|213.8|44.03|
|兆易创新|603986.SH|2018-12-06|214.05|155.96|53.86|50.33|11.2|11.2|108.27|82.4|10.55|9.58|0.25|0.37||217.46|210.07|43.26|
|兆易创新|603986.SH|2018-12-05|220.4|160.59|55.46|51.82|11.53|11.53|111.48|84.84|10.86|9.87|0.24|0.36||223.81|216.42|44.57|
|兆易创新|603986.SH|2018-12-04|224.41|163.51|56.47|52.77|11.74|11.74|113.51|86.39|11.06|10.05|0.24|0.35||227.82|220.44|45.39|
|兆易创新|603986.SH|2018-12-03|226.18|164.8|56.91|53.18|11.84|11.84|114.4|87.07|11.14|10.13|0.23|0.35||229.59|222.2|45.76|
|兆易创新|603986.SH|2018-11-30|214.45|156.25|53.96|50.42|11.22|11.22|108.47|82.55|10.57|9.6|0.25|0.37||217.86|210.47|43.34|
|兆易创新|603986.SH|2018-11-29|210.35|153.27|52.93|49.46|11.01|11.01|106.4|80.98|10.36|9.42|0.25|0.38||213.76|206.37|42.5|
|兆易创新|603986.SH|2018-11-28|214.79|156.5|54.05|50.5|11.24|11.24|108.64|82.68|10.58|9.62|0.25|0.37||218.2|210.81|43.41|
|兆易创新|603986.SH|2018-11-27|210.52|153.39|52.97|49.5|11.02|11.02|106.48|81.04|10.37|9.42|0.25|0.38||213.93|206.54|42.53|
|兆易创新|603986.SH|2018-11-26|205.17|149.49|51.63|48.24|10.74|10.74|103.78|78.98|10.11|9.19|0.26|0.39||208.58|201.19|41.43|
|兆易创新|603986.SH|2018-11-23|207.28|151.03|52.16|48.74|10.85|10.85|104.84|79.79|10.21|9.28|0.26|0.38||210.69|203.3|41.86|
|兆易创新|603986.SH|2018-11-22|213.6|155.63|53.75|50.22|11.18|11.18|108.04|82.22|10.52|9.56|0.25|0.37||217.01|209.62|43.17|
|兆易创新|603986.SH|2018-11-21|219.06|159.61|55.12|51.51|11.46|11.46|110.8|84.33|10.79|9.81|0.24|0.36||222.47|215.08|44.29|
|兆易创新|603986.SH|2018-11-20|218.69|159.34|55.03|51.42|11.45|11.45|110.62|84.19|10.77|9.79|0.24|0.36||222.1|214.71|44.21|
|兆易创新|603986.SH|2018-11-19|227.86|166.02|57.33|53.58|11.92|11.92|115.25|87.71|11.23|10.2|0.23|0.35||231.27|223.88|46.1|
|兆易创新|603986.SH|2018-11-16|224.47|163.55|56.48|52.78|11.75|11.75|113.54|86.41|11.06|10.05|0.24|0.35||227.88|220.49|45.4|
|兆易创新|603986.SH|2018-11-15|212.52|154.84|53.47|49.97|11.12|11.12|107.49|81.81|10.47|9.51|0.25|0.37||215.92|208.54|42.94|
|兆易创新|603986.SH|2018-11-14|210.61|153.45|52.99|49.52|11.02|11.02|106.53|81.07|10.38|9.43|0.25|0.38||214.02|206.63|42.55|
|兆易创新|603986.SH|2018-11-13|193.22|140.78|48.62|45.43|10.11|10.11|97.73|74.38|9.52|8.65|0.27|0.41||196.63|189.24|38.97|
|兆易创新|603986.SH|2018-11-12|193.84|141.24|48.78|45.58|10.14|10.14|98.05|74.62|9.55|8.68|0.27|0.41||197.25|189.86|39.1|
|兆易创新|603986.SH|2018-11-09|188.18|137.11|47.35|44.25|9.85|9.85|95.18|72.44|9.27|8.42|0.28|0.42||191.59|184.2|37.93|
|兆易创新|603986.SH|2018-11-08|190.34|138.69|47.89|44.75|9.96|9.96|96.28|73.27|9.38|8.52|0.28|0.42||193.75|186.36|38.38|
|兆易创新|603986.SH|2018-11-07|195.35|142.34|49.16|45.93|10.22|10.22|98.81|75.2|9.62|8.75|0.27|0.41||198.76|191.37|39.41|
|兆易创新|603986.SH|2018-11-06|194.3|141.57|48.89|45.69|10.17|10.17|98.28|74.8|9.57|8.7|0.27|0.41||197.71|190.32|39.19|
|兆易创新|603986.SH|2018-11-05|202.87|147.81|51.05|47.7|10.62|10.62|102.61|78.09|9.99|9.08|0.26|0.39||206.27|198.89|40.96|
|兆易创新|603986.SH|2018-11-02|208.3|151.77|52.41|48.98|10.9|10.9|105.36|80.19|10.26|9.33|0.25|0.38||211.71|204.32|42.08|
|兆易创新|603986.SH|2018-11-01|192.05|139.93|48.32|45.16|10.05|10.05|97.14|73.93|9.46|8.6|0.28|0.41||195.46|188.07|38.73|
|兆易创新|603986.SH|2018-10-31|196.23|142.98|49.38|46.14|10.27|10.27|99.26|75.54|9.67|8.78|0.27|0.41||199.64|192.26|39.59|
|兆易创新|603986.SH|2018-10-30|196.23|142.98|49.38|43.32|10.7|10.7|99.26|79.2|9.67|8.93|0.27|0.41||198.54|192.65|39.67|
|兆易创新|603986.SH|2018-10-29|196.23|142.98|49.38|43.32|10.7|10.7|99.26|79.2|9.67|8.93|0.27|0.41||198.54|192.65|39.67|
|兆易创新|603986.SH|2018-10-26|196.23|142.98|49.38|43.32|10.7|10.7|99.26|79.2|9.67|8.93|0.27|0.41||198.54|192.65|39.67|
|兆易创新|603986.SH|2018-10-25|196.23|142.98|49.38|43.32|10.7|10.7|99.26|79.2|9.67|8.93|0.27|0.41||198.54|192.65|39.67|
|兆易创新|603986.SH|2018-10-24|196.23|142.98|49.38|43.32|10.7|10.7|99.26|79.2|9.67|8.93|0.27|0.41||198.54|192.65|39.67|
|兆易创新|603986.SH|2018-10-23|203.21|148.06|51.13|44.86|11.08|11.08|102.78|82.01|10.01|9.25|0.26|0.39||205.52|199.63|41.11|
|兆易创新|603986.SH|2018-10-22|216.44|157.7|54.46|47.78|11.81|11.81|109.48|87.36|10.66|9.85|0.24|0.37||218.75|212.86|43.83|
|兆易创新|603986.SH|2018-10-19|200.96|146.42|50.57|44.36|10.96|10.96|101.65|81.11|9.9|9.14|0.26|0.4||203.27|197.38|40.65|
|兆易创新|603986.SH|2018-10-18|197.09|143.6|49.59|43.5|10.75|10.75|99.69|79.54|9.71|8.97|0.27|0.4||199.4|193.51|39.85|
|兆易创新|603986.SH|2018-10-17|203.46|148.25|51.2|44.91|11.1|11.1|102.91|82.12|10.02|9.26|0.26|0.39||205.77|199.88|41.16|
|兆易创新|603986.SH|2018-10-16|197.26|143.73|49.64|43.54|10.76|10.76|99.77|79.61|9.72|8.98|0.27|0.4||199.57|193.68|39.88|
|兆易创新|603986.SH|2018-10-15|205.14|149.47|51.62|45.28|11.19|11.19|103.76|82.79|10.11|9.34|0.26|0.39||207.45|201.56|41.51|
|兆易创新|603986.SH|2018-10-12|203.95|148.6|51.32|45.02|11.12|11.12|103.16|82.31|10.05|9.28|0.26|0.39||206.26|200.37|41.26|
|兆易创新|603986.SH|2018-10-11|196.4|143.1|49.42|43.35|10.71|10.71|99.34|79.27|9.68|8.94|0.27|0.41||198.71|192.82|39.71|
|兆易创新|603986.SH|2018-10-10|214.14|156.02|53.88|47.27|11.68|11.68|108.31|86.42|10.55|9.74|0.25|0.37||216.45|210.56|43.36|
|兆易创新|603986.SH|2018-10-09|211.92|154.41|53.32|46.78|11.56|11.56|107.19|85.53|10.44|9.64|0.25|0.38||214.23|208.34|42.9|
|兆易创新|603986.SH|2018-10-08|227.32|165.63|57.2|50.18|12.4|12.4|114.98|91.74|11.2|10.34|0.23|0.35||229.63|223.74|46.07|
|兆易创新|603986.SH|2018-09-28|252.57|184.02|63.55|55.75|13.78|13.78|127.75|101.93|12.44|11.49|0.21|0.32||254.87|248.99|51.27|
|兆易创新|603986.SH|2018-09-27|251.91|183.55|63.39|55.61|13.74|13.74|127.42|101.67|12.41|11.46|0.21|0.32||254.22|248.33|51.14|
|兆易创新|603986.SH|2018-09-26|258.66|188.46|65.08|57.09|14.11|14.11|130.83|104.39|12.74|11.77|0.2|0.31||260.97|255.08|52.53|
|兆易创新|603986.SH|2018-09-25|254.76|185.62|64.1|56.23|13.9|13.9|128.86|102.82|12.55|11.59|0.21|0.31||257.07|251.18|51.72|
|兆易创新|603986.SH|2018-09-21|252.48|183.96|63.53|55.73|13.77|13.77|127.71|101.9|12.44|11.49|0.21|0.32||254.79|248.9|51.25|
|兆易创新|603986.SH|2018-09-20|253.22|184.5|63.72|55.9|13.81|13.81|128.08|102.2|12.48|11.52|0.21|0.31||255.53|249.64|51.41|
|兆易创新|603986.SH|2018-09-19|257.2|187.4|64.72|56.77|14.03|14.03|130.1|103.81|12.67|11.7|0.21|0.31||259.51|253.62|52.23|
|兆易创新|603986.SH|2018-09-18|248.21|180.85|62.46|54.79|13.54|13.54|125.55|100.18|12.23|11.29|0.21|0.32||250.52|244.63|50.38|
|兆易创新|603986.SH|2018-09-17|241.81|176.18|60.84|53.38|13.19|13.19|122.31|97.59|11.91|11|0.22|0.33||244.12|238.23|49.06|
|兆易创新|603986.SH|2018-09-14|249.95|182.12|62.89|55.17|13.63|13.63|126.42|100.88|12.31|11.37|0.21|0.32||252.26|246.37|50.73|
|兆易创新|603986.SH|2018-09-13|255.92|186.47|64.4|56.49|13.96|13.96|129.45|103.29|12.61|11.65|0.21|0.31||258.23|252.34|51.96|
|兆易创新|603986.SH|2018-09-12|265.57|193.5|66.83|58.62|14.49|14.49|134.33|107.18|13.08|12.09|0.2|0.3||267.88|261.99|53.95|
|兆易创新|603986.SH|2018-09-11|264.09|192.42|66.45|58.3|14.41|14.41|133.58|106.59|13.01|12.02|0.2|0.3||266.4|260.51|53.65|
|兆易创新|603986.SH|2018-09-10|268.02|195.29|67.44|59.16|14.62|14.62|135.57|108.17|13.2|12.2|0.2|0.3||270.33|264.44|54.45|
|兆易创新|603986.SH|2018-09-07|291.03|212.75|73.23|64.24|15.88|15.88|147.21|117.46|14.34|13.24|0.18|0.27||293.34|287.45|59.19|
|兆易创新|603986.SH|2018-09-06|305.59|223.39|76.89|67.45|16.67|16.67|154.57|123.33|15.06|13.91|0.17|0.26||307.9|302.01|62.19|
|兆易创新|603986.SH|2018-09-05|305.27|223.16|76.81|67.39|16.65|16.65|154.41|123.21|15.04|13.89|0.17|0.26||307.58|301.69|62.13|
|兆易创新|603986.SH|2018-09-04|318.04|232.49|80.03|70.2|17.35|17.35|160.87|128.36|15.67|14.47|0.17|0.25||320.35|314.46|64.75|
|兆易创新|603986.SH|2018-09-03|312.08|228.14|78.53|68.89|17.02|17.02|157.85|125.95|15.38|14.2|0.17|0.26||314.39|308.5|63.53|
|兆易创新|603986.SH|2018-08-31|310.15|226.73|78.04|68.46|16.92|16.92|156.88|125.18|15.28|14.11|0.17|0.26||312.46|306.57|63.13|
|兆易创新|603986.SH|2018-08-30|313.5|229.17|78.89|69.2|17.1|17.1|158.57|126.53|15.45|14.27|0.17|0.25||315.81|309.92|63.82|
|兆易创新|603986.SH|2018-08-29|326.13|238.4|82.06|71.99|17.79|17.79|164.96|131.62|16.07|14.84|0.16|0.24||328.44|322.55|66.42|
|兆易创新|603986.SH|2018-08-28|325.59|238.01|81.93|71.87|17.76|17.76|164.68|131.41|16.04|14.82|0.16|0.24||327.9|322.01|66.31|
|兆易创新|603986.SH|2018-08-27|323.43|236.43|81.38|71.39|17.64|17.64|163.59|130.53|15.93|14.72|0.16|0.25||325.74|319.85|65.87|
|兆易创新|603986.SH|2018-08-24|318.04|232.49|80.03|76.22|18.59|18.92|160.87|128.65|15.67|15.01|0.17|0.25||320.24|314.69|64.8|
|兆易创新|603986.SH|2018-08-23|305.61|223.41|76.9|73.24|17.86|18.18|154.58|123.62|15.06|14.42|0.17|0.26||307.81|302.26|62.24|
|兆易创新|603986.SH|2018-08-22|293.84|214.8|73.94|70.42|17.18|17.48|148.63|118.86|14.48|13.87|0.18|0.27||296.04|290.49|59.82|
|兆易创新|603986.SH|2018-08-21|300.45|219.63|75.6|72.01|17.56|17.87|151.97|121.53|14.8|14.18|0.18|0.27||302.65|297.1|61.18|
|兆易创新|603986.SH|2018-08-20|297.78|217.68|74.93|71.37|17.41|17.71|150.62|120.45|14.67|14.05|0.18|0.27||299.98|294.43|60.63|
|兆易创新|603986.SH|2018-08-17|291.63|213.18|73.38|69.89|17.05|17.35|147.51|117.96|14.37|13.76|0.18|0.27||293.83|288.28|59.36|
|兆易创新|603986.SH|2018-08-16|291.85|213.35|73.44|69.95|17.06|17.36|147.62|118.05|14.38|13.77|0.18|0.27||294.05|288.5|59.41|
|兆易创新|603986.SH|2018-08-15|297.61|217.56|74.89|71.33|17.4|17.7|150.54|120.38|14.66|14.05|0.18|0.27||299.81|294.26|60.6|
|兆易创新|603986.SH|2018-08-14|309.13|225.98|77.79|74.09|18.07|18.39|156.36|125.04|15.23|14.59|0.17|0.26||311.33|305.78|62.97|
|兆易创新|603986.SH|2018-08-13|325.25|237.76|81.84|77.95|19.01|19.35|164.51|131.56|16.02|15.35|0.16|0.24||327.45|321.89|66.29|
|兆易创新|603986.SH|2018-08-10|315.4|230.56|79.36|75.59|18.44|18.76|159.53|127.58|15.54|14.89|0.17|0.25||317.6|312.05|64.26|
|兆易创新|603986.SH|2018-08-09|302.98|221.48|76.24|72.61|17.71|18.02|153.25|122.55|14.93|14.3|0.17|0.26||305.17|299.62|61.7|
|兆易创新|603986.SH|2018-08-08|282.07|206.19|70.98|67.6|16.49|16.78|142.67|114.09|13.9|13.31|0.19|0.28||284.26|278.71|57.39|
|兆易创新|603986.SH|2018-08-07|303.77|222.06|76.44|72.8|17.76|18.07|153.65|122.87|14.97|14.34|0.17|0.26||305.97|300.42|61.86|
|兆易创新|603986.SH|2018-08-06|297.06|217.12|74.75|71.19|17.36|17.67|150.25|120.16|14.64|14.02|0.18|0.27||299.26|293.71|60.48|
|兆易创新|603986.SH|2018-08-03|308.41|225.42|77.6|73.91|18.03|18.34|156|124.75|15.19|14.56|0.17|0.26||310.61|305.06|62.82|
|兆易创新|603986.SH|2018-08-02|341.92|249.91|86.04|81.95|19.99|20.34|172.95|138.3|16.85|16.14|0.15|0.23||344.12|338.57|69.72|
|兆易创新|603986.SH|2018-08-01|336.76|246.14|84.74|80.71|19.68|20.03|170.33|136.22|16.59|15.89|0.16|0.24||338.95|333.4|68.66|
|兆易创新|603986.SH|2018-07-31|326.14|238.38|82.07|78.16|19.06|19.4|164.97|131.92|16.07|15.39|0.16|0.24||328.34|322.79|66.47|
|兆易创新|603986.SH|2018-07-30|322.2|235.5|81.07|77.22|18.83|19.16|162.97|130.33|15.87|15.21|0.16|0.25||324.4|318.85|65.66|
|兆易创新|603986.SH|2018-07-27|335.71|245.37|84.47|80.46|19.62|19.97|169.8|135.79|16.54|15.84|0.16|0.24||337.9|332.35|68.44|
|兆易创新|603986.SH|2018-07-26|333.92|244.07|84.02|80.03|19.52|19.86|168.9|135.07|16.45|15.76|0.16|0.24||336.12|330.57|68.07|
|兆易创新|603986.SH|2018-07-25|358.44|261.98|90.19|85.9|20.95|21.32|181.3|144.98|17.66|16.92|0.15|0.22||360.63|355.08|73.12|
|兆易创新|603986.SH|2018-07-24|358.63|262.13|90.24|85.95|20.96|21.33|181.4|145.06|17.67|16.93|0.15|0.22||360.83|355.28|73.16|
|兆易创新|603986.SH|2018-07-23|363.88|265.97|91.56|87.21|21.27|21.64|184.05|147.19|17.93|17.17|0.15|0.22||366.08|360.53|74.24|
|兆易创新|603986.SH|2018-07-20|337.78|246.89|84.99|80.95|19.74|20.09|170.85|136.63|16.64|15.94|0.16|0.24||339.98|334.43|68.87|
|兆易创新|603986.SH|2018-07-19|329.21|240.62|82.84|78.9|19.24|19.58|166.52|133.16|16.22|15.54|0.16|0.24||331.41|325.86|67.1|
|兆易创新|603986.SH|2018-07-18|331.9|242.59|83.52|79.55|19.4|19.74|167.88|134.25|16.35|15.66|0.16|0.24||334.1|328.55|67.66|
|兆易创新|603986.SH|2018-07-17|339.31|248.01|85.38|81.32|19.83|20.18|171.63|137.25|16.72|16.01|0.16|0.23||341.51|335.96|69.18|
|兆易创新|603986.SH|2018-07-16|332.1|242.74|83.57|79.59|19.41|19.75|167.98|134.33|16.36|15.67|0.16|0.24||334.3|328.75|67.7|
|兆易创新|603986.SH|2018-07-13|329.69|240.97|82.96|79.01|19.27|19.61|166.76|133.36|16.24|15.56|0.16|0.24||331.89|326.34|67.2|
|兆易创新|603986.SH|2018-07-12|309.71|226.37|77.93|74.23|18.1|18.42|156.66|125.28|15.26|14.62|0.17|0.26||311.91|306.36|63.09|
|兆易创新|603986.SH|2018-07-11|286.45|209.37|72.08|68.65|16.74|17.04|144.89|115.87|14.11|13.52|0.18|0.28||288.64|283.09|58.3|
|兆易创新|603986.SH|2018-07-10|291.73|213.23|73.41|69.92|17.05|17.35|147.56|118|14.37|13.77|0.18|0.27||293.92|288.37|59.38|
|兆易创新|603986.SH|2018-07-09|296.78|216.92|74.68|71.13|17.35|17.65|150.11|120.04|14.62|14.01|0.18|0.27||298.97|293.42|60.42|
|兆易创新|603986.SH|2018-07-06|293.34|214.41|73.81|70.3|17.15|17.45|148.37|118.65|14.45|13.84|0.18|0.27||295.54|289.99|59.72|
|兆易创新|603986.SH|2018-07-05|290.99|212.69|73.22|69.74|17.01|17.31|147.18|117.7|14.34|13.73|0.18|0.27||293.19|287.63|59.23|
|兆易创新|603986.SH|2018-07-04|310.06|226.62|78.02|74.31|18.12|18.44|156.83|125.41|15.28|14.63|0.17|0.26||312.25|306.7|63.16|
|兆易创新|603986.SH|2018-07-03|321.09|234.69|80.8|76.95|18.77|19.1|162.41|129.88|15.82|15.15|0.17|0.25||323.29|317.74|65.43|
|兆易创新|603986.SH|2018-07-02|305.12|223.01|76.78|73.13|17.84|18.15|154.33|123.42|15.03|14.4|0.17|0.26||307.32|301.77|62.14|
|兆易创新|603986.SH|2018-06-29|307.93|225.07|77.48|73.8|18|18.32|155.75|124.55|15.17|14.53|0.17|0.26||310.12|304.57|62.72|
|兆易创新|603986.SH|2018-06-28|280.06|204.7|70.47|67.12|16.37|16.66|141.66|113.28|13.8|13.22|0.19|0.28||282.26|276.71|56.98|
|兆易创新|603986.SH|2018-06-27|286.62|209.49|72.12|68.69|16.75|17.05|144.97|115.93|14.12|13.53|0.18|0.28||288.82|283.26|58.33|
|兆易创新|603986.SH|2018-06-26|277.06|202.5|69.71|66.4|16.19|16.48|140.14|112.07|13.65|13.08|0.19|0.29||279.25|273.7|56.36|
|兆易创新|603986.SH|2018-06-25|257.85|188.46|64.88|61.8|15.07|15.34|130.42|104.3|12.7|12.17|0.21|0.31||260.04|254.49|52.41|
|兆易创新|603986.SH|2018-06-22|260.82|190.64|65.63|62.51|15.25|15.51|131.93|105.5|12.85|12.31|0.2|0.31||263.02|257.47|53.02|
|兆易创新|603986.SH|2018-06-21|256.97|187.82|64.66|61.59|15.02|15.28|129.97|103.94|12.66|12.13|0.21|0.31||259.16|253.61|52.22|
|兆易创新|603986.SH|2018-06-20|284.49|206.82|71.58|68.18|16.63|17.44|143.9|115.07|14.02|13.43|0.19|0.28||286.69|281.14|57.89|
|兆易创新|603986.SH|2018-06-19|287.13|208.74|72.25|68.81|16.78|17.6|145.23|116.14|14.15|13.55|0.18|0.28||289.33|283.78|58.44|
