date,pe_ttm
2021-02-22,46.82
2021-02-19,48.52
2021-02-18,48.58
2021-02-10,47.63
2021-02-09,46
2021-02-08,45.22
2021-02-05,44.85
2021-02-04,46.57
2021-02-03,47.53
2021-02-02,50.6
2021-02-01,50.2
2021-01-29,48.9
2021-01-28,48.49
2021-01-27,49.88
2021-01-26,49.84
2021-01-25,49.61
2021-01-22,52.96
2021-01-21,52.54
2021-01-20,53.81
2021-01-19,53.24
2021-01-18,54.04
2021-01-15,52.24
2021-01-14,53.47
2021-01-13,53.05
2021-01-12,53.34
2021-01-11,53.81
2021-01-08,51.61
2021-01-07,49.66
2021-01-06,50.45
2021-01-05,51.04
2021-01-04,49.09
