vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,深南电路2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|深南电路|002916.SZ|2022-07-13|467.34|442.66|31.56|29.49|4.09|4.27|19.96|18.46|3.35|3.22|0.99|1.04|662.84|489.55|474.33|18.54|
|深南电路|002916.SZ|2022-07-12|468.77|444.02|31.66|29.58|4.1|4.28|20.02|18.51|3.36|3.23|0.99|1.04|664.88|490.99|475.77|18.6|
|深南电路|002916.SZ|2022-07-11|466.21|441.59|31.49|29.41|4.08|4.26|19.91|18.41|3.34|3.21|1|1.05|661.24|488.43|473.2|18.5|
|深南电路|002916.SZ|2022-07-08|473.23|448.25|31.96|29.86|4.14|4.32|20.21|18.69|3.39|3.26|0.98|1.03|671.21|495.45|480.23|18.77|
|深南电路|002916.SZ|2022-07-07|470.21|445.38|31.76|29.67|4.11|4.3|20.08|18.57|3.37|3.24|0.99|1.04|666.91|492.43|477.21|18.66|
|深南电路|002916.SZ|2022-07-06|476.47|451.31|32.18|30.06|4.17|4.35|20.35|18.82|3.42|3.28|0.98|1.02|675.79|498.68|483.46|18.9|
|深南电路|002916.SZ|2022-07-05|463.54|439.06|31.31|29.25|4.05|4.23|19.79|18.31|3.32|3.19|1|1.05|657.46|485.76|470.54|18.39|
|深南电路|002916.SZ|2022-07-04|468.88|444.12|31.67|29.58|4.1|4.28|20.02|18.52|3.36|3.23|0.99|1.04|665.02|491.09|475.87|18.6|
|深南电路|002916.SZ|2022-07-01|480|454.66|32.42|30.29|4.2|4.38|20.5|18.96|3.44|3.3|0.97|1.02|680.81|502.22|487|19.04|
|深南电路|002916.SZ|2022-06-30|480.62|455.24|32.46|30.32|4.2|4.39|20.52|18.98|3.45|3.31|0.97|1.01|681.68|502.84|487.62|19.06|
|深南电路|002916.SZ|2022-06-29|480.67|455.29|32.46|30.33|4.2|4.39|20.53|18.98|3.45|3.31|0.97|1.01|681.75|502.89|487.67|19.06|
|深南电路|002916.SZ|2022-06-28|492.62|466.61|33.27|31.08|4.31|4.5|21.04|19.45|3.53|3.39|0.94|0.99|698.7|514.84|499.62|19.53|
|深南电路|002916.SZ|2022-06-27|481.08|455.68|32.49|30.35|4.21|4.39|20.54|19|3.45|3.31|0.97|1.01|682.34|503.3|488.08|19.08|
|深南电路|002916.SZ|2022-06-24|485.39|459.76|32.78|30.63|4.25|4.43|20.73|19.17|3.48|3.34|0.96|1|688.45|507.61|492.39|19.25|
|深南电路|002916.SZ|2022-06-23|471.85|446.93|31.87|29.77|4.13|4.31|20.15|18.63|3.38|3.25|0.99|1.03|669.24|494.07|478.85|18.72|
|深南电路|002916.SZ|2022-06-22|467.34|442.66|31.56|29.49|4.09|4.27|19.96|18.46|3.35|3.22|0.99|1.04|662.84|489.55|474.33|18.54|
|深南电路|002916.SZ|2022-06-21|477.95|452.71|32.28|30.16|4.18|4.37|20.41|18.87|3.43|3.29|0.97|1.02|677.9|500.17|484.95|18.96|
|深南电路|002916.SZ|2022-06-20|483.13|457.62|32.63|30.48|4.23|4.41|20.63|19.08|3.47|3.32|0.96|1.01|685.25|505.35|490.13|19.16|
|深南电路|002916.SZ|2022-06-17|479.49|454.17|32.38|30.25|4.19|4.38|20.48|18.94|3.44|3.3|0.97|1.02|680.08|501.71|486.49|19.02|
|深南电路|002916.SZ|2022-06-16|476.41|451.26|32.18|30.06|4.17|4.35|20.34|18.81|3.42|3.28|0.98|1.02|675.72|498.63|483.41|18.9|
|深南电路|002916.SZ|2022-06-15|472.26|447.32|31.9|29.8|4.13|4.31|20.17|18.65|3.39|3.25|0.98|1.03|669.82|494.48|479.26|18.74|
|深南电路|002916.SZ|2022-06-14|469.13|444.36|31.68|29.6|4.1|4.29|20.03|18.53|3.36|3.23|0.99|1.04|665.39|491.35|476.13|18.61|
|深南电路|002916.SZ|2022-06-13|473.95|448.93|32.01|29.9|4.15|4.33|20.24|18.72|3.4|3.26|0.98|1.03|672.22|496.17|480.95|18.8|
|深南电路|002916.SZ|2022-06-10|479.18|453.88|32.36|30.23|4.19|4.38|20.46|18.92|3.44|3.3|0.97|1.02|679.64|501.4|486.18|19.01|
|深南电路|002916.SZ|2022-06-09|478|452.76|32.28|30.16|4.18|4.37|20.41|18.88|3.43|3.29|0.97|1.02|677.97|500.22|485|18.96|
|深南电路|002916.SZ|2022-06-08|491.44|465.49|33.19|31.01|4.3|4.49|20.99|19.41|3.52|3.38|0.95|0.99|697.03|513.66|498.44|19.49|
|深南电路|002916.SZ|2022-06-07|494.78|468.65|33.42|31.22|4.33|4.52|21.13|19.54|3.55|3.4|0.94|0.98|701.76|516.99|501.77|19.62|
|深南电路|002916.SZ|2022-06-06|505.24|478.56|34.12|31.88|4.42|4.62|21.57|19.95|3.62|3.48|0.92|0.96|716.6|527.46|512.24|20.02|
|深南电路|002916.SZ|2022-06-02|479.34|454.03|32.37|30.24|4.19|4.38|20.47|18.93|3.44|3.3|0.97|1.02|679.86|501.56|486.33|19.01|
|深南电路|002916.SZ|2022-06-01|468.41|443.68|31.64|29.55|4.1|4.28|20|18.5|3.36|3.22|0.99|1.04|664.37|490.63|475.41|18.59|
|深南电路|002916.SZ|2022-05-31|472.41|447.47|31.91|29.81|4.13|4.32|20.17|18.66|3.39|3.25|0.98|1.03|670.04|494.63|479.41|18.74|
|深南电路|002916.SZ|2022-05-30|466.67|442.03|31.52|29.44|4.08|4.26|19.93|18.43|3.35|3.21|1|1.04|661.89|488.89|473.67|18.52|
|深南电路|002916.SZ|2022-05-27|459.95|435.66|31.06|29.02|4.02|4.02|19.64|18.16|3.3|3.16|1.01|1.01|652.37|482.17|466.95|18.25|
|深南电路|002916.SZ|2022-05-26|463.08|438.63|31.28|29.22|4.05|4.05|19.77|18.29|3.32|3.19|1|1|656.8|485.3|470.08|18.38|
|深南电路|002916.SZ|2022-05-25|473.39|448.39|31.97|29.87|4.14|4.14|20.21|18.69|3.4|3.26|0.98|0.98|671.42|495.61|480.39|18.78|
|深南电路|002916.SZ|2022-05-24|473.03|448.05|31.95|29.85|4.14|4.14|20.2|18.68|3.39|3.25|0.98|0.98|670.91|495.25|480.03|18.77|
|深南电路|002916.SZ|2022-05-23|494.21|468.11|33.38|31.18|4.32|4.32|21.1|19.52|3.54|3.4|0.94|0.94|700.96|516.43|501.21|19.59|
|深南电路|002916.SZ|2022-05-20|497.34|471.08|33.59|31.38|4.35|4.35|21.24|19.64|3.57|3.42|0.93|0.93|705.4|519.56|504.34|19.72|
|深南电路|002916.SZ|2022-05-19|495.85|469.67|33.49|31.29|4.34|4.34|21.17|19.58|3.56|3.41|0.94|0.94|703.29|518.07|502.85|19.66|
|深南电路|002916.SZ|2022-05-18|491.44|465.49|33.19|31.01|4.3|4.3|20.99|19.41|3.52|3.38|0.95|0.95|697.03|513.66|498.44|19.49|
|深南电路|002916.SZ|2022-05-17|494.93|468.79|33.43|31.23|4.33|4.33|21.13|19.54|3.55|3.41|0.94|0.94|701.98|517.15|501.93|19.62|
|深南电路|002916.SZ|2022-05-16|485.44|459.81|32.79|30.63|4.25|4.25|20.73|19.17|3.48|3.34|0.96|0.96|688.52|507.66|492.44|19.25|
|深南电路|002916.SZ|2022-05-13|495.19|469.04|33.44|31.24|4.33|4.33|21.15|19.55|3.55|3.41|0.94|0.94|702.34|517.4|502.18|19.63|
|深南电路|002916.SZ|2022-05-12|489.13|463.3|33.04|30.86|4.28|4.28|20.89|19.32|3.51|3.37|0.95|0.95|693.76|511.35|496.13|19.4|
|深南电路|002916.SZ|2022-05-11|488.77|462.96|33.01|30.84|4.27|4.27|20.87|19.3|3.51|3.36|0.95|0.95|693.25|510.99|495.77|19.38|
|深南电路|002916.SZ|2022-05-10|489.8|463.94|33.08|30.9|4.28|4.28|20.92|19.34|3.51|3.37|0.95|0.95|694.7|512.02|496.8|19.42|
|深南电路|002916.SZ|2022-05-09|469.29|444.5|31.69|29.61|4.1|4.1|20.04|18.53|3.37|3.23|0.99|0.99|665.6|491.5|476.28|18.62|
|深南电路|002916.SZ|2022-05-06|479.7|454.37|32.4|30.27|4.2|4.2|20.48|18.94|3.44|3.3|0.97|0.97|680.37|501.91|486.69|19.03|
|深南电路|002916.SZ|2022-05-05|491.34|465.39|33.18|31|4.3|4.3|20.98|19.4|3.52|3.38|0.95|0.95|696.88|513.56|498.34|19.48|
|深南电路|002916.SZ|2022-04-29|489.34|463.5|33.05|30.87|4.28|4.28|20.9|19.32|3.51|3.37|0.95|0.95|694.05|511.56|496.34|19.4|
|深南电路|002916.SZ|2022-04-28|472.26|447.32|31.9|29.8|4.13|4.13|20.17|18.65|3.39|3.25|0.98|0.98|669.82|494.48|479.26|18.74|
|深南电路|002916.SZ|2022-04-27|475.9|450.77|32.14|30.03|4.16|4.16|20.32|18.79|3.41|3.27|0.98|0.98|674.99|498.12|482.9|18.88|
|深南电路|002916.SZ|2022-04-26|456.41|432.31|30.83|28.8|3.99|3.99|19.49|18.02|3.27|3.14|1.02|1.02|647.35|478.63|463.41|18.12|
|深南电路|002916.SZ|2022-04-25|477.95|452.71|32.28|30.16|4.18|4.18|20.41|18.87|3.43|3.29|0.97|0.97|677.9|500.17|484.95|18.96|
|深南电路|002916.SZ|2022-04-22|497.44|471.17|33.6|31.39|4.35|4.35|21.24|19.64|3.57|3.42|0.93|0.93|705.54|519.66|504.44|19.72|
|深南电路|002916.SZ|2022-04-21|485.65|460|32.8|30.64|4.25|4.25|20.74|19.18|3.48|3.34|0.96|0.96|688.81|507.86|492.64|19.26|
|深南电路|002916.SZ|2022-04-20|491.95|465.98|33.23|31.04|4.3|4.3|21.01|19.43|3.53|3.38|0.94|0.94|697.76|514.17|498.95|19.51|
|深南电路|002916.SZ|2022-04-19|488.11|462.33|32.97|30.8|4.27|4.27|20.84|19.28|3.5|3.36|0.95|0.95|692.3|510.33|495.1|19.36|
|深南电路|002916.SZ|2022-04-18|493.9|467.82|33.36|31.16|4.32|4.32|21.09|19.5|3.54|3.4|0.94|0.94|700.52|516.12|500.9|19.58|
|深南电路|002916.SZ|2022-04-15|474.41|449.36|32.04|29.93|4.15|4.15|20.26|18.73|3.4|3.26|0.98|0.98|672.88|496.63|481.41|18.82|
|深南电路|002916.SZ|2022-04-14|469.59|444.8|31.72|29.63|4.11|4.11|20.05|18.54|3.37|3.23|0.99|0.99|666.04|491.81|476.59|18.63|
|深南电路|002916.SZ|2022-04-13|456.98|432.85|30.86|28.83|4|4|19.51|18.05|3.28|3.14|1.02|1.02|648.15|479.19|463.97|18.14|
|深南电路|002916.SZ|2022-04-12|465.75|441.15|31.46|31.46|5.47|4.19|19.89|19.89|3.34|3.34|1|1|468.18|488.67|482.48|18.86|
|深南电路|002916.SZ|2022-04-11|441.13|417.83|29.79|29.79|5.18|3.97|18.84|18.84|3.16|3.16|1.05|1.05|443.43|464.05|457.86|17.9|
|深南电路|002916.SZ|2022-04-08|461.28|436.93|31.15|31.15|5.42|4.15|19.7|19.7|3.31|3.31|1.01|1.01|463.69|484.21|478.01|18.69|
|深南电路|002916.SZ|2022-04-07|467.95|443.24|31.6|31.6|5.49|4.21|19.98|19.98|3.36|3.36|0.99|0.99|470.39|490.88|484.68|18.95|
|深南电路|002916.SZ|2022-04-06|466.41|441.78|31.5|31.5|5.48|4.2|19.92|19.92|3.35|3.35|1|1|468.85|489.34|483.14|18.89|
|深南电路|002916.SZ|2022-04-01|468.26|443.53|31.63|31.63|5.5|4.21|20|20|3.36|3.36|0.99|0.99|470.7|491.19|484.99|18.96|
|深南电路|002916.SZ|2022-03-31|465.44|440.86|31.43|31.43|5.46|4.19|19.88|19.88|3.34|3.34|1|1|467.87|488.36|482.17|18.85|
|深南电路|002916.SZ|2022-03-30|473.8|448.78|32|32|5.56|4.26|20.23|20.23|3.4|3.4|0.98|0.98|476.27|496.72|490.53|19.18|
|深南电路|002916.SZ|2022-03-29|463.95|439.45|31.33|31.33|5.45|4.17|19.81|19.81|3.33|3.33|1|1|466.37|486.88|480.68|18.79|
|深南电路|002916.SZ|2022-03-28|477.7|452.47|32.26|32.26|5.61|4.3|20.4|20.4|3.43|3.43|0.97|0.97|480.19|500.62|494.43|19.33|
|深南电路|002916.SZ|2022-03-25|482.42|456.94|32.58|32.58|5.66|4.34|20.6|20.6|3.46|3.46|0.96|0.96|484.93|505.34|499.14|19.51|
|深南电路|002916.SZ|2022-03-24|490.83|464.91|33.15|33.15|5.76|4.42|20.96|20.96|3.52|3.52|0.95|0.95|493.39|513.75|507.56|19.84|
|深南电路|002916.SZ|2022-03-23|498.98|472.63|33.7|33.7|5.86|4.49|21.31|21.31|3.58|3.58|0.93|0.93|501.58|521.91|515.71|20.16|
|深南电路|002916.SZ|2022-03-22|491.03|465.1|33.16|33.16|5.77|4.42|20.97|20.97|3.52|3.52|0.95|0.95|493.59|513.96|507.76|19.85|
|深南电路|002916.SZ|2022-03-21|501.6|475.11|33.88|33.88|5.89|4.51|21.42|21.42|3.6|3.6|0.93|0.93|504.21|524.52|518.33|20.26|
|深南电路|002916.SZ|2022-03-18|502.62|476.08|33.95|33.95|5.9|4.52|21.46|21.46|3.6|3.6|0.92|0.92|505.25|525.55|519.35|20.3|
|深南电路|002916.SZ|2022-03-17|511.8|484.78|34.57|34.57|6.01|4.61|21.86|21.86|3.67|3.67|0.91|0.91|514.47|534.73|528.53|20.66|
|深南电路|002916.SZ|2022-03-16|492.42|466.41|33.26|33.26|5.78|4.43|21.03|21.03|3.53|3.53|0.94|0.94|494.99|515.34|509.15|19.9|
|深南电路|002916.SZ|2022-03-15|485.18|459.56|32.77|32.77|5.7|4.37|20.72|20.72|3.48|3.48|0.96|0.96|487.72|508.11|501.91|19.62|
|深南电路|002916.SZ|2022-03-14|492.67|466.66|34.45|36.26|6.11|4.62|27.37|31.03|4.25|3.98|0.94|0.94|358.39|517.9|515.2|21.9|
|深南电路|002916.SZ|2022-03-11|520.08|492.6|36.37|38.28|6.45|4.88|28.89|32.75|4.48|4.2|0.89|0.89|378.33|545.31|542.61|23.06|
|深南电路|002916.SZ|2022-03-10|519.62|492.16|36.33|38.25|6.45|4.88|28.87|32.72|4.48|4.2|0.89|0.89|378|544.85|542.15|23.04|
|深南电路|002916.SZ|2022-03-09|515.47|488.23|36.04|37.94|6.39|4.84|28.64|32.46|4.44|4.17|0.9|0.9|374.98|540.7|537.99|22.87|
|深南电路|002916.SZ|2022-03-08|525.16|497.41|36.72|38.66|6.51|4.93|29.18|33.07|4.53|4.24|0.89|0.89|382.03|550.39|547.69|23.28|
|深南电路|002916.SZ|2022-03-07|543.27|514.56|37.99|39.99|6.74|5.1|30.18|34.21|4.68|4.39|0.86|0.86|395.2|568.5|565.79|24.05|
|深南电路|002916.SZ|2022-03-04|564.71|534.86|39.49|41.57|7|5.3|31.37|35.56|4.87|4.56|0.82|0.82|410.8|589.94|587.23|24.96|
|深南电路|002916.SZ|2022-03-03|560.65|531.02|39.2|41.27|6.95|5.26|31.15|35.31|4.83|4.53|0.83|0.83|407.85|585.88|583.18|24.79|
|深南电路|002916.SZ|2022-03-02|579.58|548.95|40.53|42.66|7.19|5.44|32.2|36.5|5|4.68|0.8|0.8|421.62|604.81|602.11|25.59|
|深南电路|002916.SZ|2022-03-01|595.69|564.2|41.65|43.85|7.39|5.59|33.09|37.51|5.13|4.81|0.78|0.78|433.33|620.92|618.21|26.28|
|深南电路|002916.SZ|2022-02-28|600.35|568.63|41.98|44.19|7.45|5.63|33.35|37.81|5.18|4.85|0.77|0.77|436.73|625.58|622.88|26.47|
|深南电路|002916.SZ|2022-02-25|599.53|567.85|41.92|44.13|7.44|5.63|33.31|37.76|5.17|4.85|0.78|0.78|436.13|624.76|622.06|26.44|
|深南电路|002916.SZ|2022-02-24|586.45|555.46|41.01|43.17|7.27|5.5|32.58|36.93|5.06|4.74|0.79|0.79|426.62|611.68|608.98|25.88|
|深南电路|002916.SZ|2022-02-23|598.66|567.02|41.86|44.07|7.43|7.37|33.26|37.7|5.16|4.84|0.78|0.78|435.5|623.89|621.19|26.4|
|深南电路|002916.SZ|2022-02-22|537.64|533.89|37.59|39.57|6.67|6.62|29.87|33.86|4.63|4.35|0.86|0.86|391.11|562.87|560.17|23.81|
|深南电路|002916.SZ|2022-02-21|548.21|544.38|38.33|40.35|6.8|6.75|30.46|34.52|4.73|4.43|0.85|0.85|398.79|573.44|570.73|24.26|
|深南电路|002916.SZ|2022-02-18|532.01|528.3|37.2|39.16|6.6|6.55|29.56|33.5|4.59|4.3|0.87|0.87|387.01|557.24|554.54|23.57|
|深南电路|002916.SZ|2022-02-17|547.18|543.36|38.26|40.28|6.79|6.73|30.4|34.46|4.72|4.42|0.85|0.85|398.05|572.41|569.71|24.21|
|深南电路|002916.SZ|2022-02-16|541.02|537.24|37.83|39.82|6.71|6.66|30.06|34.07|4.66|4.37|0.86|0.86|393.56|566.25|563.54|23.95|
|深南电路|002916.SZ|2022-02-15|551.63|547.78|38.57|40.6|6.84|6.79|30.65|34.74|4.76|4.46|0.84|0.84|401.28|576.86|574.16|24.4|
|深南电路|002916.SZ|2022-02-14|551.34|547.49|38.55|40.58|6.84|6.78|30.63|34.72|4.75|4.46|0.84|0.84|401.07|576.57|573.86|24.39|
|深南电路|002916.SZ|2022-02-11|562.83|558.91|39.36|41.43|6.98|6.93|31.27|35.45|4.85|4.55|0.83|0.83|409.43|588.06|585.36|24.88|
|深南电路|002916.SZ|2022-02-10|569.93|565.95|39.85|41.95|7.07|7.01|31.66|35.89|4.91|4.61|0.82|0.82|414.59|595.16|592.45|25.18|
|深南电路|002916.SZ|2022-02-09|548.6|544.77|38.36|40.38|6.81|6.75|30.48|34.55|4.73|4.43|0.85|0.85|399.08|573.83|571.12|24.27|
|深南电路|002916.SZ|2022-02-08|547.67|543.85|38.3|40.31|6.79|6.74|30.43|34.49|4.72|4.43|0.85|0.85|398.4|572.9|570.2|24.23|
|深南电路|002916.SZ|2022-02-07|578.64|574.6|40.46|42.59|7.18|7.12|32.15|36.44|4.99|4.68|0.8|0.8|420.93|603.87|601.16|25.55|
|深南电路|002916.SZ|2022-01-28|578.24|572.61|40.43|42.56|7.17|7.18|32.12|36.42|4.98|4.67|0.8|0.8|420.64|603.47|600.77|25.53|
|深南电路|002916.SZ|2022-01-27|568.7|563.16|39.77|41.86|7.05|7.06|31.59|35.82|4.9|4.6|0.82|0.82|413.7|593.94|591.23|25.13|
|深南电路|002916.SZ|2022-01-26|568.51|562.97|39.75|41.85|7.05|7.05|31.58|35.8|4.9|4.59|0.82|0.82|413.56|593.74|591.04|25.12|
|深南电路|002916.SZ|2022-01-25|556.96|551.53|38.95|41|6.91|6.91|30.94|35.08|4.8|4.5|0.83|0.83|405.16|582.19|579.49|24.63|
|深南电路|002916.SZ|2022-01-24|564.45|558.95|39.47|41.55|7|7|31.36|35.55|4.87|4.56|0.82|0.82|410.61|589.68|586.97|24.95|
|深南电路|002916.SZ|2022-01-21|563.81|558.32|39.42|41.5|6.99|7|31.32|35.51|4.86|4.56|0.82|0.82|410.15|589.04|586.34|24.92|
|深南电路|002916.SZ|2022-01-20|588.08|582.34|41.12|43.29|7.29|7.3|32.67|37.04|5.07|4.75|0.79|0.79|427.8|613.31|610.6|25.95|
|深南电路|002916.SZ|2022-01-19|564.06|558.56|39.44|41.52|7|7|31.34|35.52|4.86|4.56|0.82|0.82|410.32|589.29|586.58|24.93|
|深南电路|002916.SZ|2022-01-18|568.02|562.48|39.72|41.81|7.05|7.05|31.56|35.77|4.9|4.59|0.82|0.82|413.21|593.25|590.55|25.1|
|深南电路|002916.SZ|2022-01-17|551.83|546.45|38.59|40.62|6.85|6.85|30.66|34.75|4.76|4.46|0.84|0.84|401.43|577.06|574.35|24.41|
|深南电路|002916.SZ|2022-01-14|538.91|533.66|37.68|39.67|6.68|6.69|29.94|33.94|4.65|4.36|0.86|0.86|392.03|564.14|561.44|23.86|
|深南电路|002916.SZ|2022-01-13|538.13|532.88|37.63|39.61|6.68|6.68|29.9|33.89|4.64|4.35|0.86|0.86|391.46|563.36|560.66|23.83|
|深南电路|002916.SZ|2022-01-12|558.87|553.42|39.08|41.14|6.93|6.94|31.05|35.2|4.82|4.52|0.83|0.83|406.55|584.1|581.4|24.71|
|深南电路|002916.SZ|2022-01-11|551.97|546.59|38.6|40.63|6.85|6.85|30.67|34.76|4.76|4.46|0.84|0.84|401.53|577.2|574.5|24.42|
|深南电路|002916.SZ|2022-01-10|567.68|562.14|39.69|41.78|7.04|7.04|31.54|35.75|4.89|4.59|0.82|0.82|412.96|592.91|590.2|25.09|
|深南电路|002916.SZ|2022-01-07|560.05|554.59|39.16|41.22|6.95|6.95|31.11|35.27|4.83|4.53|0.83|0.83|407.41|585.28|582.57|24.76|
|深南电路|002916.SZ|2022-01-06|567.48|561.95|39.68|41.77|7.04|7.04|31.53|35.74|4.89|4.59|0.82|0.82|412.81|592.71|590.01|25.08|
|深南电路|002916.SZ|2022-01-05|578.64|572.99|40.46|42.59|7.18|7.18|32.15|36.44|4.99|4.68|0.8|0.8|420.93|603.87|601.16|25.55|
|深南电路|002916.SZ|2022-01-04|597.47|591.64|41.78|43.98|7.41|7.41|33.19|37.63|5.15|4.83|0.78|0.78|434.63|622.7|620|26.35|
|深南电路|002916.SZ|2021-12-31|595.95|590.14|41.67|43.87|7.39|7.4|33.11|37.53|5.14|4.82|0.65|0.78|433.53|621.18|618.48|26.29|
|深南电路|002916.SZ|2021-12-30|591.45|585.69|41.36|43.53|7.34|7.34|32.86|37.25|5.1|4.78|0.66|0.79|430.25|616.68|613.98|26.1|
|深南电路|002916.SZ|2021-12-29|570.03|564.47|39.86|41.96|7.07|7.07|31.67|35.9|4.91|4.61|0.68|0.82|414.67|595.26|592.55|25.18|
|深南电路|002916.SZ|2021-12-28|576.19|570.57|40.29|42.41|7.15|7.15|32.01|36.29|4.97|4.66|0.68|0.81|419.15|601.42|598.72|25.45|
|深南电路|002916.SZ|2021-12-27|565.52|560.01|39.54|41.63|7.02|7.02|31.42|35.62|4.88|4.57|0.69|0.82|411.39|590.76|588.05|24.99|
|深南电路|002916.SZ|2021-12-24|577.12|571.49|40.35|42.48|7.16|7.16|32.06|36.35|4.97|4.66|0.68|0.81|419.83|602.35|599.65|25.49|
|深南电路|002916.SZ|2021-12-23|567.87|562.34|39.71|41.8|7.04|7.05|31.55|35.76|4.9|4.59|0.69|0.82|413.1|593.1|590.4|25.09|
|深南电路|002916.SZ|2021-12-22|544.98|539.66|38.11|40.11|6.76|6.76|30.28|34.32|4.7|4.4|0.72|0.85|396.44|570.21|567.5|24.12|
|深南电路|002916.SZ|2021-12-21|505.94|501.01|35.38|37.24|6.28|6.28|28.11|31.86|4.36|4.09|0.77|0.92|368.05|531.17|528.47|22.46|
|深南电路|002916.SZ|2021-12-20|507.41|502.46|35.48|37.35|6.29|6.3|28.19|31.96|4.37|4.1|0.77|0.92|369.11|532.64|529.93|22.52|
|深南电路|002916.SZ|2021-12-17|522.08|516.99|36.51|38.43|6.48|6.48|29|32.88|4.5|4.22|0.75|0.89|379.79|547.31|544.61|23.15|
|深南电路|002916.SZ|2021-12-16|536.17|530.94|37.49|39.47|6.65|6.65|29.79|33.77|4.62|4.33|0.73|0.87|390.04|561.4|558.7|23.75|
|深南电路|002916.SZ|2021-12-15|538.18|532.93|37.63|39.61|6.68|6.68|29.9|33.89|4.64|4.35|0.73|0.86|391.5|563.41|560.7|23.83|
|深南电路|002916.SZ|2021-12-14|536.17|530.94|37.49|39.47|6.65|6.65|29.79|33.77|4.62|4.33|0.73|0.87|390.04|561.4|558.7|23.75|
|深南电路|002916.SZ|2021-12-13|538.52|533.27|37.66|39.64|6.68|6.68|29.92|33.91|4.64|4.35|0.72|0.86|391.75|563.75|561.05|23.85|
|深南电路|002916.SZ|2021-12-10|523.8|518.69|36.63|38.55|6.5|6.5|29.1|32.99|4.52|4.23|0.75|0.89|381.04|549.03|546.32|23.22|
|深南电路|002916.SZ|2021-12-09|534.95|529.73|37.41|39.38|6.64|6.64|29.72|33.69|4.61|4.32|0.73|0.87|389.15|560.18|557.48|23.69|
|深南电路|002916.SZ|2021-12-08|522.43|517.33|36.53|38.45|6.48|6.48|29.02|32.9|4.5|4.22|0.75|0.89|380.04|547.66|544.95|23.16|
|深南电路|002916.SZ|2021-12-07|499.78|494.9|34.95|36.79|6.2|6.2|27.77|31.47|4.31|4.04|0.78|0.93|363.56|525.01|522.3|22.2|
|深南电路|002916.SZ|2021-12-06|506.49|501.44|35.42|37.28|6.28|6.28|28.14|31.9|4.37|4.09|0.77|0.92|368.45|531.72|529.02|22.48|
|深南电路|002916.SZ|2021-12-03|521.07|515.88|36.44|38.35|6.46|6.46|28.95|32.82|4.49|4.21|0.75|0.89|379.05|546.3|543.6|23.1|
|深南电路|002916.SZ|2021-12-02|512.95|507.84|35.87|37.76|6.36|6.36|28.5|32.3|4.42|4.15|0.76|0.91|373.15|538.18|535.48|22.76|
|深南电路|002916.SZ|2021-12-01|517.35|512.2|36.18|38.08|6.42|6.42|28.74|32.58|4.46|4.18|0.75|0.9|376.35|542.58|539.88|22.95|
|深南电路|002916.SZ|2021-11-30|513.78|508.18|35.93|37.82|6.37|6.37|28.54|32.36|4.43|4.15|0.76|0.9|373.75|539.01|536.31|22.79|
|深南电路|002916.SZ|2021-11-29|517.21|511.57|36.17|38.07|6.42|6.42|28.73|32.57|4.46|4.18|0.75|0.9|376.24|542.44|539.73|22.94|
|深南电路|002916.SZ|2021-11-26|525.43|519.7|36.74|38.67|6.52|6.52|29.19|33.09|4.53|4.25|0.74|0.88|382.22|550.66|547.95|23.29|
|深南电路|002916.SZ|2021-11-25|530.08|524.3|37.07|39.02|6.58|6.58|29.45|33.38|4.57|4.28|0.74|0.88|385.6|555.31|552.6|23.49|
|深南电路|002916.SZ|2021-11-24|539.91|534.03|37.75|39.74|6.7|6.7|30|34|4.65|4.36|0.72|0.86|392.76|565.14|562.44|23.9|
|深南电路|002916.SZ|2021-11-23|537.71|531.85|37.6|39.58|6.67|6.67|29.87|33.86|4.64|4.35|0.73|0.86|391.16|562.94|560.24|23.81|
|深南电路|002916.SZ|2021-11-22|553.42|547.39|38.7|40.73|6.86|6.86|30.75|34.85|4.77|4.47|0.71|0.84|402.58|578.65|575.94|24.48|
|深南电路|002916.SZ|2021-11-19|547.64|541.68|38.29|40.31|6.79|6.79|30.42|34.49|4.72|4.43|0.71|0.85|398.38|572.87|570.17|24.23|
|深南电路|002916.SZ|2021-11-18|546.52|540.56|38.22|40.23|6.78|6.78|30.36|34.42|4.71|4.42|0.71|0.85|397.56|571.75|569.04|24.19|
|深南电路|002916.SZ|2021-11-17|552.54|546.52|38.64|40.67|6.85|6.85|30.7|34.8|4.76|4.47|0.71|0.84|401.94|577.77|575.06|24.44|
|深南电路|002916.SZ|2021-11-16|543.19|537.27|37.98|39.98|6.74|6.74|30.18|34.21|4.68|4.39|0.72|0.86|395.14|568.42|565.72|24.04|
|深南电路|002916.SZ|2021-11-15|546.71|540.76|38.23|40.24|6.78|6.78|30.37|34.43|4.71|4.42|0.71|0.85|397.71|571.94|569.24|24.19|
|深南电路|002916.SZ|2021-11-12|536.73|530.88|37.53|39.51|6.66|6.66|29.82|33.8|4.63|4.34|0.73|0.87|390.44|561.96|559.26|23.77|
