vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,天孚通信2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|天孚通信|300394.SZ|2024-01-15|330.92|302.95|82.12|58.58|11.45|11.45|71.37|55.61|27.66|21.87|0.6|0.6|1590.81|330.94|317.06|59.85|
|天孚通信|300394.SZ|2024-01-12|327.56|299.88|81.29|57.99|11.34|11.34|70.65|55.04|27.38|21.65|0.6|0.6|1574.68|327.59|313.7|59.21|
|天孚通信|300394.SZ|2024-01-11|339.64|310.94|84.29|60.13|11.75|11.75|73.25|57.07|28.39|22.45|0.58|0.58|1632.77|339.67|325.78|61.49|
|天孚通信|300394.SZ|2024-01-10|328.66|300.89|81.57|58.19|11.37|11.37|70.88|55.23|27.47|21.72|0.6|0.6|1579.99|328.69|314.81|59.42|
|天孚通信|300394.SZ|2024-01-09|337.59|309.06|83.78|59.77|11.68|11.68|72.81|56.73|28.22|22.31|0.58|0.58|1622.89|337.62|323.73|61.11|
|天孚通信|300394.SZ|2024-01-08|330.8|302.84|82.1|58.56|11.45|11.45|71.34|55.59|27.65|21.87|0.6|0.6|1590.24|330.82|316.94|59.82|
|天孚通信|300394.SZ|2024-01-05|332.69|304.58|82.57|58.9|11.51|11.51|71.75|55.9|27.81|21.99|0.59|0.59|1599.35|332.72|318.83|60.18|
|天孚通信|300394.SZ|2024-01-04|344.74|315.6|85.55|61.03|11.93|11.93|74.35|57.93|28.81|22.79|0.57|0.57|1657.25|344.76|330.88|62.46|
|天孚通信|300394.SZ|2024-01-03|348.13|318.71|86.4|61.63|12.05|12.05|75.08|58.5|29.1|23.01|0.57|0.57|1673.58|348.16|334.27|63.1|
|天孚通信|300394.SZ|2024-01-02|355.4|325.36|88.2|62.92|12.3|12.3|76.65|59.72|29.71|23.49|0.56|0.56|1708.51|355.42|341.54|64.47|
|天孚通信|300394.SZ|2023-12-29|361.4|330.86|89.69|63.98|12.51|12.51|77.94|60.73|30.21|23.89|0.43|0.55|1737.36|361.43|347.54|65.6|
|天孚通信|300394.SZ|2023-12-28|361.44|330.89|89.7|63.99|12.51|12.51|77.95|60.73|30.21|23.89|0.43|0.55|1737.55|361.47|347.58|65.61|
|天孚通信|300394.SZ|2023-12-27|353.82|323.92|87.81|62.64|12.24|12.24|76.31|59.45|29.57|23.39|0.44|0.56|1700.92|353.85|339.96|64.17|
|天孚通信|300394.SZ|2023-12-26|356.9|326.74|88.57|63.18|12.35|12.35|76.97|59.97|29.83|23.59|0.44|0.55|1715.72|356.93|343.04|64.75|
|天孚通信|300394.SZ|2023-12-25|367.24|336.21|91.14|65.02|12.71|12.71|79.21|61.71|30.7|24.27|0.43|0.54|1765.46|367.27|353.39|66.7|
|天孚通信|300394.SZ|2023-12-22|367.24|336.21|91.14|65.02|12.71|12.71|79.21|61.71|30.7|24.27|0.43|0.54|1765.46|367.27|353.39|66.7|
|天孚通信|300394.SZ|2023-12-21|370.4|339.1|91.92|65.58|12.82|12.82|79.89|62.24|30.96|24.48|0.42|0.53|1780.65|370.43|356.55|67.3|
|天孚通信|300394.SZ|2023-12-20|358.64|328.33|89|63.49|12.41|12.41|77.35|60.26|29.98|23.71|0.44|0.55|1724.08|358.66|344.78|65.08|
|天孚通信|300394.SZ|2023-12-19|380.08|347.96|94.33|67.29|13.15|13.15|81.97|63.87|31.77|25.12|0.41|0.52|1827.16|380.11|366.22|69.13|
|天孚通信|300394.SZ|2023-12-18|381.46|349.22|94.67|67.53|13.2|13.2|82.27|64.1|31.88|25.21|0.41|0.52|1833.8|381.49|367.6|69.39|
|天孚通信|300394.SZ|2023-12-15|382.45|350.13|94.91|67.71|13.23|13.23|82.48|64.26|31.97|25.28|0.41|0.52|1838.55|382.47|368.59|69.57|
|天孚通信|300394.SZ|2023-12-14|390.82|357.79|96.99|69.19|13.52|13.52|84.29|65.67|32.67|25.83|0.4|0.51|1878.79|390.85|376.96|71.15|
|天孚通信|300394.SZ|2023-12-13|396.23|362.74|98.33|70.15|13.71|13.71|85.46|66.58|33.12|26.19|0.4|0.5|1904.8|396.26|382.37|72.18|
|天孚通信|300394.SZ|2023-12-12|403.57|369.47|100.16|71.45|13.97|13.97|87.04|67.81|33.73|26.68|0.39|0.49|1940.11|403.6|389.72|73.56|
|天孚通信|300394.SZ|2023-12-11|411.47|376.7|102.12|72.85|14.24|14.24|88.74|69.14|34.39|27.2|0.38|0.48|1978.07|411.5|397.61|75.05|
|天孚通信|300394.SZ|2023-12-08|387.58|354.83|96.19|68.62|13.41|13.41|83.59|65.13|32.4|25.62|0.4|0.51|1863.22|387.61|373.72|70.54|
|天孚通信|300394.SZ|2023-12-07|328.9|301.11|81.62|58.23|11.38|11.38|70.94|55.27|27.49|21.74|0.48|0.6|1581.13|328.93|315.04|59.47|
|天孚通信|300394.SZ|2023-12-06|327.05|299.41|81.16|57.9|11.32|11.32|70.54|54.95|27.34|21.62|0.48|0.6|1572.21|327.07|313.19|59.12|
|天孚通信|300394.SZ|2023-12-05|325.35|297.85|80.74|57.6|11.26|11.26|70.17|54.67|27.19|21.51|0.48|0.61|1564.05|325.37|311.49|58.8|
|天孚通信|300394.SZ|2023-12-04|314.72|288.13|78.11|55.72|10.89|10.89|67.88|52.88|26.31|20.8|0.5|0.63|1512.98|314.75|300.87|56.79|
|天孚通信|300394.SZ|2023-12-01|302.8|277.21|75.15|53.61|10.48|10.48|65.31|50.88|25.31|20.01|0.52|0.65|1455.65|302.83|288.94|54.54|
|天孚通信|300394.SZ|2023-11-30|289.45|264.99|71.83|51.24|10.02|10.02|62.43|48.64|24.19|19.13|0.54|0.68|1391.49|289.48|275.59|52.02|
|天孚通信|300394.SZ|2023-11-29|288.27|263.91|71.54|51.03|9.98|9.98|62.17|48.44|24.09|19.05|0.54|0.68|1385.79|288.29|274.41|51.8|
|天孚通信|300394.SZ|2023-11-28|290.79|266.22|72.17|51.48|10.06|10.06|62.72|48.86|24.31|19.22|0.54|0.68|1397.94|290.82|276.94|52.27|
|天孚通信|300394.SZ|2023-11-27|297.78|272.62|73.9|52.72|10.3|10.3|64.22|50.04|24.89|19.68|0.53|0.66|1431.54|297.81|283.93|53.59|
|天孚通信|300394.SZ|2023-11-24|292.81|268.06|72.67|51.84|10.13|10.13|63.15|49.2|24.47|19.35|0.53|0.67|1407.62|292.84|278.95|52.65|
|天孚通信|300394.SZ|2023-11-23|304.02|278.33|75.45|53.82|10.52|10.52|65.57|51.09|25.41|20.1|0.52|0.65|1461.53|304.05|290.17|54.77|
|天孚通信|300394.SZ|2023-11-22|301.73|276.23|74.88|53.42|10.44|10.44|65.08|50.7|25.22|19.94|0.52|0.65|1450.52|301.76|287.88|54.34|
|天孚通信|300394.SZ|2023-11-21|317.02|290.22|78.68|56.12|10.97|10.97|68.37|53.27|26.5|20.95|0.49|0.62|1523.99|317.04|303.16|57.22|
|天孚通信|300394.SZ|2023-11-20|318.87|291.92|79.14|56.45|11.03|11.03|68.77|53.58|26.65|21.08|0.49|0.62|1532.91|318.9|305.01|57.57|
|天孚通信|300394.SZ|2023-11-17|323.49|296.15|80.28|57.27|11.19|11.19|69.77|54.36|27.04|21.38|0.48|0.61|1555.12|323.52|309.63|58.45|
|天孚通信|300394.SZ|2023-11-16|310.34|284.11|77.02|54.94|10.74|10.74|66.93|52.15|25.94|20.51|0.5|0.64|1491.91|310.37|296.48|55.96|
|天孚通信|300394.SZ|2023-11-15|319.34|292.36|79.25|56.54|11.05|11.05|68.87|53.66|26.69|21.11|0.49|0.62|1535.19|319.37|305.49|57.66|
|天孚通信|300394.SZ|2023-11-14|323.61|296.26|80.31|57.29|11.2|11.2|69.79|54.38|27.05|21.39|0.48|0.61|1555.69|323.64|309.75|58.47|
|天孚通信|300394.SZ|2023-11-13|322.46|295.21|80.03|57.09|11.16|11.16|69.55|54.19|26.95|21.31|0.49|0.61|1550.19|322.49|308.61|58.25|
|天孚通信|300394.SZ|2023-11-10|308.84|282.74|76.65|54.68|10.69|10.69|66.61|51.9|25.81|20.41|0.51|0.64|1484.69|308.87|294.98|55.68|
|天孚通信|300394.SZ|2023-11-09|310.7|284.44|77.11|55|10.75|10.75|67.01|52.21|25.97|20.54|0.5|0.64|1493.62|310.72|296.84|56.03|
|天孚通信|300394.SZ|2023-11-08|300.94|275.51|74.69|53.28|10.41|10.41|64.91|50.57|25.15|19.89|0.52|0.66|1446.73|300.97|287.09|54.19|
|天孚通信|300394.SZ|2023-11-07|310.82|284.55|77.14|55.03|10.76|10.76|67.03|52.23|25.98|20.54|0.5|0.64|1494.19|310.84|296.96|56.05|
|天孚通信|300394.SZ|2023-11-06|289.06|264.63|71.74|51.17|10|10|62.34|48.57|24.16|19.11|0.54|0.68|1389.59|289.08|275.2|51.95|
|天孚通信|300394.SZ|2023-11-03|281.55|257.76|69.87|49.85|9.74|9.74|60.72|47.31|23.53|18.61|0.56|0.7|1353.52|281.58|267.7|50.53|
|天孚通信|300394.SZ|2023-11-02|272.55|249.52|67.64|48.25|9.43|9.43|58.78|45.8|22.78|18.02|0.57|0.72|1310.24|272.58|258.69|48.83|
|天孚通信|300394.SZ|2023-11-01|270.89|248|67.23|47.96|9.37|9.37|58.42|45.52|22.64|17.91|0.58|0.73|1302.26|270.92|257.04|48.52|
|天孚通信|300394.SZ|2023-10-31|281.2|257.43|69.79|49.78|9.73|9.73|60.65|47.25|23.5|18.59|0.56|0.7|1351.81|281.23|267.34|50.46|
|天孚通信|300394.SZ|2023-10-30|291.03|266.44|72.23|51.52|10.07|10.07|62.77|48.9|24.33|19.24|0.54|0.68|1399.08|291.06|277.17|52.32|
|天孚通信|300394.SZ|2023-10-27|292.81|268.06|72.67|51.84|10.13|10.13|63.15|49.2|24.47|19.35|0.53|0.67|1407.62|292.84|278.95|52.65|
|天孚通信|300394.SZ|2023-10-26|305.84|279.99|75.9|54.14|10.58|10.58|65.96|51.39|25.56|20.22|0.51|0.65|1470.27|305.87|291.98|55.11|
|天孚通信|300394.SZ|2023-10-25|313.15|286.68|77.71|55.44|10.84|10.84|67.54|52.62|26.17|20.7|0.5|0.63|1505.39|313.17|299.29|56.49|
|天孚通信|300394.SZ|2023-10-24|344.34|315.24|85.46|60.96|11.92|11.92|74.27|57.86|28.78|22.76|0.45|0.57|1655.36|344.37|330.48|62.38|
|天孚通信|300394.SZ|2023-10-23|342.17|313.25|84.92|60.58|11.84|11.84|73.8|57.5|28.6|22.62|0.46|0.58|1644.91|342.2|328.31|61.97|
|天孚通信|300394.SZ|2023-10-20|327.36|299.7|81.24|57.95|11.33|11.33|70.6|55.01|27.36|21.64|0.48|0.6|1573.73|327.39|313.5|59.18|
|天孚通信|300394.SZ|2023-10-19|324.6|297.17|80.56|69.66|12.09|12.08|70.01|68.66|27.13|25.3|0.48|0.61|2408.42|324.62|312.51|58.99|
|天孚通信|300394.SZ|2023-10-18|342.96|313.98|85.11|73.6|12.77|12.76|73.97|72.55|28.67|26.73|0.46|0.58|2544.67|342.99|330.87|62.45|
|天孚通信|300394.SZ|2023-10-17|339.13|310.47|84.16|72.78|12.63|12.62|73.14|71.74|28.35|26.43|0.46|0.58|2516.25|339.16|327.04|61.73|
|天孚通信|300394.SZ|2023-10-16|329.97|302.08|81.89|70.82|12.29|12.28|71.17|69.8|27.58|25.72|0.47|0.6|2448.27|329.99|317.88|60|
|天孚通信|300394.SZ|2023-10-13|324.75|297.31|80.6|69.7|12.09|12.08|70.04|68.7|27.14|25.31|0.48|0.61|2409.6|324.78|312.67|59.02|
|天孚通信|300394.SZ|2023-10-12|333.17|305.01|82.68|71.5|12.4|12.4|71.86|70.48|27.85|25.97|0.47|0.59|2472|333.19|321.08|60.61|
|天孚通信|300394.SZ|2023-10-11|346.32|317.05|85.95|74.32|12.89|12.89|74.69|73.26|28.95|26.99|0.45|0.57|2569.57|346.34|334.23|63.09|
|天孚通信|300394.SZ|2023-10-10|348.29|318.86|86.44|74.75|12.97|12.96|75.12|73.68|29.11|27.14|0.45|0.57|2584.22|348.32|336.2|63.46|
|天孚通信|300394.SZ|2023-10-09|354.88|324.89|88.07|76.16|13.21|13.21|76.54|75.07|29.66|27.66|0.44|0.56|2633.15|354.91|342.8|64.71|
|天孚通信|300394.SZ|2023-09-28|375.14|343.44|93.1|80.51|13.97|13.96|80.91|79.36|31.36|29.24|0.42|0.53|2783.46|375.17|363.05|68.53|
|天孚通信|300394.SZ|2023-09-27|366.81|335.81|91.03|78.72|13.66|13.65|79.11|77.59|30.66|28.59|0.43|0.54|2721.64|366.84|354.72|66.96|
|天孚通信|300394.SZ|2023-09-26|353.82|323.92|87.81|75.94|13.17|13.17|76.31|74.85|29.57|27.58|0.44|0.56|2625.24|353.85|341.73|64.5|
|天孚通信|300394.SZ|2023-09-25|351.73|322|87.29|75.49|13.1|13.09|75.86|74.4|29.4|27.41|0.45|0.56|2609.71|351.75|339.64|64.11|
|天孚通信|300394.SZ|2023-09-22|349|319.51|86.61|74.9|12.99|12.99|75.27|73.83|29.17|27.2|0.45|0.57|2589.5|349.03|336.91|63.59|
|天孚通信|300394.SZ|2023-09-21|290.83|266.26|72.18|62.42|10.83|10.82|62.73|61.52|24.31|22.67|0.54|0.68|2157.91|290.86|278.75|52.62|
|天孚通信|300394.SZ|2023-09-20|286.44|262.23|71.09|61.47|10.66|10.66|61.78|60.59|23.94|22.32|0.55|0.69|2125.31|286.47|274.35|51.79|
|天孚通信|300394.SZ|2023-09-19|289.24|264.79|71.78|62.08|10.77|10.77|62.38|61.19|24.18|22.54|0.54|0.68|2146.1|289.27|277.15|52.32|
|天孚通信|300394.SZ|2023-09-18|278.42|254.89|69.1|59.75|10.37|10.37|60.05|58.9|23.27|21.7|0.56|0.71|2065.83|278.45|266.34|50.27|
|天孚通信|300394.SZ|2023-09-15|287.94|263.6|71.46|61.8|10.72|10.72|62.1|60.91|24.07|22.44|0.54|0.69|2136.42|287.96|275.85|52.07|
|天孚通信|300394.SZ|2023-09-14|297.06|271.94|73.72|63.75|11.06|11.06|64.07|62.84|24.83|23.15|0.53|0.66|2204.08|297.08|284.97|53.79|
|天孚通信|300394.SZ|2023-09-13|305.78|279.93|75.89|65.63|11.38|11.38|65.95|64.68|25.56|23.83|0.51|0.65|2268.81|305.81|293.69|55.44|
|天孚通信|300394.SZ|2023-09-12|315.41|288.75|78.28|67.69|11.74|11.74|68.03|66.72|26.36|24.58|0.5|0.63|2340.28|315.44|303.32|57.25|
|天孚通信|300394.SZ|2023-09-11|315.85|289.15|78.39|67.79|11.76|11.76|68.12|66.81|26.4|24.62|0.5|0.62|2343.5|315.87|303.76|57.34|
|天孚通信|300394.SZ|2023-09-08|296.07|271.04|73.48|63.54|11.02|11.02|63.85|62.63|24.75|23.07|0.53|0.67|2196.76|296.1|283.98|53.6|
|天孚通信|300394.SZ|2023-09-07|300.81|275.38|74.65|64.56|11.2|11.2|64.88|63.63|25.14|23.44|0.52|0.66|2231.9|300.83|288.72|54.5|
|天孚通信|300394.SZ|2023-09-06|313.64|287.12|77.84|67.31|11.68|11.68|67.64|66.35|26.22|24.44|0.5|0.63|2327.1|313.66|301.55|56.92|
|天孚通信|300394.SZ|2023-09-05|310.2|283.98|76.98|66.57|11.55|11.55|66.9|65.62|25.93|24.18|0.5|0.64|2301.61|310.23|298.11|56.27|
|天孚通信|300394.SZ|2023-09-04|322.72|295.43|80.09|69.26|12.02|12.02|69.6|68.27|26.97|25.15|0.49|0.61|2394.46|322.74|310.63|58.63|
|天孚通信|300394.SZ|2023-09-01|319.72|292.69|79.35|68.62|11.9|11.9|68.95|67.63|26.72|24.92|0.49|0.62|2372.2|319.74|307.63|58.07|
|天孚通信|300394.SZ|2023-08-31|333.41|305.23|82.74|71.56|12.41|12.41|71.91|70.53|27.87|25.99|0.47|0.59|2473.84|333.44|321.33|60.65|
|天孚通信|300394.SZ|2023-08-30|335.47|307.11|83.25|72|12.49|12.49|72.35|70.96|28.04|26.15|0.47|0.59|2489.07|335.49|323.38|61.04|
|天孚通信|300394.SZ|2023-08-29|335.78|307.4|83.33|72.06|12.5|12.5|72.42|71.03|28.07|26.17|0.47|0.59|2491.41|335.81|323.69|61.1|
|天孚通信|300394.SZ|2023-08-28|326.07|298.51|80.92|69.98|12.14|12.14|70.33|68.98|27.25|25.41|0.48|0.61|2419.36|326.1|313.98|59.27|
|天孚通信|300394.SZ|2023-08-25|317.98|291.1|78.91|68.24|11.84|11.84|68.58|67.26|26.58|24.78|0.49|0.62|2359.32|318|305.89|57.74|
|天孚通信|300394.SZ|2023-08-24|352.52|320.08|87.49|76|12.97|13.14|76.03|72.89|29.47|27.47|0.44|0.56|2778.99|352.55|337.41|63.69|
|天孚通信|300394.SZ|2023-08-23|341.9|310.44|84.85|73.72|12.58|12.74|73.74|70.69|28.58|26.65|0.46|0.58|2695.28|341.93|326.79|61.68|
|天孚通信|300394.SZ|2023-08-22|361.92|328.61|89.82|78.03|13.31|13.49|78.06|74.83|30.25|28.21|0.43|0.55|2853.06|361.95|346.8|65.46|
|天孚通信|300394.SZ|2023-08-21|333.97|303.24|82.88|72|12.29|12.44|72.03|69.05|27.91|26.03|0.47|0.59|2632.73|334|318.85|60.19|
|天孚通信|300394.SZ|2023-08-18|331.01|300.55|82.15|71.37|12.18|12.33|71.39|68.44|27.67|25.8|0.47|0.6|2609.39|331.04|315.89|59.63|
|天孚通信|300394.SZ|2023-08-17|366.34|332.63|90.92|78.98|13.48|13.65|79.01|75.74|30.62|28.55|0.43|0.54|2887.91|366.37|351.22|66.3|
|天孚通信|300394.SZ|2023-08-16|371.11|336.97|92.1|80.01|13.65|13.83|80.04|76.73|31.02|28.92|0.42|0.53|2925.56|371.14|356|67.2|
|天孚通信|300394.SZ|2023-08-15|393.1|356.93|97.56|84.75|14.46|14.65|84.78|81.28|32.86|30.64|0.4|0.5|3098.9|393.13|377.99|71.35|
|天孚通信|300394.SZ|2023-08-14|391.25|355.25|97.1|84.35|14.39|14.58|84.38|80.89|32.7|30.49|0.4|0.5|3084.28|391.28|376.13|71|
|天孚通信|300394.SZ|2023-08-11|373.28|338.94|92.64|80.48|13.73|13.91|80.51|77.18|31.2|29.09|0.42|0.53|2942.68|373.31|358.17|67.61|
|天孚通信|300394.SZ|2023-08-10|371.86|337.65|92.29|80.18|13.68|13.86|80.2|76.89|31.08|28.98|0.42|0.53|2931.48|371.89|356.75|67.34|
|天孚通信|300394.SZ|2023-08-09|373.13|338.79|92.6|80.45|13.73|13.9|80.47|77.15|31.19|29.08|0.42|0.53|2941.44|373.16|358.01|67.58|
|天孚通信|300394.SZ|2023-08-08|414.5|376.36|102.87|89.37|15.25|15.45|89.4|85.7|34.65|32.3|0.38|0.48|3267.57|414.53|399.38|75.39|
|天孚通信|300394.SZ|2023-08-07|425.23|386.11|105.53|91.68|15.64|15.85|91.71|87.92|35.54|33.14|0.37|0.46|3352.22|425.27|410.12|77.41|
|天孚通信|300394.SZ|2023-08-04|423.18|384.24|105.02|91.24|15.57|15.77|91.27|87.5|35.37|32.98|0.37|0.47|3336.03|423.21|408.07|77.03|
|天孚通信|300394.SZ|2023-08-03|373.24|338.9|92.63|80.47|13.73|13.91|80.5|77.17|31.2|29.09|0.42|0.53|2942.37|373.28|358.13|67.6|
|天孚通信|300394.SZ|2023-08-02|388.17|352.45|96.33|83.69|14.28|14.46|83.72|80.26|32.44|30.25|0.4|0.51|3060|388.2|373.05|70.42|
|天孚通信|300394.SZ|2023-08-01|385.64|350.16|95.71|83.15|14.19|14.37|83.17|79.74|32.23|30.06|0.41|0.51|3040.09|385.67|370.53|69.94|
|天孚通信|300394.SZ|2023-07-31|352.88|320.41|87.57|76.08|12.98|13.15|76.11|72.96|29.49|27.5|0.44|0.56|2781.79|352.91|337.76|63.76|
|天孚通信|300394.SZ|2023-07-28|366.06|332.38|90.85|78.92|13.47|13.64|78.95|75.69|30.6|28.53|0.43|0.54|2885.73|366.09|350.95|66.24|
|天孚通信|300394.SZ|2023-07-27|364.2|330.69|90.39|78.52|13.4|13.57|78.55|75.3|30.44|28.39|0.43|0.54|2871.11|364.24|349.09|65.89|
|天孚通信|300394.SZ|2023-07-26|371.31|337.15|92.15|80.06|13.66|13.84|80.08|76.77|31.04|28.94|0.42|0.53|2927.12|371.34|356.2|67.23|
|天孚通信|300394.SZ|2023-07-25|380.94|345.89|94.54|82.13|14.02|14.19|82.16|78.76|31.84|29.69|0.41|0.52|3003.05|380.97|365.83|69.05|
|天孚通信|300394.SZ|2023-07-24|371.11|336.97|92.1|80.01|13.65|13.83|80.04|76.73|31.02|28.92|0.42|0.53|2925.56|371.14|356|67.2|
|天孚通信|300394.SZ|2023-07-21|360.3|327.14|89.42|77.68|13.26|13.43|77.71|74.5|30.12|28.08|0.43|0.55|2840.3|360.33|345.18|65.16|
|天孚通信|300394.SZ|2023-07-20|370.28|336.21|91.89|79.83|13.62|13.8|79.86|76.56|30.95|28.86|0.42|0.53|2919.03|370.31|355.17|67.04|
|天孚通信|300394.SZ|2023-07-19|421.21|382.45|104.53|90.81|15.5|15.7|90.84|87.09|35.21|32.83|0.37|0.47|3320.47|421.24|406.09|76.65|
|天孚通信|300394.SZ|2023-07-18|426.73|387.47|105.9|92.01|15.7|15.9|92.04|88.23|35.67|33.26|0.37|0.46|3364.04|426.77|411.62|77.7|
|天孚通信|300394.SZ|2023-07-17|426.73|387.47|105.9|92.01|15.7|15.9|92.04|88.23|35.67|33.26|0.37|0.46|3364.04|426.77|411.62|77.7|
|天孚通信|300394.SZ|2023-07-14|402.65|365.6|99.93|86.81|14.81|15|86.84|83.25|33.66|31.38|0.39|0.49|3174.21|402.68|387.54|73.15|
|天孚通信|300394.SZ|2023-07-13|373.84|339.44|92.78|90.7|13.75|14.73|80.63|77.3|31.25|31.14|0.42|0.53|1778.82|373.87|358.72|67.71|
|天孚通信|300394.SZ|2023-07-12|352.56|320.12|87.5|85.54|12.97|13.89|76.04|72.9|29.47|29.36|0.44|0.56|1677.58|352.59|337.44|63.7|
|天孚通信|300394.SZ|2023-07-11|395.94|359.51|98.26|96.06|14.57|15.6|85.39|81.87|33.09|32.98|0.4|0.5|1884.01|395.97|380.83|71.88|
|天孚通信|300394.SZ|2023-07-10|386.35|350.8|95.88|93.73|14.21|15.22|83.33|79.88|32.29|32.18|0.41|0.51|1838.36|386.38|371.24|70.07|
|天孚通信|300394.SZ|2023-07-07|386|350.48|95.79|93.65|14.2|15.21|83.25|79.81|32.26|32.15|0.41|0.51|1836.67|386.03|370.88|70.01|
|天孚通信|300394.SZ|2023-07-06|394.96|358.62|98.02|95.82|14.53|15.56|85.18|81.66|33.01|32.9|0.4|0.5|1879.31|394.99|379.84|71.7|
|天孚通信|300394.SZ|2023-07-05|390.73|354.78|96.97|94.8|14.38|15.4|84.27|80.79|32.66|32.54|0.4|0.51|1859.21|390.76|375.62|70.9|
|天孚通信|300394.SZ|2023-07-04|408.02|370.48|101.26|98.99|15.01|16.08|88|84.36|34.1|33.98|0.38|0.48|1941.49|408.05|392.91|74.16|
|天孚通信|300394.SZ|2023-07-03|412.96|374.96|102.49|100.19|15.19|16.27|89.06|85.38|34.52|34.4|0.38|0.48|1964.97|412.99|397.84|75.1|
|天孚通信|300394.SZ|2023-06-30|421.72|382.92|104.66|102.31|15.52|16.62|90.95|87.2|35.25|35.12|0.37|0.47|2006.67|421.75|406.61|76.75|
|天孚通信|300394.SZ|2023-06-29|404.86|367.61|100.48|98.23|14.9|15.95|87.32|83.71|33.84|33.72|0.39|0.49|1926.46|404.9|389.75|73.57|
|天孚通信|300394.SZ|2023-06-28|385.01|349.58|95.55|93.41|14.16|15.17|83.04|79.61|32.18|32.07|0.41|0.51|1831.98|385.04|369.89|69.82|
|天孚通信|300394.SZ|2023-06-27|396.02|359.58|98.28|96.08|14.57|15.6|85.41|81.88|33.1|32.98|0.4|0.5|1884.38|396.05|380.91|71.9|
|天孚通信|300394.SZ|2023-06-26|402.58|365.53|99.91|97.67|14.81|15.86|86.83|83.24|33.65|33.53|0.39|0.49|1915.57|402.61|387.46|73.14|
|天孚通信|300394.SZ|2023-06-21|425.16|386.04|105.51|103.15|15.64|16.75|91.7|87.91|35.54|35.41|0.37|0.46|2023.01|425.19|410.04|77.4|
|天孚通信|300394.SZ|2023-06-20|469.57|426.36|116.53|113.92|17.28|18.5|101.27|97.09|39.25|39.11|0.33|0.42|2234.33|469.6|454.45|85.78|
|天孚通信|300394.SZ|2023-06-19|476.67|432.81|118.3|115.65|17.54|18.78|102.81|98.56|39.84|39.7|0.33|0.41|2268.14|476.7|461.56|87.12|
|天孚通信|300394.SZ|2023-06-16|423.58|384.6|105.12|102.76|15.58|16.69|91.35|87.58|35.4|35.28|0.37|0.47|2015.49|423.61|408.46|77.1|
|天孚通信|300394.SZ|2023-06-15|400.29|363.45|99.34|97.11|14.73|15.77|86.33|82.76|33.46|33.34|0.39|0.49|1904.67|400.32|385.17|72.7|
|天孚通信|300394.SZ|2023-06-14|418.01|379.55|103.74|101.41|15.38|16.47|90.15|86.43|34.94|34.82|0.37|0.47|1989.01|418.04|402.9|76.05|
|天孚通信|300394.SZ|2023-06-13|358.44|325.46|88.96|86.96|13.19|14.12|77.31|74.11|29.96|29.85|0.44|0.55|1705.56|358.47|343.33|64.81|
|天孚通信|300394.SZ|2023-06-12|340.32|309.01|84.46|82.57|12.52|13.41|73.4|70.37|28.45|28.35|0.46|0.58|1619.35|340.35|325.21|61.39|
|天孚通信|300394.SZ|2023-06-09|308.7|280.3|76.61|74.89|11.36|12.16|66.58|63.83|25.8|25.71|0.51|0.64|1468.89|308.73|293.59|55.42|
|天孚通信|300394.SZ|2023-06-08|290.54|263.81|72.11|70.49|10.69|11.45|62.66|60.07|24.28|24.2|0.54|0.68|1382.48|290.57|275.43|51.99|
|天孚通信|300394.SZ|2023-06-07|305.74|277.61|75.88|74.18|11.25|12.05|65.94|63.22|25.56|25.46|0.51|0.65|1454.8|305.77|290.63|54.86|
|天孚通信|300394.SZ|2023-06-06|304.95|276.89|75.68|73.98|11.22|11.15|65.77|63.05|25.49|25.4|0.51|0.51|1451.04|304.98|289.84|54.71|
|天孚通信|300394.SZ|2023-06-05|290.54|263.81|72.11|70.49|10.69|10.62|62.66|60.07|24.28|24.2|0.54|0.54|1382.48|290.57|275.43|51.99|
|天孚通信|300394.SZ|2023-06-02|287.46|261.01|71.34|69.74|10.58|10.51|62|59.44|24.03|23.94|0.54|0.54|1367.83|287.49|272.35|51.41|
|天孚通信|300394.SZ|2023-06-01|297.49|270.12|73.83|72.17|10.94|10.88|64.16|61.51|24.87|24.78|0.53|0.53|1415.54|297.52|282.38|53.3|
|天孚通信|300394.SZ|2023-05-31|300.41|272.77|74.55|72.88|11.05|10.98|64.79|62.11|25.11|25.02|0.52|0.52|1429.44|300.44|285.3|53.85|
|天孚通信|300394.SZ|2023-05-30|311.46|282.81|77.3|75.57|11.46|11.39|67.17|64.4|26.03|25.94|0.5|0.5|1482.04|311.5|296.35|55.94|
|天孚通信|300394.SZ|2023-05-29|298.04|270.62|73.97|72.31|10.97|10.9|64.28|61.62|24.91|24.82|0.53|0.53|1418.17|298.07|282.93|53.41|
|天孚通信|300394.SZ|2023-05-26|271.48|246.5|67.37|65.86|9.99|9.93|58.55|56.13|22.69|22.61|0.58|0.58|1291.76|271.51|256.36|48.39|
