vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,天孚通信2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|天孚通信|300394.SZ|2024-09-10|416.49|415.61|57.06|36.28|11.89|11.89|46.18|38.12|21.48|14.71|0.47|0.95|89.16|416.9|399.25|45.34|
|天孚通信|300394.SZ|2024-09-09|409.34|408.48|56.08|35.65|11.68|11.68|45.39|37.46|21.12|14.46|0.48|0.97|87.63|409.76|392.11|44.52|
|天孚通信|300394.SZ|2024-09-06|391.89|391.07|53.69|34.13|11.19|11.19|43.45|35.87|20.22|13.85|0.5|1.01|83.9|392.31|374.66|42.54|
|天孚通信|300394.SZ|2024-09-05|397.76|396.93|54.5|34.65|11.35|11.35|44.1|36.4|20.52|14.05|0.5|0.99|85.15|398.18|380.53|43.21|
|天孚通信|300394.SZ|2024-09-04|400.81|399.97|54.91|34.91|11.44|11.44|44.44|36.68|20.68|14.16|0.49|0.99|85.81|401.23|383.58|43.56|
|天孚通信|300394.SZ|2024-09-03|405.46|404.61|55.55|35.32|11.57|11.57|44.96|37.11|20.92|14.33|0.49|0.98|86.8|405.88|388.23|44.08|
|天孚通信|300394.SZ|2024-09-02|401.14|400.3|54.96|34.94|11.45|11.45|44.48|36.71|20.69|14.17|0.49|0.99|85.88|401.56|383.91|43.59|
|天孚通信|300394.SZ|2024-08-30|425.35|424.45|58.28|37.05|12.14|12.14|47.16|38.93|21.94|15.03|0.46|0.93|91.06|425.76|408.11|46.34|
|天孚通信|300394.SZ|2024-08-29|412.05|411.19|56.46|35.89|11.76|11.76|45.69|37.71|21.26|14.56|0.48|0.96|88.21|412.47|394.82|44.83|
|天孚通信|300394.SZ|2024-08-28|429.56|428.65|58.85|37.42|12.26|12.26|47.63|39.31|22.16|15.18|0.46|0.92|91.96|429.97|412.32|46.82|
|天孚通信|300394.SZ|2024-08-27|433.93|433.02|59.45|37.8|12.39|12.39|48.12|39.72|22.38|15.33|0.45|0.91|92.9|434.35|416.7|47.32|
|天孚通信|300394.SZ|2024-08-26|437.48|436.56|59.94|38.11|12.49|12.49|48.51|40.04|22.57|15.46|0.45|0.9|93.66|437.89|420.25|47.72|
|天孚通信|300394.SZ|2024-08-23|456.64|455.68|62.56|39.77|13.04|13.04|50.63|41.79|23.56|16.13|0.43|0.87|97.76|457.06|439.41|49.9|
|天孚通信|300394.SZ|2024-08-22|474.2|430.85|64.97|51.73|13.58|15.24|52.58|52.73|24.46|19.9|0.42|0.83|279.79|474.62|451.89|51.31|
|天孚通信|300394.SZ|2024-08-21|482.9|438.75|66.16|52.68|13.83|15.52|53.54|53.7|24.91|20.26|0.41|0.82|284.92|483.32|460.59|52.3|
|天孚通信|300394.SZ|2024-08-20|482.18|438.1|66.06|52.6|13.81|15.5|53.46|53.62|24.87|20.23|0.41|0.82|284.5|482.6|459.87|52.22|
|天孚通信|300394.SZ|2024-08-19|494.64|449.42|67.77|53.96|14.17|15.9|54.85|55.01|25.52|20.75|0.4|0.8|291.85|495.06|472.33|53.63|
|天孚通信|300394.SZ|2024-08-16|499.63|453.95|68.45|54.51|14.31|16.06|55.4|55.56|25.77|20.96|0.4|0.79|294.79|500.04|477.31|54.2|
|天孚通信|300394.SZ|2024-08-15|470.22|427.23|64.42|51.3|13.47|15.11|52.14|52.29|24.26|19.73|0.42|0.84|277.44|470.63|447.9|50.86|
|天孚通信|300394.SZ|2024-08-14|461.69|419.48|63.26|50.37|13.23|14.84|51.19|51.34|23.82|19.37|0.43|0.86|272.41|462.1|439.37|49.89|
|天孚通信|300394.SZ|2024-08-13|469.83|426.88|64.37|51.26|13.46|15.1|52.1|52.25|24.24|19.71|0.42|0.84|277.21|470.24|447.51|50.82|
|天孚通信|300394.SZ|2024-08-12|463.68|421.29|63.53|50.59|13.28|14.9|51.41|51.56|23.92|19.46|0.43|0.85|273.58|464.1|441.37|50.12|
|天孚通信|300394.SZ|2024-08-09|463.73|421.34|63.54|50.59|13.28|14.9|51.42|51.57|23.92|19.46|0.43|0.85|273.62|464.15|441.42|50.12|
|天孚通信|300394.SZ|2024-08-08|455.04|413.44|62.34|49.64|13.04|14.62|50.46|50.6|23.47|19.09|0.43|0.87|268.49|455.45|432.73|49.14|
|天孚通信|300394.SZ|2024-08-07|466.95|424.26|63.98|50.94|13.38|15.01|51.78|51.93|24.09|19.59|0.42|0.85|275.51|467.36|444.63|50.49|
|天孚通信|300394.SZ|2024-08-06|475.98|432.46|65.21|51.93|13.63|15.3|52.78|52.93|24.55|19.97|0.41|0.83|280.84|476.39|453.66|51.51|
|天孚通信|300394.SZ|2024-08-05|465.56|423|63.79|50.79|13.34|14.96|51.62|51.77|24.02|19.53|0.42|0.85|274.69|465.98|443.25|50.33|
|天孚通信|300394.SZ|2024-08-02|504.06|457.98|69.06|54.99|14.44|16.2|55.89|56.05|26|21.15|0.39|0.78|297.41|504.48|481.75|54.7|
|天孚通信|300394.SZ|2024-08-01|557.01|506.09|76.32|60.77|15.96|17.9|61.76|61.94|28.73|23.37|0.35|0.71|328.65|557.43|534.7|60.72|
|天孚通信|300394.SZ|2024-07-31|554.08|503.42|75.91|60.45|15.87|17.81|61.44|61.61|28.58|23.25|0.36|0.71|326.92|554.49|531.76|60.38|
|天孚通信|300394.SZ|2024-07-30|535.96|486.97|73.43|58.47|15.35|17.23|59.43|59.6|27.65|22.49|0.37|0.74|316.23|536.38|513.65|58.33|
|天孚通信|300394.SZ|2024-07-29|531.2|482.64|72.78|57.95|15.22|17.07|58.9|59.07|27.4|22.29|0.37|0.74|313.42|531.62|508.89|57.78|
|天孚通信|300394.SZ|2024-07-26|504.89|458.73|69.17|55.08|14.46|16.23|55.98|56.14|26.04|21.18|0.39|0.78|297.9|505.31|482.58|54.8|
|天孚通信|300394.SZ|2024-07-25|482.35|438.25|66.09|52.62|13.82|15.5|53.48|53.64|24.88|20.24|0.41|0.82|284.6|482.76|460.03|52.24|
|天孚通信|300394.SZ|2024-07-24|518.9|471.47|71.09|56.61|14.86|16.68|57.54|57.7|26.77|21.77|0.38|0.76|306.17|519.32|496.59|56.39|
|天孚通信|300394.SZ|2024-07-23|507.27|460.9|69.5|55.34|14.53|16.3|56.25|56.41|26.17|21.28|0.39|0.78|299.3|507.69|484.96|55.07|
|天孚通信|300394.SZ|2024-07-22|513.37|466.43|70.34|56.01|14.71|16.5|56.92|57.09|26.48|21.54|0.38|0.77|302.9|513.78|491.05|55.76|
|天孚通信|300394.SZ|2024-07-19|505.22|459.03|69.22|55.12|14.47|16.24|56.02|56.18|26.06|21.2|0.39|0.78|298.1|505.64|482.91|54.83|
|天孚通信|300394.SZ|2024-07-18|532.53|483.85|72.96|58.1|15.26|17.12|59.05|59.22|27.47|22.34|0.37|0.74|314.21|532.95|510.22|57.94|
|天孚通信|300394.SZ|2024-07-17|491.65|446.7|67.36|53.64|14.08|15.8|54.52|54.67|25.36|20.63|0.4|0.8|290.09|492.07|469.34|53.29|
|天孚通信|300394.SZ|2024-07-16|517.52|470.21|70.9|56.46|14.82|16.63|57.38|57.55|26.7|21.71|0.38|0.76|305.35|517.94|495.21|56.23|
|天孚通信|300394.SZ|2024-07-15|516.8|469.55|70.81|56.38|14.8|16.61|57.3|57.47|26.66|21.68|0.38|0.77|304.93|517.22|494.49|56.15|
|天孚通信|300394.SZ|2024-07-12|526.16|478.06|72.09|57.4|15.07|16.91|58.34|58.51|27.14|22.08|0.38|0.75|310.45|526.58|503.85|57.21|
|天孚通信|300394.SZ|2024-07-11|550.64|500.3|75.44|60.07|15.77|17.7|61.06|61.23|28.4|23.1|0.36|0.72|324.89|551.06|528.33|59.99|
|天孚通信|300394.SZ|2024-07-10|553.91|503.27|75.89|60.43|15.87|17.8|61.42|61.6|28.57|23.24|0.36|0.71|326.82|554.33|531.6|60.36|
|天孚通信|300394.SZ|2024-07-09|520.01|472.47|71.25|56.73|14.9|16.71|57.66|57.83|26.82|21.82|0.38|0.76|306.82|520.43|497.7|56.51|
|天孚通信|300394.SZ|2024-07-08|498.96|453.35|68.36|54.44|14.29|16.04|55.33|55.49|25.74|20.94|0.4|0.79|294.4|499.38|476.65|54.12|
|天孚通信|300394.SZ|2024-07-05|483.07|438.9|66.18|52.7|13.84|15.53|53.56|53.72|24.92|20.27|0.41|0.82|285.02|483.48|460.75|52.32|
|天孚通信|300394.SZ|2024-07-04|483.79|439.56|66.28|52.78|13.86|15.55|53.64|53.8|24.96|20.3|0.41|0.82|285.45|484.2|461.47|52.4|
|天孚通信|300394.SZ|2024-07-03|495.25|449.98|67.85|54.03|14.19|15.92|54.91|55.07|25.55|20.78|0.4|0.8|292.21|495.67|472.94|53.7|
|天孚通信|300394.SZ|2024-07-02|522.67|474.89|71.61|57.02|14.97|16.8|57.95|58.12|26.96|21.93|0.38|0.76|308.39|523.09|500.36|56.82|
|天孚通信|300394.SZ|2024-07-01|530.76|482.24|72.72|57.9|15.2|17.06|58.85|59.02|27.38|22.27|0.37|0.75|313.16|531.17|508.44|57.73|
|天孚通信|300394.SZ|2024-06-28|489.77|444.99|67.1|53.43|14.03|15.74|54.31|54.46|25.26|20.55|0.4|0.81|288.98|490.18|467.46|53.08|
|天孚通信|300394.SZ|2024-06-27|466.39|423.76|63.9|50.88|13.36|14.99|51.71|51.86|24.06|19.57|0.42|0.85|275.18|466.81|444.08|50.43|
|天孚通信|300394.SZ|2024-06-26|493.92|448.77|67.67|53.89|14.15|15.87|54.77|54.93|25.48|20.72|0.4|0.8|291.43|494.34|471.61|53.55|
|天孚通信|300394.SZ|2024-06-25|493.26|448.16|67.58|53.81|14.13|15.85|54.69|54.85|25.44|20.7|0.4|0.8|291.04|493.67|470.94|53.48|
|天孚通信|300394.SZ|2024-06-24|530.98|482.44|72.75|57.93|15.21|17.07|58.88|59.05|27.39|22.28|0.37|0.75|313.29|531.4|508.67|57.76|
|天孚通信|300394.SZ|2024-06-21|555.57|504.78|76.12|60.61|15.92|17.86|61.6|61.78|28.66|23.31|0.36|0.71|327.8|555.99|533.26|60.55|
|天孚通信|300394.SZ|2024-06-20|568.15|516.21|77.84|61.98|16.28|18.26|63|63.18|29.31|23.84|0.35|0.7|335.22|568.56|545.83|61.98|
|天孚通信|300394.SZ|2024-06-19|563.94|512.38|77.26|61.52|16.15|18.12|62.53|62.71|29.09|23.66|0.35|0.7|332.74|564.35|541.62|61.5|
|天孚通信|300394.SZ|2024-06-18|550.26|499.95|75.39|60.03|15.76|17.68|61.01|61.19|28.38|23.09|0.36|0.72|324.67|550.67|527.94|59.95|
|天孚通信|300394.SZ|2024-06-17|536.63|487.57|73.52|58.54|15.37|17.25|59.5|59.67|27.68|22.52|0.37|0.74|316.63|537.05|514.32|58.4|
|天孚通信|300394.SZ|2024-06-14|542.83|493.21|74.37|59.22|15.55|17.45|60.19|60.36|28|22.78|0.36|0.73|320.29|543.25|520.52|59.11|
|天孚通信|300394.SZ|2024-06-13|496.25|450.88|67.99|54.14|14.22|15.95|55.02|55.18|25.6|20.82|0.4|0.8|292.8|496.67|473.94|53.82|
|天孚通信|300394.SZ|2024-06-12|486.72|442.23|66.69|53.1|13.94|15.64|53.97|54.12|25.11|20.42|0.41|0.81|287.18|487.14|464.41|52.73|
|天孚通信|300394.SZ|2024-06-11|491.38|446.45|67.32|53.61|14.08|15.79|54.48|54.64|25.35|20.62|0.4|0.81|289.92|491.79|469.06|53.26|
|天孚通信|300394.SZ|2024-06-07|480.91|436.94|65.89|52.47|13.78|15.46|53.32|53.48|24.81|20.18|0.41|0.82|283.75|481.32|458.59|52.07|
|天孚通信|300394.SZ|2024-06-06|505.44|459.24|69.25|55.14|14.48|16.24|56.04|56.21|26.07|21.21|0.39|0.78|298.23|505.86|483.13|54.86|
|天孚通信|300394.SZ|2024-06-05|497.47|451.99|68.16|54.27|14.25|15.99|55.16|55.32|25.66|20.87|0.4|0.8|293.52|497.88|475.15|53.95|
|天孚通信|300394.SZ|2024-06-04|505.11|458.93|69.2|55.11|14.47|16.23|56.01|56.17|26.06|21.19|0.39|0.78|298.03|505.53|482.8|54.82|
|天孚通信|300394.SZ|2024-06-03|504.5|458.38|69.12|55.04|14.45|16.21|55.94|56.1|26.02|21.17|0.39|0.78|297.67|504.92|482.19|54.75|
|天孚通信|300394.SZ|2024-05-31|490.54|445.7|67.21|53.52|14.05|15.77|54.39|54.55|25.3|20.58|0.4|0.81|289.43|490.96|468.23|53.17|
|天孚通信|300394.SZ|2024-05-30|494.92|449.67|67.81|53.99|14.18|15.91|54.88|55.04|25.53|20.77|0.4|0.8|292.02|495.34|472.61|53.66|
|天孚通信|300394.SZ|2024-05-29|503.7|457.65|69.01|54.95|14.43|14.36|55.85|56.01|25.98|21.13|0.39|0.39|297.2|504.12|481.39|54.66|
|天孚通信|300394.SZ|2024-05-28|504.46|458.34|69.11|55.03|14.45|14.38|55.93|56.1|26.02|21.17|0.39|0.39|297.64|504.87|482.14|54.75|
|天孚通信|300394.SZ|2024-05-27|517.55|470.24|70.91|56.46|14.83|14.76|57.39|57.55|26.7|21.72|0.38|0.38|305.37|517.97|495.24|56.23|
|天孚通信|300394.SZ|2024-05-24|517.55|470.24|70.91|56.46|14.83|14.76|57.39|57.55|26.7|21.72|0.38|0.38|305.37|517.97|495.24|56.23|
|天孚通信|300394.SZ|2024-05-23|537.14|488.03|73.59|58.6|15.39|15.32|59.56|59.73|27.71|22.54|0.37|0.37|316.92|537.55|514.82|58.46|
|天孚通信|300394.SZ|2024-05-22|540.46|490.76|74.05|58.96|15.48|15.41|59.93|60.1|27.88|22.68|0.37|0.37|318.89|540.88|518.15|58.84|
|天孚通信|300394.SZ|2024-05-21|560.82|509.14|76.84|61.18|16.07|16.07|62.18|62.36|28.93|23.53|0.35|0.35|330.9|561.23|538.5|61.15|
|天孚通信|300394.SZ|2024-05-20|571.05|518.43|78.24|62.3|16.36|16.36|63.32|63.5|29.46|23.96|0.35|0.35|336.93|571.46|548.73|62.31|
|天孚通信|300394.SZ|2024-05-17|562.71|510.86|77.1|61.39|16.12|16.12|62.39|62.57|29.03|23.61|0.35|0.35|332.02|563.13|540.4|61.36|
|天孚通信|300394.SZ|2024-05-16|536.97|487.49|73.57|58.58|15.38|15.38|59.54|59.71|27.7|22.53|0.37|0.37|316.82|537.38|514.65|58.44|
|天孚通信|300394.SZ|2024-05-15|534.64|485.37|73.25|58.33|15.32|15.32|59.28|59.45|27.58|22.43|0.37|0.37|315.45|535.05|512.32|58.17|
|天孚通信|300394.SZ|2024-05-14|531.91|482.9|72.88|58.03|15.24|15.24|58.98|59.15|27.44|22.32|0.37|0.37|313.84|532.33|509.6|57.87|
|天孚通信|300394.SZ|2024-05-13|533.14|484.01|73.04|58.16|15.27|15.27|59.11|59.29|27.5|22.37|0.37|0.37|314.56|533.55|510.82|58|
|天孚通信|300394.SZ|2024-05-10|554.11|503.05|75.92|60.45|15.87|15.87|61.44|61.62|28.58|23.25|0.36|0.36|326.94|554.52|531.79|60.39|
|天孚通信|300394.SZ|2024-05-09|560.78|509.11|76.83|61.18|16.06|16.06|62.18|62.36|28.93|23.53|0.35|0.35|330.87|561.19|538.47|61.14|
|天孚通信|300394.SZ|2024-05-08|576.53|523.41|78.99|62.9|16.52|16.52|63.93|64.11|29.74|24.19|0.34|0.34|340.17|576.95|554.22|62.93|
|天孚通信|300394.SZ|2024-05-07|574.56|521.62|78.72|62.68|16.46|16.46|63.71|63.89|29.64|24.11|0.34|0.34|339.01|574.98|552.25|62.71|
|天孚通信|300394.SZ|2024-05-06|606.27|550.4|83.06|66.14|17.37|17.37|67.22|67.42|31.27|25.44|0.33|0.33|357.72|606.69|583.96|66.31|
|天孚通信|300394.SZ|2024-04-30|637.15|578.44|87.3|69.51|18.25|18.25|70.65|70.85|32.87|26.73|0.31|0.31|375.94|637.57|614.84|69.81|
|天孚通信|300394.SZ|2024-04-29|643.74|584.43|88.2|70.23|18.44|18.44|71.38|71.59|33.21|27.01|0.31|0.31|379.83|644.16|621.43|70.56|
|天孚通信|300394.SZ|2024-04-26|618.59|561.59|84.75|67.49|17.72|17.72|68.59|68.79|31.91|25.96|0.32|0.32|364.98|619.01|596.28|67.71|
|天孚通信|300394.SZ|2024-04-25|579.3|525.92|79.37|63.2|16.59|16.59|64.23|64.42|29.88|24.31|0.34|0.34|341.8|579.71|556.99|63.25|
|天孚通信|300394.SZ|2024-04-24|600.62|545.28|82.29|65.53|17.21|17.21|66.6|66.79|30.98|25.2|0.33|0.33|354.38|601.04|578.31|65.67|
|天孚通信|300394.SZ|2024-04-23|625.97|568.29|85.76|85.76|19.61|19.61|69.41|69.41|32.29|32.29|0.32|0.32|897.52|625.99|607.35|68.96|
|天孚通信|300394.SZ|2024-04-22|611.28|554.96|83.75|83.75|19.15|19.15|67.78|67.78|31.53|31.53|0.32|0.32|876.46|611.3|592.66|67.3|
|天孚通信|300394.SZ|2024-04-19|641.73|587.5|159.26|87.92|22.21|20.1|138.4|107.83|53.64|33.1|0.31|0.31|919.95|641.76|627.87|118.52|
|天孚通信|300394.SZ|2024-04-18|664.63|608.47|164.95|91.06|23|20.81|143.34|111.68|55.55|34.28|0.3|0.3|952.79|664.66|650.78|122.84|
|天孚通信|300394.SZ|2024-04-17|678.06|620.76|168.28|92.9|23.46|21.23|146.24|113.94|56.68|34.97|0.29|0.29|972.03|678.09|664.2|125.37|
|天孚通信|300394.SZ|2024-04-16|657.6|602.03|163.2|90.09|22.76|20.59|141.83|110.5|54.97|33.91|0.3|0.3|942.71|657.63|643.75|121.51|
|天孚通信|300394.SZ|2024-04-15|653.38|598.16|162.15|89.52|22.61|20.46|140.92|109.79|54.61|33.7|0.3|0.3|936.65|653.41|639.52|120.72|
|天孚通信|300394.SZ|2024-04-12|662.66|606.66|164.46|90.79|22.93|20.75|142.92|111.35|55.39|34.18|0.3|0.3|949.96|662.69|648.8|122.47|
|天孚通信|300394.SZ|2024-04-11|594.38|544.15|147.51|81.43|20.57|18.61|128.19|99.88|49.68|30.65|0.33|0.33|852.08|594.41|580.53|109.58|
|天孚通信|300394.SZ|2024-04-10|580.6|531.54|144.09|79.54|20.09|18.18|125.22|97.56|48.53|29.94|0.34|0.34|832.32|580.63|566.74|106.98|
|天孚通信|300394.SZ|2024-04-09|616.42|564.32|152.98|84.45|21.33|19.3|132.95|103.58|51.52|31.79|0.32|0.32|883.67|616.44|602.56|113.74|
|天孚通信|300394.SZ|2024-04-08|631.27|577.92|156.66|86.49|21.85|19.77|136.15|106.07|52.76|32.56|0.31|0.31|904.95|631.29|617.41|116.54|
|天孚通信|300394.SZ|2024-04-03|606.55|555.29|150.53|83.1|20.99|19|130.82|101.92|50.7|31.28|0.33|0.33|869.51|606.57|592.69|111.87|
|天孚通信|300394.SZ|2024-04-02|636.08|582.33|157.86|87.15|22.01|19.92|137.19|106.88|53.17|32.8|0.31|0.31|911.86|636.11|622.23|117.45|
|天孚通信|300394.SZ|2024-04-01|644.61|590.14|159.98|88.31|22.31|20.19|139.03|108.32|53.88|33.24|0.31|0.31|924.08|644.64|630.76|119.06|
|天孚通信|300394.SZ|2024-03-29|597.35|546.86|148.25|81.84|20.67|18.71|128.83|100.37|49.93|30.81|0.33|0.33|856.32|597.37|583.49|110.14|
|天孚通信|300394.SZ|2024-03-28|599.52|548.85|148.78|82.14|20.75|18.77|129.3|100.74|50.11|30.92|0.33|0.33|859.44|599.54|585.66|110.55|
|天孚通信|300394.SZ|2024-03-27|596.28|545.89|147.98|81.69|20.63|18.67|128.6|100.2|49.84|30.75|0.33|0.33|854.8|596.31|582.42|109.94|
|天孚通信|300394.SZ|2024-03-26|607.34|556.01|150.73|83.21|21.02|19.02|130.99|102.05|50.76|31.32|0.33|0.33|870.65|607.36|593.48|112.02|
|天孚通信|300394.SZ|2024-03-25|618.39|566.13|153.47|84.72|21.4|19.37|133.37|103.91|51.69|31.89|0.32|0.32|886.5|618.42|604.54|114.11|
|天孚通信|300394.SZ|2024-03-22|637.58|583.7|158.23|87.35|22.06|19.97|137.51|107.14|53.29|32.88|0.31|0.31|914.01|637.61|623.73|117.73|
|天孚通信|300394.SZ|2024-03-21|634.62|580.99|157.5|86.95|21.96|19.87|136.87|106.64|53.04|32.73|0.31|0.31|909.76|634.65|620.77|117.17|
|天孚通信|300394.SZ|2024-03-20|641.02|586.85|159.08|87.82|22.18|20.07|138.25|107.71|53.58|33.06|0.31|0.31|918.93|641.05|627.16|118.38|
|天孚通信|300394.SZ|2024-03-19|641.89|587.64|159.3|87.94|22.21|20.1|138.44|107.86|53.65|33.1|0.31|0.31|920.18|641.91|628.03|118.55|
|天孚通信|300394.SZ|2024-03-18|639.52|585.47|158.71|87.62|22.13|20.03|137.93|107.46|53.45|32.98|0.31|0.31|916.78|639.55|625.66|118.1|
|天孚通信|300394.SZ|2024-03-15|616.06|564|152.89|84.4|21.32|19.29|132.87|103.52|51.49|31.77|0.32|0.32|883.16|616.09|602.21|113.67|
|天孚通信|300394.SZ|2024-03-14|579.69|530.7|143.87|79.42|20.06|18.15|125.03|97.41|48.45|29.9|0.34|0.34|831.02|579.72|565.84|106.81|
|天孚通信|300394.SZ|2024-03-13|541.39|495.64|134.36|74.17|18.73|16.95|116.76|90.97|45.25|27.92|0.36|0.36|776.11|541.42|527.53|99.58|
|天孚通信|300394.SZ|2024-03-12|531.04|486.17|131.79|72.76|18.38|16.63|114.53|89.23|44.39|27.39|0.37|0.37|761.28|531.07|517.19|97.62|
|天孚通信|300394.SZ|2024-03-11|548.1|501.78|136.03|75.09|18.97|17.16|118.21|92.1|45.81|28.27|0.36|0.36|785.73|548.13|534.25|100.84|
|天孚通信|300394.SZ|2024-03-08|564.21|516.53|140.02|99.89|19.52|19.52|121.69|94.81|47.16|37.29|0.35|0.35|2712.35|564.24|550.36|103.88|
|天孚通信|300394.SZ|2024-03-07|525.87|481.43|130.51|93.1|18.2|18.2|113.42|88.36|43.95|34.76|0.38|0.38|2528.02|525.9|512.01|96.65|
|天孚通信|300394.SZ|2024-03-06|535.19|489.96|132.82|94.75|18.52|18.52|115.43|89.93|44.73|35.38|0.37|0.37|2572.82|535.22|521.33|98.41|
|天孚通信|300394.SZ|2024-03-05|535.47|490.21|132.89|94.8|18.53|18.53|115.49|89.98|44.76|35.39|0.37|0.37|2574.15|535.49|521.61|98.46|
|天孚通信|300394.SZ|2024-03-04|559.55|512.27|138.87|99.06|19.36|19.36|120.68|94.02|46.77|36.99|0.35|0.35|2689.95|559.58|545.7|103|
|天孚通信|300394.SZ|2024-03-01|540.52|494.84|134.14|95.69|18.7|18.7|116.58|90.83|45.18|35.73|0.37|0.37|2598.45|540.55|526.66|99.41|
|天孚通信|300394.SZ|2024-02-29|537.05|491.66|133.28|95.08|18.58|18.58|115.83|90.24|44.89|35.5|0.37|0.37|2581.75|537.07|523.19|98.76|
|天孚通信|300394.SZ|2024-02-28|492.42|450.81|122.21|87.18|17.04|17.04|106.2|82.74|41.16|32.55|0.4|0.4|2367.23|492.45|478.57|90.33|
|天孚通信|300394.SZ|2024-02-27|525.2|480.81|130.34|92.98|18.17|18.17|113.27|88.25|43.9|34.72|0.38|0.38|2524.8|525.23|511.34|96.52|
|天孚通信|300394.SZ|2024-02-26|469.88|430.17|116.61|83.19|16.26|16.26|101.34|78.96|39.27|31.06|0.42|0.42|2258.84|469.9|456.02|86.08|
|天孚通信|300394.SZ|2024-02-23|471.57|431.72|117.03|83.49|16.32|16.32|101.71|79.24|39.42|31.17|0.42|0.42|2267|471.6|457.72|86.4|
|天孚通信|300394.SZ|2024-02-22|488.32|447.05|121.19|86.45|16.9|16.9|105.32|82.05|40.82|32.28|0.4|0.4|2347.49|488.34|474.46|89.56|
|天孚通信|300394.SZ|2024-02-21|485.71|444.66|120.54|85.99|16.81|16.81|104.76|81.62|40.6|32.11|0.41|0.41|2334.96|485.74|471.85|89.07|
|天孚通信|300394.SZ|2024-02-20|508.02|465.09|126.08|89.94|17.58|17.58|109.57|85.37|42.46|33.58|0.39|0.39|2442.22|508.05|494.16|93.28|
|天孚通信|300394.SZ|2024-02-19|515.56|471.99|127.95|91.27|17.84|17.84|111.19|86.63|43.09|34.08|0.38|0.38|2478.48|515.59|501.71|94.7|
|天孚通信|300394.SZ|2024-02-08|429.64|393.33|106.62|76.06|14.87|14.87|92.66|72.19|35.91|28.4|0.46|0.46|2065.4|429.66|415.78|78.48|
|天孚通信|300394.SZ|2024-02-07|445.04|407.43|110.45|78.79|15.4|15.4|95.98|74.78|37.2|29.42|0.44|0.44|2139.43|445.06|431.18|81.39|
|天孚通信|300394.SZ|2024-02-06|452.15|413.93|112.21|80.05|15.65|15.65|97.52|75.98|37.79|29.89|0.44|0.44|2173.6|452.17|438.29|82.73|
|天孚通信|300394.SZ|2024-02-05|408.31|373.81|101.33|72.29|14.13|14.13|88.06|68.61|34.13|26.99|0.48|0.48|1962.89|408.34|394.46|74.46|
|天孚通信|300394.SZ|2024-02-02|390.94|357.9|97.02|69.21|13.53|13.53|84.32|65.69|32.68|25.84|0.5|0.5|1879.36|390.96|377.08|71.18|
|天孚通信|300394.SZ|2024-02-01|388.37|355.55|96.38|68.76|13.44|13.44|83.76|65.26|32.46|25.67|0.51|0.51|1867.02|388.4|374.51|70.69|
|天孚通信|300394.SZ|2024-01-31|339.09|310.43|84.15|60.03|11.73|11.73|73.13|56.98|28.34|22.41|0.58|0.58|1630.11|339.12|325.23|61.39|
|天孚通信|300394.SZ|2024-01-30|334.86|306.56|83.1|59.28|11.59|11.59|72.22|56.27|27.99|22.13|0.59|0.59|1609.8|334.89|321.01|60.59|
|天孚通信|300394.SZ|2024-01-29|334.35|306.09|82.98|59.19|11.57|11.57|72.11|56.18|27.95|22.1|0.59|0.59|1607.33|334.38|320.49|60.5|
|天孚通信|300394.SZ|2024-01-26|371.98|340.55|92.32|65.85|12.87|12.87|80.23|62.51|31.09|24.59|0.53|0.53|1788.24|372.01|358.13|67.6|
|天孚通信|300394.SZ|2024-01-25|390.86|357.83|97|69.2|13.53|13.53|84.3|65.68|32.67|25.84|0.51|0.51|1878.98|390.89|377|71.16|
|天孚通信|300394.SZ|2024-01-24|381.18|348.97|94.6|67.48|13.19|13.19|82.21|64.05|31.86|25.2|0.52|0.52|1832.47|381.21|367.33|69.34|
|天孚通信|300394.SZ|2024-01-23|386.99|354.28|96.04|68.51|13.39|13.39|83.46|65.03|32.35|25.58|0.51|0.51|1860.38|387.02|373.13|70.43|
|天孚通信|300394.SZ|2024-01-22|371.67|340.26|92.24|65.8|12.86|12.86|80.16|62.45|31.07|24.57|0.53|0.53|1786.72|371.69|357.81|67.54|
|天孚通信|300394.SZ|2024-01-19|361.72|331.15|89.77|64.04|12.52|12.52|78.01|60.78|30.23|23.91|0.55|0.55|1738.88|361.74|347.86|65.66|
|天孚通信|300394.SZ|2024-01-18|367.21|336.17|91.13|65.01|12.71|12.71|79.2|61.7|30.69|24.27|0.54|0.54|1765.27|367.23|353.35|66.7|
|天孚通信|300394.SZ|2024-01-17|334.35|306.09|82.98|59.19|11.57|11.57|72.11|56.18|27.95|22.1|0.59|0.59|1607.33|334.38|320.49|60.5|
|天孚通信|300394.SZ|2024-01-16|328.74|300.96|81.59|58.2|11.38|11.38|70.9|55.24|27.48|21.73|0.6|0.6|1580.37|328.77|314.89|59.44|
