vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,中际旭创2021年1月至2026年7月每月末市盈率TTM走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|中际旭创|300308.SZ|2026-07-17|10923.28|10871.42|101.17|73.07|30.69|31.53|100.25|90.28|28.57|21.39|0.09|0.14|69.8|10939.87|10817.79|75.37|
|中际旭创|300308.SZ|2026-07-16|12412.56|12353.63|114.96|83.03|34.88|35.83|113.92|102.59|32.46|24.31|0.08|0.13|79.31|12429.15|12307.07|85.75|
|中际旭创|300308.SZ|2026-07-15|13040.55|12978.64|120.78|87.23|36.64|37.64|119.68|107.78|34.1|25.54|0.08|0.12|83.33|13057.14|12935.06|90.13|
|中际旭创|300308.SZ|2026-07-14|13204.94|13142.24|122.3|88.33|37.11|38.12|121.19|109.14|34.53|25.86|0.08|0.12|84.38|13221.53|13099.45|91.27|
|中际旭创|300308.SZ|2026-07-13|12356.8|12298.13|114.44|82.66|34.72|35.67|113.41|102.13|32.31|24.2|0.08|0.13|78.96|12373.39|12251.31|85.36|
|中际旭创|300308.SZ|2026-07-10|12200.44|12142.52|113|81.61|34.28|35.22|111.97|100.84|31.91|23.89|0.08|0.13|77.96|12217.03|12094.96|84.27|
|中际旭创|300308.SZ|2026-07-09|13325.94|13262.67|123.42|89.14|37.45|38.47|122.3|110.14|34.85|26.1|0.07|0.12|85.15|13342.53|13220.45|92.11|
|中际旭创|300308.SZ|2026-07-08|12583.75|12524.01|116.55|84.18|35.36|36.32|115.49|104|32.91|24.64|0.08|0.12|80.41|12600.34|12478.26|86.94|
|中际旭创|300308.SZ|2026-07-07|12511.82|12452.41|115.88|83.7|35.16|36.12|114.83|103.41|32.72|24.5|0.08|0.12|79.95|12528.41|12406.33|86.44|
|中际旭创|300308.SZ|2026-07-06|12255.54|12197.35|113.51|81.98|34.44|35.38|112.48|101.29|32.05|24|0.08|0.13|78.31|12272.13|12150.05|84.66|
|中际旭创|300308.SZ|2026-07-03|12446.02|12386.93|115.27|83.26|34.97|35.93|114.22|102.87|32.55|24.37|0.08|0.13|79.53|12462.61|12340.53|85.98|
|中际旭创|300308.SZ|2026-07-02|12747.13|12686.61|118.06|85.27|35.82|36.8|116.99|105.35|33.33|24.96|0.08|0.12|81.45|12763.72|12641.64|88.08|
|中际旭创|300308.SZ|2026-07-01|13641.22|13576.45|126.34|91.25|38.33|39.38|125.19|112.74|35.67|26.71|0.07|0.11|87.16|13657.8|13535.73|94.31|
|中际旭创|300308.SZ|2026-06-30|14163.48|14096.24|131.18|94.75|39.8|40.88|129.99|117.06|37.04|27.74|0.07|0.11|90.5|14180.07|14057.99|97.95|
|中际旭创|300308.SZ|2026-06-29|13605.86|13541.27|126.01|91.02|38.23|39.27|124.87|112.45|35.58|26.65|0.07|0.11|86.94|13622.45|13500.37|94.07|
|中际旭创|300308.SZ|2026-06-26|13983.82|13917.42|129.51|93.54|39.29|40.37|128.34|115.58|36.57|27.39|0.07|0.11|89.35|14000.4|13878.33|96.7|
|中际旭创|300308.SZ|2026-06-25|14759.02|14688.94|136.69|98.73|41.47|42.6|135.45|121.98|38.6|28.9|0.07|0.11|94.31|14775.6|14653.53|102.1|
|中际旭创|300308.SZ|2026-06-24|14633.89|14564.41|135.53|97.89|41.12|42.24|134.3|120.95|38.27|28.66|0.07|0.11|93.51|14650.48|14528.4|101.23|
|中际旭创|300308.SZ|2026-06-23|14609.69|14540.32|135.31|97.73|41.05|42.17|134.08|120.75|38.21|28.61|0.07|0.11|93.35|14626.27|14504.2|101.06|
|中际旭创|300308.SZ|2026-06-22|15416.22|15343.03|142.78|103.13|43.32|44.5|141.48|127.41|40.31|30.19|0.06|0.1|98.51|15432.81|15310.74|106.68|
|中际旭创|300308.SZ|2026-06-18|15255.07|15182.64|141.29|102.05|42.87|44.04|140|126.08|39.89|29.88|0.07|0.1|97.48|15271.66|15149.58|105.56|
|中际旭创|300308.SZ|2026-06-17|14231.62|14164.05|131.81|95.2|39.99|41.08|130.61|117.62|37.22|27.87|0.07|0.11|90.94|14248.21|14126.13|98.43|
|中际旭创|300308.SZ|2026-06-16|13919.13|13853.05|128.91|93.11|39.11|40.18|127.74|115.04|36.4|27.26|0.07|0.11|88.94|13935.72|13813.64|96.25|
|中际旭创|300308.SZ|2026-06-15|13884.67|13818.75|128.59|92.88|39.02|40.08|127.43|114.76|36.31|27.19|0.07|0.11|88.72|13901.26|13779.18|96.01|
|中际旭创|300308.SZ|2026-06-12|12814.05|12753.21|118.68|85.72|36.01|36.99|117.6|105.91|33.51|25.09|0.08|0.12|81.88|12830.64|12708.56|88.55|
|中际旭创|300308.SZ|2026-06-11|12535.24|12475.72|116.1|83.85|35.22|36.18|115.04|103.6|32.78|24.55|0.08|0.12|80.1|12551.83|12429.75|86.61|
|中际旭创|300308.SZ|2026-06-10|12791.74|12731.01|118.47|85.57|35.94|36.92|117.4|105.72|33.45|25.05|0.08|0.12|81.74|12808.33|12686.25|88.39|
|中际旭创|300308.SZ|2026-06-09|13159.77|13097.29|121.88|88.03|36.98|37.99|120.77|108.77|34.41|25.77|0.08|0.12|84.09|13176.36|13054.28|90.96|
|中际旭创|300308.SZ|2026-06-08|12880.85|12819.69|119.3|86.17|36.2|37.18|118.21|106.46|33.68|25.23|0.08|0.12|82.3|12897.44|12775.36|89.01|
|中际旭创|300308.SZ|2026-06-05|13155.83|13093.35|121.84|88.01|36.97|37.99|120.74|108.73|34.4|25.76|0.08|0.12|84.06|13172.42|13050.34|90.93|
|中际旭创|300308.SZ|2026-06-04|14270.85|14203.08|132.17|95.46|40.1|41.21|130.97|117.95|37.32|27.95|0.07|0.11|91.19|14287.44|14165.36|98.7|
|中际旭创|300308.SZ|2026-06-03|14215.1|14147.6|131.65|95.09|39.94|41.05|130.46|117.49|37.17|27.84|0.07|0.11|90.83|14231.69|14109.62|98.31|
|中际旭创|300308.SZ|2026-06-02|13287.61|13224.51|123.06|88.89|37.34|38.37|121.95|109.82|34.75|26.02|0.08|0.12|84.9|13304.2|13182.12|91.85|
|中际旭创|300308.SZ|2026-06-01|12598.49|12538.65|116.68|84.28|35.4|36.38|115.62|104.13|32.95|24.67|0.08|0.12|80.5|12615.07|12493|87.05|
|中际旭创|300308.SZ|2026-05-29|12930.68|12869.2|119.76|86.5|36.34|37.41|118.67|106.87|33.81|25.32|0.08|0.12|82.62|12947.27|12825.2|89.36|
|中际旭创|300308.SZ|2026-05-28|13340.82|13277.39|123.56|89.24|37.49|38.6|122.44|110.26|34.89|26.13|0.07|0.12|85.24|13357.41|13235.34|92.22|
|中际旭创|300308.SZ|2026-05-27|12376.22|12317.38|114.62|82.79|34.78|35.81|113.58|102.29|32.36|24.24|0.08|0.13|79.08|12392.81|12270.73|85.5|
|中际旭创|300308.SZ|2026-05-26|12283.01|12224.61|113.76|82.17|34.52|35.54|112.73|101.52|32.12|24.05|0.08|0.13|78.48|12299.6|12177.53|84.85|
|中际旭创|300308.SZ|2026-05-25|12171.65|12113.78|112.73|81.42|34.2|35.22|111.71|100.6|31.83|23.84|0.08|0.13|77.77|12188.24|12066.17|84.07|
|中际旭创|300308.SZ|2026-05-22|11558.95|11503.99|107.05|77.32|32.48|33.44|106.08|95.53|30.23|22.64|0.09|0.13|73.86|11575.54|11453.46|79.8|
|中际旭创|300308.SZ|2026-05-21|11061.84|11009.24|102.45|74|31.08|32|101.52|91.43|28.93|21.66|0.09|0.14|70.68|11078.43|10956.35|76.34|
|中际旭创|300308.SZ|2026-05-20|11548.04|11493.13|106.95|77.25|32.45|33.41|105.98|95.44|30.2|22.62|0.09|0.13|73.79|11564.63|11442.55|79.73|
|中际旭创|300308.SZ|2026-05-19|11470.09|11415.55|106.23|76.73|32.23|33.19|105.27|94.8|30|22.46|0.09|0.14|73.29|11486.67|11364.6|79.18|
|中际旭创|300308.SZ|2026-05-18|11637.13|11581.79|107.78|77.85|32.7|33.67|106.8|96.18|30.43|22.79|0.09|0.13|74.36|11653.71|11531.64|80.35|
|中际旭创|300308.SZ|2026-05-15|11691.36|11635.77|108.28|78.21|32.85|33.83|107.3|96.63|30.57|22.9|0.09|0.13|74.7|11707.95|11585.87|80.73|
|中际旭创|300308.SZ|2026-05-14|12004.61|11947.54|111.18|80.3|33.73|34.73|110.17|99.22|31.39|23.51|0.08|0.13|76.71|12021.2|11899.13|82.91|
|中际旭创|300308.SZ|2026-05-13|11683.9|11628.34|108.21|78.16|32.83|33.8|107.23|96.57|30.55|22.88|0.09|0.13|74.66|11700.49|11578.41|80.67|
|中际旭创|300308.SZ|2026-05-12|11336.34|11282.44|104.99|75.83|31.86|32.8|104.04|93.69|29.65|22.2|0.09|0.14|72.44|11352.93|11230.85|78.25|
|中际旭创|300308.SZ|2026-05-11|10469.29|10419.51|96.96|70.03|29.42|30.29|96.08|86.53|27.38|20.5|0.1|0.15|66.9|10485.88|10363.81|72.21|
|中际旭创|300308.SZ|2026-05-08|9866.5|9819.59|91.38|66|27.72|28.55|90.55|81.55|25.8|19.32|0.1|0.16|63.04|9883.09|9761.01|68.01|
|中际旭创|300308.SZ|2026-05-07|9771.51|9725.05|90.5|65.37|27.46|28.27|89.68|80.76|25.55|19.14|0.1|0.16|62.44|9788.1|9666.02|67.35|
|中际旭创|300308.SZ|2026-05-06|9532.42|9487.1|88.29|63.77|26.79|27.58|87.48|78.79|24.93|18.67|0.1|0.16|60.91|9549.01|9426.93|65.68|
|中际旭创|300308.SZ|2026-04-30|9549.12|9503.72|88.44|63.88|26.83|27.63|87.64|78.92|24.97|18.7|0.1|0.16|61.02|9565.71|9443.64|65.8|
|中际旭创|300308.SZ|2026-04-29|9421.06|9376.27|87.25|63.02|26.47|26.41|86.46|77.86|24.64|18.45|0.11|0.11|60.2|9437.65|9315.57|64.91|
|中际旭创|300308.SZ|2026-04-28|9187.2|9143.52|85.09|61.46|25.82|25.75|84.32|75.93|24.03|17.99|0.11|0.11|58.7|9203.79|9081.72|63.28|
|中际旭创|300308.SZ|2026-04-27|9543.89|9498.51|88.39|63.84|26.82|26.75|87.59|78.88|24.96|18.69|0.1|0.1|60.98|9560.48|9438.4|65.76|
|中际旭创|300308.SZ|2026-04-24|9877.53|9830.56|91.48|66.08|27.76|27.69|90.65|81.64|25.83|19.34|0.1|0.1|63.11|9894.11|9772.04|68.09|
|中际旭创|300308.SZ|2026-04-23|9989|9941.5|92.51|66.82|28.07|28|91.67|82.56|26.12|19.56|0.1|0.1|63.83|10005.59|9883.51|68.86|
|中际旭创|300308.SZ|2026-04-22|9873.41|9826.46|91.44|66.05|27.74|27.67|90.61|81.6|25.82|19.34|0.1|0.1|63.09|9889.99|9767.92|68.06|
|中际旭创|300308.SZ|2026-04-21|9609.62|9565.62|89|64.28|27|27|88.19|79.42|25.13|18.82|0.1|0.1|61.4|9626.21|9504.13|66.22|
|中际旭创|300308.SZ|2026-04-20|9444.51|9401.26|87.47|63.18|26.54|26.54|86.68|78.06|24.7|18.5|0.11|0.11|60.35|9461.1|9339.02|65.07|
|中际旭创|300308.SZ|2026-04-17|9455.62|9407.8|87.57|63.25|26.57|26.57|86.78|78.15|24.73|18.52|0.11|0.11|60.42|9472.21|9350.13|65.15|
|中际旭创|300308.SZ|2026-04-16|8995.73|8950.23|83.31|83.31|30.22|30.22|82.56|82.56|23.52|23.52|0.11|0.11|97.71|9011.68|8901.81|62.02|
|中际旭创|300308.SZ|2026-04-15|8666.5|8622.67|80.27|80.27|29.12|29.12|79.54|79.54|22.66|22.66|0.12|0.12|94.14|8682.46|8572.59|59.73|
|中际旭创|300308.SZ|2026-04-14|8588.94|8545.51|79.55|79.55|28.86|28.86|78.83|78.83|22.46|22.46|0.12|0.12|93.29|8604.9|8495.03|59.19|
|中际旭创|300308.SZ|2026-04-13|8200.05|8158.58|75.95|75.95|27.55|27.55|75.26|75.26|21.44|21.44|0.12|0.12|89.07|8216.01|8106.14|56.48|
|中际旭创|300308.SZ|2026-04-10|8162.83|8121.55|75.6|75.6|27.42|27.42|74.92|74.92|21.35|21.35|0.12|0.12|88.67|8178.79|8068.92|56.22|
|中际旭创|300308.SZ|2026-04-09|7700.27|7661.33|71.32|71.32|25.87|25.87|70.67|70.67|20.14|20.14|0.13|0.13|83.64|7716.23|7606.36|53|
|中际旭创|300308.SZ|2026-04-08|7646.05|7607.38|70.81|70.81|25.69|25.69|70.17|70.17|19.99|19.99|0.13|0.13|83.05|7662.01|7552.14|52.62|
|中际旭创|300308.SZ|2026-04-07|6883.71|6848.9|63.75|63.75|23.13|23.13|63.18|63.18|18|18|0.15|0.15|74.77|6899.67|6789.8|47.31|
|中际旭创|300308.SZ|2026-04-03|6739.15|6705.07|62.42|62.42|22.64|22.64|61.85|61.85|17.62|17.62|0.15|0.15|73.2|6755.11|6645.24|46.3|
|中际旭创|300308.SZ|2026-04-02|6466.71|6434|59.89|59.89|21.73|21.73|59.35|59.35|16.91|16.91|0.15|0.15|70.24|6482.66|6372.8|44.4|
|中际旭创|300308.SZ|2026-04-01|6687.49|6653.67|61.94|61.94|22.47|22.47|61.37|61.37|17.49|17.49|0.15|0.15|72.64|6703.44|6593.57|45.94|
|中际旭创|300308.SZ|2026-03-31|6326.82|6294.82|58.6|58.6|21.26|21.26|58.06|58.06|16.55|16.55|0.16|0.16|68.72|6342.77|6232.91|43.43|
|中际旭创|300308.SZ|2026-03-30|6545.38|6512.28|126.57|60.61|24.8|21.82|206.83|89.62|27.43|17.12|0.15|0.15|71.08|6563.06|6485.13|96.63|
|中际旭创|300308.SZ|2026-03-27|6644.49|6610.89|128.48|61.53|25.18|22.15|209.96|90.98|27.85|17.38|0.15|0.15|72.16|6662.17|6584.25|98.11|
|中际旭创|300308.SZ|2026-03-26|6824.49|6789.98|131.96|63.2|25.86|22.75|215.65|93.44|28.6|17.85|0.15|0.15|74.11|6842.17|6764.25|100.79|
|中际旭创|300308.SZ|2026-03-25|6982.27|6946.97|135.01|64.66|26.46|23.27|220.64|95.6|29.26|18.26|0.14|0.14|75.83|6999.95|6922.03|103.14|
|中际旭创|300308.SZ|2026-03-24|6702.15|6668.27|129.6|62.06|25.4|22.34|211.79|91.77|28.09|17.53|0.15|0.15|72.78|6719.84|6641.91|98.97|
|中际旭创|300308.SZ|2026-03-23|6662.49|6628.8|128.83|61.7|25.25|22.21|210.53|91.22|27.92|17.42|0.15|0.15|72.35|6680.17|6602.25|98.38|
|中际旭创|300308.SZ|2026-03-20|6800.04|6765.66|131.49|62.97|25.77|22.66|214.88|93.11|28.5|17.78|0.15|0.15|73.85|6817.73|6739.8|100.43|
|中际旭创|300308.SZ|2026-03-19|6391.15|6358.84|123.58|59.18|24.22|21.3|201.96|87.51|26.78|16.71|0.16|0.16|69.41|6408.83|6330.91|94.33|
|中际旭创|300308.SZ|2026-03-18|6444.49|6411.9|124.62|59.68|24.42|21.48|203.64|88.24|27.01|16.85|0.16|0.16|69.98|6462.17|6384.24|95.13|
|中际旭创|300308.SZ|2026-03-17|6033.37|6002.87|116.67|55.87|22.86|20.11|190.65|82.61|25.28|15.78|0.17|0.17|65.52|6051.05|5973.13|89|
|中际旭创|300308.SZ|2026-03-16|6241.15|6209.6|120.68|57.8|23.65|20.8|197.22|85.45|26.16|16.32|0.16|0.16|67.78|6258.83|6180.91|92.1|
|中际旭创|300308.SZ|2026-03-13|6022.48|5992.03|116.46|55.77|22.82|20.07|190.31|82.46|25.24|15.75|0.17|0.17|65.4|6040.17|5962.24|88.84|
|中际旭创|300308.SZ|2026-03-12|5942.26|5912.22|114.9|55.03|22.52|19.8|187.77|81.36|24.9|15.54|0.17|0.17|64.53|5959.94|5882.02|87.65|
|中际旭创|300308.SZ|2026-03-11|6163.15|6131.99|119.18|57.07|23.35|20.54|194.75|84.39|25.83|16.12|0.16|0.16|66.93|6180.83|6102.91|90.94|
|中际旭创|300308.SZ|2026-03-10|6077.82|6047.09|117.53|56.28|23.03|20.26|192.06|83.22|25.47|15.89|0.16|0.16|66|6095.5|6017.57|89.67|
|中际旭创|300308.SZ|2026-03-09|5844.37|5814.82|113.01|54.12|22.15|19.48|184.68|80.02|24.49|15.28|0.17|0.17|63.47|5862.05|5784.13|86.19|
|中际旭创|300308.SZ|2026-03-06|6060.93|6030.28|117.2|56.13|22.97|20.2|191.52|82.99|25.4|15.85|0.17|0.17|65.82|6078.61|6000.69|89.41|
|中际旭创|300308.SZ|2026-03-05|6188.93|6157.64|119.67|57.31|23.45|20.63|195.57|84.74|25.94|16.18|0.16|0.16|67.21|6206.61|6128.69|91.32|
|中际旭创|300308.SZ|2026-03-04|5988.93|5958.65|115.81|55.46|22.69|19.96|189.25|82|25.1|15.66|0.17|0.17|65.04|6006.61|5928.69|88.34|
|中际旭创|300308.SZ|2026-03-03|6264.49|6232.81|121.14|58.01|23.74|20.88|197.96|85.77|26.25|16.38|0.16|0.16|68.03|6282.17|6204.24|92.45|
|中际旭创|300308.SZ|2026-03-02|6339.82|6307.76|122.59|58.71|24.02|21.13|200.34|86.8|26.57|16.58|0.16|0.16|68.85|6357.5|6279.58|93.57|
|中际旭创|300308.SZ|2026-02-27|5933.37|5903.37|114.73|69.39|22.48|22.87|187.49|81.24|24.87|18.8|0.17|0.17|93.73|5951.05|5873.13|87.51|
|中际旭创|300308.SZ|2026-02-26|6358.04|6325.89|122.94|74.36|24.09|24.51|200.91|87.05|26.64|20.15|0.16|0.16|100.44|6375.72|6297.8|93.84|
|中际旭创|300308.SZ|2026-02-25|6289.71|6257.91|121.62|73.56|23.83|24.24|198.75|86.12|26.36|19.93|0.16|0.16|99.36|6307.39|6229.47|92.82|
|中际旭创|300308.SZ|2026-02-24|6155.6|6124.47|119.03|71.99|23.33|23.73|194.52|84.28|25.8|19.51|0.16|0.16|97.24|6173.28|6095.35|90.82|
|中际旭创|300308.SZ|2026-02-13|5900.04|5870.21|114.09|69|22.36|22.74|186.44|80.78|24.73|18.7|0.17|0.17|93.2|5917.72|5839.8|87.02|
|中际旭创|300308.SZ|2026-02-12|5860.7|5831.07|113.33|68.54|22.21|22.59|185.2|80.24|24.56|18.57|0.17|0.17|92.58|5878.39|5800.46|86.43|
|中际旭创|300308.SZ|2026-02-11|5910.15|5880.27|114.28|69.12|22.4|22.78|186.76|80.92|24.77|18.73|0.17|0.17|93.36|5927.83|5849.91|87.17|
|中际旭创|300308.SZ|2026-02-10|6174.6|6143.38|119.4|72.21|23.4|23.8|195.12|84.54|25.88|19.57|0.16|0.16|97.54|6192.28|6114.35|91.11|
|中际旭创|300308.SZ|2026-02-09|6288.82|6257.02|121.61|73.55|23.83|24.24|198.72|86.11|26.35|19.93|0.16|0.16|99.34|6306.5|6228.58|92.81|
|中际旭创|300308.SZ|2026-02-06|6000.15|5969.81|116.02|70.17|22.74|23.13|189.6|82.15|25.14|19.02|0.17|0.17|94.78|6017.83|5939.91|88.51|
|中际旭创|300308.SZ|2026-02-05|6244.37|6212.8|120.75|73.03|23.66|24.07|197.32|85.5|26.17|19.79|0.16|0.16|98.64|6262.06|6184.13|92.15|
|中际旭创|300308.SZ|2026-02-04|6222.26|6190.8|120.32|72.77|23.58|23.98|196.62|85.2|26.08|19.72|0.16|0.16|98.29|6239.94|6162.02|91.82|
|中际旭创|300308.SZ|2026-02-03|6552.26|6519.14|126.7|76.63|24.83|25.25|207.05|89.71|27.46|20.77|0.15|0.15|103.5|6569.95|6492.02|96.73|
|中际旭创|300308.SZ|2026-02-02|6566.71|6533.51|126.98|76.8|24.88|25.31|207.51|89.91|27.52|20.81|0.15|0.15|103.73|6584.39|6506.47|96.95|
|中际旭创|300308.SZ|2026-01-30|7211.16|7174.7|139.44|84.33|27.33|27.79|227.87|98.74|30.22|22.85|0.14|0.14|113.91|7228.84|7150.92|106.55|
|中际旭创|300308.SZ|2026-01-29|6820.6|6786.11|131.89|79.77|25.85|26.29|215.53|93.39|28.58|21.62|0.15|0.15|107.74|6838.28|6760.36|100.73|
|中际旭创|300308.SZ|2026-01-28|6977.82|6942.54|134.93|81.6|26.44|26.89|220.5|95.54|29.24|22.11|0.14|0.14|110.23|6995.51|6917.58|103.08|
|中际旭创|300308.SZ|2026-01-27|6840.04|6805.46|132.26|79.99|25.92|26.36|216.14|93.65|28.66|21.68|0.15|0.15|108.05|6857.73|6779.8|101.02|
|中际旭创|300308.SZ|2026-01-26|6553.38|6520.24|126.72|76.64|24.83|25.26|207.09|89.73|27.46|20.77|0.15|0.15|103.52|6571.06|6493.13|96.75|
|中际旭创|300308.SZ|2026-01-23|6500.04|6467.18|125.69|76.02|24.63|25.05|205.4|89|27.24|20.6|0.15|0.15|102.68|6517.72|6439.8|95.96|
|中际旭创|300308.SZ|2026-01-22|6900.04|6865.16|133.42|80.7|26.15|26.59|218.04|94.48|28.92|21.87|0.14|0.14|109|6917.73|6839.8|101.92|
|中际旭创|300308.SZ|2026-01-21|6465.6|6432.91|125.02|75.61|24.5|24.92|204.31|88.53|27.1|20.49|0.15|0.15|102.14|6483.28|6405.36|95.44|
|中际旭创|300308.SZ|2026-01-20|6500.04|6467.18|125.69|76.02|24.63|25.05|205.4|89|27.24|20.6|0.15|0.15|102.68|6517.72|6439.8|95.96|
|中际旭创|300308.SZ|2026-01-19|6727.82|6693.81|130.09|78.68|25.49|25.93|212.6|92.12|28.19|21.32|0.15|0.15|106.28|6745.5|6667.58|99.35|
|中际旭创|300308.SZ|2026-01-16|6855.6|6820.94|132.57|80.18|25.98|26.42|216.64|93.87|28.73|21.73|0.15|0.15|108.3|6873.28|6795.36|101.25|
|中际旭创|300308.SZ|2026-01-15|6944.71|6909.6|134.29|81.22|26.32|26.77|219.45|95.09|29.1|22.01|0.14|0.14|109.7|6962.39|6884.47|102.58|
|中际旭创|300308.SZ|2026-01-14|6588.93|6555.62|127.41|77.06|24.97|25.4|208.21|90.22|27.61|20.88|0.15|0.15|104.08|6606.61|6528.69|97.28|
|中际旭创|300308.SZ|2026-01-13|6508.49|6475.58|125.85|76.12|24.66|25.09|205.67|89.11|27.28|20.63|0.15|0.15|102.81|6526.17|6448.24|96.08|
|中际旭创|300308.SZ|2026-01-12|6577.49|6544.23|127.19|76.92|24.92|25.35|207.85|90.06|27.56|20.84|0.15|0.15|103.9|6595.17|6517.24|97.11|
|中际旭创|300308.SZ|2026-01-09|6480.04|6447.28|125.3|75.78|24.56|24.98|204.77|88.72|27.16|20.54|0.15|0.15|102.36|6497.72|6419.8|95.66|
|中际旭创|300308.SZ|2026-01-08|6616.15|6582.7|127.94|77.38|25.07|25.5|209.07|90.59|27.73|20.97|0.15|0.15|104.51|6633.84|6555.91|97.69|
|中际旭创|300308.SZ|2026-01-07|6884.49|6849.68|133.12|80.51|26.09|26.54|217.55|94.26|28.85|21.82|0.15|0.15|108.75|6902.17|6824.25|101.68|
|中际旭创|300308.SZ|2026-01-06|6725.04|6691.04|130.04|78.65|25.48|25.92|212.51|92.08|28.18|21.31|0.15|0.15|106.23|6742.73|6664.8|99.31|
|中际旭创|300308.SZ|2026-01-05|6927.93|6892.91|133.96|81.02|26.25|26.7|218.92|94.86|29.03|21.96|0.14|0.14|109.44|6945.62|6867.69|102.33|
|中际旭创|300308.SZ|2025-12-31|6777.82|6743.55|131.06|79.27|25.68|26.12|214.18|92.8|28.4|21.48|0.05|0.15|107.07|6795.5|6717.58|100.1|
|中际旭创|300308.SZ|2025-12-30|7022.27|6986.76|135.79|82.12|26.61|27.07|221.9|96.15|29.43|22.25|0.05|0.14|110.93|7039.95|6962.03|103.74|
|中际旭创|300308.SZ|2025-12-29|6866.71|6831.99|132.78|80.31|26.02|26.47|216.99|94.02|28.78|21.76|0.05|0.15|108.47|6884.39|6806.47|101.42|
|中际旭创|300308.SZ|2025-12-26|6966.71|6931.49|134.71|81.47|26.4|26.85|220.15|95.39|29.2|22.08|0.05|0.14|110.05|6984.39|6906.47|102.91|
|中际旭创|300308.SZ|2025-12-25|7108.94|7072.99|137.46|83.14|26.94|27.4|224.64|97.34|29.79|22.53|0.05|0.14|112.3|7126.62|7048.69|105.03|
|中际旭创|300308.SZ|2025-12-24|7048.93|7013.3|136.3|82.44|26.71|27.17|222.74|96.51|29.54|22.34|0.05|0.14|111.35|7066.62|6988.69|104.14|
|中际旭创|300308.SZ|2025-12-23|6900.04|6865.16|133.42|80.7|26.15|26.59|218.04|94.48|28.92|21.87|0.05|0.14|109|6917.73|6839.8|101.92|
|中际旭创|300308.SZ|2025-12-22|6861.16|6826.47|132.67|80.24|26|26.45|216.81|93.94|28.75|21.74|0.05|0.15|108.38|6878.84|6800.91|101.34|
|中际旭创|300308.SZ|2025-12-19|6352.26|6320.15|122.83|74.29|24.07|24.48|200.73|86.98|26.62|20.13|0.06|0.16|100.34|6369.95|6292.02|93.75|
|中际旭创|300308.SZ|2025-12-18|6346.71|6314.62|122.72|74.22|24.05|24.46|200.55|86.9|26.6|20.11|0.06|0.16|100.26|6364.39|6286.47|93.67|
|中际旭创|300308.SZ|2025-12-17|6555.38|6522.23|126.76|76.66|24.84|25.27|207.15|89.76|27.47|20.77|0.05|0.15|103.55|6573.06|6495.13|96.78|
|中际旭创|300308.SZ|2025-12-16|6131.04|6100.04|118.55|71.7|23.23|23.63|193.74|83.95|25.69|19.43|0.06|0.16|96.85|6148.72|6070.8|90.46|
|中际旭创|300308.SZ|2025-12-15|6342.93|6310.86|122.65|74.18|24.04|24.45|200.43|86.85|26.58|20.1|0.06|0.16|100.2|6360.61|6282.69|93.62|
|中际旭创|300308.SZ|2025-12-12|6466.71|6434.01|125.05|75.63|24.5|24.92|204.35|88.54|27.1|20.49|0.05|0.15|102.15|6484.39|6406.47|95.46|
|中际旭创|300308.SZ|2025-12-11|6520.15|6487.19|126.08|76.25|24.71|25.13|206.04|89.27|27.32|20.66|0.05|0.15|103|6537.84|6459.91|96.26|
|中际旭创|300308.SZ|2025-12-10|6844.49|6809.88|132.35|80.05|25.94|26.38|216.28|93.71|28.68|21.69|0.05|0.15|108.12|6862.17|6784.25|101.09|
|中际旭创|300308.SZ|2025-12-09|6733.38|6699.33|130.2|78.75|25.52|25.95|212.77|92.19|28.22|21.34|0.05|0.15|106.37|6751.06|6673.13|99.43|
|中际旭创|300308.SZ|2025-12-08|6333.37|6301.35|122.47|74.07|24|24.41|200.13|86.72|26.54|20.07|0.06|0.16|100.05|6351.06|6273.13|93.47|
|中际旭创|300308.SZ|2025-12-05|5967.26|5937.09|115.39|69.79|22.61|23|188.56|81.7|25.01|18.91|0.06|0.17|94.26|5984.94|5907.02|88.02|
|中际旭创|300308.SZ|2025-12-04|5950.04|5919.96|115.05|69.58|22.55|22.93|188.02|81.47|24.93|18.86|0.06|0.17|93.99|5967.72|5889.8|87.76|
|中际旭创|300308.SZ|2025-12-03|5819.26|5789.84|112.53|68.06|22.05|22.43|183.89|79.68|24.39|18.44|0.06|0.17|91.93|5836.94|5759.02|85.81|
|中际旭创|300308.SZ|2025-12-02|6022.26|5991.81|116.45|70.43|22.82|23.21|190.3|82.46|25.24|19.09|0.06|0.17|95.13|6039.94|5962.02|88.84|
|中际旭创|300308.SZ|2025-12-01|5977.82|5947.59|115.59|69.91|22.65|23.04|188.9|81.85|25.05|18.94|0.06|0.17|94.43|5995.5|5917.57|88.17|
