vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,沪电股份2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|沪电股份|002463.SZ|2022-06-29|279.76|279.61|26.31|25.61|3.75|3.9|19.83|21.07|3.77|3.69|1.23|1.02|177.25|297.58|283.85|19.32|
|沪电股份|002463.SZ|2022-06-28|288.1|287.95|27.09|26.38|3.86|4.02|20.43|21.7|3.88|3.8|1.2|0.99|182.54|305.93|292.2|19.89|
|沪电股份|002463.SZ|2022-06-27|288.86|288.71|27.16|26.45|3.87|4.03|20.48|21.76|3.89|3.81|1.19|0.98|183.02|306.69|292.95|19.94|
|沪电股份|002463.SZ|2022-06-24|301.38|301.22|28.34|27.59|4.04|4.2|21.37|22.7|4.06|3.97|1.14|0.94|190.95|319.2|305.47|20.79|
|沪电股份|002463.SZ|2022-06-23|305.93|305.77|28.77|28.01|4.1|4.26|21.69|23.05|4.12|4.03|1.13|0.93|193.83|323.76|310.02|21.1|
|沪电股份|002463.SZ|2022-06-22|286.59|286.43|26.95|26.24|3.84|3.99|20.32|21.59|3.86|3.78|1.2|0.99|181.58|304.41|290.68|19.78|
|沪电股份|002463.SZ|2022-06-21|296.45|296.29|27.87|27.14|3.97|4.13|21.02|22.33|4|3.91|1.16|0.96|187.83|314.27|300.54|20.46|
|沪电股份|002463.SZ|2022-06-20|292.28|292.12|27.48|26.76|3.92|4.07|20.72|22.02|3.94|3.85|1.18|0.97|185.18|310.1|296.37|20.17|
|沪电股份|002463.SZ|2022-06-17|312|311.84|29.34|28.56|4.18|4.35|22.12|23.5|4.21|4.11|1.11|0.91|197.68|329.82|316.09|21.51|
|沪电股份|002463.SZ|2022-06-16|308.4|308.23|29|28.23|4.13|4.3|21.87|23.23|4.16|4.06|1.12|0.92|195.4|326.22|312.49|21.27|
|沪电股份|002463.SZ|2022-06-15|309.35|309.18|29.09|28.32|4.15|4.31|21.93|23.3|4.17|4.08|1.11|0.92|196|327.17|313.44|21.33|
|沪电股份|002463.SZ|2022-06-14|322.43|322.26|30.32|29.52|4.32|4.49|22.86|24.29|4.35|4.25|1.07|0.88|204.29|340.26|326.53|22.22|
|沪电股份|002463.SZ|2022-06-13|321.48|321.31|30.23|29.43|4.31|4.48|22.79|24.22|4.33|4.24|1.07|0.89|203.69|339.31|325.58|22.16|
|沪电股份|002463.SZ|2022-06-10|320.72|320.56|30.16|29.36|4.3|4.47|22.74|24.16|4.32|4.23|1.08|0.89|203.21|338.55|324.82|22.11|
|沪电股份|002463.SZ|2022-06-09|306.88|306.72|28.86|28.09|4.11|4.28|21.76|23.12|4.14|4.04|1.12|0.93|194.44|324.7|310.97|21.17|
|沪电股份|002463.SZ|2022-06-08|304.22|304.06|28.61|27.85|4.08|4.24|21.57|22.92|4.1|4.01|1.13|0.94|192.75|322.05|308.32|20.99|
|沪电股份|002463.SZ|2022-06-07|308.59|308.42|29.02|28.25|4.14|4.3|21.88|23.25|4.16|4.07|1.12|0.92|195.52|326.41|312.68|21.28|
|沪电股份|002463.SZ|2022-06-06|306.88|306.72|28.86|28.09|4.11|4.28|21.76|23.12|4.14|4.04|1.12|0.93|194.44|324.7|310.97|21.17|
|沪电股份|002463.SZ|2022-06-02|301.57|301.41|28.36|27.61|4.04|4.2|21.38|22.72|4.07|3.97|1.14|0.94|191.07|319.39|305.66|20.8|
|沪电股份|002463.SZ|2022-06-01|303.09|302.93|28.5|27.75|4.06|4.22|21.49|22.83|4.09|3.99|1.14|0.94|192.03|320.91|307.18|20.91|
|沪电股份|002463.SZ|2022-05-31|298.34|298.19|28.05|27.31|4|4.16|21.15|22.47|4.02|3.93|1.16|0.95|189.03|316.17|302.44|20.59|
|沪电股份|002463.SZ|2022-05-30|299.67|299.51|28.18|27.44|4.02|4.18|21.25|22.57|4.04|3.95|1.15|0.95|189.87|317.5|303.77|20.68|
|沪电股份|002463.SZ|2022-05-27|277.1|276.96|26.06|25.37|3.71|3.86|19.65|20.87|3.74|3.65|1.24|1.03|175.57|294.93|281.2|19.14|
|沪电股份|002463.SZ|2022-05-26|283.74|283.59|26.68|25.98|3.8|3.95|20.12|21.37|3.82|3.74|1.22|1|179.77|301.56|287.83|19.59|
|沪电股份|002463.SZ|2022-05-25|273.69|273.54|25.73|25.06|3.67|3.81|19.4|20.62|3.69|3.61|1.26|1.04|173.41|291.51|277.78|18.91|
|沪电股份|002463.SZ|2022-05-24|269.52|269.37|25.34|24.67|3.61|3.76|19.11|20.3|3.63|3.55|1.28|1.06|170.76|287.34|273.61|18.62|
|沪电股份|002463.SZ|2022-05-23|273.69|273.54|25.73|25.06|3.67|3.81|19.4|20.62|3.69|3.61|1.26|1.04|173.41|291.51|277.78|18.91|
|沪电股份|002463.SZ|2022-05-20|269.14|268.99|25.31|24.64|3.61|3.75|19.08|20.27|3.63|3.55|1.28|1.06|170.52|286.96|273.23|18.6|
|沪电股份|002463.SZ|2022-05-19|275.96|275.82|25.95|25.26|3.7|3.85|19.57|20.79|3.72|3.64|1.25|1.03|174.85|293.79|280.06|19.06|
|沪电股份|002463.SZ|2022-05-18|274.07|273.92|25.77|25.09|3.67|3.82|19.43|20.65|3.69|3.61|1.26|1.04|173.65|291.89|278.16|18.93|
|沪电股份|002463.SZ|2022-05-17|280.71|280.56|26.39|25.7|3.76|3.91|19.9|21.15|3.78|3.7|1.23|1.01|177.85|298.53|284.8|19.38|
|沪电股份|002463.SZ|2022-05-16|275.39|275.25|25.9|25.21|3.69|3.84|19.53|20.75|3.71|3.63|1.25|1.03|174.49|293.22|279.49|19.02|
|沪电股份|002463.SZ|2022-05-13|276.91|276.77|26.04|25.35|3.71|3.86|19.63|20.86|3.73|3.65|1.25|1.03|175.45|294.74|281.01|19.13|
|沪电股份|002463.SZ|2022-05-12|263.26|263.12|24.75|24.1|3.53|3.53|18.66|19.83|3.55|3.47|1.31|1.31|166.8|281.08|267.35|18.2|
|沪电股份|002463.SZ|2022-05-11|267.62|267.48|25.16|24.5|3.59|3.59|18.97|20.16|3.61|3.53|1.29|1.29|169.56|285.44|271.71|18.49|
|沪电股份|002463.SZ|2022-05-10|264.58|264.44|24.88|24.22|3.55|3.55|18.76|19.93|3.57|3.49|1.3|1.3|167.64|282.41|268.68|18.29|
|沪电股份|002463.SZ|2022-05-09|257.19|257.05|24.18|23.55|3.45|3.45|18.23|19.37|3.47|3.39|1.34|1.34|162.95|275.01|261.28|17.78|
|沪电股份|002463.SZ|2022-05-06|249.79|249.66|23.49|22.87|3.35|3.35|17.71|18.82|3.37|3.29|1.38|1.38|158.26|267.61|253.88|17.28|
|沪电股份|002463.SZ|2022-05-05|255.86|255.72|24.06|23.42|3.43|3.43|18.14|19.27|3.45|3.37|1.35|1.35|162.11|273.68|259.95|17.69|
|沪电股份|002463.SZ|2022-04-29|246.57|246.44|23.18|22.57|3.31|3.31|17.48|18.57|3.32|3.25|1.4|1.4|156.22|264.39|250.66|17.06|
|沪电股份|002463.SZ|2022-04-28|229.31|229.19|21.56|20.99|3.07|3.07|16.26|17.27|3.09|3.02|1.5|1.5|145.29|247.13|233.4|15.89|
|沪电股份|002463.SZ|2022-04-27|234.81|234.68|22.08|21.5|3.15|3.15|16.65|17.69|3.17|3.09|1.47|1.47|148.77|252.63|238.9|16.26|
|沪电股份|002463.SZ|2022-04-26|215.84|215.73|20.3|19.76|2.89|2.89|15.3|16.26|2.91|2.84|1.6|1.6|136.75|233.66|219.93|14.97|
|沪电股份|002463.SZ|2022-04-25|211.48|211.37|19.89|19.89|2.92|2.92|14.99|14.99|2.85|2.85|1.63|1.63|104.06|227.25|215.34|14.66|
|沪电股份|002463.SZ|2022-04-22|232.91|232.79|21.9|21.9|3.22|3.22|16.51|16.51|3.14|3.14|1.48|1.48|114.6|248.69|236.77|16.12|
|沪电股份|002463.SZ|2022-04-21|227.79|227.67|21.42|21.42|3.15|3.15|16.15|16.15|3.07|3.07|1.51|1.51|112.08|243.56|231.65|15.77|
|沪电股份|002463.SZ|2022-04-20|236.89|236.77|22.27|22.27|3.27|3.27|16.8|16.8|3.19|3.19|1.46|1.46|116.56|252.67|240.76|16.39|
|沪电股份|002463.SZ|2022-04-19|232.34|232.22|21.85|21.85|3.21|3.21|16.47|16.47|3.13|3.13|1.48|1.48|114.32|248.12|236.2|16.08|
|沪电股份|002463.SZ|2022-04-18|243.72|243.59|22.92|22.92|3.37|3.37|17.28|17.28|3.29|3.29|1.42|1.42|119.92|259.5|247.58|16.85|
|沪电股份|002463.SZ|2022-04-15|221.53|221.41|20.83|20.83|3.06|3.06|15.71|15.71|2.99|2.99|1.56|1.56|109|237.31|225.39|15.34|
|沪电股份|002463.SZ|2022-04-14|212.99|212.88|20.03|20.03|2.94|2.94|15.1|15.1|2.87|2.87|1.62|1.62|104.81|228.77|216.86|14.76|
|沪电股份|002463.SZ|2022-04-13|205.41|205.3|19.31|19.31|2.84|2.84|14.56|14.56|2.77|2.77|1.68|1.68|101.07|221.18|209.27|14.24|
|沪电股份|002463.SZ|2022-04-12|214.32|214.21|20.15|20.15|2.96|2.96|15.2|15.2|2.89|2.89|1.61|1.61|105.46|230.1|218.19|14.85|
|沪电股份|002463.SZ|2022-04-11|216.41|216.29|20.35|20.35|2.99|2.99|15.34|15.34|2.92|2.92|1.59|1.59|106.49|232.18|220.27|14.99|
|沪电股份|002463.SZ|2022-04-08|231.96|231.84|21.81|21.81|3.21|3.21|16.45|16.45|3.13|3.13|1.49|1.49|114.14|247.74|235.83|16.05|
|沪电股份|002463.SZ|2022-04-07|232.53|232.41|21.86|21.86|3.21|3.21|16.49|16.49|3.13|3.13|1.48|1.48|114.42|248.31|236.39|16.09|
|沪电股份|002463.SZ|2022-04-06|242.39|242.27|22.79|22.79|3.35|3.35|17.19|17.19|3.27|3.27|1.42|1.42|119.27|258.17|246.26|16.76|
|沪电股份|002463.SZ|2022-04-01|251.88|251.74|23.68|23.68|3.48|3.48|17.86|17.86|3.4|3.4|1.37|1.37|123.94|267.65|255.74|17.41|
|沪电股份|002463.SZ|2022-03-31|251.12|250.99|23.61|23.61|3.47|3.47|17.8|17.8|3.38|3.38|1.37|1.37|123.56|266.89|254.98|17.36|
|沪电股份|002463.SZ|2022-03-30|254.72|254.59|23.95|23.95|3.52|3.52|18.06|18.06|3.43|3.43|1.35|1.35|125.34|270.5|258.59|17.6|
|沪电股份|002463.SZ|2022-03-29|249.98|249.85|23.51|23.51|3.46|3.46|17.72|17.72|3.37|3.37|1.38|1.38|123|265.76|253.84|17.28|
|沪电股份|002463.SZ|2022-03-28|254.53|254.4|23.93|23.93|3.52|3.52|18.05|18.05|3.43|3.43|1.35|1.35|125.24|270.31|258.4|17.59|
|沪电股份|002463.SZ|2022-03-25|257.38|257.24|24.2|24.2|3.56|3.56|18.25|18.25|3.47|3.47|1.34|1.34|126.64|273.15|261.24|17.78|
|沪电股份|002463.SZ|2022-03-24|259.65|259.52|24.41|24.41|3.59|3.59|18.41|18.41|3.5|3.5|1.33|1.33|127.76|275.43|263.52|17.94|
|沪电股份|002463.SZ|2022-03-23|267.05|266.91|25.11|25.11|3.69|3.69|18.93|18.93|3.6|3.6|1.29|1.29|131.4|282.82|270.91|18.44|
|沪电股份|002463.SZ|2022-03-22|267.62|267.48|19.93|25.16|3.89|3.7|17.1|19.12|3.59|3.61|1.29|1.29|131.68|282.76|270.41|15.37|
|沪电股份|002463.SZ|2022-03-21|264.96|264.82|19.73|24.91|3.85|3.66|16.93|18.93|3.55|3.57|1.3|1.3|130.38|280.1|267.75|15.22|
|沪电股份|002463.SZ|2022-03-18|248.27|248.14|18.49|23.34|3.61|3.43|15.86|17.74|3.33|3.35|1.39|1.39|122.16|263.41|251.06|14.27|
|沪电股份|002463.SZ|2022-03-17|253.96|253.83|18.91|23.88|3.69|3.51|16.22|18.15|3.4|3.42|1.36|1.36|124.96|269.1|256.75|14.59|
|沪电股份|002463.SZ|2022-03-16|247.51|247.38|18.43|23.27|3.6|3.42|15.81|17.69|3.32|3.34|1.39|1.39|121.79|262.65|250.3|14.23|
|沪电股份|002463.SZ|2022-03-15|251.5|251.36|18.73|23.65|3.65|3.48|16.07|17.97|3.37|3.39|1.37|1.37|123.75|266.63|254.28|14.45|
|沪电股份|002463.SZ|2022-03-14|266.1|265.96|19.82|25.02|3.87|3.68|17|19.01|3.57|3.59|1.3|1.3|130.94|281.24|268.89|15.28|
|沪电股份|002463.SZ|2022-03-11|286.96|286.81|21.37|26.98|4.17|3.97|18.33|20.51|3.85|3.87|1.2|1.2|141.2|302.1|289.75|16.47|
|沪电股份|002463.SZ|2022-03-10|293.03|292.88|21.82|27.55|4.26|4.05|18.72|20.94|3.93|3.95|1.18|1.18|144.19|308.17|295.82|16.82|
|沪电股份|002463.SZ|2022-03-09|292.09|291.93|21.75|27.46|4.24|4.04|18.66|20.87|3.92|3.94|1.18|1.18|143.72|307.22|294.87|16.76|
|沪电股份|002463.SZ|2022-03-08|288.48|288.33|21.48|27.13|4.19|3.99|18.43|20.61|3.87|3.89|1.2|1.2|141.95|303.62|291.27|16.56|
|沪电股份|002463.SZ|2022-03-07|290.19|290.04|21.61|27.29|4.22|4.01|18.54|20.74|3.89|3.91|1.19|1.19|142.79|305.33|292.98|16.65|
|沪电股份|002463.SZ|2022-03-04|306.31|306.15|22.81|28.8|4.45|4.23|19.57|21.89|4.11|4.13|1.13|1.13|150.72|321.45|309.1|17.57|
|沪电股份|002463.SZ|2022-03-03|303.47|303.31|22.6|28.53|4.41|4.19|19.39|21.68|4.07|4.09|1.14|1.14|149.32|318.6|306.25|17.41|
|沪电股份|002463.SZ|2022-03-02|326.41|326.24|24.31|30.69|4.74|4.51|20.85|23.32|4.38|4.4|1.06|1.06|160.61|341.55|329.2|18.71|
|沪电股份|002463.SZ|2022-03-01|333.81|333.64|24.86|31.39|4.85|4.61|21.32|23.85|4.47|4.5|1.03|1.03|164.25|348.95|336.6|19.13|
|沪电股份|002463.SZ|2022-02-28|318.83|318.66|23.74|29.98|4.63|4.41|20.37|22.78|4.27|4.3|1.08|1.08|156.88|333.97|321.62|18.28|
|沪电股份|002463.SZ|2022-02-25|325.09|324.92|24.21|27.69|4.72|4.72|20.77|23.23|4.36|4.44|1.06|1.06|77.35|340.23|327.88|18.64|
|沪电股份|002463.SZ|2022-02-24|328.12|327.95|24.44|27.95|4.77|4.77|20.96|23.45|4.4|4.49|1.05|1.05|78.08|343.26|330.91|18.81|
|沪电股份|002463.SZ|2022-02-23|339.12|338.94|25.25|28.89|4.93|4.93|21.66|24.23|4.55|4.64|1.02|1.02|80.69|354.26|341.91|19.44|
|沪电股份|002463.SZ|2022-02-22|339.69|339.51|25.3|28.94|4.93|4.93|21.7|24.27|4.55|4.64|1.02|1.02|80.83|354.83|342.48|19.47|
|沪电股份|002463.SZ|2022-02-21|338.55|338.38|25.21|28.84|4.92|4.92|21.63|24.19|4.54|4.63|1.02|1.02|80.56|353.69|341.34|19.4|
|沪电股份|002463.SZ|2022-02-18|326.04|325.86|24.28|27.77|4.74|4.74|20.83|23.3|4.37|4.46|1.06|1.06|77.58|341.17|328.82|18.69|
|沪电股份|002463.SZ|2022-02-17|329.83|329.66|24.56|28.1|4.79|4.79|21.07|23.57|4.42|4.51|1.05|1.05|78.48|344.97|332.62|18.91|
|沪电股份|002463.SZ|2022-02-16|324.71|324.54|24.18|27.66|4.72|4.72|20.74|23.2|4.35|4.44|1.06|1.06|77.26|339.85|327.5|18.62|
|沪电股份|002463.SZ|2022-02-15|312.19|312.03|23.25|26.6|4.54|4.54|19.94|22.31|4.18|4.27|1.1|1.1|74.29|327.33|314.98|17.9|
|沪电股份|002463.SZ|2022-02-14|301.38|301.22|22.44|25.67|4.38|4.38|19.25|21.54|4.04|4.12|1.14|1.14|71.71|316.52|304.17|17.29|
|沪电股份|002463.SZ|2022-02-11|303.09|302.93|22.57|25.82|4.4|4.4|19.36|21.66|4.06|4.14|1.14|1.14|72.12|318.22|305.87|17.39|
|沪电股份|002463.SZ|2022-02-10|329.45|329.28|24.53|28.07|4.79|4.79|21.05|23.54|4.42|4.5|1.05|1.05|78.39|344.59|332.24|18.89|
|沪电股份|002463.SZ|2022-02-09|326.23|326.05|24.29|27.79|4.74|4.74|20.84|23.31|4.37|4.46|1.06|1.06|77.62|341.36|329.01|18.7|
|沪电股份|002463.SZ|2022-02-08|308.97|308.8|23.01|26.32|4.49|4.49|19.74|22.08|4.14|4.22|1.12|1.12|73.52|324.1|311.75|17.72|
|沪电股份|002463.SZ|2022-02-07|337.79|337.62|25.16|28.78|4.91|4.91|21.58|24.14|4.53|4.62|1.02|1.02|80.38|352.93|340.58|19.36|
|沪电股份|002463.SZ|2022-01-28|327.55|327.38|24.39|27.9|4.76|4.76|20.93|23.41|4.39|4.48|1.05|1.05|77.94|342.69|330.34|18.78|
|沪电股份|002463.SZ|2022-01-27|331.92|331.74|24.72|28.28|4.82|4.82|21.2|23.72|4.45|4.54|1.04|1.04|78.98|347.05|334.7|19.03|
|沪电股份|002463.SZ|2022-01-26|348.99|348.8|25.99|29.73|5.07|5.07|22.29|24.94|4.68|4.77|0.99|0.99|83.04|364.12|351.77|20|
|沪电股份|002463.SZ|2022-01-25|329.07|328.9|24.51|28.03|4.78|4.78|21.02|23.51|4.41|4.5|1.05|1.05|78.3|344.21|331.86|18.86|
|沪电股份|002463.SZ|2022-01-24|337.79|337.62|25.16|28.78|4.91|4.91|21.58|24.14|4.53|4.62|1.02|1.02|80.38|352.93|340.58|19.36|
|沪电股份|002463.SZ|2022-01-21|335.52|335.34|24.99|28.58|4.87|4.87|21.43|23.98|4.5|4.59|1.03|1.03|79.84|350.66|338.31|19.23|
|沪电股份|002463.SZ|2022-01-20|343.11|342.93|25.55|29.23|4.98|4.98|21.92|24.52|4.6|4.69|1.01|1.01|81.64|358.24|345.89|19.66|
|沪电股份|002463.SZ|2022-01-19|339.31|339.13|25.27|28.91|4.93|4.93|21.68|24.25|4.55|4.64|1.02|1.02|80.74|354.45|342.1|19.45|
|沪电股份|002463.SZ|2022-01-18|346.52|346.34|25.81|29.52|5.03|5.03|22.14|24.76|4.64|4.74|1|1|82.45|361.66|349.31|19.86|
|沪电股份|002463.SZ|2022-01-17|342.54|342.36|25.51|29.18|4.98|4.98|21.88|24.48|4.59|4.68|1.01|1.01|81.51|357.67|345.32|19.63|
|沪电股份|002463.SZ|2022-01-14|324.9|324.73|24.2|27.68|4.72|4.72|20.76|23.22|4.36|4.44|1.06|1.06|77.31|340.04|327.69|18.63|
|沪电股份|002463.SZ|2022-01-13|309.72|309.56|23.07|26.39|4.5|4.5|19.79|22.13|4.15|4.23|1.11|1.11|73.7|324.86|312.51|17.76|
|沪电股份|002463.SZ|2022-01-12|308.97|308.8|23.01|26.32|4.49|4.49|19.74|22.08|4.14|4.22|1.12|1.12|73.52|324.1|311.75|17.72|
|沪电股份|002463.SZ|2022-01-11|295.88|295.72|22.03|25.21|4.3|4.3|18.9|21.14|3.97|4.04|1.17|1.17|70.4|311.02|298.67|16.98|
|沪电股份|002463.SZ|2022-01-10|303.28|303.12|22.59|25.84|4.41|4.41|19.37|21.67|4.07|4.15|1.14|1.14|72.16|318.41|306.06|17.4|
|沪电股份|002463.SZ|2022-01-07|288.29|288.14|21.47|24.56|4.19|4.19|18.42|20.6|3.86|3.94|1.2|1.2|68.6|303.43|291.08|16.55|
|沪电股份|002463.SZ|2022-01-06|297.59|297.43|22.16|25.35|4.32|4.32|19.01|21.26|3.99|4.07|1.16|1.16|70.81|312.72|300.37|17.07|
|沪电股份|002463.SZ|2022-01-05|299.86|299.7|22.33|25.55|4.36|4.36|19.16|21.43|4.02|4.1|1.15|1.15|71.35|315|302.65|17.2|
|沪电股份|002463.SZ|2022-01-04|312.38|312.22|23.26|26.61|4.54|4.54|19.96|22.32|4.19|4.27|1.1|1.1|74.33|327.52|315.17|17.92|
|沪电股份|002463.SZ|2021-12-31|314.47|314.3|23.42|26.79|4.57|4.57|20.09|22.47|4.22|4.3|1.1|1.1|74.83|329.6|317.25|18.03|
|沪电股份|002463.SZ|2021-12-30|310.67|310.51|23.14|26.47|4.51|4.51|19.85|22.2|4.16|4.25|1.11|1.11|73.92|325.81|313.46|17.82|
|沪电股份|002463.SZ|2021-12-29|305.93|305.77|22.78|26.06|4.44|4.44|19.54|21.86|4.1|4.18|1.13|1.13|72.8|321.07|308.72|17.55|
|沪电股份|002463.SZ|2021-12-28|315.22|315.06|23.48|26.85|4.58|4.58|20.14|22.53|4.23|4.31|1.09|1.09|75.01|330.36|318.01|18.08|
|沪电股份|002463.SZ|2021-12-27|320.54|320.37|23.87|27.31|4.66|4.66|20.48|22.9|4.3|4.38|1.08|1.08|76.27|335.67|323.32|18.38|
|沪电股份|002463.SZ|2021-12-24|326.23|326.05|24.29|27.79|4.74|4.74|20.84|23.31|4.37|4.46|1.06|1.06|77.62|341.36|329.01|18.7|
|沪电股份|002463.SZ|2021-12-23|321.67|321.5|23.96|27.4|4.67|4.67|20.55|22.99|4.31|4.4|1.07|1.07|76.54|336.81|324.46|18.44|
|沪电股份|002463.SZ|2021-12-22|303.09|302.93|22.57|25.82|4.4|4.4|19.36|21.66|4.06|4.14|1.14|1.14|72.12|318.22|305.87|17.39|
|沪电股份|002463.SZ|2021-12-21|275.58|275.44|20.52|23.48|4|4|17.61|19.69|3.69|3.77|1.25|1.25|65.57|290.72|278.37|15.82|
|沪电股份|002463.SZ|2021-12-20|267.43|267.29|19.92|22.78|3.88|3.88|17.08|19.11|3.58|3.66|1.29|1.29|63.63|282.57|270.22|15.36|
|沪电股份|002463.SZ|2021-12-17|276.91|276.77|20.62|23.59|4.02|4.02|17.69|19.79|3.71|3.79|1.25|1.25|65.89|292.05|279.7|15.9|
|沪电股份|002463.SZ|2021-12-16|283.55|283.4|21.12|24.16|4.12|4.12|18.11|20.26|3.8|3.88|1.22|1.22|67.47|298.69|286.34|16.28|
|沪电股份|002463.SZ|2021-12-15|290|289.85|21.6|24.7|4.21|4.21|18.53|20.72|3.89|3.96|1.19|1.19|69|305.14|292.79|16.64|
|沪电股份|002463.SZ|2021-12-14|291.9|291.74|21.74|24.87|4.24|4.24|18.65|20.86|3.91|3.99|1.18|1.18|69.46|307.03|294.68|16.75|
|沪电股份|002463.SZ|2021-12-13|297.78|297.62|22.18|25.37|4.33|4.33|19.02|21.28|3.99|4.07|1.16|1.16|70.86|312.91|300.56|17.09|
|沪电股份|002463.SZ|2021-12-10|285.45|285.3|21.26|24.32|4.15|4.15|18.24|20.4|3.83|3.9|1.21|1.21|67.92|300.58|288.23|16.38|
|沪电股份|002463.SZ|2021-12-09|299.1|298.95|22.27|25.48|4.34|4.34|19.11|21.37|4.01|4.09|1.15|1.15|71.17|314.24|301.89|17.16|
|沪电股份|002463.SZ|2021-12-08|301|300.84|22.42|25.64|4.37|4.37|19.23|21.51|4.03|4.11|1.15|1.15|71.62|316.14|303.79|17.27|
|沪电股份|002463.SZ|2021-12-07|288.48|288.33|21.48|24.58|4.19|4.19|18.43|20.61|3.87|3.94|1.2|1.2|68.64|303.62|291.27|16.56|
|沪电股份|002463.SZ|2021-12-06|290.19|290.04|21.61|24.72|4.22|4.22|18.54|20.74|3.89|3.97|1.19|1.19|69.05|305.33|292.98|16.65|
|沪电股份|002463.SZ|2021-12-03|281.65|281.51|20.97|23.99|4.09|4.09|17.99|20.13|3.78|3.85|1.22|1.22|67.02|296.79|284.44|16.17|
|沪电股份|002463.SZ|2021-12-02|278.24|278.09|20.72|23.7|4.04|4.04|17.77|19.88|3.73|3.8|1.24|1.24|66.21|293.38|281.03|15.97|
|沪电股份|002463.SZ|2021-12-01|277.67|277.53|20.68|23.65|4.03|4.03|17.74|19.84|3.72|3.8|1.24|1.24|66.07|292.81|280.46|15.94|
|沪电股份|002463.SZ|2021-11-30|287.53|287.38|21.41|24.49|4.18|4.18|18.37|20.55|3.85|3.93|1.2|1.2|68.42|302.67|290.32|16.5|
|沪电股份|002463.SZ|2021-11-29|281.27|281.13|20.95|23.96|4.09|4.09|17.97|20.1|3.77|3.85|1.23|1.23|66.93|296.41|284.06|16.15|
|沪电股份|002463.SZ|2021-11-26|282.98|282.83|21.07|24.11|4.11|4.11|18.08|20.22|3.79|3.87|1.22|1.22|67.33|298.12|285.77|16.24|
|沪电股份|002463.SZ|2021-11-25|290.19|290.04|21.61|24.72|4.22|4.22|18.54|20.74|3.89|3.97|1.19|1.19|69.05|305.33|292.98|16.65|
|沪电股份|002463.SZ|2021-11-24|297.59|297.43|22.16|25.35|4.32|4.32|19.01|21.26|3.99|4.07|1.16|1.16|70.81|312.72|300.37|17.07|
|沪电股份|002463.SZ|2021-11-23|295.5|295.34|22.01|25.17|4.29|4.29|18.88|21.12|3.96|4.04|1.17|1.17|70.31|310.64|298.29|16.96|
|沪电股份|002463.SZ|2021-11-22|287.72|287.57|21.43|24.51|4.18|4.18|18.38|20.56|3.86|3.93|1.2|1.2|68.46|302.86|290.51|16.51|
|沪电股份|002463.SZ|2021-11-19|263.07|262.93|19.59|22.41|3.82|3.82|16.81|18.8|3.53|3.6|1.31|1.31|62.6|278.2|265.85|15.11|
|沪电股份|002463.SZ|2021-11-18|259.27|259.14|19.31|22.09|3.77|3.77|16.56|18.53|3.48|3.54|1.33|1.33|61.69|274.41|262.06|14.9|
|沪电股份|002463.SZ|2021-11-17|265.91|265.77|19.8|22.65|3.86|3.86|16.99|19|3.56|3.64|1.3|1.3|63.27|281.05|268.7|15.27|
|沪电股份|002463.SZ|2021-11-16|249.41|249.28|18.57|21.25|3.62|3.62|15.93|17.82|3.34|3.41|1.38|1.38|59.35|264.55|252.2|14.34|
|沪电股份|002463.SZ|2021-11-15|247.89|247.76|18.46|21.12|3.6|3.6|15.84|17.71|3.32|3.39|1.39|1.39|58.99|263.03|250.68|14.25|
|沪电股份|002463.SZ|2021-11-12|245.24|245.11|18.26|20.89|3.56|3.56|15.67|17.52|3.29|3.35|1.41|1.41|58.35|260.38|248.03|14.1|
|沪电股份|002463.SZ|2021-11-11|232.15|232.03|17.29|19.78|3.37|3.37|14.83|16.59|3.11|3.17|1.49|1.49|55.24|247.29|234.94|13.35|
|沪电股份|002463.SZ|2021-11-10|224.56|224.45|16.72|19.13|3.26|3.26|14.35|16.05|3.01|3.07|1.54|1.54|53.43|239.7|227.35|12.92|
|沪电股份|002463.SZ|2021-11-09|222.48|222.36|16.57|18.95|3.23|3.23|14.21|15.9|2.98|3.04|1.55|1.55|52.94|237.62|225.27|12.8|
|沪电股份|002463.SZ|2021-11-08|220.01|219.9|16.38|18.74|3.2|3.2|14.05|15.72|2.95|3.01|1.57|1.57|52.35|235.15|222.8|12.66|
|沪电股份|002463.SZ|2021-11-05|225.32|225.2|16.78|19.2|3.27|3.27|14.39|16.1|3.02|3.08|1.53|1.53|53.62|240.46|228.11|12.97|
|沪电股份|002463.SZ|2021-11-04|224.56|224.45|16.72|19.13|3.26|3.26|14.35|16.05|3.01|3.07|1.54|1.54|53.43|239.7|227.35|12.92|
|沪电股份|002463.SZ|2021-11-03|221.53|221.41|16.5|18.87|3.22|3.22|14.15|15.83|2.97|3.03|1.56|1.56|52.71|236.67|224.32|12.75|
