vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,沪电股份2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|沪电股份|002463.SZ|2021-11-02|222.86|222.74|16.6|18.99|3.24|3.24|14.24|15.92|2.99|3.05|1.55|1.55|53.03|238|225.65|12.83|
|沪电股份|002463.SZ|2021-11-01|213.56|213.45|15.9|18.19|3.1|3.1|13.64|15.26|2.86|2.92|1.62|1.61|50.82|228.7|216.35|12.3|
|沪电股份|002463.SZ|2021-10-29|194.22|194.12|14.46|16.55|2.82|2.82|12.41|13.88|2.6|2.66|1.78|1.78|46.21|209.36|197.01|11.2|
|沪电股份|002463.SZ|2021-10-28|187.01|186.91|13.93|15.93|2.72|2.72|11.95|13.36|2.51|2.56|1.84|1.84|44.5|202.15|189.8|10.79|
|沪电股份|002463.SZ|2021-10-27|193.08|192.98|14.38|16.45|2.8|2.8|12.33|13.8|2.59|2.64|1.79|1.79|45.94|208.22|195.87|11.13|
|沪电股份|002463.SZ|2021-10-26|198.58|198.48|14.79|16.02|3.03|3.03|12.69|11.67|2.66|2.66|1.74|1.74|26.34|213.34|201.57|11.46|
|沪电股份|002463.SZ|2021-10-25|192.51|192.41|14.34|15.53|2.93|2.93|12.3|11.31|2.58|2.58|1.79|1.79|25.54|207.27|195.5|11.11|
|沪电股份|002463.SZ|2021-10-22|191.75|191.65|14.28|15.47|2.92|2.92|12.25|11.27|2.57|2.57|1.8|1.8|25.44|206.51|194.74|11.07|
|沪电股份|002463.SZ|2021-10-21|194.98|194.87|14.52|15.73|2.97|2.97|12.46|11.46|2.61|2.61|1.77|1.77|25.86|209.74|197.97|11.25|
|沪电股份|002463.SZ|2021-10-20|194.03|193.93|14.45|15.65|2.96|2.96|12.39|11.4|2.6|2.6|1.78|1.78|25.74|208.79|197.02|11.2|
|沪电股份|002463.SZ|2021-10-19|201.24|201.13|14.99|16.23|3.07|3.07|12.86|11.83|2.7|2.69|1.71|1.71|26.69|216|204.22|11.61|
|沪电股份|002463.SZ|2021-10-18|203.13|203.03|15.13|16.39|3.1|3.1|12.98|11.94|2.72|2.72|1.7|1.7|26.95|217.89|206.12|11.72|
|沪电股份|002463.SZ|2021-10-15|210.34|210.23|15.66|16.97|3.21|3.21|13.44|12.36|2.82|2.82|1.64|1.64|27.9|225.1|213.33|12.13|
|沪电股份|002463.SZ|2021-10-14|212.24|212.12|15.81|17.12|3.23|3.23|13.56|12.47|2.85|2.84|1.63|1.62|28.15|227|215.23|12.23|
|沪电股份|002463.SZ|2021-10-13|212.43|212.31|15.82|17.14|3.24|3.24|13.57|12.48|2.85|2.84|1.62|1.62|28.18|227.19|215.42|12.24|
|沪电股份|002463.SZ|2021-10-12|212.05|211.94|15.79|17.11|3.23|3.23|13.55|12.46|2.84|2.84|1.63|1.63|28.13|226.81|215.04|12.22|
|沪电股份|002463.SZ|2021-10-11|217.74|217.62|16.21|17.57|3.32|3.32|13.91|12.8|2.92|2.92|1.58|1.58|28.88|232.5|220.73|12.55|
|沪电股份|002463.SZ|2021-10-08|217.55|217.43|16.2|17.55|3.32|3.32|13.9|12.78|2.92|2.91|1.59|1.59|28.86|232.31|220.54|12.54|
|沪电股份|002463.SZ|2021-09-30|212.62|212.5|15.83|17.15|3.24|3.24|13.58|12.49|2.85|2.85|1.62|1.62|28.2|227.38|215.6|12.26|
|沪电股份|002463.SZ|2021-09-29|212.81|212.69|15.85|17.17|3.24|3.24|13.59|12.51|2.85|2.85|1.62|1.62|28.23|227.57|215.79|12.27|
|沪电股份|002463.SZ|2021-09-28|220.2|220.09|16.4|17.76|3.36|3.36|14.07|12.94|2.95|2.95|1.57|1.57|29.21|234.96|223.19|12.69|
|沪电股份|002463.SZ|2021-09-27|220.96|220.84|16.46|17.83|3.37|3.37|14.12|12.99|2.96|2.96|1.56|1.56|29.31|235.72|223.95|12.73|
|沪电股份|002463.SZ|2021-09-24|222.67|222.55|16.58|17.96|3.39|3.39|14.22|13.09|2.98|2.98|1.55|1.55|29.54|237.43|225.66|12.83|
|沪电股份|002463.SZ|2021-09-23|227.98|227.86|16.98|18.39|3.48|3.47|14.56|13.4|3.06|3.05|1.51|1.51|30.24|242.74|230.97|13.13|
|沪电股份|002463.SZ|2021-09-22|219.25|219.14|16.33|17.69|3.34|3.34|14.01|12.88|2.94|2.94|1.57|1.57|29.08|234.02|222.24|12.63|
|沪电股份|002463.SZ|2021-09-17|224.19|224.07|16.7|18.09|3.42|3.42|14.32|13.17|3.01|3|1.54|1.54|29.74|238.95|227.17|12.91|
|沪电股份|002463.SZ|2021-09-16|227.6|227.48|16.95|18.36|3.47|3.47|14.54|13.38|3.05|3.05|1.52|1.52|30.19|242.36|230.59|13.11|
|沪电股份|002463.SZ|2021-09-15|230.44|230.32|17.16|18.59|3.51|3.51|14.72|13.54|3.09|3.09|1.5|1.5|30.57|245.21|233.43|13.27|
|沪电股份|002463.SZ|2021-09-14|228.74|228.62|17.03|18.45|3.49|3.49|14.61|13.44|3.07|3.06|1.51|1.51|30.34|243.5|231.73|13.17|
|沪电股份|002463.SZ|2021-09-13|233.48|233.36|17.39|18.84|3.56|3.56|14.92|13.72|3.13|3.13|1.48|1.48|30.97|248.24|236.47|13.44|
|沪电股份|002463.SZ|2021-09-10|234.43|234.3|17.46|18.91|3.57|3.57|14.98|13.78|3.14|3.14|1.47|1.47|31.1|249.19|237.42|13.5|
|沪电股份|002463.SZ|2021-09-09|232.34|232.22|17.3|18.74|3.54|3.54|14.84|13.65|3.11|3.11|1.48|1.48|30.82|247.1|235.33|13.38|
|沪电股份|002463.SZ|2021-09-08|229.31|229.19|17.08|18.5|3.5|3.5|14.65|13.48|3.07|3.07|1.5|1.5|30.42|244.07|232.3|13.2|
|沪电股份|002463.SZ|2021-09-07|231.2|231.08|17.22|18.65|3.52|3.52|14.77|13.59|3.1|3.1|1.49|1.49|30.67|245.96|234.19|13.31|
|沪电股份|002463.SZ|2021-09-06|228.36|228.24|17.01|18.42|3.48|3.48|14.59|13.42|3.06|3.06|1.51|1.51|30.29|243.12|231.35|13.15|
|沪电股份|002463.SZ|2021-09-03|219.25|219.14|16.33|17.69|3.34|3.34|14.01|12.88|2.94|2.94|1.57|1.57|29.08|234.02|222.24|12.63|
|沪电股份|002463.SZ|2021-09-02|217.74|217.62|16.21|17.57|3.32|3.32|13.91|12.8|2.92|2.92|1.58|1.58|28.88|232.5|220.73|12.55|
|沪电股份|002463.SZ|2021-09-01|219.63|219.52|16.36|17.72|3.35|3.35|14.03|12.91|2.94|2.94|1.57|1.57|29.13|234.39|222.62|12.65|
|沪电股份|002463.SZ|2021-08-31|212.24|212.12|15.81|17.12|3.23|3.23|13.56|12.47|2.85|2.84|1.63|1.62|28.15|227|215.23|12.23|
|沪电股份|002463.SZ|2021-08-30|211.48|211.37|15.75|17.06|3.22|3.22|13.51|12.43|2.83|2.83|1.63|1.63|28.05|226.24|214.47|12.19|
|沪电股份|002463.SZ|2021-08-27|215.84|215.73|16.07|17.41|3.29|3.29|13.79|12.68|2.89|2.89|1.6|1.6|28.63|230.6|218.83|12.44|
|沪电股份|002463.SZ|2021-08-26|228.36|228.24|17.01|16.92|3.48|3.65|14.59|15.77|3.06|2.99|1.51|1.51|21.13|242.45|231.12|13.14|
|沪电股份|002463.SZ|2021-08-25|233.86|233.74|17.42|17.33|3.56|3.74|14.94|16.15|3.13|3.07|1.48|1.47|21.64|247.95|236.62|13.45|
|沪电股份|002463.SZ|2021-08-24|235.94|235.82|17.57|17.48|3.6|3.77|15.07|16.29|3.16|3.09|1.46|1.46|21.83|250.04|238.71|13.57|
|沪电股份|002463.SZ|2021-08-23|235.75|235.63|17.56|17.47|3.59|3.77|15.06|16.28|3.16|3.09|1.46|1.46|21.81|249.85|238.52|13.56|
|沪电股份|002463.SZ|2021-08-20|232.15|232.03|17.29|17.2|3.54|3.71|14.83|16.03|3.11|3.04|1.49|1.49|21.48|246.24|234.91|13.35|
|沪电股份|002463.SZ|2021-08-19|234.24|234.11|17.44|17.36|3.57|3.74|14.96|16.17|3.14|3.07|1.47|1.47|21.67|248.33|237|13.47|
|沪电股份|002463.SZ|2021-08-18|233.29|233.17|17.37|17.29|3.56|3.73|14.9|16.11|3.13|3.06|1.48|1.48|21.59|247.38|236.05|13.42|
|沪电股份|002463.SZ|2021-08-17|232.72|232.6|17.33|17.24|3.55|3.72|14.87|16.07|3.12|3.05|1.48|1.48|21.53|246.81|235.48|13.39|
|沪电股份|002463.SZ|2021-08-16|239.19|239.04|17.81|17.72|3.65|3.82|15.28|16.51|3.21|3.14|1.44|1.44|22.13|253.28|241.95|13.75|
|沪电股份|002463.SZ|2021-08-13|239.57|239.42|17.84|17.75|3.65|3.83|15.3|16.54|3.21|3.14|1.44|1.44|22.17|253.66|242.33|13.77|
|沪电股份|002463.SZ|2021-08-12|250.76|250.61|18.67|18.58|3.82|4.01|16.02|17.31|3.36|3.29|1.38|1.38|23.2|264.85|253.52|14.41|
|沪电股份|002463.SZ|2021-08-11|251.52|251.37|18.73|18.64|3.83|4.02|16.07|17.36|3.37|3.3|1.37|1.37|23.27|265.61|254.28|14.45|
|沪电股份|002463.SZ|2021-08-10|254.55|254.4|18.96|18.86|3.88|4.07|16.26|17.57|3.41|3.34|1.36|1.35|23.55|268.65|257.32|14.63|
|沪电股份|002463.SZ|2021-08-09|258.73|258.57|19.27|19.17|3.94|4.13|16.53|17.86|3.47|3.39|1.33|1.33|23.94|272.82|261.49|14.86|
|沪电股份|002463.SZ|2021-08-06|256.45|256.29|19.1|19|3.91|4.1|16.38|17.71|3.44|3.36|1.35|1.34|23.73|270.54|259.21|14.73|
|沪电股份|002463.SZ|2021-08-05|255.88|255.73|19.06|18.96|3.9|4.09|16.35|17.67|3.43|3.36|1.35|1.35|23.68|269.97|258.64|14.7|
|沪电股份|002463.SZ|2021-08-04|259.3|259.14|19.31|19.21|3.95|4.14|16.56|17.9|3.48|3.4|1.33|1.33|23.99|273.39|262.06|14.9|
|沪电股份|002463.SZ|2021-08-03|256.45|256.29|19.1|19|3.91|4.1|16.38|17.71|3.44|3.36|1.35|1.34|23.73|270.54|259.21|14.73|
|沪电股份|002463.SZ|2021-08-02|261.38|261.22|19.47|19.37|3.98|4.18|16.7|18.05|3.5|3.43|1.32|1.32|24.18|275.47|264.14|15.01|
|沪电股份|002463.SZ|2021-07-30|250.57|250.42|18.66|18.57|3.82|4|16.01|17.3|3.36|3.29|1.38|1.38|23.18|264.66|253.33|14.4|
|沪电股份|002463.SZ|2021-07-29|249.62|249.47|18.59|18.5|3.81|3.99|15.95|17.23|3.35|3.27|1.38|1.38|23.1|263.71|252.38|14.35|
|沪电股份|002463.SZ|2021-07-28|244.31|244.16|18.19|18.1|3.72|3.9|15.61|16.87|3.27|3.2|1.41|1.41|22.61|258.4|247.07|14.04|
|沪电股份|002463.SZ|2021-07-27|248.86|248.71|18.53|18.44|3.79|3.98|15.9|17.18|3.34|3.26|1.39|1.39|23.03|262.96|251.62|14.3|
|沪电股份|002463.SZ|2021-07-26|226.29|226.15|16.85|16.77|3.45|3.62|14.46|15.62|3.03|2.97|1.52|1.52|20.94|240.38|229.05|13.02|
|沪电股份|002463.SZ|2021-07-23|234.45|234.3|17.46|17.37|3.57|3.75|14.98|16.19|3.14|3.07|1.47|1.47|21.69|248.54|237.21|13.48|
|沪电股份|002463.SZ|2021-07-22|244.12|243.97|18.18|18.09|3.72|3.9|15.6|16.85|3.27|3.2|1.41|1.41|22.59|258.21|246.88|14.03|
|沪电股份|002463.SZ|2021-07-21|241.47|241.32|17.98|17.89|3.68|3.86|15.43|16.67|3.24|3.17|1.43|1.43|22.34|255.56|244.23|13.88|
|沪电股份|002463.SZ|2021-07-20|239.95|239.8|17.87|17.78|3.66|3.83|15.33|16.57|3.22|3.15|1.44|1.44|22.2|254.04|242.71|13.8|
|沪电股份|002463.SZ|2021-07-19|244.5|244.35|18.21|18.12|3.73|3.91|15.62|16.88|3.28|3.21|1.41|1.41|22.62|258.59|247.26|14.06|
|沪电股份|002463.SZ|2021-07-16|251.71|251.55|18.74|18.65|3.84|4.02|16.08|17.38|3.37|3.3|1.37|1.37|23.29|265.8|254.47|14.46|
|沪电股份|002463.SZ|2021-07-15|256.42|256.26|19.1|19|3.91|3.88|16.38|17.7|3.44|3.36|1.35||23.73|270.51|259.18|14.73|
|沪电股份|002463.SZ|2021-07-14|262.28|262.12|19.53|19.43|4|3.97|16.75|18.11|3.52|3.44|1.32||24.27|276.37|265.04|15.07|
|沪电股份|002463.SZ|2021-07-13|269.18|269.01|20.05|19.94|4.1|4.08|17.2|18.58|3.61|3.53|1.28||24.91|283.27|271.94|15.46|
|沪电股份|002463.SZ|2021-07-12|267.28|267.12|19.9|19.8|4.07|4.05|17.07|18.45|3.58|3.51|1.29||24.73|281.37|270.04|15.35|
|沪电股份|002463.SZ|2021-07-09|271.07|270.91|20.19|20.08|4.13|4.1|17.32|18.71|3.63|3.56|1.27||25.08|285.17|273.83|15.57|
|沪电股份|002463.SZ|2021-07-08|267.62|267.46|19.93|19.83|4.08|4.05|17.1|18.48|3.59|3.51|1.29||24.76|281.72|270.39|15.37|
|沪电股份|002463.SZ|2021-07-07|256.93|256.78|19.13|19.04|3.92|3.89|16.41|17.74|3.44|3.37|1.34||23.77|271.03|259.7|14.76|
|沪电股份|002463.SZ|2021-07-06|259.35|259.19|19.31|19.22|3.95|3.93|16.57|17.91|3.48|3.4|1.33||24|273.44|262.11|14.9|
|沪电股份|002463.SZ|2021-07-05|255.73|255.57|19.04|18.95|3.9|3.87|16.34|17.66|3.43|3.35|1.35||23.66|269.82|258.49|14.69|
|沪电股份|002463.SZ|2021-07-02|253.48|253.33|18.88|18.78|3.86|3.84|16.19|17.5|3.4|3.32|1.36||23.45|267.58|256.25|14.57|
|沪电股份|002463.SZ|2021-07-01|259|258.84|19.29|19.19|3.95|3.92|16.55|17.88|3.47|3.4|1.33||23.96|273.09|261.76|14.88|
|沪电股份|002463.SZ|2021-06-30|266.76|266.6|19.87|19.77|4.07|4.04|17.04|18.42|3.58|3.5|1.29||24.68|280.85|269.52|15.32|
|沪电股份|002463.SZ|2021-06-29|263.49|263.33|19.62|19.52|4.02|3.99|16.83|18.19|3.53|3.46|1.31||24.38|277.58|266.25|15.13|
|沪电股份|002463.SZ|2021-06-28|272.62|272.46|20.3|20.2|4.16|4.13|17.42|18.82|3.65|3.58|1.27||25.23|286.72|275.39|15.65|
|沪电股份|002463.SZ|2021-06-25|271.25|268.31|20.2|20.1|4.13|4.13|17.33|18.73|3.64|3.56|1.27||25.1|285.34|274.01|15.58|
|沪电股份|002463.SZ|2021-06-24|273.49|270.53|20.37|20.26|4.17|4.17|17.47|18.88|3.67|3.59|1.26||25.3|287.58|276.25|15.7|
|沪电股份|002463.SZ|2021-06-23|266.24|263.37|19.83|19.73|4.06|4.06|17.01|18.38|3.57|3.49|1.3||24.63|280.34|269.01|15.29|
|沪电股份|002463.SZ|2021-06-22|253.31|250.57|18.86|18.77|3.86|3.86|16.18|17.49|3.4|3.32|1.36||23.44|267.4|256.07|14.56|
|沪电股份|002463.SZ|2021-06-21|252.28|249.55|18.79|18.69|3.85|3.85|16.12|17.42|3.38|3.31|1.37||23.34|266.37|255.04|14.5|
|沪电股份|002463.SZ|2021-06-18|255.9|253.13|19.06|18.96|3.9|3.9|16.35|17.67|3.43|3.36|1.35||23.68|269.99|258.66|14.7|
|沪电股份|002463.SZ|2021-06-17|258.48|255.69|19.25|19.15|3.94|3.94|16.51|17.85|3.46|3.39|1.33||23.92|272.58|261.25|14.85|
|沪电股份|002463.SZ|2021-06-16|250.38|247.67|18.65|18.55|3.82|3.82|15.99|17.29|3.36|3.28|1.38||23.17|264.47|253.14|14.39|
|沪电股份|002463.SZ|2021-06-15|250.73|248.01|18.67|18.58|3.82|3.82|16.02|17.31|3.36|3.29|1.38||23.2|264.82|253.49|14.41|
|沪电股份|002463.SZ|2021-06-11|260.9|258.08|19.43|19.33|3.98|3.98|16.67|18.01|3.5|3.42|1.32||24.14|274.99|263.66|14.99|
|沪电股份|002463.SZ|2021-06-10|265.38|262.51|19.76|19.66|4.05|4.05|16.95|18.32|3.56|3.48|1.3||24.55|279.48|268.14|15.24|
|沪电股份|002463.SZ|2021-06-09|261.93|259.1|19.51|19.41|3.99|3.99|16.73|18.08|3.51|3.44|1.32||24.24|276.03|264.7|15.05|
|沪电股份|002463.SZ|2021-06-08|266.59|263.71|19.85|19.75|4.06|4.06|17.03|18.41|3.57|3.5|1.29||24.67|280.68|269.35|15.31|
|沪电股份|002463.SZ|2021-06-07|270.38|267.46|20.14|20.03|4.12|4.12|17.27|18.67|3.62|3.55|1.28||25.02|284.48|273.15|15.53|
|沪电股份|002463.SZ|2021-06-04|263.14|260.3|19.6|19.5|4.01|4.01|16.81|18.17|3.53|3.45|1.31||24.35|277.23|265.9|15.11|
|沪电股份|002463.SZ|2021-06-03|259|256.2|19.29|19.19|3.95|3.95|16.55|17.88|3.47|3.4|1.33||23.96|273.09|261.76|14.88|
|沪电股份|002463.SZ|2021-06-02|257.11|254.33|19.15|19.05|3.92|3.92|16.42|17.75|3.45|3.37|1.34||23.79|271.2|259.87|14.77|
|沪电股份|002463.SZ|2021-06-01|264.35|261.49|19.69|19.59|4.03|4.03|16.89|18.25|3.54|3.47|1.3||24.46|278.44|267.11|15.18|
|沪电股份|002463.SZ|2021-05-31|264.52|261.66|19.7|19.6|4.03|4.03|16.9|18.26|3.55|3.47|1.3||24.48|278.61|267.28|15.19|
|沪电股份|002463.SZ|2021-05-28|263.66|260.81|19.63|19.54|4.02|4.02|16.84|18.2|3.53|3.46|1.31||24.4|277.75|266.42|15.14|
|沪电股份|002463.SZ|2021-05-27|266.42|263.54|19.84|19.74|4.06|4.06|17.02|18.39|3.57|3.49|1.29||24.65|280.51|269.18|15.3|
|沪电股份|002463.SZ|2021-05-26|257.62|254.84|19.19|19.09|3.93|3.93|16.46|17.79|3.45|3.38|1.34||23.84|271.72|260.38|14.8|
|沪电股份|002463.SZ|2021-05-25|256.93|254.16|19.13|19.04|3.92|3.92|16.41|17.74|3.44|3.37|1.34||23.77|271.03|259.7|14.76|
|沪电股份|002463.SZ|2021-05-24|252.62|249.89|18.81|18.72|3.85|3.85|16.14|17.44|3.39|3.31|1.37||23.37|266.71|255.38|14.52|
|沪电股份|002463.SZ|2021-05-21|247.97|245.29|18.47|18.37|3.78|3.78|15.84|17.12|3.32|3.25|1.39||22.94|262.06|250.73|14.25|
|沪电股份|002463.SZ|2021-05-20|252.45|249.72|18.8|18.7|3.85|3.85|16.13|17.43|3.38|3.31|1.37||23.36|266.54|255.21|14.51|
|沪电股份|002463.SZ|2021-05-19|251.93|249.21|18.76|18.67|3.84|3.84|16.09|17.39|3.38|3.3|1.37||23.31|266.02|254.69|14.48|
|沪电股份|002463.SZ|2021-05-18|253.31|250.57|18.86|18.77|3.86|3.86|16.18|17.49|3.4|3.32|1.36||23.44|267.4|256.07|14.56|
|沪电股份|002463.SZ|2021-05-17|255.55|252.79|19.03|18.93|3.9|3.9|16.33|17.64|3.43|3.35|1.35||23.65|269.65|258.32|14.68|
|沪电股份|002463.SZ|2021-05-14|252.28|249.55|18.79|18.69|3.85|3.85|16.12|17.42|3.38|3.31|1.37||23.34|266.37|255.04|14.5|
|沪电股份|002463.SZ|2021-05-13|249.17|246.48|18.56|18.46|3.8|3.8|15.92|17.2|3.34|3.27|1.38||23.06|263.27|251.94|14.32|
|沪电股份|002463.SZ|2021-05-12|248.31|245.63|18.49|18.4|3.79|3.79|15.86|17.14|3.33|3.26|1.39||22.98|262.4|251.07|14.27|
|沪电股份|002463.SZ|2021-05-11|248.66|245.97|18.52|18.42|3.79|3.79|15.88|17.17|3.33|3.26|1.39||23.01|262.75|251.42|14.29|
|沪电股份|002463.SZ|2021-05-10|247.45|244.77|18.43|18.33|3.77|3.77|15.81|17.08|3.32|3.25|1.39|1.39|22.9|261.54|250.21|14.22|
|沪电股份|002463.SZ|2021-05-07|246.24|243.58|18.34|18.24|3.75|3.75|15.73|17|3.3|3.23|1.4|1.4|22.78|260.33|249|14.15|
|沪电股份|002463.SZ|2021-05-06|246.07|243.41|18.32|18.23|3.75|3.75|15.72|16.99|3.3|3.23|1.4|1.4|22.77|260.16|248.83|14.14|
|沪电股份|002463.SZ|2021-04-30|249.69|246.99|18.59|18.5|3.81|3.81|15.95|17.24|3.35|3.27|1.38|1.38|23.1|263.78|252.45|14.35|
|沪电股份|002463.SZ|2021-04-29|255.38|252.62|19.02|18.92|3.89|3.89|16.31|17.63|3.42|3.35|1.35|1.35|23.63|269.47|258.14|14.67|
|沪电股份|002463.SZ|2021-04-28|257.97|255.18|19.21|19.11|3.93|3.93|16.48|17.81|3.46|3.38|1.34|1.34|23.87|272.06|260.73|14.82|
|沪电股份|002463.SZ|2021-04-27|254.35|251.6|18.94|18.85|3.88|3.88|16.25|17.56|3.41|3.34|1.36|1.36|23.53|268.44|257.11|14.62|
|沪电股份|002463.SZ|2021-04-26|264.52|261.66|19.7|19.6|4.03|4.03|16.9|18.26|3.55|3.47|1.3|1.3|24.48|278.61|267.28|15.19|
|沪电股份|002463.SZ|2021-04-23|267.11|264.22|19.89|19.79|4.07|4.07|17.06|18.44|3.58|3.5|1.29|1.29|24.71|281.2|269.87|15.34|
|沪电股份|002463.SZ|2021-04-22|279.69|276.67|20.83|20.83|4.45|4.45|17.87|17.87|3.75|3.75|1.23|1.23|24.3|290.27|280.93|15.97|
|沪电股份|002463.SZ|2021-04-21|277.11|274.11|20.64|20.64|4.41|4.41|17.7|17.7|3.71|3.71|1.24|1.24|24.07|287.68|278.35|15.82|
|沪电股份|002463.SZ|2021-04-20|280.04|277.01|20.85|20.85|4.46|4.46|17.89|17.89|3.75|3.75|1.23|1.23|24.33|290.62|281.28|15.99|
|沪电股份|002463.SZ|2021-04-19|284.52|281.45|21.19|21.19|4.53|4.53|18.18|18.18|3.81|3.81|1.21|1.21|24.72|295.1|285.76|16.24|
|沪电股份|002463.SZ|2021-04-16|278.14|275.14|20.71|20.71|4.43|4.43|17.77|17.77|3.73|3.73|1.24|1.24|24.16|288.72|279.38|15.88|
|沪电股份|002463.SZ|2021-04-15|275.21|272.24|20.5|20.5|4.38|4.38|17.58|17.58|3.69|3.69|1.25|1.25|23.91|285.79|276.45|15.71|
|沪电股份|002463.SZ|2021-04-14|276.76|273.77|20.61|20.61|4.41|4.41|17.68|17.68|3.71|3.71|1.25|1.25|24.04|287.34|278|15.8|
|沪电股份|002463.SZ|2021-04-13|277.11|274.11|20.64|20.64|4.41|4.41|17.7|17.7|3.71|3.71|1.24|1.24|24.07|287.68|278.35|15.82|
|沪电股份|002463.SZ|2021-04-12|279|275.99|20.78|20.78|4.44|4.44|17.82|17.82|3.74|3.74|1.24|1.24|24.24|289.58|280.24|15.93|
|沪电股份|002463.SZ|2021-04-09|285.9|282.81|21.29|21.29|4.55|4.55|18.26|18.26|3.83|3.83|1.21|1.21|24.84|296.48|287.14|16.32|
|沪电股份|002463.SZ|2021-04-08|285.73|282.64|21.28|21.28|4.55|4.55|18.25|18.25|3.83|3.83|1.21|1.21|24.82|296.31|286.97|16.31|
|沪电股份|002463.SZ|2021-04-07|286.94|283.84|21.37|21.37|4.57|4.57|18.33|18.33|3.85|3.85|1.2|1.2|24.93|297.51|288.18|16.38|
|沪电股份|002463.SZ|2021-04-06|290.04|286.91|21.6|21.6|4.62|4.62|18.53|18.53|3.89|3.89|1.19|1.19|25.2|300.62|291.28|16.56|
|沪电股份|002463.SZ|2021-04-02|294.18|291|21.91|21.91|4.68|4.68|18.79|18.79|3.94|3.94|1.17|1.17|25.56|304.76|295.42|16.79|
|沪电股份|002463.SZ|2021-04-01|290.39|287.25|21.63|21.63|4.62|4.62|18.55|18.55|3.89|3.89|1.19|1.19|25.23|300.96|291.62|16.58|
|沪电股份|002463.SZ|2021-03-31|288.66|285.54|21.5|21.5|4.59|4.59|18.44|18.44|3.87|3.87|1.2|1.2|25.08|299.24|289.9|16.48|
|沪电股份|002463.SZ|2021-03-30|286.25|283.15|21.32|21.32|4.56|4.56|18.29|18.29|3.84|3.84|1.21|1.21|24.87|296.82|287.49|16.34|
|沪电股份|002463.SZ|2021-03-29|288.66|285.54|21.5|21.5|4.59|4.59|18.44|18.44|3.87|3.87|1.2|1.2|25.08|299.24|289.9|16.48|
|沪电股份|002463.SZ|2021-03-26|290.9|287.76|21.66|21.66|4.63|4.63|18.58|18.58|3.9|3.9|1.19|1.19|25.27|301.48|292.14|16.61|
|沪电股份|002463.SZ|2021-03-25|287.97|284.86|21.45|21.45|4.58|4.58|18.4|18.4|3.86|3.86|1.2|1.2|25.02|298.55|289.21|16.44|
|沪电股份|002463.SZ|2021-03-24|285.21|282.13|23.65|21.24|4.89|4.54|26.8|19.82|4|3.83|1.21|1.21|24.78|294.46|287.08|17.17|
|沪电股份|002463.SZ|2021-03-23|284.18|281.11|23.56|21.16|4.87|4.52|26.7|19.74|3.99|3.81|1.21|1.21|24.69|293.43|286.04|17.1|
|沪电股份|002463.SZ|2021-03-22|288.83|285.71|23.95|21.51|4.95|4.6|27.14|20.07|4.05|3.88|1.19|1.19|25.09|298.08|290.7|17.38|
|沪电股份|002463.SZ|2021-03-19|281.59|278.55|23.35|20.97|4.83|4.48|26.46|19.56|3.95|3.78|1.23|1.23|24.46|290.84|283.45|16.95|
|沪电股份|002463.SZ|2021-03-18|287.63|284.52|23.85|21.42|4.93|4.58|27.03|19.98|4.03|3.86|1.2|1.2|24.99|296.88|289.49|17.31|
|沪电股份|002463.SZ|2021-03-17|289.7|286.56|24.02|21.57|4.97|4.61|27.22|20.13|4.06|3.89|1.19|1.19|25.17|298.95|291.56|17.43|
|沪电股份|002463.SZ|2021-03-16|286.94|283.84|23.79|21.37|4.92|4.57|26.96|19.94|4.03|3.85|1.2|1.2|24.93|296.19|288.8|17.27|
|沪电股份|002463.SZ|2021-03-15|288.32|285.2|23.91|21.47|4.94|4.59|27.09|20.03|4.04|3.87|1.2|1.2|25.05|297.57|290.18|17.35|
|沪电股份|002463.SZ|2021-03-12|296.08|292.88|24.55|22.05|5.08|4.71|27.82|20.57|4.15|3.97|1.17|1.17|25.72|305.33|297.94|17.82|
|沪电股份|002463.SZ|2021-03-11|303.15|299.87|25.14|22.57|5.2|4.82|28.49|21.06|4.25|4.07|1.14|1.14|26.33|312.4|305.01|18.24|
|沪电股份|002463.SZ|2021-03-10|297.28|294.07|24.65|22.14|5.1|4.73|27.94|20.65|4.17|3.99|1.16|1.16|25.82|306.53|299.15|17.89|
|沪电股份|002463.SZ|2021-03-09|305.91|302.6|25.37|22.78|5.25|4.87|28.75|21.25|4.29|4.11|1.13|1.13|26.57|315.15|307.77|18.4|
|沪电股份|002463.SZ|2021-03-08|310.22|306.86|25.72|23.1|5.32|4.94|29.15|21.55|4.35|4.16|1.11|1.11|26.95|319.47|312.08|18.66|
|沪电股份|002463.SZ|2021-03-05|314.35|310.96|26.07|23.41|5.39|5|29.54|21.84|4.41|4.22|1.1|1.1|27.31|323.6|316.22|18.91|
|沪电股份|002463.SZ|2021-03-04|308.32|304.99|25.57|22.96|5.29|4.91|28.97|21.42|4.33|4.14|1.12|1.12|26.78|317.57|310.18|18.55|
