vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,澜起科技2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|澜起科技|688008.SH|2024-01-31|514.71|514.71|39.61|96.36|5.09|5.14|74.72|95.02|14.02|22.22||0.66|-463.47|514.86|457.59|33.02|
|澜起科技|688008.SH|2024-01-30|540.22|540.22|41.58|101.13|5.34|5.4|78.42|99.73|14.71|23.32||0.63|-486.43|540.37|483.1|34.86|
|澜起科技|688008.SH|2024-01-29|553.77|553.77|42.62|103.67|5.47|5.53|80.39|102.23|15.08|23.9||0.62|-498.64|553.92|496.65|35.84|
|澜起科技|688008.SH|2024-01-26|567.09|567.09|43.64|106.16|5.6|5.66|82.33|104.69|15.44|24.48||0.6|-510.63|567.24|509.98|36.8|
|澜起科技|688008.SH|2024-01-25|588.39|588.39|45.28|110.15|5.81|5.88|85.42|108.62|16.02|25.4||0.58|-529.81|588.54|531.27|38.33|
|澜起科技|688008.SH|2024-01-24|591.8|591.8|45.55|110.79|5.85|5.91|85.91|109.25|16.12|25.55||0.58|-532.88|591.95|534.69|38.58|
|澜起科技|688008.SH|2024-01-23|616.74|616.74|47.46|115.46|6.09|6.16|89.53|113.86|16.79|26.62||0.55|-555.34|616.89|559.62|40.38|
|澜起科技|688008.SH|2024-01-22|615.94|615.94|47.4|115.31|6.09|6.15|89.42|113.71|16.77|26.59||0.55|-554.62|616.1|558.83|40.32|
|澜起科技|688008.SH|2024-01-19|627.79|627.79|48.31|117.52|6.2|6.27|91.14|115.9|17.1|27.1||0.54|-565.28|627.94|570.67|41.18|
|澜起科技|688008.SH|2024-01-18|615.49|615.49|47.37|115.22|6.08|6.15|89.35|113.62|16.76|26.57||0.55|-554.21|615.64|558.37|40.29|
|澜起科技|688008.SH|2024-01-17|598.86|598.86|46.09|112.11|5.92|5.98|86.94|110.56|16.31|25.85||0.57|-539.24|599.01|541.75|39.09|
|澜起科技|688008.SH|2024-01-16|611.28|611.28|47.04|114.43|6.04|6.11|88.74|112.85|16.65|26.39||0.56|-550.42|611.43|554.16|39.99|
|澜起科技|688008.SH|2024-01-15|619.47|619.47|47.67|115.97|6.12|6.19|89.93|114.36|16.87|26.74||0.55|-557.8|619.63|562.36|40.58|
|澜起科技|688008.SH|2024-01-12|633.03|633.03|48.72|118.5|6.26|6.32|91.9|116.86|17.24|27.33||0.54|-570|633.18|575.91|41.55|
|澜起科技|688008.SH|2024-01-11|648.85|648.85|49.94|121.47|6.41|6.48|94.2|119.78|17.67|28.01||0.53|-584.25|649.01|591.74|42.7|
|澜起科技|688008.SH|2024-01-10|625.62|625.62|48.15|117.12|6.18|6.25|90.82|115.5|17.04|27.01||0.55|-563.34|625.77|568.51|41.02|
|澜起科技|688008.SH|2024-01-09|643.96|643.96|49.56|120.55|6.36|6.43|93.48|118.88|17.54|27.8||0.53|-579.84|644.11|586.84|42.34|
|澜起科技|688008.SH|2024-01-08|621.75|621.75|47.85|116.39|6.14|6.21|90.26|114.78|16.93|26.84||0.55|-559.85|621.9|564.64|40.74|
|澜起科技|688008.SH|2024-01-05|633.82|633.82|48.78|118.65|6.26|6.33|92.01|117.01|17.26|27.36||0.54|-570.72|633.97|576.71|41.61|
|澜起科技|688008.SH|2024-01-04|636.44|636.44|48.98|119.14|6.29|6.36|92.39|117.49|17.33|27.47||0.54|-573.08|636.59|579.33|41.8|
|澜起科技|688008.SH|2024-01-03|644.07|644.07|49.57|120.57|6.36|6.43|93.5|118.9|17.54|27.8||0.53|-579.95|644.22|586.95|42.35|
|澜起科技|688008.SH|2024-01-02|656.14|656.14|50.5|122.83|6.48|6.53|95.25|121.13|17.87|28.32||0.52|-590.82|656.29|599.03|43.22|
|澜起科技|688008.SH|2023-12-29|669.12|669.12|51.5|125.26|6.61|6.66|97.14|123.53|18.22|28.88||0.51|-602.51|669.27|612.01|44.16|
|澜起科技|688008.SH|2023-12-28|652.42|652.42|50.21|122.13|6.45|6.51|94.71|120.44|17.77|28.16||0.52|-587.46|652.57|595.3|42.95|
|澜起科技|688008.SH|2023-12-27|655.95|655.95|50.48|122.8|6.48|6.54|95.23|121.09|17.86|28.32||0.52|-590.64|656.1|598.83|43.21|
|澜起科技|688008.SH|2023-12-26|630.8|630.8|48.55|118.09|6.23|6.29|91.57|116.45|17.18|27.23||0.54|-568|630.95|573.68|41.39|
|澜起科技|688008.SH|2023-12-25|647.53|647.53|49.83|121.22|6.4|6.46|94|119.54|17.63|27.95||0.53|-583.06|647.68|590.41|42.6|
|澜起科技|688008.SH|2023-12-22|669.72|669.72|51.54|125.37|6.62|6.68|97.22|123.64|18.24|28.91||0.51|-603.04|669.87|612.6|44.2|
|澜起科技|688008.SH|2023-12-21|684.06|684.06|52.64|128.06|6.76|6.82|99.31|126.28|18.63|29.53||0.5|-615.95|684.21|626.94|45.24|
|澜起科技|688008.SH|2023-12-20|671.42|671.42|51.67|125.69|6.63|6.7|97.47|123.95|18.28|28.98||0.51|-604.58|671.58|614.31|44.33|
|澜起科技|688008.SH|2023-12-19|680.42|680.42|52.36|127.38|6.72|6.79|98.78|125.61|18.53|29.37||0.5|-612.67|680.57|623.3|44.97|
|澜起科技|688008.SH|2023-12-18|677.11|677.11|52.11|126.76|6.69|6.75|98.3|125|18.44|29.23||0.5|-609.7|677.27|620|44.74|
|澜起科技|688008.SH|2023-12-15|687.13|687.13|52.88|128.63|6.79|6.85|99.75|126.85|18.71|29.66||0.5|-618.72|687.28|630.01|45.46|
|澜起科技|688008.SH|2023-12-14|700.9|700.9|53.94|131.21|6.93|6.99|101.75|129.39|19.09|30.26||0.49|-631.12|701.05|643.78|46.45|
|澜起科技|688008.SH|2023-12-13|684.51|684.51|52.68|128.14|6.76|6.83|99.37|126.37|18.64|29.55||0.5|-616.36|684.66|627.4|45.27|
|澜起科技|688008.SH|2023-12-12|688.84|688.84|53.01|128.95|6.81|6.87|100|127.17|18.76|29.73||0.5|-620.26|688.99|631.72|45.58|
|澜起科技|688008.SH|2023-12-11|682.69|682.69|52.54|127.8|6.75|6.81|99.11|126.03|18.59|29.47||0.5|-614.72|682.84|625.57|45.14|
|澜起科技|688008.SH|2023-12-08|654.35|654.35|50.36|122.5|6.47|6.53|94.99|120.8|17.82|28.25||0.52|-589.21|654.51|597.24|43.09|
|澜起科技|688008.SH|2023-12-07|647.53|647.53|49.83|121.22|6.4|6.46|94|119.54|17.63|27.95||0.53|-583.06|647.68|590.41|42.6|
|澜起科技|688008.SH|2023-12-06|660.61|660.61|50.84|123.67|6.53|6.59|95.9|121.96|17.99|28.52||0.52|-594.84|660.76|603.5|43.55|
|澜起科技|688008.SH|2023-12-05|658|658|50.64|123.18|6.5|6.56|95.52|121.47|17.92|28.4||0.52|-592.49|658.15|600.88|43.36|
|澜起科技|688008.SH|2023-12-04|677.8|677.8|52.16|126.89|6.7|6.76|98.4|125.13|18.46|29.26||0.5|-610.32|677.95|620.68|44.79|
|澜起科技|688008.SH|2023-12-01|683.83|683.83|52.63|128.01|6.76|6.79|99.27|126.24|18.62|29.52||0.5|-615.75|683.98|626.71|45.22|
|澜起科技|688008.SH|2023-11-30|671.2|671.2|51.66|125.65|6.63|6.66|97.44|123.91|18.28|28.97||0.51|-604.37|671.35|614.08|44.31|
|澜起科技|688008.SH|2023-11-29|660.16|660.16|50.81|123.58|6.52|6.55|95.84|121.87|17.98|28.5||0.52|-594.43|660.31|603.04|43.51|
|澜起科技|688008.SH|2023-11-28|657.31|657.31|50.59|123.05|6.5|6.52|95.42|121.35|17.9|28.37||0.52|-591.87|657.46|600.2|43.31|
|澜起科技|688008.SH|2023-11-27|658.68|658.68|50.69|123.31|6.51|6.54|95.62|121.6|17.94|28.43||0.52|-593.1|658.83|601.56|43.41|
|澜起科技|688008.SH|2023-11-24|656.06|656.06|50.49|122.82|6.48|6.51|95.24|121.11|17.87|28.32||0.52|-590.74|656.21|598.94|43.22|
|澜起科技|688008.SH|2023-11-23|665.28|665.28|51.2|124.54|6.57|6.6|96.58|122.82|18.12|28.72||0.51|-599.04|665.43|608.16|43.88|
|澜起科技|688008.SH|2023-11-22|665.39|665.39|51.21|124.56|6.58|6.6|96.6|122.84|18.12|28.72||0.51|-599.15|665.54|608.28|43.89|
|澜起科技|688008.SH|2023-11-21|670.29|670.29|51.59|125.48|6.62|6.65|97.31|123.74|18.25|28.93||0.51|-603.55|670.44|613.17|44.24|
|澜起科技|688008.SH|2023-11-20|659.7|659.7|50.77|123.5|6.52|6.55|95.77|121.79|17.96|28.48||0.52|-594.02|659.85|602.59|43.48|
|澜起科技|688008.SH|2023-11-17|681.78|681.78|52.47|127.63|6.74|6.77|98.98|125.86|18.57|29.43||0.5|-613.9|681.93|624.66|45.07|
|澜起科技|688008.SH|2023-11-16|678.25|678.25|52.2|126.97|6.7|6.73|98.46|125.21|18.47|29.28||0.5|-610.73|678.4|621.14|44.82|
|澜起科技|688008.SH|2023-11-15|682.69|682.69|52.54|127.8|6.75|6.78|99.11|126.03|18.59|29.47||0.5|-614.72|682.84|625.57|45.14|
|澜起科技|688008.SH|2023-11-14|672.79|672.79|51.78|125.95|6.65|6.68|97.67|124.2|18.32|29.04||0.51|-605.81|672.94|615.67|44.42|
|澜起科技|688008.SH|2023-11-13|664.26|664.26|51.12|124.35|6.56|6.59|96.43|122.63|18.09|28.67||0.51|-598.12|664.41|607.14|43.81|
|澜起科技|688008.SH|2023-11-10|644.11|644.11|49.57|120.58|6.37|6.39|93.51|118.91|17.54|27.8||0.53|-579.98|644.26|587|42.35|
|澜起科技|688008.SH|2023-11-09|647.3|647.3|49.82|121.18|6.4|6.42|93.97|119.5|17.63|27.94||0.53|-582.85|647.45|590.18|42.58|
|澜起科技|688008.SH|2023-11-08|654.81|654.81|50.39|122.58|6.47|6.5|95.06|120.88|17.83|28.27||0.52|-589.62|654.96|597.69|43.13|
|澜起科技|688008.SH|2023-11-07|657.88|657.88|50.63|123.16|6.5|6.53|95.51|121.45|17.91|28.4||0.52|-592.38|658.03|600.77|43.35|
|澜起科技|688008.SH|2023-11-06|652.08|652.08|50.18|122.07|6.44|6.47|94.66|120.38|17.76|28.15||0.52|-587.16|652.23|594.96|42.93|
|澜起科技|688008.SH|2023-11-03|645.25|645.25|49.66|120.79|6.38|6.4|93.67|119.12|17.57|27.85||0.53|-581.01|645.4|588.13|42.44|
|澜起科技|688008.SH|2023-11-02|630.46|630.46|48.52|118.02|6.23|6.26|91.53|116.39|17.17|27.21||0.54|-567.69|630.61|573.34|41.37|
|澜起科技|688008.SH|2023-11-01|628.98|628.98|48.41|117.75|6.22|6.22|91.31|116.11|17.13|27.15||0.54|-566.36|629.13|571.86|41.26|
|澜起科技|688008.SH|2023-10-31|626.25|626.25|48.2|117.24|6.19|6.19|90.91|115.61|17.05|27.03||0.55|-563.9|626.4|569.13|41.07|
|澜起科技|688008.SH|2023-10-30|609.97|609.97|46.94|87.1|6.03|6.11|88.55|280.93|16.61|22.82||0.56|-635.75|610.13|551.51|39.79|
|澜起科技|688008.SH|2023-10-27|566.61|566.61|43.61|80.91|5.6|5.67|82.26|260.96|15.43|21.2||0.6|-590.56|566.77|508.15|36.67|
|澜起科技|688008.SH|2023-10-26|553.41|553.41|42.59|79.03|5.47|5.54|80.34|254.88|15.07|20.71||0.62|-576.8|553.57|494.95|35.71|
|澜起科技|688008.SH|2023-10-25|554.67|554.67|42.69|79.21|5.48|5.55|80.52|255.45|15.1|20.75||0.62|-578.11|554.82|496.2|35.8|
|澜起科技|688008.SH|2023-10-24|548.41|548.41|42.21|78.31|5.42|5.49|79.61|252.57|14.93|20.52||0.62|-571.59|548.56|489.95|35.35|
|澜起科技|688008.SH|2023-10-23|539.42|539.42|41.51|77.03|5.33|5.4|78.31|248.43|14.69|20.18||0.63|-562.21|539.57|480.96|34.7|
|澜起科技|688008.SH|2023-10-20|546.24|546.24|42.04|78|5.4|5.47|79.3|251.58|14.87|20.44||0.62|-569.33|546.4|487.78|35.2|
|澜起科技|688008.SH|2023-10-19|573.56|573.56|44.14|81.9|5.67|5.74|83.26|264.15|15.62|21.46||0.6|-597.8|573.71|515.1|37.17|
|澜起科技|688008.SH|2023-10-18|577.54|577.54|44.45|82.47|5.71|5.78|83.84|265.99|15.73|21.61||0.59|-601.95|577.69|519.08|37.45|
|澜起科技|688008.SH|2023-10-17|601.44|601.44|46.29|85.89|5.95|6.02|87.31|276.99|16.38|22.5||0.57|-626.86|601.59|542.98|39.18|
|澜起科技|688008.SH|2023-10-16|587.21|587.21|45.19|83.85|5.81|5.88|85.25|270.44|15.99|21.97||0.58|-612.03|587.37|528.75|38.15|
|澜起科技|688008.SH|2023-10-13|603.14|603.14|46.42|86.13|5.96|6.04|87.56|277.78|16.42|22.57||0.57|-628.64|603.3|544.68|39.3|
|澜起科技|688008.SH|2023-10-12|607.47|607.47|46.75|86.75|6.01|6.08|88.19|279.77|16.54|22.73||0.56|-633.14|607.62|549.01|39.61|
|澜起科技|688008.SH|2023-10-11|611.57|611.57|47.07|87.33|6.05|6.12|88.78|281.66|16.65|22.88||0.56|-637.41|611.72|553.1|39.91|
|澜起科技|688008.SH|2023-10-10|607.36|607.36|46.74|86.73|6|6.08|88.17|279.72|16.54|22.73||0.56|-633.03|607.51|548.89|39.61|
|澜起科技|688008.SH|2023-10-09|575.95|575.95|44.32|82.25|5.69|5.74|83.61|265.25|15.68|21.55||0.59|-600.29|576.1|517.49|37.34|
|澜起科技|688008.SH|2023-09-28|565.59|565.59|43.53|80.77|5.59|5.64|82.11|260.49|15.4|21.16||0.6|-589.5|565.74|507.13|36.59|
|澜起科技|688008.SH|2023-09-27|563.88|563.88|43.4|80.52|5.57|5.62|81.86|259.7|15.36|21.1||0.61|-587.72|564.04|505.42|36.47|
|澜起科技|688008.SH|2023-09-26|560.36|560.36|43.12|80.02|5.54|5.54|81.35|258.07|15.26|20.97||0.61|-584.04|560.51|501.89|36.21|
|澜起科技|688008.SH|2023-09-25|569|569|43.79|81.25|5.63|5.62|82.6|262.06|15.49|21.29||0.6|-593.05|569.16|510.54|36.84|
|澜起科技|688008.SH|2023-09-22|583.46|583.46|44.9|83.32|5.77|5.77|84.7|268.71|15.89|21.83||0.59|-608.12|583.61|525|37.88|
|澜起科技|688008.SH|2023-09-21|565.59|565.59|43.53|80.77|5.59|5.59|82.11|260.49|15.4|21.16||0.6|-589.5|565.74|507.13|36.59|
|澜起科技|688008.SH|2023-09-20|577.54|577.54|44.45|82.47|5.71|5.71|83.84|265.99|15.73|21.61||0.59|-601.95|577.69|519.08|37.45|
|澜起科技|688008.SH|2023-09-19|578.45|578.45|44.52|82.6|5.72|5.72|83.97|266.41|15.75|21.64||0.59|-602.9|578.6|519.99|37.52|
|澜起科技|688008.SH|2023-09-18|580.16|580.16|44.65|82.85|5.74|5.73|84.22|267.19|15.8|21.71||0.59|-604.68|580.31|521.7|37.64|
|澜起科技|688008.SH|2023-09-15|589.15|589.15|45.34|84.13|5.82|5.82|85.53|271.33|16.04|22.04||0.58|-614.05|589.3|530.69|38.29|
|澜起科技|688008.SH|2023-09-14|573.33|573.33|44.12|81.87|5.67|5.67|83.23|264.05|15.61|21.45||0.6|-597.56|573.48|514.87|37.15|
|澜起科技|688008.SH|2023-09-13|579.02|579.02|44.56|82.68|5.72|5.72|84.06|266.67|15.77|21.67||0.59|-603.49|579.17|520.56|37.56|
|澜起科技|688008.SH|2023-09-12|581.52|581.52|44.75|83.04|5.75|5.75|84.42|267.82|15.84|21.76||0.59|-606.1|581.68|523.06|37.74|
|澜起科技|688008.SH|2023-09-11|589.6|589.6|45.38|84.2|5.83|5.83|85.59|271.54|16.06|22.06||0.58|-614.52|589.76|531.14|38.32|
|澜起科技|688008.SH|2023-09-08|587.78|587.78|45.24|83.94|5.81|5.81|85.33|270.71|16.01|21.99||0.58|-612.62|587.94|529.32|38.19|
|澜起科技|688008.SH|2023-09-07|586.07|586.07|45.1|83.69|5.79|5.79|85.08|269.92|15.96|21.93||0.58|-610.85|586.23|527.61|38.07|
|澜起科技|688008.SH|2023-09-06|612.13|612.13|47.11|87.41|6.05|6.05|88.87|281.92|16.67|22.9||0.56|-638.01|612.29|553.67|39.95|
|澜起科技|688008.SH|2023-09-05|587.44|587.44|45.21|83.89|5.81|5.81|85.28|270.55|16|21.98||0.58|-612.27|587.59|528.98|38.17|
|澜起科技|688008.SH|2023-09-04|587.44|587.44|45.21|83.89|5.81|5.81|85.28|270.55|16|21.98||0.58|-612.27|587.59|528.98|38.17|
|澜起科技|688008.SH|2023-09-01|584.48|584.48|44.98|83.46|5.78|5.76|84.85|269.19|15.92|21.87||0.58|-609.18|584.64|526.02|37.96|
|澜起科技|688008.SH|2023-08-31|583.12|583.12|44.88|83.27|5.76|5.75|84.65|268.56|15.88|21.82||0.59|-607.76|583.27|524.65|37.86|
|澜起科技|688008.SH|2023-08-30|585.73|585.73|45.08|83.64|5.79|5.77|85.03|269.76|15.95|21.92||0.58|-610.49|585.89|527.27|38.05|
|澜起科技|688008.SH|2023-08-29|578.11|578.11|44.49|82.55|5.72|5.7|83.93|266.25|15.74|21.63||0.59|-602.54|578.26|519.65|37.5|
|澜起科技|688008.SH|2023-08-28|554.78|554.78|42.7|79.22|5.48|5.47|80.54|255.51|15.11|20.76||0.62|-578.23|554.93|496.32|35.81|
|澜起科技|688008.SH|2023-08-25|546.47|546.47|42.06|78.04|5.4|5.38|79.33|251.68|14.88|20.45||0.62|-569.57|546.63|488.01|35.21|
|澜起科技|688008.SH|2023-08-24|565.59|565.59|43.53|80.77|5.59|5.56|82.11|260.49|15.4|21.16||0.6|-589.5|565.74|507.13|36.59|
|澜起科技|688008.SH|2023-08-23|551.14|551.14|42.42|54.41|5.53|5.7|80.01|150.6|15.01|17.27||0.62|4298.05|551.28|497.4|35.89|
|澜起科技|688008.SH|2023-08-22|559.44|559.44|43.05|55.23|5.61|5.78|81.22|152.87|15.23|17.53||0.61|4362.84|559.59|505.71|36.49|
|澜起科技|688008.SH|2023-08-21|543.97|543.97|41.86|53.7|5.46|5.62|78.97|148.64|14.81|17.05||0.63|4242.14|544.11|490.23|35.37|
|澜起科技|688008.SH|2023-08-18|553.3|553.3|42.58|54.62|5.55|5.72|80.32|151.19|15.07|17.34||0.62|4314.91|553.45|499.57|36.05|
|澜起科技|688008.SH|2023-08-17|555.46|555.46|42.75|54.83|5.57|5.74|80.64|151.78|15.13|17.41||0.61|4331.78|555.61|501.73|36.2|
|澜起科技|688008.SH|2023-08-16|554.78|554.78|42.7|54.77|5.57|5.73|80.54|151.6|15.11|17.38||0.62|4326.45|554.93|501.04|36.15|
|澜起科技|688008.SH|2023-08-15|582.09|582.09|44.8|57.46|5.84|6.02|84.5|159.06|15.85|18.24||0.59|4539.45|582.24|528.36|38.12|
|澜起科技|688008.SH|2023-08-14|604.05|604.05|46.49|59.63|6.06|6.24|87.69|165.06|16.45|18.93||0.57|4710.73|604.2|550.32|39.71|
|澜起科技|688008.SH|2023-08-11|620.78|620.78|47.78|61.28|6.23|6.42|90.12|169.63|16.9|19.45||0.55|4841.19|620.93|567.05|40.92|
|澜起科技|688008.SH|2023-08-10|647.19|647.19|49.81|63.89|6.49|6.46|93.95|176.85|17.62|20.28|||5047.08|647.33|593.45|42.82|
|澜起科技|688008.SH|2023-08-09|644.45|644.45|49.6|63.62|6.47|6.43|93.56|176.1|17.55|20.19|||5025.78|644.6|590.72|42.62|
|澜起科技|688008.SH|2023-08-08|654.24|654.24|50.35|64.58|6.56|6.53|94.98|178.78|17.82|20.5|||5102.11|654.39|600.51|43.33|
|澜起科技|688008.SH|2023-08-07|657.65|657.65|50.61|64.92|6.6|6.57|95.47|179.71|17.91|20.61|||5128.73|657.8|603.92|43.58|
|澜起科技|688008.SH|2023-08-04|660.61|660.61|50.84|65.21|6.63|6.6|95.9|180.52|17.99|20.7||0.51|5151.81|660.76|606.88|43.79|
|澜起科技|688008.SH|2023-08-03|648.1|648.1|49.88|63.98|6.5|6.47|94.09|177.1|17.65|20.31||0.52|5054.18|648.24|594.36|42.89|
|澜起科技|688008.SH|2023-08-02|644.68|644.68|49.61|63.64|6.47|6.44|93.59|176.16|17.56|20.2||0.53|5027.56|644.83|590.95|42.64|
|澜起科技|688008.SH|2023-08-01|655.83|655.83|50.47|64.74|6.58|6.55|95.21|179.21|17.86|20.55||0.52|5114.53|655.98|602.1|43.44|
|澜起科技|688008.SH|2023-07-31|659.13|659.13|50.73|65.07|6.61|6.58|95.69|180.11|17.95|20.65||0.51|5140.27|659.28|605.4|43.68|
|澜起科技|688008.SH|2023-07-28|671.65|671.65|51.69|66.3|6.74|6.71|97.51|183.53|18.29|21.05||0.5|5237.89|671.8|617.92|44.59|
|澜起科技|688008.SH|2023-07-27|660.8|660.8|50.86|65.23|6.63|6.61|95.93|180.57|17.99|20.71||0.51|5153.29|660.95|607.07|43.8|
|澜起科技|688008.SH|2023-07-26|667.51|667.51|51.37|65.89|6.7|6.68|96.9|182.4|18.18|20.92||0.51|5205.62|667.66|613.78|44.29|
|澜起科技|688008.SH|2023-07-25|674.23|674.23|51.89|66.56|6.76|6.74|97.88|184.24|18.36|21.13||0.5|5257.96|674.37|620.49|44.77|
|澜起科技|688008.SH|2023-07-24|666.38|666.38|51.28|65.78|6.69|6.67|96.74|182.09|18.15|20.88||0.51|5196.76|666.52|612.64|44.21|
|澜起科技|688008.SH|2023-07-21|655.12|655.12|50.42|64.67|6.57|6.55|95.11|179.01|17.84|20.53||0.52|5108.95|655.26|601.38|43.39|
|澜起科技|688008.SH|2023-07-20|656.82|656.82|50.55|64.84|6.59|6.57|95.35|179.48|17.89|20.58||0.52|5122.25|656.97|603.09|43.52|
|澜起科技|688008.SH|2023-07-19|673.2|673.2|51.81|66.46|6.75|6.73|97.73|183.96|18.33|21.09||0.5|5249.97|673.35|619.47|44.7|
|澜起科技|688008.SH|2023-07-18|684.35|684.35|52.67|67.56|6.87|6.85|99.35|187|18.64|21.44||0.5|5336.9|684.49|630.61|45.5|
|澜起科技|688008.SH|2023-07-17|694.93|694.93|53.48|68.6|6.97|6.95|100.88|189.89|18.92|21.78||0.49|5419.38|695.07|641.19|46.27|
|澜起科技|688008.SH|2023-07-14|705.05|705.05|54.26|69.6|7.07|7.05|102.35|192.66|19.2|22.09||0.48|5498.32|705.19|651.31|47|
|澜起科技|688008.SH|2023-07-13|699.25|699.25|53.81|69.03|7.02|6.99|101.51|191.07|19.04|21.91||0.48|5453.09|699.39|645.51|46.58|
|澜起科技|688008.SH|2023-07-12|671.95|671.95|51.71|66.33|6.74|6.72|97.55|183.61|18.3|21.06||0.5|5240.22|672.1|618.22|44.61|
|澜起科技|688008.SH|2023-07-11|704.82|704.82|54.24|69.58|7.07|7.05|102.32|192.6|19.19|22.09||0.48|5496.55|704.97|651.09|46.98|
|澜起科技|688008.SH|2023-07-10|693.79|693.79|53.39|68.49|6.96|6.94|100.72|189.58|18.89|21.74||0.49|5410.51|693.93|640.05|46.18|
|澜起科技|688008.SH|2023-07-07|724.5|724.5|55.76|71.52|7.27|7.25|105.18|197.97|19.73|22.7||0.47|5650|724.64|670.76|48.4|
|澜起科技|688008.SH|2023-07-06|724.72|724.72|55.77|71.54|7.27|7.25|105.21|198.03|19.74|22.71||0.47|5651.77|724.87|670.99|48.42|
|澜起科技|688008.SH|2023-07-05|712.09|712.09|54.8|70.3|7.14|7.14|103.38|194.58|19.39|22.31||0.48|5553.27|712.24|658.36|47.5|
|澜起科技|688008.SH|2023-07-04|712.32|712.32|54.82|70.32|7.15|7.15|103.41|194.65|19.4|22.32||0.48|5555.05|712.47|658.59|47.52|
|澜起科技|688008.SH|2023-07-03|680.17|680.17|52.35|67.14|6.82|6.82|98.74|185.86|18.52|21.31||0.5|5304.32|680.32|626.44|45.2|
|澜起科技|688008.SH|2023-06-30|652.34|652.34|50.2|64.4|6.55|6.55|94.7|178.25|17.76|20.44||0.52|5087.25|652.48|598.6|43.19|
|澜起科技|688008.SH|2023-06-29|632.45|632.45|48.67|62.43|6.35|6.35|91.82|172.82|17.22|19.82||0.54|4932.21|632.6|578.72|41.76|
|澜起科技|688008.SH|2023-06-28|629.16|629.16|48.42|62.11|6.31|6.31|91.34|171.92|17.13|19.71||0.54|4906.51|629.31|575.43|41.52|
|澜起科技|688008.SH|2023-06-27|637.23|637.23|49.04|62.9|6.39|6.39|92.51|174.13|17.35|19.97||0.53|4969.42|637.37|583.49|42.1|
|澜起科技|688008.SH|2023-06-26|636.2|636.2|48.96|62.8|6.38|6.38|92.36|173.85|17.32|19.94||0.53|4961.44|636.35|582.47|42.03|
|澜起科技|688008.SH|2023-06-21|659.83|659.83|50.78|65.14|6.62|6.62|95.79|180.3|17.97|20.68||0.51|5145.73|659.98|606.1|43.73|
|澜起科技|688008.SH|2023-06-20|686.19|686.19|52.81|67.74|6.88|6.88|99.62|187.51|18.69|21.5||0.49|5351.27|686.34|632.46|45.64|
|澜起科技|688008.SH|2023-06-19|705.62|705.62|54.3|69.66|7.08|7.08|102.44|192.81|19.21|22.11||0.48|5502.77|705.76|651.88|47.04|
|澜起科技|688008.SH|2023-06-16|691.08|691.08|53.19|68.22|6.93|6.93|100.33|188.84|18.82|21.65||0.49|5389.37|691.22|637.34|45.99|
|澜起科技|688008.SH|2023-06-15|698.57|698.57|53.76|68.96|7.01|7.01|101.41|190.89|19.02|21.89||0.49|5447.84|698.72|644.84|46.53|
|澜起科技|688008.SH|2023-06-14|714.71|714.71|55|70.55|7.17|7.17|103.76|195.3|19.46|22.39||0.47|5573.65|714.85|660.97|47.69|
|澜起科技|688008.SH|2023-06-13|714.03|714.03|54.95|70.49|7.16|7.16|103.66|195.11|19.44|22.37||0.47|5568.34|714.17|660.29|47.64|
|澜起科技|688008.SH|2023-06-12|661.2|661.2|50.89|65.27|6.63|6.63|95.99|180.68|18.01|20.72||0.51|5156.36|661.34|607.46|43.83|
|澜起科技|688008.SH|2023-06-09|661.08|661.08|50.88|65.26|6.63|6.63|95.97|180.65|18|20.71||0.51|5155.47|661.23|607.35|43.82|
|澜起科技|688008.SH|2023-06-08|648.81|648.81|49.93|64.05|6.51|6.51|94.19|177.29|17.67|20.33||0.52|5059.79|648.96|595.08|42.94|
|澜起科技|688008.SH|2023-06-07|680.62|680.62|52.38|67.19|6.83|6.83|98.81|185.98|18.53|21.33||0.5|5307.86|680.77|626.89|45.23|
|澜起科技|688008.SH|2023-06-06|671.31|671.31|51.66|66.27|6.74|6.74|97.46|183.44|18.28|21.04||0.5|5235.21|671.46|617.57|44.56|
|澜起科技|688008.SH|2023-06-05|684.83|684.83|52.7|67.6|6.87|6.87|99.42|187.13|18.65|21.46||0.49|5340.64|684.97|631.09|45.54|
|澜起科技|688008.SH|2023-06-02|689.49|689.49|53.06|68.06|6.92|6.92|100.09|188.41|18.78|21.6||0.49|5376.97|689.63|635.75|45.87|
|澜起科技|688008.SH|2023-06-01|705.5|705.5|54.3|69.65|7.08|7.08|102.42|192.78|19.21|22.11||0.48|5501.89|705.65|651.77|47.03|
|澜起科技|688008.SH|2023-05-31|724.82|724.82|55.78|71.55|7.27|7.27|105.22|198.06|19.74|22.71||0.47|5652.5|724.96|671.08|48.42|
