vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,工业富联2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|工业富联|601138.SH|2021-02-22|2775.93|405.1|14.92|16.11|2.92|2.92|43.11|-69.12|0.68|0.67|1.43|1.43||3279.77|2584.53|11.19|
|工业富联|601138.SH|2021-02-19|2819.64|411.48|15.15|16.37|2.97|2.96|43.79|-70.21|0.69|0.69|1.41|1.41||3323.49|2628.25|11.37|
|工业富联|601138.SH|2021-02-18|2773.94|404.81|14.91|16.1|2.92|2.92|43.08|-69.07|0.68|0.67|1.43|1.43||3277.79|2582.55|11.18|
|工业富联|601138.SH|2021-02-10|2789.84|407.13|14.99|16.19|2.93|2.93|43.33|-69.47|0.68|0.68|1.42|1.42||3293.68|2598.44|11.25|
|工业富联|601138.SH|2021-02-09|2706.38|394.95|14.55|15.71|2.85|2.85|42.03|-67.39|0.66|0.66|1.47|1.47||3210.23|2514.99|10.88|
|工业富联|601138.SH|2021-02-08|2632.86|384.22|14.15|15.28|2.77|2.77|40.89|-65.56|0.64|0.64|1.51|1.51||3136.7|2441.46|10.57|
|工业富联|601138.SH|2021-02-05|2624.91|383.06|14.11|15.24|2.76|2.76|40.76|-65.36|0.64|0.64|1.51|1.51||3128.76|2433.52|10.53|
|工业富联|601138.SH|2021-02-04|2686.51|392.05|14.44|15.59|2.83|2.82|41.72|-66.89|0.66|0.65|1.48|1.48||3190.35|2495.12|10.8|
|工业富联|601138.SH|2021-02-03|2636.83|384.8|14.17|15.31|2.77|2.77|40.95|-65.66|0.65|0.64|1.51|1.51||3140.68|2445.44|10.58|
|工业富联|601138.SH|2021-02-02|2722.28|397.27|14.63|15.8|2.86|2.86|42.28|-67.78|0.67|0.66|1.46|1.46||3226.12|2530.88|10.95|
|工业富联|601138.SH|2021-02-01|2762.02|403.07|14.84|16.03|2.91|2.9|42.89|-68.77|0.68|0.67|1.44|1.44||3265.86|2570.62|11.12|
|工业富联|601138.SH|2021-01-29|2839.52|414.38|15.26|16.48|2.99|2.99|44.1|-70.7|0.69|0.69|1.4|1.4||3343.36|2648.12|11.46|
|工业富联|601138.SH|2021-01-28|2823.62|412.06|15.18|16.39|2.97|2.97|43.85|-70.31|0.69|0.69|1.41|1.41||3327.46|2632.22|11.39|
|工业富联|601138.SH|2021-01-27|2952.78|430.91|15.87|17.14|3.11|3.1|45.86|-73.52|0.72|0.72|1.35|1.35||3456.62|2761.38|11.95|
|工业富联|601138.SH|2021-01-26|2944.83|429.75|15.83|17.09|3.1|3.1|45.73|-73.33|0.72|0.72|1.35|1.35||3448.67|2753.43|11.92|
|工业富联|601138.SH|2021-01-25|3020.34|440.77|16.23|17.53|3.18|3.18|46.9|-75.21|0.74|0.73|1.32|1.32||3524.18|2828.94|12.24|
|工业富联|601138.SH|2021-01-22|2930.92|427.72|15.75|17.01|3.08|3.08|45.52|-72.98|0.72|0.71|1.36|1.36||3434.76|2739.52|11.86|
|工业富联|601138.SH|2021-01-21|3018.35|440.48|16.22|17.52|3.18|3.17|46.87|-75.16|0.74|0.73|1.32|1.32||3522.19|2826.95|12.23|
|工业富联|601138.SH|2021-01-20|3008.42|439.03|16.17|17.46|3.16|3.16|46.72|-74.91|0.74|0.73|1.32|1.32||3512.26|2817.02|12.19|
|工业富联|601138.SH|2021-01-19|3000.47|437.87|16.13|17.42|3.16|3.16|46.6|-74.71|0.73|0.73|1.32|1.32||3504.31|2809.07|12.16|
|工业富联|601138.SH|2021-01-18|3155.46|459.95|16.96|18.32|3.32|3.32|49|-78.57|0.77|0.77|1.26|1.26||3659.3|2964.06|12.83|
|工业富联|601138.SH|2021-01-15|3030.27|441.7|16.29|17.59|3.19|3.19|47.06|-75.45|0.74|0.74|1.31|1.31||3534.12|2838.88|12.29|
|工业富联|601138.SH|2021-01-14|3113.73|453.86|16.73|18.07|3.28|3.27|48.36|-77.53|0.76|0.76|1.28|1.28||3617.57|2922.33|12.65|
|工业富联|601138.SH|2021-01-13|3016.36|439.67|16.21|17.51|3.17|3.17|46.84|-75.11|0.74|0.73|1.32|1.32||3520.21|2824.97|12.23|
|工业富联|601138.SH|2021-01-12|2895.15|422|15.56|16.81|3.05|3.04|44.96|-72.09|0.71|0.7|1.37|1.37||3399|2703.76|11.7|
|工业富联|601138.SH|2021-01-11|2853.42|415.92|15.34|16.56|3|3|44.31|-71.05|0.7|0.69|1.39|1.39||3357.27|2662.03|11.52|
|工业富联|601138.SH|2021-01-08|2829.58|412.45|15.21|16.43|2.98|2.98|43.94|-70.46|0.69|0.69|1.4|1.4||3333.42|2638.18|11.42|
|工业富联|601138.SH|2021-01-07|2728.24|397.67|14.66|15.84|2.87|2.87|42.37|-67.93|0.67|0.66|1.46|1.46||3232.08|2536.84|10.98|
|工业富联|601138.SH|2021-01-06|2756.06|401.73|14.81|16|2.9|2.9|42.8|-68.63|0.67|0.67|1.44|1.44||3259.9|2564.66|11.1|
|工业富联|601138.SH|2021-01-05|2771.9|403.99|14.9|16.09|2.92|2.92|43.05|-69.02|0.68|0.67|1.43|1.43||3275.74|2580.5|11.17|
|工业富联|601138.SH|2021-01-04|2742.09|399.65|14.74|15.92|2.88|2.88|42.58|-68.28|0.67|0.67|1.45|1.45||3245.94|2550.7|11.04|",2026-07-18T11:26:02.910521+08:00
