vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,工业富联2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|工业富联|601138.SH|2021-10-19|2312.55|353.94|13.27|12.1|2.19|2.19|30.06|11.25|0.54|0.51|1.72|2.15|207.55|2816.15|1942.75|9.2|
|工业富联|601138.SH|2021-10-18|2300.63|352.11|13.2|12.03|2.18|2.18|29.9|11.19|0.53|0.51|1.73|2.16|206.48|2804.23|1930.83|9.14|
|工业富联|601138.SH|2021-10-15|2330.43|356.67|13.37|12.19|2.21|2.2|30.29|11.34|0.54|0.52|1.71|2.13|209.16|2834.03|1960.63|9.29|
|工业富联|601138.SH|2021-10-14|2356.26|360.63|13.52|12.33|2.23|2.23|30.63|11.46|0.55|0.52|1.69|2.11|211.47|2859.86|1986.46|9.41|
|工业富联|601138.SH|2021-10-13|2362.22|361.54|13.55|12.36|2.24|2.23|30.7|11.49|0.55|0.52|1.68|2.1|212.01|2865.82|1992.42|9.44|
|工业富联|601138.SH|2021-10-12|2360.23|361.23|13.54|12.35|2.23|2.23|30.68|11.48|0.55|0.52|1.68|2.1|211.83|2863.83|1990.43|9.43|
|工业富联|601138.SH|2021-10-11|2409.89|368.82|13.83|12.61|2.28|2.28|31.32|11.72|0.56|0.53|1.65|2.06|216.29|2913.48|2040.08|9.66|
|工业富联|601138.SH|2021-10-08|2407.9|368.52|13.81|12.6|2.28|2.28|31.3|11.71|0.56|0.53|1.65|2.06|216.11|2911.5|2038.1|9.65|
|工业富联|601138.SH|2021-09-30|2308.56|353.31|13.24|12.08|2.18|2.18|30.01|11.23|0.53|0.51|1.72|2.15|207.19|2812.16|1938.76|9.18|
|工业富联|601138.SH|2021-09-29|2352.27|360|13.49|12.3|2.23|2.23|30.57|11.44|0.54|0.52|1.69|2.11|211.12|2855.87|1982.47|9.39|
|工业富联|601138.SH|2021-09-28|2344.32|358.79|13.45|12.26|2.22|2.22|30.47|11.4|0.54|0.52|1.7|2.12|210.4|2847.92|1974.52|9.35|
|工业富联|601138.SH|2021-09-27|2358.23|360.92|13.53|12.34|2.23|2.23|30.65|11.47|0.55|0.52|1.69|2.11|211.65|2861.83|1988.43|9.42|
|工业富联|601138.SH|2021-09-24|2356.25|360.4|13.52|12.33|2.23|2.23|30.63|11.46|0.55|0.52|1.69|2.11|211.47|2859.84|1986.44|9.41|
|工业富联|601138.SH|2021-09-23|2399.95|367.09|13.77|12.55|2.27|2.27|31.19|11.67|0.56|0.53|1.66|2.07|215.39|2903.55|2030.15|9.61|
|工业富联|601138.SH|2021-09-22|2322.47|355.24|13.32|12.15|2.2|2.2|30.19|11.3|0.54|0.51|1.71|2.14|208.44|2826.07|1952.67|9.25|
|工业富联|601138.SH|2021-09-17|2334.39|357.06|13.39|12.21|2.21|2.21|30.34|11.36|0.54|0.52|1.7|2.13|209.51|2837.99|1964.59|9.3|
|工业富联|601138.SH|2021-09-16|2334.39|357.06|13.39|12.21|2.21|2.21|30.34|11.36|0.54|0.52|1.7|2.13|209.51|2837.99|1964.59|9.3|
|工业富联|601138.SH|2021-09-15|2344.32|358.58|13.45|12.26|2.22|2.22|30.47|11.4|0.54|0.52|1.7|2.12|210.4|2847.92|1974.52|9.35|
|工业富联|601138.SH|2021-09-14|2372.14|362.84|13.61|12.41|2.24|2.24|30.83|11.54|0.55|0.53|1.68|2.09|212.9|2875.74|2002.34|9.48|
|工业富联|601138.SH|2021-09-13|2417.83|369.82|13.87|12.65|2.29|2.29|31.43|11.76|0.56|0.54|1.64|2.05|217|2921.43|2048.03|9.7|
|工业富联|601138.SH|2021-09-10|2423.79|370.74|13.91|12.68|2.29|2.29|31.5|11.79|0.56|0.54|1.64|2.05|217.53|2927.39|2053.99|9.73|
|工业富联|601138.SH|2021-09-09|2419.82|370.13|13.88|12.66|2.29|2.29|31.45|11.77|0.56|0.54|1.64|2.05|217.18|2923.42|2050.02|9.71|
|工业富联|601138.SH|2021-09-08|2421.81|370.43|13.89|12.67|2.29|2.29|31.48|11.78|0.56|0.54|1.64|2.05|217.36|2925.4|2052.01|9.72|
|工业富联|601138.SH|2021-09-07|2417.83|369.82|13.87|12.65|2.29|2.29|31.43|11.76|0.56|0.54|1.64|2.05|217|2921.43|2048.03|9.7|
|工业富联|601138.SH|2021-09-06|2393.99|366.18|13.73|12.52|2.27|2.27|31.12|11.64|0.55|0.53|1.66|2.07|214.86|2897.59|2024.19|9.59|
|工业富联|601138.SH|2021-09-03|2384.06|364.66|13.68|12.47|2.26|2.26|30.99|11.6|0.55|0.53|1.67|2.08|213.97|2887.66|2014.26|9.54|
|工业富联|601138.SH|2021-09-02|2334.39|357.06|13.39|12.21|2.21|2.21|30.34|11.36|0.54|0.52|1.7|2.13|209.51|2837.99|1964.59|9.3|
|工业富联|601138.SH|2021-09-01|2326.44|355.85|13.35|12.17|2.2|2.2|30.24|11.32|0.54|0.52|1.71|2.13|208.8|2830.04|1956.64|9.27|
|工业富联|601138.SH|2021-08-31|2280.75|348.86|13.08|11.93|2.16|2.16|29.64|11.09|0.53|0.51|1.74|2.18|204.7|2784.35|1910.95|9.05|
|工业富联|601138.SH|2021-08-30|2286.71|349.77|13.12|11.96|2.16|2.16|29.72|11.12|0.53|0.51|1.74|2.17|205.23|2790.31|1916.91|9.08|
|工业富联|601138.SH|2021-08-27|2326.44|355.85|13.35|12.17|2.2|2.2|30.24|11.32|0.54|0.52|1.71|2.13|208.8|2830.04|1956.64|9.27|
|工业富联|601138.SH|2021-08-26|2322.47|355.24|13.32|12.15|2.2|2.2|30.19|11.3|0.54|0.51|1.71|2.14|208.44|2826.07|1952.67|9.25|
|工业富联|601138.SH|2021-08-25|2380.09|364.05|13.65|12.45|2.25|2.25|30.94|11.58|0.55|0.53|1.67|2.09|213.61|2883.68|2010.28|9.52|
|工业富联|601138.SH|2021-08-24|2393.99|366.18|13.73|12.52|2.27|2.27|31.12|11.64|0.55|0.53|1.66|2.07|214.86|2897.59|2024.19|9.59|
|工业富联|601138.SH|2021-08-23|2392.01|365.87|13.72|12.51|2.26|2.26|31.09|11.64|0.55|0.53|1.66|2.08|214.68|2895.6|2022.2|9.58|
|工业富联|601138.SH|2021-08-20|2360.22|361.01|13.54|12.35|2.23|2.23|30.68|11.48|0.55|0.52|1.68|2.1|211.83|2863.82|1990.42|9.43|
|工业富联|601138.SH|2021-08-19|2354.26|360.1|13.51|12.32|2.23|2.23|30.6|11.45|0.55|0.52|1.69|2.11|211.29|2857.86|1984.46|9.4|
|工业富联|601138.SH|2021-08-18|2433.73|372.26|13.96|12.73|2.3|2.3|31.63|11.84|0.56|0.54|1.63|2.04|218.43|2937.32|2063.93|9.77|
|工业富联|601138.SH|2021-08-17|2388.03|365.27|13.7|12.49|2.26|2.26|31.04|11.62|0.55|0.53|1.66|2.08|214.32|2891.63|2018.23|9.56|
|工业富联|601138.SH|2021-08-16|2437.7|372.86|13.98|12.75|2.31|2.31|31.68|11.86|0.56|0.54|1.63|2.04|218.78|2941.3|2067.9|9.79|
|工业富联|601138.SH|2021-08-13|2352.27|359.8|13.49|12.3|2.23|2.23|30.57|11.44|0.54|0.52|1.69|2.11|211.12|2855.87|1982.47|9.39|
|工业富联|601138.SH|2021-08-12|2334.39|357.06|13.39|12.21|2.21|2.21|30.34|11.36|0.54|0.52|1.7|2.13|209.51|2837.99|1964.59|9.3|
|工业富联|601138.SH|2021-08-11|2340.35|357.97|13.43|12.24|2.21|2.21|30.42|11.38|0.54|0.52|1.7|2.12|210.05|2843.95|1970.55|9.33|
|工业富联|601138.SH|2021-08-10|2411.87|368.91|13.84|12.86|2.26|2.36|31.35|15.59|0.56|0.54|1.65|2.06|842.38|2885.46|2006.83|9.5|
|工业富联|601138.SH|2021-08-09|2390.02|365.57|13.71|12.75|2.24|2.34|31.06|15.45|0.55|0.53|1.66|2.08|834.74|2863.6|1984.97|9.4|
|工业富联|601138.SH|2021-08-06|2350.28|359.49|13.48|12.53|2.2|2.3|30.55|15.2|0.54|0.52|1.69|2.11|820.87|2823.87|1945.24|9.21|
|工业富联|601138.SH|2021-08-05|2354.26|360.1|13.51|12.55|2.2|2.31|30.6|15.22|0.55|0.52|1.69|2.11|822.25|2827.84|1949.21|9.23|
|工业富联|601138.SH|2021-08-04|2366.18|361.92|13.57|12.62|2.21|2.32|30.75|15.3|0.55|0.53|1.68|2.1|826.42|2839.76|1961.13|9.29|
|工业富联|601138.SH|2021-08-03|2350.28|359.49|13.48|12.53|2.2|2.3|30.55|15.2|0.54|0.52|1.69|2.11|820.87|2823.87|1945.24|9.21|
|工业富联|601138.SH|2021-08-02|2346.31|358.88|13.46|12.51|2.2|2.3|30.5|15.17|0.54|0.52|1.69|2.12|819.48|2819.9|1941.26|9.19|
|工业富联|601138.SH|2021-07-30|2229.1|340.96|12.79|11.89|2.09|2.18|28.97|14.41|0.52|0.5|1.78|2.23|778.54|2702.68|1824.05|8.64|
|工业富联|601138.SH|2021-07-29|2183.4|333.97|12.53|11.64|2.04|2.14|28.38|14.12|0.51|0.49|1.82|2.27|762.58|2656.98|1778.35|8.42|
|工业富联|601138.SH|2021-07-28|2185.39|334.27|12.54|11.65|2.05|2.14|28.4|14.13|0.51|0.49|1.82|2.27|763.27|2658.97|1780.34|8.43|
|工业富联|601138.SH|2021-07-27|2241.02|342.78|12.86|11.95|2.1|2.2|29.13|14.49|0.52|0.5|1.77|2.22|782.7|2714.6|1835.97|8.69|
|工业富联|601138.SH|2021-07-26|2308.56|353.11|13.24|12.31|2.16|2.16|30.01|14.93|0.53|0.51|1.72||806.29|2782.15|1903.52|9.01|
|工业富联|601138.SH|2021-07-23|2336.38|357.37|13.4|12.46|2.19|2.18|30.37|15.11|0.54|0.52|1.7||816.01|2809.96|1931.33|9.15|
|工业富联|601138.SH|2021-07-22|2326.44|355.85|13.35|12.41|2.18|2.17|30.24|15.04|0.54|0.52|1.71||812.54|2800.03|1921.4|9.1|
|工业富联|601138.SH|2021-07-21|2338.36|357.67|13.42|12.47|2.19|2.19|30.39|15.12|0.54|0.52|1.7||816.7|2811.95|1933.32|9.16|
|工业富联|601138.SH|2021-07-20|2328.43|356.15|13.36|12.42|2.18|2.18|30.26|15.06|0.54|0.52|1.71||813.23|2802.02|1923.38|9.11|
|工业富联|601138.SH|2021-07-19|2296.64|351.29|13.18|12.25|2.15|2.15|29.85|14.85|0.53|0.51|1.73||802.13|2770.23|1891.6|8.96|
|工业富联|601138.SH|2021-07-16|2282.74|349.16|13.1|12.17|2.14|2.13|29.67|14.76|0.53|0.51|1.74||797.27|2756.32|1877.69|8.89|
|工业富联|601138.SH|2021-07-15|2334.39|357.06|13.39|12.45|2.18|2.18|30.34|15.09|0.54|0.52|1.7||815.31|2807.97|1929.34|9.14|
|工业富联|601138.SH|2021-07-14|2312.54|353.72|13.27|12.33|2.16|2.16|30.06|14.95|0.54|0.51|1.72||807.68|2786.12|1907.49|9.03|
|工业富联|601138.SH|2021-07-13|2392|365.87|13.72|12.76|2.24|2.24|31.09|15.47|0.55|0.53|1.66||835.44|2865.59|1986.96|9.41|
|工业富联|601138.SH|2021-07-12|2384.06|364.66|13.68|12.71|2.23|2.23|30.99|15.41|0.55|0.53|1.67||832.66|2857.64|1979.01|9.37|
|工业富联|601138.SH|2021-07-09|2374.12|363.14|13.62|12.66|2.22|2.22|30.86|15.35|0.55|0.53|1.67||829.19|2847.71|1969.08|9.33|
|工业富联|601138.SH|2021-07-08|2390.02|365.57|13.71|12.75|2.24|2.23|31.06|15.45|0.55|0.53|1.66||834.74|2863.6|1984.97|9.4|
|工业富联|601138.SH|2021-07-07|2413.86|369.22|13.85|12.87|2.26|2.26|31.37|15.61|0.56|0.54|1.65||843.07|2887.44|2008.81|9.51|
|工业富联|601138.SH|2021-07-06|2429.75|371.65|13.94|12.96|2.27|2.27|31.58|15.71|0.56|0.54|1.64||848.62|2903.34|2024.71|9.59|
|工业富联|601138.SH|2021-07-05|2422.19|370.43|13.9|12.92|2.27|2.26|31.48|15.66|0.56|0.54|1.64||845.98|2895.77|2017.14|9.55|
|工业富联|601138.SH|2021-07-02|2378.43|363.71|13.64|12.68|2.23|2.22|30.91|15.38|0.55|0.53|1.67||830.7|2852.02|1973.39|9.35|
|工业富联|601138.SH|2021-07-01|2444|373.73|14.02|13.03|2.29|2.28|31.77|15.8|0.57|0.54|1.63||853.6|2917.59|2038.96|9.66|
|工业富联|601138.SH|2021-06-30|2465.86|377.08|14.15|13.15|2.31|2.3|32.05|15.94|0.57|0.55|1.61||861.23|2939.44|2060.81|9.76|
|工业富联|601138.SH|2021-06-29|2465.86|377.08|14.15|13.15|2.31|2.3|32.05|15.94|0.57|0.55|1.61|1.61|861.23|2939.44|2060.81|9.76|
|工业富联|601138.SH|2021-06-28|2499.64|382.24|14.34|13.33|2.34|2.34|32.49|16.16|0.58|0.56|1.59|1.59|873.03|2973.22|2094.59|9.92|
|工业富联|601138.SH|2021-06-25|2505.6|383.15|14.37|13.36|2.35|2.34|32.57|16.2|0.58|0.56|1.59|1.59|875.11|2979.18|2100.55|9.95|
|工业富联|601138.SH|2021-06-24|2517.52|384.98|14.44|13.43|2.36|2.35|32.72|16.28|0.58|0.56|1.58|1.58|879.28|2991.11|2112.48|10|
|工业富联|601138.SH|2021-06-23|2495.67|381.63|14.32|13.31|2.34|2.33|32.44|16.14|0.58|0.55|1.59|1.59|871.64|2969.25|2090.62|9.9|
|工业富联|601138.SH|2021-06-22|2445.99|374.04|14.03|13.04|2.29|2.29|31.79|15.82|0.57|0.54|1.62|1.62|854.29|2919.57|2040.94|9.67|
|工业富联|601138.SH|2021-06-21|2459.9|376.17|14.11|13.12|2.3|2.3|31.97|15.91|0.57|0.55|1.62|1.62|859.15|2933.48|2054.85|9.73|
|工业富联|601138.SH|2021-06-18|2481.76|379.51|14.24|13.23|2.32|2.32|32.26|16.05|0.57|0.55|1.6|1.6|866.78|2955.34|2076.71|9.83|
|工业富联|601138.SH|2021-06-17|2473.81|378.29|14.19|13.19|2.32|2.31|32.15|16|0.57|0.55|1.61|1.61|864.01|2947.39|2068.76|9.8|
|工业富联|601138.SH|2021-06-16|2447.98|374.34|14.04|13.05|2.29|2.29|31.82|15.83|0.57|0.54|1.62|1.62|854.99|2921.56|2042.93|9.67|
|工业富联|601138.SH|2021-06-15|2493.68|381.33|14.31|13.3|2.33|2.33|32.41|16.12|0.58|0.55|1.59|1.59|870.95|2967.26|2088.63|9.89|
|工业富联|601138.SH|2021-06-11|2483.74|379.81|14.25|13.25|2.32|2.32|32.28|16.06|0.58|0.55|1.6|1.6|867.48|2957.33|2078.7|9.84|
|工业富联|601138.SH|2021-06-10|2495.67|381.63|14.32|13.31|2.34|2.33|32.44|16.14|0.58|0.55|1.59|1.59|871.64|2969.25|2090.62|9.9|
|工业富联|601138.SH|2021-06-09|2491.69|381.03|14.29|13.29|2.33|2.33|32.39|16.11|0.58|0.55|1.6|1.6|870.25|2965.28|2086.65|9.88|
|工业富联|601138.SH|2021-06-08|2485.73|380.12|14.26|13.26|2.33|2.32|32.31|16.07|0.58|0.55|1.6|1.6|868.17|2959.31|2080.68|9.85|
|工业富联|601138.SH|2021-06-07|2481.76|365.9|14.24|13.23|2.32|2.32|32.26|16.05|0.57|0.55|1.6|1.6|866.78|2955.34|2076.71|9.83|
|工业富联|601138.SH|2021-06-04|2428.11|357.99|13.93|12.95|2.27|2.27|31.56|15.7|0.56|0.54|1.64|1.64|848.05|2901.69|2023.06|9.58|
|工业富联|601138.SH|2021-06-03|2436.06|359.16|13.98|12.99|2.28|2.28|31.66|15.75|0.56|0.54|1.63|1.63|850.82|2909.64|2031.01|9.62|
|工业富联|601138.SH|2021-06-02|2428.11|357.99|13.93|12.95|2.27|2.27|31.56|15.7|0.56|0.54|1.64|1.64|848.05|2901.69|2023.06|9.58|
|工业富联|601138.SH|2021-06-01|2469.83|364.14|14.17|13.17|2.31|2.31|32.1|15.97|0.57|0.55|1.61|1.61|862.62|2943.42|2064.79|9.78|
|工业富联|601138.SH|2021-05-31|2468.15|363.85|14.16|13.16|2.31|2.31|32.08|15.96|0.57|0.55|1.61|1.61|862.03|2941.73|2063.1|9.77|
|工业富联|601138.SH|2021-05-28|2454.24|361.8|14.08|13.09|2.3|2.29|31.9|15.87|0.57|0.55|1.62|1.62|857.17|2927.82|2049.19|9.7|
|工业富联|601138.SH|2021-05-27|2507.89|369.71|14.39|13.37|2.35|2.34|32.6|16.22|0.58|0.56|1.58|1.58|875.91|2981.48|2102.85|9.96|
|工业富联|601138.SH|2021-05-26|2495.97|364.43|14.32|13.31|2.34|2.34|32.44|16.14|0.58|0.55|1.59|1.59|871.75|2969.55|2090.92|9.9|
|工业富联|601138.SH|2021-05-25|2511.87|366.75|14.41|13.4|2.35|2.35|32.65|16.24|0.58|0.56|1.58|1.58|877.3|2985.45|2106.82|9.98|
|工业富联|601138.SH|2021-05-24|2493.98|364.14|14.31|13.3|2.33|2.33|32.42|16.13|0.58|0.55|1.59|1.59|871.05|2967.57|2088.94|9.89|
|工业富联|601138.SH|2021-05-21|2605.27|380.39|14.95|13.89|2.44|2.44|33.86|16.85|0.6|0.58|1.53|1.53|909.92|3078.85|2200.22|10.42|
|工业富联|601138.SH|2021-05-20|2627.13|383.58|15.07|14.01|2.46|2.46|34.15|16.99|0.61|0.58|1.51|1.51|917.56|3100.71|2222.08|10.52|
|工业富联|601138.SH|2021-05-19|2625.14|383.29|15.06|14|2.46|2.46|34.12|16.97|0.61|0.58|1.51|1.51|916.86|3098.73|2220.09|10.51|
|工业富联|601138.SH|2021-05-18|2652.96|387.35|15.22|14.15|2.48|2.48|34.48|17.15|0.61|0.59|1.5|1.5|926.58|3126.55|2247.92|10.65|
|工业富联|601138.SH|2021-05-17|2643.03|385.9|15.16|14.1|2.47|2.47|34.35|17.09|0.61|0.59|1.5|1.5|923.11|3116.61|2237.98|10.6|
|工业富联|601138.SH|2021-05-14|2678.8|391.12|15.37|14.29|2.51|2.51|34.82|17.32|0.62|0.6|1.48|1.48|935.6|3152.38|2273.75|10.77|
|工业富联|601138.SH|2021-05-13|2658.92|388.22|15.25|14.18|2.49|2.49|34.56|17.19|0.62|0.59|1.49|1.49|928.66|3132.51|2253.88|10.67|
|工业富联|601138.SH|2021-05-12|2686.75|392.29|15.41|14.33|2.51|2.51|34.92|17.37|0.62|0.6|1.48|1.48|938.38|3160.33|2281.7|10.81|
|工业富联|601138.SH|2021-05-11|2680.78|391.41|15.38|14.3|2.51|2.51|34.84|17.33|0.62|0.6|1.48|1.48|936.3|3154.37|2275.74|10.78|
|工业富联|601138.SH|2021-05-10|2686.75|392.29|15.41|14.33|2.51|2.51|34.92|17.37|0.62|0.6|1.48|1.48|938.38|3160.33|2281.7|10.81|
|工业富联|601138.SH|2021-05-07|2672.83|390.25|15.33|14.25|2.5|2.5|34.74|17.28|0.62|0.59|1.49|1.49|933.52|3146.42|2267.79|10.74|
|工业富联|601138.SH|2021-05-06|2716.55|396.64|15.58|14.49|2.54|2.54|35.31|17.56|0.63|0.6|1.46|1.46|948.79|3190.14|2311.51|10.95|
|工业富联|601138.SH|2021-04-30|2734.44|399.25|15.69|14.58|2.56|2.56|35.54|17.68|0.63|0.61|1.45|1.45|955.04|3208.02|2329.39|11.03|
|工业富联|601138.SH|2021-04-29|2921.24|426.52|16.76|16.76|2.82|2.81|37.97|37.97|0.68|0.68|1.36|1.36|-2489.26|3363.47|2582.91|12.23|
|工业富联|601138.SH|2021-04-28|2891.43|422.17|16.59|16.59|2.79|2.79|37.58|37.58|0.67|0.67|1.37|1.37|-2463.86|3333.67|2553.1|12.09|
|工业富联|601138.SH|2021-04-27|2865.6|418.4|16.44|16.44|2.76|2.76|37.25|37.25|0.66|0.66|1.39|1.39|-2441.85|3307.83|2527.27|11.97|
|工业富联|601138.SH|2021-04-26|2851.69|416.37|16.36|16.36|2.75|2.75|37.06|37.06|0.66|0.66|1.39|1.39|-2429.99|3293.92|2513.35|11.9|
|工业富联|601138.SH|2021-04-23|2817.9|411.44|16.17|16.17|2.72|2.72|36.63|36.63|0.65|0.65|1.41|1.41|-2401.21|3260.14|2479.57|11.74|
|工业富联|601138.SH|2021-04-22|2817.9|411.44|16.17|16.17|2.72|2.72|36.63|36.63|0.65|0.65|1.41|1.41|-2401.21|3260.14|2479.57|11.74|
|工业富联|601138.SH|2021-04-21|2865.6|418.4|16.44|16.44|2.76|2.76|37.25|37.25|0.66|0.66|1.39|1.39|-2441.85|3307.83|2527.27|11.97|
|工业富联|601138.SH|2021-04-20|2857.65|417.24|16.39|16.39|2.75|2.75|37.14|37.14|0.66|0.66|1.39|1.39|-2435.07|3299.88|2519.32|11.93|
|工业富联|601138.SH|2021-04-19|2923.23|426.81|16.77|16.77|2.82|2.82|37.99|37.99|0.68|0.68|1.36|1.36|-2490.96|3365.46|2584.9|12.24|
|工业富联|601138.SH|2021-04-16|2861.62|417.82|16.42|16.42|2.76|2.76|37.19|37.19|0.66|0.66|1.39|1.39|-2438.46|3303.86|2523.29|11.95|
|工业富联|601138.SH|2021-04-15|2857.65|417.24|16.39|16.39|2.75|2.75|37.14|37.14|0.66|0.66|1.39|1.39|-2435.07|3299.88|2519.32|11.93|
|工业富联|601138.SH|2021-04-14|2881.49|420.72|16.53|16.53|2.78|2.78|37.45|37.45|0.67|0.67|1.38|1.38|-2455.39|3323.73|2543.16|12.04|
|工业富联|601138.SH|2021-04-13|2879.51|420.43|16.52|16.52|2.78|2.77|37.43|37.43|0.67|0.67|1.38|1.38|-2453.7|3321.74|2541.18|12.03|
|工业富联|601138.SH|2021-04-12|2794.06|407.95|16.03|16.03|2.69|2.69|36.32|36.32|0.65|0.65|1.42|1.42|-2380.89|3236.29|2455.73|11.63|
|工业富联|601138.SH|2021-04-09|2794.06|407.95|16.03|16.03|2.69|2.69|36.32|36.32|0.65|0.65|1.42|1.42|-2380.89|3236.29|2455.73|11.63|
|工业富联|601138.SH|2021-04-08|2853.67|416.66|16.37|16.37|2.75|2.75|37.09|37.09|0.66|0.66|1.39|1.39|-2431.69|3295.91|2515.34|11.91|
|工业富联|601138.SH|2021-04-07|2857.65|417.24|16.39|16.39|2.75|2.75|37.14|37.14|0.66|0.66|1.39|1.39|-2435.07|3299.88|2519.32|11.93|
|工业富联|601138.SH|2021-04-06|2813.93|410.85|16.14|16.14|2.71|2.71|36.57|36.57|0.65|0.65|1.41|1.41|-2397.82|3256.16|2475.6|11.72|
|工业富联|601138.SH|2021-04-02|2811.94|410.56|16.13|16.13|2.71|2.71|36.55|36.55|0.65|0.65|1.41|1.41|-2396.13|3254.18|2473.61|11.71|
|工业富联|601138.SH|2021-04-01|2865.6|418.4|16.44|16.44|2.76|2.76|37.25|37.25|0.66|0.66|1.39|1.39|-2441.85|3307.83|2527.27|11.97|
|工业富联|601138.SH|2021-03-31|2855.66|416.95|16.38|16.38|2.75|2.75|37.12|37.12|0.66|0.66|1.39|1.39|-2433.38|3297.9|2517.33|11.92|
|工业富联|601138.SH|2021-03-30|2853.67|416.66|16.37|16.37|2.75|2.75|37.09|37.09|0.66|0.66|1.39|1.39|-2431.69|3295.91|2515.34|11.91|
|工业富联|601138.SH|2021-03-29|2712.34|395.82|14.58|15.74|2.85|2.85|42.12|-67.54|0.66|0.66|1.47|1.47||3216.19|2520.95|10.91|
|工业富联|601138.SH|2021-03-26|2789.84|407.13|14.99|16.19|2.93|2.93|43.33|-69.47|0.68|0.68|1.42|1.42||3293.68|2598.44|11.25|
|工业富联|601138.SH|2021-03-25|2746.12|400.75|14.76|15.94|2.89|2.89|42.65|-68.38|0.67|0.67|1.45|1.45||3249.97|2554.73|11.06|
|工业富联|601138.SH|2021-03-24|2754.07|401.91|14.8|15.99|2.9|2.9|42.77|-68.58|0.67|0.67|1.44|1.44||3257.92|2562.68|11.09|
|工业富联|601138.SH|2021-03-23|2712.34|395.82|14.58|15.74|2.85|2.85|42.12|-67.54|0.66|0.66|1.47|1.47||3216.19|2520.95|10.91|
|工业富联|601138.SH|2021-03-22|2692.47|392.92|14.47|15.63|2.83|2.83|41.81|-67.04|0.66|0.65|1.48|1.48||3196.32|2501.08|10.82|
|工业富联|601138.SH|2021-03-19|2682.54|391.47|14.42|15.57|2.82|2.82|41.66|-66.79|0.66|0.65|1.48|1.48||3186.38|2491.14|10.78|
|工业富联|601138.SH|2021-03-18|2686.51|392.05|14.44|15.59|2.83|2.82|41.72|-66.89|0.66|0.65|1.48|1.48||3190.35|2495.12|10.8|
|工业富联|601138.SH|2021-03-17|2692.47|392.92|14.47|15.63|2.83|2.83|41.81|-67.04|0.66|0.65|1.48|1.48||3196.32|2501.08|10.82|
|工业富联|601138.SH|2021-03-16|2676.58|390.6|14.39|15.54|2.82|2.81|41.57|-66.65|0.65|0.65|1.48|1.48||3180.42|2485.18|10.76|
|工业富联|601138.SH|2021-03-15|2646.77|386.25|14.23|15.36|2.78|2.78|41.1|-65.9|0.65|0.64|1.5|1.5||3150.61|2455.37|10.63|
|工业富联|601138.SH|2021-03-12|2688.5|392.34|14.45|15.61|2.83|2.83|41.75|-66.94|0.66|0.65|1.48|1.48||3192.34|2497.1|10.81|
|工业富联|601138.SH|2021-03-11|2716.32|396.4|14.6|15.77|2.86|2.86|42.18|-67.64|0.66|0.66|1.46|1.46||3220.16|2524.92|10.93|
|工业富联|601138.SH|2021-03-10|2728.24|398.14|14.66|15.84|2.87|2.87|42.37|-67.93|0.67|0.66|1.46|1.46||3232.08|2536.84|10.98|
|工业富联|601138.SH|2021-03-09|2762.02|403.07|14.84|16.03|2.91|2.9|42.89|-68.77|0.68|0.67|1.44|1.44||3265.86|2570.62|11.12|
|工业富联|601138.SH|2021-03-08|2722.28|397.27|14.63|15.8|2.86|2.86|42.28|-67.78|0.67|0.66|1.46|1.46||3226.12|2530.88|10.95|
|工业富联|601138.SH|2021-03-05|2732.21|398.72|14.68|15.86|2.87|2.87|42.43|-68.03|0.67|0.66|1.45|1.45||3236.06|2540.82|11|
|工业富联|601138.SH|2021-03-04|2708.37|395.24|14.56|15.72|2.85|2.85|42.06|-67.44|0.66|0.66|1.47|1.47||3212.21|2516.97|10.89|
|工业富联|601138.SH|2021-03-03|2762.02|403.07|14.84|16.03|2.91|2.9|42.89|-68.77|0.68|0.67|1.44|1.44||3265.86|2570.62|11.12|
|工业富联|601138.SH|2021-03-02|2698.43|393.79|14.5|15.66|2.84|2.84|41.91|-67.19|0.66|0.66|1.47|1.47||3202.28|2507.04|10.85|
|工业富联|601138.SH|2021-03-01|2752.08|401.62|14.79|15.98|2.9|2.89|42.74|-68.53|0.67|0.67|1.44|1.44||3255.93|2560.69|11.08|
|工业富联|601138.SH|2021-02-26|2744.14|400.46|14.75|15.93|2.89|2.89|42.62|-68.33|0.67|0.67|1.45|1.45||3247.98|2552.74|11.05|
|工业富联|601138.SH|2021-02-25|2765.99|403.65|14.87|16.06|2.91|2.91|42.95|-68.87|0.68|0.67|1.44|1.44||3269.84|2574.6|11.14|
|工业富联|601138.SH|2021-02-24|2791.83|407.42|15|16.21|2.94|2.94|43.36|-69.52|0.68|0.68|1.42|1.42||3295.67|2600.43|11.25|
|工业富联|601138.SH|2021-02-23|2740.16|399.88|14.73|15.91|2.88|2.88|42.55|-68.23|0.67|0.67|1.45|1.45||3244.01|2548.77|11.03|
