vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,新易盛2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|新易盛|300502.SZ|2025-07-15|1560.93|1390.4|55|38.2|15.72|16.18|243.54|231.34|18.05|13.47|0.07|0.2|61.18|1561.24|1543.71|45.77|
|新易盛|300502.SZ|2025-07-14|1300.77|1158.66|45.84|31.84|13.1|13.48|202.95|192.79|15.04|11.23|0.08|0.25|50.99|1301.09|1283.56|38.06|
|新易盛|300502.SZ|2025-07-11|1303.36|1160.96|45.93|31.9|13.13|13.51|203.35|193.17|15.07|11.25|0.08|0.24|51.09|1303.67|1286.14|38.14|
|新易盛|300502.SZ|2025-07-10|1322.14|1177.69|46.59|32.36|13.32|13.7|206.28|195.95|15.29|11.41|0.08|0.24|51.82|1322.45|1304.92|38.69|
|新易盛|300502.SZ|2025-07-09|1346.98|1199.82|47.47|32.97|13.57|13.96|210.16|199.64|15.58|11.63|0.08|0.24|52.8|1347.3|1329.77|39.43|
|新易盛|300502.SZ|2025-07-08|1341.32|1194.78|47.27|32.83|13.51|13.9|209.28|198.8|15.51|11.58|0.08|0.24|52.58|1341.63|1324.1|39.26|
|新易盛|300502.SZ|2025-07-07|1256.95|1119.63|44.29|30.76|12.66|13.03|196.11|186.29|14.54|10.85|0.09|0.25|49.27|1257.27|1239.73|36.76|
|新易盛|300502.SZ|2025-07-04|1275.43|1136.09|44.94|31.22|12.85|13.22|199|189.03|14.75|11.01|0.09|0.25|49.99|1275.75|1258.22|37.31|
|新易盛|300502.SZ|2025-07-03|1286.65|1145.89|45.34|31.49|12.96|13.36|200.75|190.69|14.88|11.11|0.09|0.25|50.43|1286.97|1269.44|37.64|
|新易盛|300502.SZ|2025-07-02|1240.21|1104.53|43.7|30.35|12.49|12.88|193.5|183.81|14.34|10.7|0.09|0.26|48.61|1240.53|1223|36.27|
|新易盛|300502.SZ|2025-07-01|1262.24|1124.15|44.48|30.89|12.71|13.11|196.94|187.08|14.6|10.89|0.09|0.25|49.48|1262.56|1245.03|36.92|
|新易盛|300502.SZ|2025-06-30|1260.46|1122.57|44.42|30.85|12.7|13.09|196.66|186.81|14.58|10.88|0.09|0.25|49.41|1260.77|1243.24|36.87|
|新易盛|300502.SZ|2025-06-27|1222.35|1088.63|43.07|29.92|12.31|12.7|190.72|181.16|14.14|10.55|0.09|0.26|47.91|1222.67|1205.14|35.74|
|新易盛|300502.SZ|2025-06-26|1159.04|1032.25|40.84|28.37|11.67|12.04|180.84|171.78|13.4|10|0.09|0.28|45.43|1159.36|1141.83|33.86|
|新易盛|300502.SZ|2025-06-25|1095.53|975.68|38.6|26.81|11.03|11.38|170.93|162.37|12.67|9.46|0.1|0.29|42.94|1095.85|1078.32|31.97|
|新易盛|300502.SZ|2025-06-24|1058.91|943.07|37.31|25.92|10.67|11|165.22|156.94|12.25|9.14|0.1|0.3|41.51|1059.23|1041.7|30.89|
|新易盛|300502.SZ|2025-06-23|1064.57|948.11|37.51|26.06|10.72|11.06|166.1|157.78|12.31|9.19|0.1|0.3|41.73|1064.89|1047.36|31.06|
|新易盛|300502.SZ|2025-06-20|1091.66|972.24|38.47|26.72|11|11.34|170.32|161.79|12.62|9.42|0.1|0.29|42.79|1091.98|1074.45|31.86|
|新易盛|300502.SZ|2025-06-19|1121.33|998.66|39.51|27.44|11.29|11.65|174.95|166.19|12.97|9.68|0.1|0.28|43.95|1121.65|1104.12|32.74|
|新易盛|300502.SZ|2025-06-18|1113.59|991.77|39.24|27.26|11.22|11.57|173.75|165.04|12.88|9.61|0.1|0.29|43.65|1113.91|1096.38|32.51|
|新易盛|300502.SZ|2025-06-17|1062.98|946.7|37.46|26.02|10.71|11.04|165.85|157.54|12.29|9.17|0.1|0.3|41.67|1063.3|1045.77|31.01|
|新易盛|300502.SZ|2025-06-16|1058.82|942.98|37.31|25.91|10.66|11|165.2|156.93|12.25|9.14|0.1|0.3|41.5|1059.13|1041.6|30.89|
|新易盛|300502.SZ|2025-06-13|992.83|884.21|34.99|24.3|10|10.31|154.9|147.15|11.48|8.57|0.11|0.32|38.92|993.14|975.61|28.93|
|新易盛|300502.SZ|2025-06-12|1000.37|889.41|35.25|24.48|10.08|10.41|156.08|148.26|11.57|8.63|0.11|0.32|39.21|1000.68|983.15|29.15|
|新易盛|300502.SZ|2025-06-11|976.06|867.8|34.39|23.89|9.83|10.16|152.29|144.66|11.29|8.42|0.11|0.33|38.26|976.37|958.84|28.43|
|新易盛|300502.SZ|2025-06-10|988.36|878.74|34.83|24.19|9.96|10.29|154.21|146.48|11.43|8.53|0.11|0.32|38.74|988.68|971.14|28.8|
|新易盛|300502.SZ|2025-06-09|1000.96|889.94|35.27|24.5|10.08|10.42|156.17|148.35|11.58|8.64|0.11|0.32|39.24|1001.28|983.75|29.17|
|新易盛|300502.SZ|2025-06-06|989.65|879.89|34.87|24.22|9.97|10.3|154.41|146.68|11.45|8.54|0.11|0.32|38.79|989.97|972.43|28.84|
|新易盛|300502.SZ|2025-06-05|961.57|854.92|33.88|23.53|9.69|10.01|150.03|142.51|11.12|8.3|0.11|0.33|37.69|961.88|944.35|28|
|新易盛|300502.SZ|2025-06-04|918.4|816.54|32.36|22.48|9.25|9.56|143.29|136.12|10.62|7.93|0.12|0.35|36|918.72|901.19|26.72|
|新易盛|300502.SZ|2025-06-03|856.98|761.93|30.2|20.97|8.63|8.92|133.71|127.01|9.91|7.4|0.13|0.37|33.59|857.29|839.76|24.9|
|新易盛|300502.SZ|2025-05-30|875.93|778.78|30.87|21.44|8.82|9.12|136.67|129.82|10.13|7.56|0.13|0.36|34.33|876.24|858.71|25.46|
|新易盛|300502.SZ|2025-05-29|864.91|768.98|30.48|21.17|8.71|9|134.95|128.19|10|7.46|0.13|0.37|33.9|865.23|847.7|25.14|
|新易盛|300502.SZ|2025-05-28|839.71|746.57|29.59|20.55|8.46|8.74|131.01|124.45|9.71|7.25|0.13|0.38|32.91|840.02|822.49|24.39|
|新易盛|300502.SZ|2025-05-27|794.78|706.63|28.01|19.45|8.01|8.01|124|117.79|9.19|6.86|0.14|0.14|31.15|795.1|777.57|23.06|
|新易盛|300502.SZ|2025-05-26|820.51|729.51|28.91|20.08|8.26|8.26|128.02|121.61|9.49|7.08|0.13|0.13|32.16|820.83|803.3|23.82|
|新易盛|300502.SZ|2025-05-23|821.72|730.58|28.96|20.11|8.28|8.28|128.21|121.79|9.5|7.09|0.13|0.13|32.21|822.04|804.5|23.86|
|新易盛|300502.SZ|2025-05-22|834.41|741.86|29.4|20.42|8.4|8.4|130.19|123.67|9.65|7.2|0.13|0.13|32.71|834.72|817.19|24.23|
|新易盛|300502.SZ|2025-05-21|827.6|735.81|29.16|20.26|8.34|8.34|129.13|122.66|9.57|7.14|0.13|0.13|32.44|827.92|810.39|24.03|
|新易盛|300502.SZ|2025-05-20|825.97|734.36|29.11|20.22|8.32|8.32|128.87|122.42|9.55|7.13|0.13|0.13|32.38|826.29|808.76|23.98|
|新易盛|300502.SZ|2025-05-19|822.07|730.9|28.97|20.12|8.28|8.28|128.26|121.84|9.51|7.1|0.13|0.13|32.22|822.39|804.86|23.87|
|新易盛|300502.SZ|2025-05-16|840.64|747.41|29.62|20.57|8.47|8.47|131.16|124.59|9.72|7.26|0.13|0.13|32.95|840.96|823.43|24.42|
|新易盛|300502.SZ|2025-05-15|821.44|730.33|28.95|20.1|8.27|8.27|128.16|121.74|9.5|7.09|0.13|0.13|32.2|821.75|804.22|23.85|
|新易盛|300502.SZ|2025-05-14|842.42|748.99|29.69|20.62|8.48|8.48|131.44|124.85|9.74|7.27|0.13|0.13|33.02|842.73|825.2|24.47|
|新易盛|300502.SZ|2025-05-13|821.37|730.27|28.94|20.1|8.27|8.27|128.15|121.73|9.5|7.09|0.13|0.13|32.2|821.68|804.15|23.85|
|新易盛|300502.SZ|2025-05-12|799.82|711.11|28.18|19.58|8.06|8.06|124.79|118.54|9.25|6.9|0.14|0.14|31.35|800.13|782.6|23.21|
|新易盛|300502.SZ|2025-05-09|774.09|688.24|27.28|18.95|7.8|7.8|120.78|114.73|8.95|6.68|0.14|0.14|30.34|774.4|756.87|22.44|
|新易盛|300502.SZ|2025-05-08|765.16|680.3|26.96|18.73|7.71|7.71|119.38|113.4|8.85|6.6|0.14|0.14|29.99|765.47|747.94|22.18|
|新易盛|300502.SZ|2025-05-07|667.7|593.64|23.53|16.34|6.73|6.73|104.18|98.96|7.72|5.76|0.16|0.16|26.17|668.01|650.48|19.29|
|新易盛|300502.SZ|2025-05-06|663.66|590.05|23.39|16.24|6.68|6.68|103.55|98.36|7.68|5.73|0.17|0.17|26.01|663.97|646.44|19.17|
|新易盛|300502.SZ|2025-04-30|636.44|565.85|22.43|15.58|6.41|6.41|99.3|94.33|7.36|5.49|0.17|0.17|24.95|636.75|619.22|18.36|
|新易盛|300502.SZ|2025-04-29|640.41|569.38|22.57|15.67|6.45|6.45|99.92|94.91|7.41|5.53|0.17|0.17|25.1|640.72|623.19|18.48|
|新易盛|300502.SZ|2025-04-28|646.5|574.8|22.78|15.82|6.51|6.51|100.87|95.82|7.48|5.58|0.17|0.17|25.34|646.82|629.29|18.66|
|新易盛|300502.SZ|2025-04-25|674.5|599.69|23.77|16.51|6.79|6.79|105.24|99.97|7.8|5.82|0.16|0.16|26.44|674.82|657.29|19.49|
|新易盛|300502.SZ|2025-04-24|640.41|569.38|22.57|15.67|6.45|6.45|99.92|94.91|7.41|5.53|0.17|0.17|25.1|640.72|623.19|18.48|
|新易盛|300502.SZ|2025-04-23|647.35|575.56|22.81|15.84|6.52|6.52|101|95.94|7.49|5.59|0.17|0.17|25.37|647.67|630.14|18.69|
|新易盛|300502.SZ|2025-04-22|575.55|511.72|83.61|30.21|8.12|8.12|46.19|88.08|18.58|9.37|0.19|0.19|99.43|575.86|556.84|65.77|
|新易盛|300502.SZ|2025-04-21|577.11|513.11|83.84|30.3|8.15|8.15|46.32|88.31|18.63|9.4|0.19|0.19|99.7|577.42|558.4|65.95|
|新易盛|300502.SZ|2025-04-18|551.88|490.67|80.17|28.97|7.79|7.79|44.29|84.45|17.82|8.99|0.2|0.2|95.34|552.19|533.16|62.97|
|新易盛|300502.SZ|2025-04-17|533.87|474.66|77.56|28.03|7.54|7.54|42.85|81.7|17.23|8.69|0.21|0.21|92.23|534.18|515.16|60.84|
|新易盛|300502.SZ|2025-04-16|532.17|473.15|77.31|27.94|7.51|7.51|42.71|81.44|17.18|8.67|0.21|0.21|91.94|532.48|513.46|60.64|
|新易盛|300502.SZ|2025-04-15|556.84|495.08|80.89|29.23|7.86|7.86|44.69|85.21|17.98|9.07|0.2|0.2|96.2|557.15|538.13|63.56|
|新易盛|300502.SZ|2025-04-14|559.39|497.35|81.26|29.37|7.9|7.9|44.9|85.6|18.06|9.11|0.2|0.2|96.64|559.7|540.68|63.86|
|新易盛|300502.SZ|2025-04-11|551.03|489.91|80.05|28.93|7.78|7.78|44.22|84.32|17.79|8.97|0.2|0.2|95.2|551.34|532.31|62.87|
|新易盛|300502.SZ|2025-04-10|544.15|483.8|79.05|28.57|7.68|7.68|43.67|83.27|17.57|8.86|0.2|0.2|94.01|544.46|525.44|62.06|
|新易盛|300502.SZ|2025-04-09|499.07|443.72|72.5|26.2|7.05|7.05|40.05|76.37|16.11|8.13|0.22|0.22|86.22|499.38|480.36|56.73|
|新易盛|300502.SZ|2025-04-08|498.79|443.47|72.46|26.18|7.04|7.04|40.03|76.33|16.1|8.12|0.22|0.22|86.17|499.1|480.07|56.7|
|新易盛|300502.SZ|2025-04-07|526.08|467.73|76.42|27.62|7.43|7.43|42.22|80.51|16.98|8.57|0.21|0.21|90.89|526.39|507.36|59.92|
|新易盛|300502.SZ|2025-04-03|657.63|584.7|95.54|34.52|9.28|9.28|52.78|100.64|21.23|10.71|0.17|0.17|113.61|657.94|638.92|75.46|
|新易盛|300502.SZ|2025-04-02|705.48|627.23|102.49|37.04|9.96|9.96|56.62|107.96|22.77|11.49|0.16|0.16|121.88|705.78|686.76|81.11|
|新易盛|300502.SZ|2025-04-01|688.82|612.42|100.07|36.16|9.72|9.72|55.28|105.41|22.24|11.22|0.16|0.16|119|689.13|670.11|79.14|
|新易盛|300502.SZ|2025-03-31|695.48|618.35|101.03|36.51|9.82|9.82|55.82|106.43|22.45|11.33|0.16|0.16|120.15|695.79|676.77|79.93|
|新易盛|300502.SZ|2025-03-28|674.57|599.76|98|35.41|9.52|9.52|54.14|103.23|21.78|10.98|0.16|0.16|116.54|674.88|655.86|77.46|
|新易盛|300502.SZ|2025-03-27|674.71|599.88|98.02|35.42|9.52|9.52|54.15|103.25|21.78|10.99|0.16|0.16|116.57|675.02|656|77.48|
|新易盛|300502.SZ|2025-03-26|693.14|616.27|100.69|36.39|9.79|9.79|55.63|106.07|22.38|11.29|0.16|0.16|119.75|693.45|674.43|79.65|
|新易盛|300502.SZ|2025-03-25|700.94|623.2|101.83|36.8|9.9|9.9|56.26|107.26|22.63|11.41|0.16|0.16|121.1|701.25|682.23|80.57|
|新易盛|300502.SZ|2025-03-24|704.55|626.41|102.35|36.99|9.95|9.95|56.55|107.82|22.75|11.47|0.16|0.16|121.72|704.86|685.84|81|
|新易盛|300502.SZ|2025-03-21|673.86|599.13|97.89|35.38|9.51|9.51|54.08|103.12|21.75|10.97|0.16|0.16|116.42|674.17|655.15|77.38|
|新易盛|300502.SZ|2025-03-20|697.75|620.36|101.36|36.63|9.85|9.85|56|106.78|22.53|11.36|0.16|0.16|120.55|698.06|679.04|80.2|
|新易盛|300502.SZ|2025-03-19|695.55|618.41|101.04|36.51|9.82|9.82|55.82|106.44|22.45|11.33|0.16|0.16|120.17|695.86|676.84|79.94|
|新易盛|300502.SZ|2025-03-18|735.03|653.51|106.78|38.59|10.38|10.38|58.99|112.48|23.73|11.97|0.15|0.15|126.99|735.34|716.32|84.6|
|新易盛|300502.SZ|2025-03-17|678.04|602.84|98.5|35.6|9.57|9.57|54.42|103.76|21.89|11.04|0.16|0.16|117.14|678.35|659.33|77.87|
|新易盛|300502.SZ|2025-03-14|665.07|591.31|96.62|34.91|9.39|9.39|53.38|101.78|21.47|10.83|0.17|0.17|114.9|665.38|646.36|76.34|
|新易盛|300502.SZ|2025-03-13|655.86|583.12|95.28|34.43|9.26|9.26|52.64|100.37|21.17|10.68|0.17|0.17|113.31|656.17|637.15|75.25|
|新易盛|300502.SZ|2025-03-12|665.29|591.5|96.65|34.93|9.39|9.39|53.39|101.81|21.48|10.83|0.17|0.17|114.94|665.6|646.57|76.36|
|新易盛|300502.SZ|2025-03-11|668.4|594.27|97.1|35.09|9.44|9.44|53.64|102.29|21.58|10.88|0.16|0.16|115.48|668.71|649.69|76.73|
|新易盛|300502.SZ|2025-03-10|669.11|594.9|97.2|35.13|9.45|9.45|53.7|102.39|21.6|10.9|0.16|0.16|115.6|669.42|650.4|76.82|
|新易盛|300502.SZ|2025-03-07|658.27|585.26|95.63|34.56|9.29|9.29|52.83|100.73|21.25|10.72|0.17|0.17|113.73|658.58|639.56|75.53|
|新易盛|300502.SZ|2025-03-06|675.78|600.83|98.17|35.48|9.54|9.54|54.24|103.41|21.82|11|0.16|0.16|116.75|676.09|657.06|77.6|
|新易盛|300502.SZ|2025-03-05|668.33|594.21|97.09|35.09|9.43|9.43|53.64|102.27|21.58|10.88|0.16|0.16|115.46|668.64|649.62|76.72|
|新易盛|300502.SZ|2025-03-04|660.25|587.03|95.92|34.66|9.32|9.32|52.99|101.04|21.32|10.75|0.17|0.17|114.07|660.56|641.54|75.77|
|新易盛|300502.SZ|2025-03-03|650.68|578.52|94.53|34.16|9.19|9.19|52.22|99.57|21.01|10.6|0.17|0.17|112.41|650.99|631.97|74.64|
|新易盛|300502.SZ|2025-02-28|680.74|605.24|98.89|35.74|9.61|9.61|54.63|104.17|21.98|11.09|0.16|0.16|117.61|681.05|662.03|78.19|
|新易盛|300502.SZ|2025-02-27|753.96|670.34|109.53|39.58|10.64|10.64|60.51|115.38|24.34|12.28|0.15|0.15|130.26|754.27|735.25|86.84|
|新易盛|300502.SZ|2025-02-26|800.95|712.12|116.36|42.05|11.31|11.31|64.28|122.57|25.86|13.04|0.14|0.14|138.38|801.26|782.24|92.39|
|新易盛|300502.SZ|2025-02-25|784.65|697.63|113.99|41.19|11.08|11.08|62.97|120.07|25.33|12.78|0.14|0.14|135.56|784.96|765.94|90.46|
|新易盛|300502.SZ|2025-02-24|804.5|715.27|116.87|42.23|11.36|11.36|64.57|123.11|25.97|13.1|0.14|0.14|138.99|804.8|785.78|92.8|
|新易盛|300502.SZ|2025-02-21|857.94|762.79|124.64|45.04|12.11|12.11|68.86|131.29|27.7|13.97|0.13|0.13|148.22|858.25|839.23|99.12|
|新易盛|300502.SZ|2025-02-20|844.9|751.19|122.74|44.35|11.93|11.93|67.81|129.29|27.28|13.76|0.13|0.13|145.97|845.21|826.19|97.58|
|新易盛|300502.SZ|2025-02-19|860.35|764.93|124.99|45.17|12.15|12.15|69.05|131.66|27.77|14.01|0.13|0.13|148.64|860.66|841.64|99.4|
|新易盛|300502.SZ|2025-02-18|877.5|780.18|127.48|46.07|12.39|12.39|70.43|134.28|28.33|14.29|0.13|0.13|151.6|877.81|858.79|101.43|
|新易盛|300502.SZ|2025-02-17|873.96|777.03|126.96|45.88|12.34|12.34|70.14|133.74|28.21|14.23|0.13|0.13|150.99|874.27|855.25|101.01|
|新易盛|300502.SZ|2025-02-14|772.67|686.98|112.25|40.56|10.91|10.91|62.01|118.24|24.94|12.58|0.14|0.14|133.49|772.98|753.96|89.05|
|新易盛|300502.SZ|2025-02-13|783.3|696.43|113.79|41.12|11.06|11.06|62.87|119.87|25.29|12.76|0.14|0.14|135.33|783.61|764.59|90.3|
|新易盛|300502.SZ|2025-02-12|811.58|721.57|117.9|42.61|11.46|11.46|65.14|124.2|26.2|13.22|0.14|0.14|140.21|811.89|792.87|93.64|
|新易盛|300502.SZ|2025-02-11|819.03|728.19|118.98|43|11.56|11.56|65.73|125.34|26.44|13.34|0.13|0.13|141.5|819.34|800.31|94.52|
|新易盛|300502.SZ|2025-02-10|812.01|721.95|117.96|42.63|11.46|11.46|65.17|124.26|26.21|13.22|0.14|0.14|140.29|812.32|793.3|93.69|
|新易盛|300502.SZ|2025-02-07|803.72|714.58|116.76|42.19|11.35|11.35|64.5|122.99|25.95|13.09|0.14|0.14|138.85|804.03|785|92.71|
|新易盛|300502.SZ|2025-02-06|755.94|672.1|109.82|39.68|10.67|10.67|60.67|115.68|24.4|12.31|0.15|0.15|130.6|756.25|737.23|87.07|
|新易盛|300502.SZ|2025-02-05|726.6|646.01|105.55|38.14|10.26|10.26|58.32|111.19|23.46|11.83|0.15|0.15|125.53|726.91|707.89|83.6|
|新易盛|300502.SZ|2025-01-27|891.47|792.6|129.51|46.8|12.58|12.58|71.55|136.42|28.78|14.52|0.12|0.12|154.01|891.78|872.75|103.08|
|新易盛|300502.SZ|2025-01-24|953.27|847.55|138.48|50.04|13.46|13.46|76.51|145.88|30.77|15.52|0.12|0.12|164.69|953.58|934.56|110.38|
|新易盛|300502.SZ|2025-01-23|968.94|861.48|140.76|50.87|13.68|13.68|77.76|148.28|31.28|15.78|0.11|0.11|167.4|969.25|950.23|112.23|
|新易盛|300502.SZ|2025-01-22|1002.96|891.73|145.7|52.65|14.16|14.16|80.5|153.48|32.38|16.33|0.11|0.11|173.28|1003.27|984.25|116.24|
|新易盛|300502.SZ|2025-01-21|944.13|839.42|137.16|49.56|13.33|13.33|75.77|144.48|30.48|15.37|0.12|0.12|163.11|944.44|925.42|109.3|
|新易盛|300502.SZ|2025-01-20|904.79|804.44|131.44|47.5|12.77|12.77|72.62|138.46|29.21|14.73|0.12|0.12|156.32|905.1|886.08|104.65|
|新易盛|300502.SZ|2025-01-17|846.53|752.64|122.98|44.44|11.95|11.95|67.94|129.54|27.33|13.78|0.13|0.13|146.25|846.84|827.82|97.77|
|新易盛|300502.SZ|2025-01-16|841.21|747.92|122.2|44.16|11.88|11.88|67.51|128.73|27.16|13.7|0.13|0.13|145.33|841.52|822.5|97.14|
|新易盛|300502.SZ|2025-01-15|791.74|703.93|115.02|41.56|11.18|11.18|63.54|121.16|25.56|12.89|0.14|0.14|136.78|792.05|773.02|91.3|
|新易盛|300502.SZ|2025-01-14|805.84|716.47|117.07|42.3|11.38|11.38|64.68|123.32|26.02|13.12|0.14|0.14|139.22|806.15|787.13|92.96|
|新易盛|300502.SZ|2025-01-13|781.74|695.04|113.57|41.04|11.04|11.04|62.74|119.63|25.24|12.73|0.14|0.14|135.06|782.05|763.03|90.12|
|新易盛|300502.SZ|2025-01-10|767.35|682.25|111.48|40.28|10.83|10.83|61.59|117.43|24.77|12.5|0.14|0.14|132.57|767.66|748.64|88.42|
|新易盛|300502.SZ|2025-01-09|813.28|723.09|118.15|42.7|11.48|11.48|65.27|124.46|26.26|13.24|0.14|0.14|140.51|813.59|794.57|93.84|
|新易盛|300502.SZ|2025-01-08|829.45|737.45|120.5|43.54|11.71|11.71|66.57|126.93|26.78|13.51|0.13|0.13|143.3|829.75|810.73|95.75|
|新易盛|300502.SZ|2025-01-07|850.57|756.23|123.56|44.65|12.01|12.01|68.26|130.16|27.46|13.85|0.13|0.13|146.95|850.88|831.86|98.25|
|新易盛|300502.SZ|2025-01-06|829.45|737.45|120.5|43.54|11.71|11.71|66.57|126.93|26.78|13.51|0.13|0.13|143.3|829.75|810.73|95.75|
|新易盛|300502.SZ|2025-01-03|822.22|731.03|119.45|43.16|11.61|11.61|65.99|125.82|26.54|13.39|0.13|0.13|142.05|822.52|803.5|94.9|
|新易盛|300502.SZ|2025-01-02|804.28|715.08|116.84|42.22|11.35|11.35|64.55|123.08|25.96|13.1|0.14|0.14|138.95|804.59|785.57|92.78|
|新易盛|300502.SZ|2024-12-31|819.24|728.38|119.01|43.01|11.57|11.57|65.75|125.37|26.45|13.34|0.08|0.13|141.53|819.55|800.53|94.55|
|新易盛|300502.SZ|2024-12-30|853.69|759.01|124.02|44.82|12.05|12.05|68.52|130.64|27.56|13.9|0.07|0.13|147.49|854|834.97|98.61|
|新易盛|300502.SZ|2024-12-27|917.34|815.6|133.26|48.16|12.95|12.95|73.62|140.38|29.61|14.94|0.07|0.12|158.48|917.65|898.63|106.13|
|新易盛|300502.SZ|2024-12-26|913.86|812.51|132.76|47.98|12.9|12.9|73.34|139.85|29.5|14.88|0.07|0.12|157.88|914.17|895.15|105.72|
|新易盛|300502.SZ|2024-12-25|864.74|768.84|125.62|45.4|12.21|12.21|69.4|132.33|27.92|14.08|0.07|0.13|149.4|865.05|846.03|99.92|
|新易盛|300502.SZ|2024-12-24|864.74|768.84|125.62|45.4|12.21|12.21|69.4|132.33|27.92|14.08|0.07|0.13|149.4|865.05|846.03|99.92|
|新易盛|300502.SZ|2024-12-23|883.53|785.54|128.35|46.38|12.47|12.47|70.91|135.21|28.52|14.39|0.07|0.12|152.64|883.84|864.82|102.14|
|新易盛|300502.SZ|2024-12-20|911.88|810.75|132.47|47.87|12.87|12.87|73.19|139.54|29.44|14.85|0.07|0.12|157.54|912.19|893.17|105.49|
|新易盛|300502.SZ|2024-12-19|905.5|805.07|131.54|47.54|12.78|12.78|72.67|138.57|29.23|14.75|0.07|0.12|156.44|905.81|886.79|104.73|
|新易盛|300502.SZ|2024-12-18|911.03|809.99|132.35|47.83|12.86|12.86|73.12|139.41|29.41|14.84|0.07|0.12|157.39|911.34|892.32|105.39|
|新易盛|300502.SZ|2024-12-17|947.67|842.57|137.67|49.75|13.38|13.38|76.06|145.02|30.59|15.43|0.07|0.12|163.72|947.98|928.96|109.71|
|新易盛|300502.SZ|2024-12-16|936.9|832.99|136.11|49.18|13.23|13.23|75.19|143.37|30.25|15.26|0.07|0.12|161.86|937.21|918.19|108.44|
|新易盛|300502.SZ|2024-12-13|916.06|814.46|133.08|48.09|12.93|12.93|73.52|140.18|29.57|14.92|0.07|0.12|158.26|916.37|897.35|105.98|
|新易盛|300502.SZ|2024-12-12|921.24|819.06|133.83|48.36|13.01|13.01|73.94|140.98|29.74|15|0.07|0.12|159.16|921.55|902.52|106.59|
|新易盛|300502.SZ|2024-12-11|878.28|780.87|127.59|46.11|12.4|12.4|70.49|134.4|28.35|14.3|0.07|0.13|151.74|878.59|859.57|101.52|
|新易盛|300502.SZ|2024-12-10|828.24|736.38|120.32|43.48|11.69|11.69|66.47|126.75|26.74|13.49|0.08|0.13|143.09|828.55|809.53|95.61|
|新易盛|300502.SZ|2024-12-09|822.22|731.03|119.45|43.16|11.61|11.61|65.99|125.82|26.54|13.39|0.08|0.13|142.05|822.52|803.5|94.9|
|新易盛|300502.SZ|2024-12-06|856.95|761.91|124.49|44.99|12.1|12.1|68.78|131.14|27.66|13.95|0.07|0.13|148.05|857.26|838.23|99|
|新易盛|300502.SZ|2024-12-05|858.22|763.04|124.68|45.05|12.12|12.12|68.88|131.33|27.71|13.98|0.07|0.13|148.27|858.53|839.51|99.15|
|新易盛|300502.SZ|2024-12-04|831.64|739.41|120.81|43.66|11.74|11.74|66.75|127.27|26.85|13.54|0.08|0.13|143.68|831.95|812.93|96.01|
|新易盛|300502.SZ|2024-12-03|840.15|746.97|122.05|44.11|11.86|11.86|67.43|128.57|27.12|13.68|0.08|0.13|145.15|840.46|821.44|97.02|
|新易盛|300502.SZ|2024-12-02|855.6|760.71|124.3|44.92|12.08|12.08|68.67|130.93|27.62|13.93|0.07|0.13|147.82|855.91|836.89|98.84|
|新易盛|300502.SZ|2024-11-29|814.77|724.41|118.36|42.77|11.5|11.5|65.39|124.68|26.3|13.27|0.08|0.13|140.76|815.08|796.06|94.02|
|新易盛|300502.SZ|2024-11-28|793.01|705.06|115.2|41.63|11.19|11.19|63.65|121.35|25.6|12.91|0.08|0.14|137|793.32|774.3|91.45|
|新易盛|300502.SZ|2024-11-27|824.06|732.67|119.71|43.26|11.63|11.63|66.14|126.11|26.6|13.42|0.08|0.13|142.37|824.37|805.35|95.12|
|新易盛|300502.SZ|2024-11-26|818.39|727.62|118.89|42.96|11.55|11.55|65.68|125.24|26.42|13.33|0.08|0.13|141.39|818.7|799.68|94.45|
|新易盛|300502.SZ|2024-11-25|803.64|714.52|116.75|42.19|11.35|11.35|64.5|122.98|25.94|13.09|0.08|0.14|138.84|803.95|784.93|92.7|
|新易盛|300502.SZ|2024-11-22|836.39|743.63|121.5|43.91|11.81|11.81|67.13|127.99|27|13.62|0.08|0.13|144.5|836.7|817.68|96.57|
|新易盛|300502.SZ|2024-11-21|876.44|779.24|127.32|46.01|12.37|12.37|70.34|134.12|28.29|14.27|0.07|0.13|151.42|876.75|857.73|101.3|
|新易盛|300502.SZ|2024-11-20|896.43|797.01|130.23|47.06|12.65|12.65|71.95|137.18|28.94|14.6|0.07|0.12|154.87|896.74|877.72|103.66|
|新易盛|300502.SZ|2024-11-19|886.01|787.74|128.71|46.51|12.51|12.51|71.11|135.59|28.6|14.43|0.07|0.12|153.07|886.32|867.3|102.43|
|新易盛|300502.SZ|2024-11-18|857.66|762.54|124.59|45.02|12.11|12.11|68.83|131.25|27.69|13.97|0.07|0.13|148.17|857.97|838.94|99.08|
