vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,新易盛2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|新易盛|300502.SZ|2024-11-15|905.29|804.89|131.51|47.52|12.78|12.78|72.66|138.54|29.23|14.74|0.07|0.12|156.4|905.6|886.58|104.71|
|新易盛|300502.SZ|2024-11-14|964.69|857.7|140.14|50.64|13.62|13.62|77.42|147.63|31.14|15.71|0.07|0.11|166.66|965|945.97|111.72|
|新易盛|300502.SZ|2024-11-13|1006.36|894.75|146.2|52.83|14.21|14.21|80.77|154|32.49|16.39|0.06|0.11|173.86|1006.67|987.65|116.65|
|新易盛|300502.SZ|2024-11-12|940.59|836.27|136.64|49.38|13.28|13.28|75.49|143.94|30.36|15.32|0.07|0.12|162.5|940.9|921.87|108.88|
|新易盛|300502.SZ|2024-11-11|941.79|837.34|136.82|49.44|13.3|13.3|75.59|144.12|30.4|15.34|0.07|0.12|162.71|942.1|923.08|109.02|
|新易盛|300502.SZ|2024-11-08|920.88|818.75|133.78|48.34|13|13|73.91|140.92|29.73|15|0.07|0.12|159.1|921.19|902.17|106.55|
|新易盛|300502.SZ|2024-11-07|934.92|831.23|135.82|49.08|13.2|13.2|75.03|143.07|30.18|15.22|0.07|0.12|161.52|935.23|916.2|108.21|
|新易盛|300502.SZ|2024-11-06|903.66|803.44|131.28|47.44|12.76|12.76|72.53|138.29|29.17|14.72|0.07|0.12|156.12|903.97|884.95|104.52|
|新易盛|300502.SZ|2024-11-05|945.97|841.06|137.42|49.66|13.35|13.35|75.92|144.76|30.54|15.4|0.07|0.12|163.43|946.28|927.26|109.51|
|新易盛|300502.SZ|2024-11-04|933.99|830.41|135.68|49.03|13.19|13.19|74.96|142.93|30.15|15.21|0.07|0.12|161.36|934.3|915.28|108.1|
|新易盛|300502.SZ|2024-11-01|916.91|815.22|133.2|48.14|12.94|12.94|73.59|140.31|29.6|14.93|0.07|0.12|158.41|917.22|898.2|106.08|
|新易盛|300502.SZ|2024-10-31|922.66|815.39|134.04|48.44|13.03|13.03|74.05|141.19|29.79|15.02|0.07|0.12|159.4|922.97|903.95|106.76|
|新易盛|300502.SZ|2024-10-30|921.45|814.32|133.86|48.37|13.01|13.01|73.95|141.01|29.75|15.01|0.07|0.12|159.19|921.76|902.74|106.62|
|新易盛|300502.SZ|2024-10-29|925|817.45|134.38|48.56|13.06|13.06|74.24|141.55|29.86|15.06|0.07|0.12|159.81|925.31|906.29|107.04|
|新易盛|300502.SZ|2024-10-28|964.41|852.28|140.1|50.63|13.61|13.61|77.4|147.58|31.13|15.7|0.07|0.11|166.62|964.72|945.7|111.69|
|新易盛|300502.SZ|2024-10-25|1011.12|893.56|146.89|53.08|14.27|14.27|81.15|154.73|32.64|16.47|0.06|0.11|174.69|1011.43|992.41|117.21|
|新易盛|300502.SZ|2024-10-24|988.93|873.96|143.66|78.17|15.84|15.84|79.37|209.25|31.93|21.88|0.06|0.11|591.09|989.52|971.07|114.69|
|新易盛|300502.SZ|2024-10-23|959.16|847.65|139.34|75.81|15.36|15.36|76.98|202.95|30.96|21.22|0.07|0.11|573.29|959.75|941.3|111.17|
|新易盛|300502.SZ|2024-10-22|1004.74|887.93|145.96|79.42|16.09|16.09|80.64|212.59|32.44|22.23|0.06|0.11|600.54|1005.33|986.88|116.56|
|新易盛|300502.SZ|2024-10-21|1002.61|886.05|145.65|79.25|16.06|16.06|80.47|212.14|32.37|22.18|0.06|0.11|599.26|1003.2|984.75|116.3|
|新易盛|300502.SZ|2024-10-18|1041.6|920.5|151.32|82.33|16.68|16.68|83.6|220.39|33.63|23.04|0.06|0.11|622.57|1042.19|1023.74|120.91|
|新易盛|300502.SZ|2024-10-17|952.36|841.63|138.35|75.28|15.25|15.25|76.43|201.51|30.75|21.07|0.07|0.12|569.23|952.95|934.5|110.37|
|新易盛|300502.SZ|2024-10-16|945.91|835.93|137.41|74.77|15.15|15.15|75.92|200.15|30.54|20.92|0.07|0.12|565.37|946.5|928.05|109.61|
|新易盛|300502.SZ|2024-10-15|1005.73|888.8|146.11|79.5|16.11|16.11|80.72|212.8|32.47|22.25|0.06|0.11|601.13|1006.32|987.87|116.67|
|新易盛|300502.SZ|2024-10-14|1052.8|930.4|152.94|83.22|16.86|16.86|84.5|222.76|33.99|23.29|0.06|0.1|629.26|1053.39|1034.94|122.23|
|新易盛|300502.SZ|2024-10-11|1020.55|901.89|148.26|80.67|16.35|16.35|81.91|215.94|32.95|22.58|0.06|0.11|609.98|1021.14|1002.69|118.42|
|新易盛|300502.SZ|2024-10-10|1015.8|897.7|147.57|80.29|16.27|16.27|81.53|214.93|32.79|22.47|0.06|0.11|607.14|1016.39|997.94|117.86|
|新易盛|300502.SZ|2024-10-09|1052.58|930.21|152.91|83.2|16.86|16.86|84.48|222.72|33.98|23.28|0.06|0.1|629.13|1053.17|1034.73|122.21|
|新易盛|300502.SZ|2024-10-08|1105.46|976.94|160.59|87.38|17.71|17.71|88.72|233.91|35.69|24.45|0.06|0.1|660.74|1106.05|1087.6|128.45|
|新易盛|300502.SZ|2024-09-30|921.24|814.13|133.83|72.82|14.76|14.76|73.94|194.93|29.74|20.38|0.07|0.12|550.63|921.83|903.38|106.69|
|新易盛|300502.SZ|2024-09-27|796.42|703.83|115.7|62.95|12.76|12.76|63.92|168.52|25.71|17.62|0.08|0.14|476.02|797.01|778.56|91.95|
|新易盛|300502.SZ|2024-09-26|779.48|688.85|113.24|61.61|12.49|12.49|62.56|164.93|25.16|17.24|0.08|0.14|465.9|780.07|761.62|89.95|
|新易盛|300502.SZ|2024-09-25|741.77|655.53|107.76|58.63|11.88|11.88|59.53|156.95|23.95|16.41|0.09|0.15|443.36|742.36|723.91|85.5|
|新易盛|300502.SZ|2024-09-24|746.38|659.6|108.43|59|11.96|11.96|59.9|157.93|24.1|16.51|0.09|0.15|446.11|746.97|728.52|86.04|
|新易盛|300502.SZ|2024-09-23|675.14|596.65|98.08|53.37|10.81|10.81|54.19|142.85|21.8|14.93|0.09|0.16|403.53|675.73|657.28|77.63|
|新易盛|300502.SZ|2024-09-20|678.76|599.84|98.6|53.65|10.87|10.87|54.48|143.62|21.91|15.01|0.09|0.16|405.7|679.35|660.9|78.06|
|新易盛|300502.SZ|2024-09-19|693.64|613|100.77|54.83|11.11|11.11|55.67|146.77|22.39|15.34|0.09|0.16|414.59|694.23|675.78|79.81|
|新易盛|300502.SZ|2024-09-18|705.76|623.71|102.53|55.79|11.3|11.3|56.64|149.33|22.78|15.61|0.09|0.16|421.84|706.35|687.9|81.24|
|新易盛|300502.SZ|2024-09-13|711.15|628.47|103.31|56.21|11.39|11.39|57.08|150.47|22.96|15.73|0.09|0.15|425.06|711.74|693.29|81.88|
|新易盛|300502.SZ|2024-09-12|674.93|596.46|98.05|53.35|10.81|10.81|54.17|142.81|21.79|14.93|0.09|0.16|403.41|675.52|657.07|77.6|
|新易盛|300502.SZ|2024-09-11|663.59|586.44|96.4|52.45|10.63|10.63|53.26|140.41|21.42|14.68|0.1|0.17|396.63|664.18|645.73|76.26|
|新易盛|300502.SZ|2024-09-10|656.43|580.11|95.36|51.89|10.51|10.51|52.68|138.89|21.19|14.52|0.1|0.17|392.35|657.02|638.57|75.42|
|新易盛|300502.SZ|2024-09-09|645.66|570.59|93.8|51.03|10.34|10.34|51.82|136.62|20.84|14.28|0.1|0.17|385.91|646.25|627.8|74.15|
|新易盛|300502.SZ|2024-09-06|628.08|555.06|91.24|49.65|10.06|10.06|50.41|132.9|20.28|13.89|0.1|0.17|375.4|628.67|610.22|72.07|
|新易盛|300502.SZ|2024-09-05|639.84|565.45|92.95|50.58|10.25|10.25|51.35|135.39|20.66|14.15|0.1|0.17|382.44|640.43|621.99|73.46|
|新易盛|300502.SZ|2024-09-04|625.17|552.49|90.82|49.42|10.01|10.01|50.17|132.28|20.18|13.83|0.1|0.18|373.67|625.76|607.31|71.73|
|新易盛|300502.SZ|2024-09-03|626.66|553.8|91.04|49.53|10.04|10.04|50.29|132.6|20.23|13.86|0.1|0.18|374.56|627.25|608.8|71.9|
|新易盛|300502.SZ|2024-09-02|627.23|554.3|91.12|49.58|10.05|10.05|50.34|132.72|20.25|13.87|0.1|0.18|374.9|627.82|609.37|71.97|
|新易盛|300502.SZ|2024-08-30|664.79|587.5|96.58|52.55|10.65|10.65|53.35|140.66|21.46|14.71|0.1|0.17|397.35|665.38|646.94|76.41|
|新易盛|300502.SZ|2024-08-29|649.2|573.72|94.31|51.31|10.4|10.4|52.1|137.37|20.96|14.36|0.1|0.17|388.03|649.79|631.34|74.56|
|新易盛|300502.SZ|2024-08-28|693.43|612.81|100.74|76.62|11.96|12.21|55.65|59.97|22.39|19.21|0.09|0.16|-1381.93|694.02|668.7|78.98|
|新易盛|300502.SZ|2024-08-27|691.59|611.18|100.47|76.41|11.93|12.18|55.51|59.81|22.33|19.16|0.09|0.16|-1378.25|692.18|666.86|78.76|
|新易盛|300502.SZ|2024-08-26|690.03|609.8|100.24|76.24|11.9|12.15|55.38|59.67|22.28|19.11|0.09|0.16|-1375.15|690.62|665.3|78.58|
|新易盛|300502.SZ|2024-08-23|701.65|620.08|101.93|77.52|12.1|12.36|56.31|60.68|22.65|19.44|0.09|0.16|-1398.31|702.24|676.92|79.95|
|新易盛|300502.SZ|2024-08-22|712|629.22|103.43|78.67|12.28|12.54|57.14|61.57|22.99|19.72|0.09|0.15|-1418.94|712.59|687.27|81.17|
|新易盛|300502.SZ|2024-08-21|711.72|628.97|103.39|78.64|12.28|12.53|57.12|61.55|22.98|19.71|0.09|0.15|-1418.37|712.31|686.99|81.14|
|新易盛|300502.SZ|2024-08-20|708.03|625.71|102.86|78.23|12.21|12.47|56.83|61.23|22.86|19.61|0.09|0.16|-1411.03|708.62|683.3|80.7|
|新易盛|300502.SZ|2024-08-19|705.98|623.9|102.56|78|12.18|12.43|56.66|61.05|22.79|19.55|0.09|0.16|-1406.93|706.56|681.25|80.46|
|新易盛|300502.SZ|2024-08-16|696.05|615.13|101.12|76.91|12.01|12.26|55.86|60.2|22.47|19.28|0.09|0.16|-1387.15|696.64|671.32|79.29|
|新易盛|300502.SZ|2024-08-15|670.54|592.58|97.41|74.09|11.57|11.81|53.82|57.99|21.65|18.57|0.1|0.16|-1336.3|671.12|645.81|76.27|
|新易盛|300502.SZ|2024-08-14|673.37|595.08|97.82|74.4|11.62|11.86|54.04|58.23|21.74|18.65|0.09|0.16|-1341.95|673.96|648.64|76.61|
|新易盛|300502.SZ|2024-08-13|680.32|601.22|98.83|75.17|11.73|11.98|54.6|58.83|21.96|18.84|0.09|0.16|-1355.79|680.91|655.59|77.43|
|新易盛|300502.SZ|2024-08-12|676.42|597.78|98.27|74.74|11.67|11.91|54.29|58.5|21.84|18.74|0.09|0.16|-1348.02|677.01|651.69|76.97|
|新易盛|300502.SZ|2024-08-09|665.43|588.07|96.67|73.52|11.48|11.72|53.41|57.55|21.48|18.43|0.1|0.17|-1326.13|666.02|640.7|75.67|
|新易盛|300502.SZ|2024-08-08|643.6|568.77|93.5|71.11|11.1|11.33|51.65|55.66|20.78|17.83|0.1|0.17|-1282.62|644.19|618.87|73.09|
|新易盛|300502.SZ|2024-08-07|649.77|574.22|94.39|71.79|11.21|11.44|52.15|56.19|20.98|18|0.1|0.17|-1294.91|650.36|625.04|73.82|
|新易盛|300502.SZ|2024-08-06|641.4|566.83|93.18|70.87|11.06|11.3|51.48|55.47|20.71|17.77|0.1|0.17|-1278.24|641.99|616.68|72.83|
|新易盛|300502.SZ|2024-08-05|606.03|535.57|88.04|66.96|10.45|10.67|48.64|52.41|19.56|16.79|0.11|0.18|-1207.76|606.62|581.31|68.66|
|新易盛|300502.SZ|2024-08-02|655.01|578.86|95.16|72.37|11.3|11.54|52.57|56.65|21.15|18.14|0.1|0.17|-1305.36|655.6|630.28|74.44|
|新易盛|300502.SZ|2024-08-01|721.29|637.43|104.78|79.69|12.44|12.7|57.89|62.38|23.29|19.98|0.09|0.15|-1437.44|721.87|696.56|82.27|
|新易盛|300502.SZ|2024-07-31|707.18|624.96|102.73|78.14|12.2|12.45|56.76|61.16|22.83|19.59|0.09|0.16|-1409.33|707.77|682.45|80.6|
|新易盛|300502.SZ|2024-07-30|692.44|611.93|100.59|76.51|11.94|12.19|55.57|59.88|22.35|19.18|0.09|0.16|-1379.95|693.03|667.71|78.86|
|新易盛|300502.SZ|2024-07-29|706.4|624.27|102.62|78.05|12.18|12.44|56.69|61.09|22.8|19.57|0.09|0.16|-1407.78|706.99|681.67|80.51|
|新易盛|300502.SZ|2024-07-26|675.99|597.4|98.2|74.69|11.66|11.91|54.25|58.46|21.82|18.72|0.09|0.16|-1347.18|676.58|651.27|76.92|
|新易盛|300502.SZ|2024-07-25|664.08|586.88|96.47|73.37|11.46|11.7|53.3|57.43|21.44|18.39|0.1|0.17|-1323.45|664.67|639.36|75.51|
|新易盛|300502.SZ|2024-07-24|716.32|633.04|104.06|79.15|12.36|12.62|57.49|61.95|23.13|19.84|0.09|0.15|-1427.55|716.91|691.6|81.68|
|新易盛|300502.SZ|2024-07-23|724.33|640.12|105.23|80.03|12.49|12.76|58.13|62.64|23.38|20.06|0.09|0.15|-1443.51|724.92|699.61|82.63|
|新易盛|300502.SZ|2024-07-22|745.03|658.41|108.23|82.32|12.85|13.12|59.79|64.43|24.05|20.64|0.09|0.15|-1484.76|745.62|720.3|85.07|
|新易盛|300502.SZ|2024-07-19|746.8|659.98|108.49|82.51|12.88|13.15|59.94|64.58|24.11|20.69|0.09|0.15|-1488.29|747.39|722.08|85.28|
|新易盛|300502.SZ|2024-07-18|771.33|681.65|112.05|85.22|13.3|13.58|61.91|66.7|24.9|21.36|0.08|0.14|-1537.17|771.92|746.6|88.18|
|新易盛|300502.SZ|2024-07-17|783.59|692.49|113.83|86.58|13.52|13.8|62.89|67.77|25.3|21.7|0.08|0.14|-1561.61|784.18|758.86|89.63|
|新易盛|300502.SZ|2024-07-16|807.97|714.04|117.38|89.27|13.94|14.23|64.85|69.87|26.08|22.38|0.08|0.14|-1610.2|808.56|783.25|92.51|
|新易盛|300502.SZ|2024-07-15|796.85|704.2|115.76|88.04|13.75|14.03|63.95|68.91|25.72|22.07|0.08|0.14|-1588.02|797.43|772.12|91.19|
|新易盛|300502.SZ|2024-07-12|803.44|710.03|116.72|88.77|13.86|14.15|64.48|69.48|25.94|22.25|0.08|0.14|-1601.16|804.03|778.71|91.97|
|新易盛|300502.SZ|2024-07-11|824.28|728.44|119.74|91.07|14.22|14.52|66.15|71.28|26.61|22.83|0.08|0.13|-1642.69|824.87|799.55|94.43|
|新易盛|300502.SZ|2024-07-10|846.32|747.92|122.95|93.51|14.6|14.9|67.92|73.19|27.32|23.44|0.08|0.13|-1686.62|846.91|821.59|97.03|
|新易盛|300502.SZ|2024-07-09|840.37|742.66|122.08|92.85|14.5|14.8|67.45|72.68|27.13|23.28|0.08|0.13|-1674.75|840.96|815.64|96.33|
|新易盛|300502.SZ|2024-07-08|804.15|710.65|116.82|88.85|13.87|14.16|64.54|69.54|25.96|22.27|0.08|0.14|-1602.57|804.73|779.42|92.05|
|新易盛|300502.SZ|2024-07-05|800.81|707.71|116.34|88.48|13.81|14.1|64.27|69.25|25.85|22.18|0.08|0.14|-1595.93|801.4|776.09|91.66|
|新易盛|300502.SZ|2024-07-04|796.21|703.64|115.67|87.97|13.73|13.76|63.9|68.86|25.7|22.05|0.08||-1586.75|796.8|771.48|91.12|
|新易盛|300502.SZ|2024-07-03|779.62|688.98|113.26|86.14|13.45|13.47|62.57|67.42|25.17|21.59|0.08||-1553.7|780.21|754.89|89.16|
|新易盛|300502.SZ|2024-07-02|800.6|707.52|116.31|88.46|13.81|13.83|64.25|69.24|25.85|22.18|0.08||-1595.51|801.19|775.87|91.63|
|新易盛|300502.SZ|2024-07-01|782.03|691.11|113.61|86.41|13.49|13.51|62.76|67.63|25.25|21.66|0.08||-1558.5|782.62|757.3|89.44|
|新易盛|300502.SZ|2024-06-28|748.15|661.17|108.69|82.66|12.91|12.93|60.04|64.7|24.15|20.72|0.09||-1490.98|748.74|723.42|85.44|
|新易盛|300502.SZ|2024-06-27|744.53|657.97|108.16|82.26|12.84|12.86|59.75|64.39|24.04|20.62|0.09||-1483.77|745.12|719.81|85.01|
|新易盛|300502.SZ|2024-06-26|769.84|680.34|111.84|85.06|13.28|13.3|61.79|66.58|24.85|21.32|0.08||-1534.2|770.43|745.11|88|
|新易盛|300502.SZ|2024-06-25|749.78|662.61|108.92|82.84|12.93|12.95|60.18|64.84|24.21|20.77|0.09||-1494.23|750.37|725.05|85.63|
|新易盛|300502.SZ|2024-06-24|787.49|695.93|114.4|87.01|13.58|13.61|63.2|68.1|25.42|21.81|0.08||-1569.38|788.08|762.76|90.09|
|新易盛|300502.SZ|2024-06-21|800.58|696.49|116.3|88.45|13.81|13.81|64.25|69.23|25.84|22.18|0.08||-1595.46|801.16|775.85|91.63|
|新易盛|300502.SZ|2024-06-20|802.92|698.53|116.64|88.71|13.85|13.85|64.44|69.44|25.92|22.24|0.08||-1600.12|803.51|778.19|91.91|
|新易盛|300502.SZ|2024-06-19|815.91|709.83|118.53|90.15|14.07|14.07|65.48|70.56|26.34|22.6|0.08||-1626.02|816.5|791.18|93.44|
|新易盛|300502.SZ|2024-06-18|817.83|711.5|118.81|90.36|14.11|14.11|65.64|70.73|26.4|22.65|0.08||-1629.84|818.42|793.1|93.67|
|新易盛|300502.SZ|2024-06-17|784.39|682.41|113.95|86.67|13.53|13.53|62.95|67.83|25.32|21.73|0.08||-1563.2|784.98|759.66|89.72|
|新易盛|300502.SZ|2024-06-14|770.26|670.12|111.9|85.11|13.29|13.29|61.82|66.61|24.87|21.34|0.08||-1535.04|770.85|745.53|88.05|
|新易盛|300502.SZ|2024-06-13|679.25|590.94|98.68|75.05|11.72|11.72|54.52|58.74|21.93|18.81|0.09||-1353.67|679.84|654.52|77.3|
|新易盛|300502.SZ|2024-06-12|651.35|566.66|94.62|71.97|11.24|11.24|52.28|56.33|21.03|18.04|0.1||-1298.07|651.94|626.62|74.01|
|新易盛|300502.SZ|2024-06-11|651.28|566.6|94.61|71.96|11.23|11.23|52.27|56.32|21.03|18.04|0.1||-1297.93|651.87|626.55|74|
|新易盛|300502.SZ|2024-06-07|646.88|562.77|93.97|71.47|11.16|11.16|51.92|55.94|20.88|17.92|0.1|0.1|-1289.15|647.47|622.15|73.48|
|新易盛|300502.SZ|2024-06-06|665.76|579.2|96.72|73.56|11.48|11.48|53.43|57.58|21.49|18.44|0.1|0.1|-1326.79|666.35|641.03|75.71|
|新易盛|300502.SZ|2024-06-05|662.5|576.36|96.24|73.2|11.43|11.43|53.17|57.29|21.39|18.35|0.1|0.1|-1320.28|663.09|637.77|75.32|
|新易盛|300502.SZ|2024-06-04|682.09|593.41|99.09|75.36|11.77|11.77|54.74|58.99|22.02|18.89|0.09|0.09|-1359.33|682.68|657.36|77.64|
|新易盛|300502.SZ|2024-06-03|676.91|588.9|98.34|74.79|11.68|11.68|54.33|58.54|21.85|18.75|0.09|0.09|-1349|677.5|652.18|77.03|
|新易盛|300502.SZ|2024-05-31|615.71|535.66|89.45|68.03|10.62|10.62|49.42|53.25|19.88|17.05|0.1|0.1|-1227.05|616.3|590.99|69.8|
|新易盛|300502.SZ|2024-05-30|614.79|534.86|89.31|67.93|10.6|10.6|49.34|53.17|19.85|17.03|0.1|0.1|-1225.21|615.38|590.06|69.69|
|新易盛|300502.SZ|2024-05-29|623.73|542.64|90.61|68.92|10.76|10.76|50.06|53.94|20.14|17.28|0.1|0.1|-1243.03|624.32|599.01|70.75|
|新易盛|300502.SZ|2024-05-28|627.99|546.34|91.23|69.39|10.83|10.83|50.4|54.31|20.27|17.39|0.1|0.1|-1251.52|628.58|603.27|71.25|
|新易盛|300502.SZ|2024-05-27|630.62|548.63|91.61|69.68|10.88|10.88|50.61|54.54|20.36|17.47|0.1|0.1|-1256.76|631.21|605.89|71.56|
|新易盛|300502.SZ|2024-05-24|605.56|526.83|87.97|66.91|10.45|10.45|48.6|52.37|19.55|16.77|0.11|0.11|-1206.81|606.15|580.83|68.6|
|新易盛|300502.SZ|2024-05-23|617.63|537.33|89.72|68.24|10.65|10.65|49.57|53.41|19.94|17.11|0.1|0.1|-1230.87|618.22|592.9|70.02|
|新易盛|300502.SZ|2024-05-22|629.34|547.52|91.43|69.54|10.86|10.86|50.51|54.43|20.32|17.43|0.1|0.1|-1254.21|629.93|604.62|71.41|
|新易盛|300502.SZ|2024-05-21|637.79|554.87|92.65|70.47|11|11|51.19|55.16|20.59|17.67|0.1|0.1|-1271.05|638.38|613.06|72.41|
|新易盛|300502.SZ|2024-05-20|639.78|556.6|92.94|70.69|11.04|11.04|51.35|55.33|20.65|17.72|0.1|0.1|-1275.01|640.37|615.05|72.64|
|新易盛|300502.SZ|2024-05-17|603.43|524.98|87.66|66.67|10.41|10.41|48.43|52.19|19.48|16.71|0.11|0.11|-1202.57|604.02|578.7|68.35|
|新易盛|300502.SZ|2024-05-16|587.32|510.96|85.32|64.89|10.13|10.13|47.14|50.79|18.96|16.27|0.11|0.11|-1170.45|587.9|562.59|66.44|
|新易盛|300502.SZ|2024-05-15|573.4|498.85|83.3|63.35|9.89|9.89|46.02|49.59|18.51|15.88|0.11|0.11|-1142.72|573.99|548.67|64.8|
|新易盛|300502.SZ|2024-05-14|569|495.02|82.66|62.87|9.81|9.81|45.67|49.21|18.37|15.76|0.11|0.11|-1133.95|569.59|544.27|64.28|
|新易盛|300502.SZ|2024-05-13|592.64|515.59|86.09|65.48|10.22|10.22|47.56|51.25|19.13|16.42|0.11|0.11|-1181.06|593.23|567.91|67.07|
|新易盛|300502.SZ|2024-05-10|595.13|517.75|86.46|65.75|10.27|10.27|47.76|51.47|19.21|16.48|0.11|0.11|-1186.02|595.71|570.4|67.37|
|新易盛|300502.SZ|2024-05-09|597.68|519.97|86.83|66.04|10.31|10.31|47.97|51.69|19.29|16.56|0.11|0.11|-1191.11|598.27|572.95|67.67|
|新易盛|300502.SZ|2024-05-08|593.71|516.51|86.25|65.6|10.24|10.24|47.65|51.34|19.17|16.45|0.11|0.11|-1183.19|594.29|568.98|67.2|
|新易盛|300502.SZ|2024-05-07|591.36|514.48|85.91|65.34|10.2|10.2|47.46|51.14|19.09|16.38|0.11|0.11|-1178.52|591.95|566.64|66.92|
|新易盛|300502.SZ|2024-05-06|609.61|530.35|88.56|67.36|10.52|10.52|48.93|52.72|19.68|16.89|0.1|0.1|-1214.88|610.2|584.88|69.08|
|新易盛|300502.SZ|2024-04-30|614.08|534.24|89.21|67.85|10.59|10.59|49.28|53.11|19.82|17.01|0.1|0.1|-1223.79|614.67|589.35|69.61|
|新易盛|300502.SZ|2024-04-29|619.76|539.18|90.03|68.48|10.69|10.69|49.74|53.6|20.01|17.17|0.1|0.1|-1235.11|620.35|595.03|70.28|
|新易盛|300502.SZ|2024-04-26|594.91|517.56|86.42|65.73|10.26|10.26|47.75|51.45|19.21|16.48|0.11|0.11|-1185.59|595.5|570.18|67.34|
|新易盛|300502.SZ|2024-04-25|561.97|488.91|81.64|62.09|9.69|9.69|45.1|48.6|18.14|15.57|0.11|0.11|-1119.95|562.56|537.24|63.45|
|新易盛|300502.SZ|2024-04-24|563.53|490.27|81.87|62.26|9.72|9.72|45.23|48.73|18.19|15.61|0.11|0.11|-1123.06|564.12|538.81|63.64|
|新易盛|300502.SZ|2024-04-23|490.13|426.4|71.2|54.15|8.45|8.45|39.34|42.39|15.82|13.58|0.13|0.13|-976.77|490.72|465.4|54.97|
|新易盛|300502.SZ|2024-04-22|462.51|402.38|51.19|66.97|8.89|8.46|55.63|35.6|13.97|14.88|0.14|0.14|-636.81|463.12|439.23|39.8|
|新易盛|300502.SZ|2024-04-19|488.42|424.92|54.05|70.72|9.39|8.93|58.75|37.6|14.75|15.72|0.13|0.13|-672.48|489.03|465.14|42.14|
|新易盛|300502.SZ|2024-04-18|500.49|435.42|55.39|72.47|9.62|9.15|60.2|38.53|15.12|16.1|0.13|0.13|-689.1|501.1|477.21|43.24|
|新易盛|300502.SZ|2024-04-17|507.24|441.29|56.14|73.45|9.75|9.28|61.01|39.04|15.32|16.32|0.13|0.13|-698.39|507.84|483.95|43.85|
|新易盛|300502.SZ|2024-04-16|484.52|421.52|53.62|70.16|9.31|8.86|58.28|37.3|14.64|15.59|0.13|0.13|-667.11|485.12|461.23|41.79|
|新易盛|300502.SZ|2024-04-15|502.84|437.46|55.65|72.81|9.66|9.2|60.48|38.71|15.19|16.18|0.13|0.13|-692.33|503.44|479.55|43.45|
|新易盛|300502.SZ|2024-04-12|493.39|429.24|54.6|71.44|9.48|9.02|59.35|37.98|14.9|15.88|0.13|0.13|-679.33|494|470.11|42.59|
|新易盛|300502.SZ|2024-04-11|469.19|408.18|51.93|67.94|9.02|8.58|56.44|36.12|14.17|15.1|0.14|0.14|-645.99|469.79|445.9|40.4|
|新易盛|300502.SZ|2024-04-10|464.78|404.35|51.44|67.3|8.93|8.5|55.91|35.78|14.04|14.96|0.14|0.14|-639.93|465.39|441.5|40|
|新易盛|300502.SZ|2024-04-09|479.27|416.95|53.04|69.4|9.21|8.76|57.65|36.89|14.48|15.42|0.13|0.13|-659.87|479.87|455.98|41.31|
|新易盛|300502.SZ|2024-04-08|490.48|426.71|54.28|71.02|9.43|8.97|59|37.75|14.82|15.78|0.13|0.13|-675.32|491.09|467.2|42.33|
|新易盛|300502.SZ|2024-04-03|481.11|418.56|53.24|69.67|9.25|8.8|57.87|37.03|14.53|15.48|0.13|0.13|-662.42|481.72|457.83|41.48|
|新易盛|300502.SZ|2024-04-02|506.53|440.67|56.06|73.35|9.73|9.26|60.93|38.99|15.3|16.3|0.13|0.13|-697.41|507.13|483.24|43.78|
|新易盛|300502.SZ|2024-04-01|503.55|438.08|55.73|72.91|9.68|9.21|60.57|38.76|15.21|16.2|0.13|0.13|-693.3|504.15|480.26|43.51|
|新易盛|300502.SZ|2024-03-29|475.65|413.8|52.64|68.87|9.14|8.7|57.21|36.61|14.37|15.3|0.13|0.13|-654.89|476.25|452.36|40.99|
|新易盛|300502.SZ|2024-03-28|482.53|419.79|53.4|69.87|9.27|8.82|58.04|37.14|14.58|15.53|0.13|0.13|-664.37|483.14|459.25|41.61|
|新易盛|300502.SZ|2024-03-27|475.72|413.87|52.65|68.88|9.14|8.7|57.22|36.62|14.37|15.31|0.13|0.13|-654.99|476.32|452.43|40.99|
|新易盛|300502.SZ|2024-03-26|500.28|435.24|55.37|72.44|9.61|9.15|60.18|38.51|15.11|16.1|0.13|0.13|-688.81|500.88|476.99|43.22|
|新易盛|300502.SZ|2024-03-25|538.47|468.46|59.59|77.97|10.35|9.85|64.77|41.45|16.27|17.33|0.12|0.12|-741.39|539.08|515.19|46.68|
|新易盛|300502.SZ|2024-03-22|565.81|492.24|62.62|81.93|10.87|10.35|68.06|43.55|17.09|18.21|0.11|0.11|-779.02|566.41|542.52|49.16|
|新易盛|300502.SZ|2024-03-21|534|464.57|59.1|77.32|10.26|9.77|64.23|41.1|16.13|17.18|0.12|0.12|-735.23|534.6|510.72|46.27|
|新易盛|300502.SZ|2024-03-20|531.94|462.78|58.87|77.03|10.22|9.73|63.99|40.95|16.07|17.12|0.12|0.12|-732.4|532.55|508.66|46.09|
