vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液、洋河股份、今世缘 最新股价 盘口,1,A股实时行情,,,"|股票名称|股票代码|交易时间|交易状态|最新价(元)|开盘价(元)|涨跌(元)|涨跌幅(%)|振幅(%)|最高价(元)|最低价(元)|均价(元)|昨收(元)|总成交量(万手)|现手(手)|成交额|换手率(%)|量比|外盘(万手)|内盘(万手)|委比(%)|委差(手)|委买档位|委卖档位|涨停价(元)|跌停价(元)|总股本(亿股)|流通股(亿股)|总市值(亿元)|流通市值(亿元)|市净率|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|五粮液|000858|2026-07-17 15:00|交易结束|72.76|74.6|-1.14|-1.54|3.67|75.06|72.35|73.256|73.9|42.74|2158.41|31.31亿元|1.1|0.94|20.08|22.66|51.2|552|买一价:72.76CNY,买一挂单量:531.59手;买二价:72.75CNY,买二挂单量:184手;买三价:72.74CNY,买三挂单量:13手;买四价:72.73CNY,买四挂单量:47手;买五价:72.72CNY,买五挂单量:40手|卖一价:72.77CNY,卖一挂单量:34手;卖二价:72.78CNY,卖二挂单量:11手;卖三价:72.79CNY,卖三挂单量:129.24手;卖四价:72.8CNY,卖四挂单量:83手;卖五价:72.81CNY,卖五挂单量:6手|81.29|66.51|38.82|38.82|2824.26|2824.19|2.39|
|洋河股份|002304|2026-07-17 15:00|交易结束|39.77|40.16|-0.4|-1.0|3.29|40.81|39.49|40.009|40.17|9.96|498.0|3.99亿元|0.66|1.17|5.29|4.68|44.46|314|买一价:39.77CNY,买一挂单量:221手;买二价:39.76CNY,买二挂单量:232.77手;买三价:39.75CNY,买三挂单量:30手;买四价:39.74CNY,买四挂单量:18手;买五价:39.73CNY,买五挂单量:8手|卖一价:39.78CNY,卖一挂单量:140手;卖二价:39.79CNY,卖二挂单量:25手;卖三价:39.8CNY,卖三挂单量:14手;卖四价:39.81CNY,卖四挂单量:15手;卖五价:39.84CNY,卖五挂单量:2手|44.19|36.15|15.06|15.06|599.11|599.1|1.27|
|今世缘|603369|2026-07-17 15:00|交易结束|25.63|26.37|-0.95|-3.57|5.0|26.86|25.53|25.9|26.58|14.62|1075.0|3.79亿元|1.17|0.75|6.81|7.81|8.99|66|买一价:25.63CNY,买一挂单量:98手;买二价:25.62CNY,买二挂单量:12手;买三价:25.61CNY,买三挂单量:62手;买四价:25.6CNY,买四挂单量:181手;买五价:25.59CNY,买五挂单量:47手|卖一价:25.64CNY,卖一挂单量:90手;卖二价:25.65CNY,卖二挂单量:100手;卖三价:25.66CNY,卖三挂单量:104手;卖四价:25.67CNY,卖四挂单量:27手;卖五价:25.68CNY,卖五挂单量:13手|29.24|23.92|12.47|12.47|319.55|319.55|1.94|",2026-07-18T11:38:05.860286+08:00
