vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,贵州茅台2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|贵州茅台|600519.SH|2024-11-11|20074.17|20074.17|26.86|24.28|8.44|8.44|30.14|32.9|13.59|12.15|2.82|3.13|133.78|20199|19598.15|18.9|
|贵州茅台|600519.SH|2024-11-08|20224.41|20224.41|27.06|24.46|8.51|8.51|30.37|33.15|13.69|12.24|2.8|3.1|134.78|20349.24|19748.39|19.05|
|贵州茅台|600519.SH|2024-11-07|20716.46|20716.46|27.72|25.05|8.71|8.71|31.11|33.95|14.03|12.54|2.73|3.03|138.06|20841.29|20240.44|19.52|
|贵州茅台|600519.SH|2024-11-06|19734.87|19734.87|26.41|23.87|8.3|8.3|29.63|32.35|13.36|11.95|2.87|3.18|131.52|19859.7|19258.85|18.58|
|贵州茅台|600519.SH|2024-11-05|19810.11|19810.11|26.51|23.96|8.33|8.33|29.75|32.47|13.41|11.99|2.85|3.17|132.02|19934.94|19334.1|18.65|
|贵州茅台|600519.SH|2024-11-04|19448.45|19448.45|26.02|23.52|8.18|8.18|29.2|31.88|13.17|11.77|2.91|3.23|129.61|19573.28|18972.44|18.3|
|贵州茅台|600519.SH|2024-11-01|19266.93|19266.93|25.78|23.3|8.11|8.11|28.93|31.58|13.05|11.66|2.94|3.26|128.4|19391.76|18790.92|18.13|
|贵州茅台|600519.SH|2024-10-31|19192.06|19192.06|25.68|23.21|8.07|8.07|28.82|31.46|12.99|11.62|2.95|3.27|127.9|19316.89|18716.05|18.05|
|贵州茅台|600519.SH|2024-10-30|19244.95|19244.95|25.75|23.27|8.1|8.1|28.9|31.54|13.03|11.65|2.94|3.26|128.25|19369.78|18768.93|18.1|
|贵州茅台|600519.SH|2024-10-29|19240.18|19240.18|25.74|23.27|8.09|8.09|28.89|31.53|13.03|11.65|2.94|3.26|128.22|19365.01|18764.16|18.1|
|贵州茅台|600519.SH|2024-10-28|19659.5|19659.5|26.31|23.78|8.27|8.27|29.52|32.22|13.31|11.9|2.88|3.19|131.02|19784.32|19183.48|18.5|
|贵州茅台|600519.SH|2024-10-25|19582.24|19582.24|26.2|24.34|8.96|8.96|29.41|26.89|13.26|12.24|2.89|3.21|133.94|19818.22|19249.82|18.57|
|贵州茅台|600519.SH|2024-10-24|19498.7|19498.7|26.09|24.24|8.92|8.92|29.28|26.77|13.2|12.18|2.9|3.22|133.37|19734.68|19166.28|18.49|
|贵州茅台|600519.SH|2024-10-23|19690.9|19690.9|26.35|24.48|9.01|9.01|29.57|27.04|13.33|12.3|2.87|3.19|134.69|19926.88|19358.48|18.67|
|贵州茅台|600519.SH|2024-10-22|19383.13|19383.13|25.94|24.09|8.87|8.87|29.11|26.61|13.12|12.11|2.92|3.24|132.58|19619.11|19050.71|18.38|
|贵州茅台|600519.SH|2024-10-21|19204.75|19204.75|25.7|23.87|8.79|8.79|28.84|26.37|13|12|2.94|3.27|131.36|19440.73|18872.33|18.2|
|贵州茅台|600519.SH|2024-10-18|19358.01|19358.01|25.9|24.06|8.86|8.86|29.07|26.58|13.11|12.1|2.92|3.24|132.41|19593.99|19025.59|18.35|
|贵州茅台|600519.SH|2024-10-17|18775.13|18775.13|25.12|23.34|8.59|8.59|28.19|25.78|12.71|11.73|3.01|3.34|128.42|19011.11|18442.71|17.79|
|贵州茅台|600519.SH|2024-10-16|19125.61|19125.61|25.59|23.77|8.75|8.75|28.72|26.26|12.95|11.95|2.96|3.28|130.82|19361.59|18793.19|18.13|
|贵州茅台|600519.SH|2024-10-15|19524.45|19524.45|26.13|24.27|8.93|8.93|29.32|26.81|13.22|12.2|2.9|3.22|133.55|19760.44|19192.03|18.51|
|贵州茅台|600519.SH|2024-10-14|20124.16|20124.16|26.93|25.01|9.21|9.21|30.22|27.63|13.63|12.57|2.81|3.12|137.65|20360.15|19791.74|19.09|
|贵州茅台|600519.SH|2024-10-11|20161.85|20161.85|26.98|25.06|9.22|9.22|30.28|27.68|13.65|12.6|2.8|3.11|137.91|20397.83|19829.43|19.13|
|贵州茅台|600519.SH|2024-10-10|20601.64|20601.64|27.57|25.61|9.43|9.43|30.94|28.29|13.95|12.87|2.74|3.05|140.92|20837.63|20269.22|19.55|
|贵州茅台|600519.SH|2024-10-09|20038.24|20038.24|26.81|24.91|9.17|9.17|30.09|27.51|13.57|12.52|2.82|3.13|137.06|20274.22|19705.82|19.01|
|贵州茅台|600519.SH|2024-10-08|21644.29|21644.29|28.96|26.9|9.9|9.9|32.5|29.72|14.65|13.52|2.61|2.9|148.05|21880.27|21311.87|20.56|
|贵州茅台|600519.SH|2024-09-30|21958.34|21958.34|29.38|27.29|10.05|10.05|32.97|30.15|14.87|13.72|2.58|2.86|150.2|22194.32|21625.92|20.86|
|贵州茅台|600519.SH|2024-09-27|20465.97|20465.97|27.39|25.44|9.36|9.36|30.73|28.1|13.86|12.79|2.76|3.07|139.99|20701.96|20133.55|19.42|
|贵州茅台|600519.SH|2024-09-26|19207.26|19207.26|25.7|23.88|8.79|8.79|28.84|26.37|13|12|2.94|3.27|131.38|19443.25|18874.84|18.21|
|贵州茅台|600519.SH|2024-09-25|17574.21|17574.21|23.52|21.85|8.04|8.04|26.39|24.13|11.9|10.98|3.22|3.57|120.21|17810.19|17241.79|16.63|
|贵州茅台|600519.SH|2024-09-24|17242.57|17242.57|23.07|21.43|7.89|7.89|25.89|23.68|11.67|10.77|3.28|3.64|117.94|17478.55|16910.15|16.31|
|贵州茅台|600519.SH|2024-09-23|15847.44|15847.44|21.21|19.7|7.25|7.25|23.8|21.76|10.73|9.9|3.57|3.96|108.4|16083.42|15515.02|14.97|
|贵州茅台|600519.SH|2024-09-20|15877.34|15877.34|21.25|19.74|7.26|7.26|23.84|21.8|10.75|9.92|3.56|3.95|108.6|16113.32|15544.91|14.99|
|贵州茅台|600519.SH|2024-09-19|15840.65|15840.65|21.2|19.69|7.25|7.25|23.79|21.75|10.73|9.9|3.57|3.96|108.35|16076.64|15508.23|14.96|
|贵州茅台|600519.SH|2024-09-18|15914.77|15914.77|21.3|19.78|7.28|7.28|23.9|21.85|10.78|9.94|3.55|3.95|108.86|16150.75|15582.35|15.03|
|贵州茅台|600519.SH|2024-09-13|16382.45|16382.45|21.92|20.36|7.5|7.5|24.6|22.49|11.09|10.24|3.45|3.83|112.06|16618.43|16050.03|15.48|
|贵州茅台|600519.SH|2024-09-12|16770.99|16770.99|22.44|20.85|7.67|7.67|25.18|23.03|11.36|10.48|3.37|3.74|114.71|17006.98|16438.57|15.86|
|贵州茅台|600519.SH|2024-09-11|17335.53|17335.53|23.2|21.55|7.93|7.93|26.03|23.8|11.74|10.83|3.26|3.62|118.58|17571.51|17003.11|16.4|
|贵州茅台|600519.SH|2024-09-10|17310.41|17310.41|23.16|21.52|7.92|7.92|25.99|23.77|11.72|10.82|3.27|3.63|118.4|17546.39|16977.98|16.38|
|贵州茅台|600519.SH|2024-09-09|17272.72|17272.72|23.11|21.47|7.9|7.9|25.94|23.72|11.7|10.79|3.27|3.64|118.15|17508.7|16940.3|16.34|
|贵州茅台|600519.SH|2024-09-06|17561.65|17561.65|23.5|21.83|8.03|8.03|26.37|24.11|11.89|10.97|3.22|3.58|120.12|17797.63|17229.22|16.62|
|贵州茅台|600519.SH|2024-09-05|17648.07|17648.07|23.61|21.94|8.07|8.07|26.5|24.23|11.95|11.03|3.2|3.56|120.71|17884.05|17315.65|16.7|
|贵州茅台|600519.SH|2024-09-04|17586.77|17586.77|23.53|21.86|8.05|8.05|26.41|24.15|11.91|10.99|3.22|3.57|120.29|17822.75|17254.35|16.64|
|贵州茅台|600519.SH|2024-09-03|17712.39|17712.39|23.7|22.02|8.1|8.1|26.6|24.32|11.99|11.07|3.19|3.54|121.15|17948.37|17379.97|16.76|
|贵州茅台|600519.SH|2024-09-02|17523.96|17523.96|23.45|21.78|8.02|8.02|26.31|24.06|11.87|10.95|3.23|3.58|119.86|17759.94|17191.54|16.58|
|贵州茅台|600519.SH|2024-08-30|18129.32|18129.32|24.26|22.54|8.29|8.29|27.22|24.89|12.28|11.33|3.12|3.46|124.01|18365.3|17796.9|17.17|
|贵州茅台|600519.SH|2024-08-29|17753.84|17753.84|23.76|22.07|8.12|8.12|26.66|24.38|12.02|11.09|3.19|3.54|121.44|17989.83|17421.42|16.8|
|贵州茅台|600519.SH|2024-08-28|17448.59|17448.59|23.35|21.69|7.98|7.98|26.2|23.96|11.81|10.9|3.24|3.6|119.35|17684.57|17116.17|16.51|
|贵州茅台|600519.SH|2024-08-27|17637.9|17637.9|23.6|21.92|8.07|8.07|26.49|24.22|11.94|11.02|3.21|3.56|120.64|17873.88|17305.48|16.69|
|贵州茅台|600519.SH|2024-08-26|17737.51|17737.51|23.73|22.05|8.12|8.12|26.64|24.36|12.01|11.08|3.19|3.54|121.33|17973.5|17405.09|16.79|
|贵州茅台|600519.SH|2024-08-23|17775.07|17775.07|23.78|22.09|8.13|8.13|26.69|24.41|12.04|11.11|3.18|3.53|121.58|18011.06|17442.65|16.83|
|贵州茅台|600519.SH|2024-08-22|17713.02|17713.02|23.7|22.02|8.1|8.1|26.6|24.32|11.99|11.07|3.19|3.54|121.16|17949|17380.6|16.77|
|贵州茅台|600519.SH|2024-08-21|17807.61|17807.61|23.83|22.14|8.15|8.15|26.74|24.45|12.06|11.13|3.18|3.53|121.81|18043.59|17475.19|16.86|
|贵州茅台|600519.SH|2024-08-20|17872.18|17872.18|23.91|22.22|8.18|8.18|26.84|24.54|12.1|11.17|3.16|3.51|122.25|18108.16|17539.76|16.92|
|贵州茅台|600519.SH|2024-08-19|17906.35|17906.35|23.96|22.26|8.19|8.19|26.89|24.59|12.12|11.19|3.16|3.51|122.48|18142.33|17573.92|16.95|
|贵州茅台|600519.SH|2024-08-16|17978.7|17978.7|24.06|22.35|8.23|8.23|27|24.69|12.17|11.23|3.15|3.49|122.98|18214.69|17646.28|17.02|
|贵州茅台|600519.SH|2024-08-15|17924.56|17924.56|23.98|22.28|8.2|8.2|26.92|24.61|12.14|11.2|3.15|3.5|122.61|18160.54|17592.14|16.97|
|贵州茅台|600519.SH|2024-08-14|17753.84|17753.84|23.76|22.07|8.12|8.12|26.66|24.38|12.02|11.09|3.19|3.54|121.44|17989.83|17421.42|16.8|
|贵州茅台|600519.SH|2024-08-13|17875.82|17875.82|23.92|22.22|8.18|8.18|26.84|24.55|12.1|11.17|3.16|3.51|122.27|18111.8|17543.4|16.92|
|贵州茅台|600519.SH|2024-08-12|18040.26|18040.26|24.14|22.42|8.25|8.25|27.09|24.77|12.21|11.27|3.13|3.48|123.4|18276.24|17707.84|17.08|
|贵州茅台|600519.SH|2024-08-09|18049.05|18049.05|24.15|22.44|8.26|8.26|27.1|24.78|12.22|11.28|3.13|3.48|123.46|18285.03|17716.63|17.09|
|贵州茅台|600519.SH|2024-08-08|17972.3|17972.3|24.05|23.04|7.5|8.94|26.99|25.48|12.17|11.62|3.15|3.49|128.49|18056.67|17314.7|16.7|
|贵州茅台|600519.SH|2024-08-07|17781.48|17781.48|23.79|22.8|7.42|8.85|26.7|25.21|12.04|11.49|3.18|3.53|127.12|17865.86|17123.89|16.52|
|贵州茅台|600519.SH|2024-08-06|17645.81|17645.81|23.61|22.62|7.36|8.78|26.5|25.02|11.95|11.41|3.2|3.56|126.15|17730.19|16988.22|16.39|
|贵州茅台|600519.SH|2024-08-05|17712.51|17712.51|23.7|22.71|7.39|8.81|26.6|25.11|11.99|11.45|3.19|3.54|126.63|17796.89|17054.92|16.45|
|贵州茅台|600519.SH|2024-08-02|17403.99|17403.99|23.29|22.31|7.26|8.66|26.13|24.67|11.78|11.25|3.25|3.61|124.42|17488.37|16746.4|16.15|
|贵州茅台|600519.SH|2024-08-01|17412.91|17412.91|23.3|22.32|7.26|8.67|26.15|24.69|11.79|11.26|3.25|3.61|124.49|17497.29|16755.32|16.16|
|贵州茅台|600519.SH|2024-07-31|17854.09|17854.09|23.89|22.89|7.45|8.88|26.81|25.31|12.09|11.54|3.17|3.52|127.64|17938.46|17196.49|16.59|
|贵州茅台|600519.SH|2024-07-30|17335.4|17335.4|23.2|22.22|7.23|8.63|26.03|24.58|11.74|11.2|3.26|3.62|123.93|17419.78|16677.81|16.09|
|贵州茅台|600519.SH|2024-07-29|17561.9|17561.9|23.5|22.51|7.33|8.74|26.37|24.9|11.89|11.35|3.22|3.58|125.55|17646.27|16904.3|16.31|
|贵州茅台|600519.SH|2024-07-26|17865.52|17865.52|23.91|22.9|7.45|8.89|26.83|25.33|12.1|11.55|3.17|3.51|127.72|17949.9|17207.92|16.6|
|贵州茅台|600519.SH|2024-07-25|17969.78|17969.78|24.05|23.04|7.5|8.94|26.98|25.48|12.17|11.61|3.15|3.49|128.47|18054.16|17312.19|16.7|
|贵州茅台|600519.SH|2024-07-24|18089.5|18089.5|24.21|23.19|7.55|9|27.16|25.65|12.25|11.69|3.13|3.47|129.32|18173.88|17431.91|16.81|
|贵州茅台|600519.SH|2024-07-23|18277.68|18277.68|24.46|23.43|7.62|9.1|27.45|25.91|12.38|11.81|3.09|3.44|130.67|18362.05|17620.08|17|
|贵州茅台|600519.SH|2024-07-22|18830.41|18830.41|25.2|24.14|7.85|9.37|28.28|26.7|12.75|12.17|3|3.33|134.62|18914.78|18172.81|17.53|
|贵州茅台|600519.SH|2024-07-19|19164.8|19164.8|25.64|24.57|7.99|9.54|28.78|27.17|12.98|12.39|2.95|3.28|137.01|19249.18|18507.21|17.85|
|贵州茅台|600519.SH|2024-07-18|18811.69|18811.69|25.17|24.12|7.85|9.36|28.25|26.67|12.74|12.16|3.01|3.34|134.49|18896.06|18154.09|17.51|
|贵州茅台|600519.SH|2024-07-17|18860.55|18860.55|25.24|24.18|7.87|9.39|28.32|26.74|12.77|12.19|3|3.33|134.84|18944.93|18202.96|17.56|
|贵州茅台|600519.SH|2024-07-16|18541.48|18541.48|24.81|23.77|7.73|9.23|27.84|26.29|12.55|11.98|3.05|3.39|132.55|18625.86|17883.88|17.25|
|贵州茅台|600519.SH|2024-07-15|18527.66|18527.66|24.79|23.75|7.73|9.22|27.82|26.27|12.54|11.98|3.05|3.39|132.46|18612.04|17870.07|17.24|
|贵州茅台|600519.SH|2024-07-12|18576.9|18576.9|24.86|23.82|7.75|9.24|27.9|26.34|12.58|12.01|3.04|3.38|132.81|18661.28|17919.31|17.28|
|贵州茅台|600519.SH|2024-07-11|18366.74|18366.74|24.58|23.55|7.66|9.14|27.58|26.04|12.44|11.87|3.08|3.42|131.31|18451.12|17709.15|17.08|
|贵州茅台|600519.SH|2024-07-10|18058.97|18058.97|24.16|23.15|7.53|8.99|27.12|25.6|12.23|11.67|3.13|3.48|129.1|18143.35|17401.38|16.79|
|贵州茅台|600519.SH|2024-07-09|18064.5|18064.5|24.17|23.16|7.54|8.99|27.13|25.61|12.23|11.68|3.13|3.48|129.14|18148.88|17406.91|16.79|
|贵州茅台|600519.SH|2024-07-08|17838.01|17838.01|23.87|22.87|7.44|8.88|26.79|25.29|12.08|11.53|3.17|3.52|127.53|17922.39|17180.41|16.57|
|贵州茅台|600519.SH|2024-07-05|18252.55|18252.55|24.42|23.4|7.61|9.08|27.41|25.88|12.36|11.8|3.1|3.44|130.49|18336.93|17594.96|16.97|
|贵州茅台|600519.SH|2024-07-04|18663.83|18663.83|24.97|23.93|7.79|9.29|28.03|26.46|12.64|12.06|3.03|3.36|133.43|18748.21|18006.24|17.37|
|贵州茅台|600519.SH|2024-07-03|18842.97|18842.97|25.21|24.16|7.86|9.38|28.3|26.71|12.76|12.18|3|3.33|134.71|18927.34|18185.37|17.54|
|贵州茅台|600519.SH|2024-07-02|18726.14|18726.14|25.06|24.01|7.81|9.32|28.12|26.55|12.68|12.1|3.02|3.35|133.87|18810.52|18068.55|17.43|
|贵州茅台|600519.SH|2024-07-01|18094.02|18094.02|24.21|23.2|7.55|9|27.17|25.65|12.25|11.7|3.13|3.47|129.36|18178.4|17436.43|16.82|
|贵州茅台|600519.SH|2024-06-28|18433.32|18433.32|24.67|23.63|7.69|9.17|27.68|26.13|12.48|11.91|3.07|3.41|131.78|18517.7|17775.73|17.15|
|贵州茅台|600519.SH|2024-06-27|18723.5|18723.5|25.05|24|7.81|9.32|28.12|26.54|12.68|12.1|3.02|3.35|133.86|18807.88|18065.91|17.43|
|贵州茅台|600519.SH|2024-06-26|18707.55|18707.55|25.03|23.98|7.8|9.31|28.09|26.52|12.67|12.09|3.02|3.36|133.74|18791.93|18049.95|17.41|
|贵州茅台|600519.SH|2024-06-25|18675.26|18675.26|24.99|23.94|7.79|9.29|28.04|26.48|12.64|12.07|3.03|3.36|133.51|18759.64|18017.67|17.38|
|贵州茅台|600519.SH|2024-06-24|18548.39|18548.39|24.82|23.78|7.74|9.23|27.85|26.3|12.56|11.99|3.05|3.39|132.6|18632.77|17890.79|17.26|
|贵州茅台|600519.SH|2024-06-21|18478.67|18478.67|24.73|23.69|7.71|9.2|27.75|26.2|12.51|11.94|3.06|3.4|132.11|18563.05|17821.08|17.19|
|贵州茅台|600519.SH|2024-06-20|18844.22|18844.22|25.21|24.16|7.86|9.38|28.3|26.72|12.76|12.18|3|3.33|134.72|18928.6|18186.63|17.54|
|贵州茅台|600519.SH|2024-06-19|18855.53|18855.53|25.23|24.17|7.87|9.38|28.31|26.73|12.77|12.19|3|3.33|134.8|18939.91|18197.93|17.55|
|贵州茅台|600519.SH|2024-06-18|19113.05|19113.05|25.57|24.5|7.97|7.97|28.7|27.1|12.94|12.35|2.96|2.96|136.64|19197.43|18455.45|17.8|
|贵州茅台|600519.SH|2024-06-17|19364.29|19364.29|25.91|24.82|8.08|8.08|29.08|27.45|13.11|12.52|2.92|2.92|138.44|19448.67|18706.69|18.04|
|贵州茅台|600519.SH|2024-06-14|19533.88|19533.88|26.14|25.04|8.15|8.15|29.33|27.69|13.23|12.63|2.9|2.9|139.65|19618.25|18876.28|18.21|
|贵州茅台|600519.SH|2024-06-13|19534|19534|26.14|25.04|8.15|8.15|29.33|27.69|13.23|12.63|2.9|2.9|139.65|19618.38|18876.41|18.21|
|贵州茅台|600519.SH|2024-06-12|19743.41|19743.41|26.42|25.31|8.24|8.24|29.65|27.99|13.37|12.76|2.86|2.86|141.15|19827.79|19085.82|18.41|
|贵州茅台|600519.SH|2024-06-11|19709.74|19709.74|26.37|25.27|8.22|8.22|29.6|27.94|13.35|12.74|2.87|2.87|140.91|19794.12|19052.15|18.38|
|贵州茅台|600519.SH|2024-06-07|20340.1|20340.1|27.22|26.08|8.48|8.48|30.54|28.84|13.77|13.15|2.78|2.78|145.41|20424.48|19682.51|18.99|
|贵州茅台|600519.SH|2024-06-06|20599.26|20599.26|27.56|26.41|8.59|8.59|30.93|29.2|13.95|13.31|2.75|2.75|147.27|20683.63|19941.66|19.24|
|贵州茅台|600519.SH|2024-06-05|20651.89|20651.89|27.63|26.48|8.61|8.61|31.01|29.28|13.98|13.35|2.74|2.74|147.64|20736.27|19994.3|19.29|
|贵州茅台|600519.SH|2024-06-04|20767.46|20767.46|27.79|26.62|8.66|8.66|31.19|29.44|14.06|13.42|2.72|2.72|148.47|20851.84|20109.87|19.4|
|贵州茅台|600519.SH|2024-06-03|20593.98|20593.98|27.56|26.4|8.59|8.59|30.93|29.2|13.94|13.31|2.75|2.75|147.23|20678.36|19936.39|19.23|
|贵州茅台|600519.SH|2024-05-31|20707.79|20707.79|27.71|26.55|8.64|8.64|31.1|29.36|14.02|13.38|2.73|2.73|148.04|20792.17|20050.2|19.34|
|贵州茅台|600519.SH|2024-05-30|20714.7|20714.7|27.72|26.56|8.64|8.64|31.11|29.37|14.03|13.39|2.73|2.73|148.09|20799.08|20057.11|19.35|
|贵州茅台|600519.SH|2024-05-29|21028.75|21028.75|28.14|26.96|8.77|8.77|31.58|29.81|14.24|13.59|2.69|2.69|150.34|21113.13|20371.16|19.65|
|贵州茅台|600519.SH|2024-05-28|20911.17|20911.17|27.98|26.81|8.72|8.72|31.4|29.65|14.16|13.52|2.7|2.7|149.5|20995.55|20253.58|19.54|
|贵州茅台|600519.SH|2024-05-27|20980.01|20980.01|28.07|26.9|8.75|8.75|31.5|29.74|14.21|13.56|2.7|2.7|149.99|21064.39|20322.42|19.6|
|贵州茅台|600519.SH|2024-05-24|21067.44|21067.44|28.19|27.01|8.79|8.79|31.64|29.87|14.26|13.62|2.68|2.68|150.61|21151.82|20409.85|19.69|
|贵州茅台|600519.SH|2024-05-23|21254.99|21254.99|28.44|27.25|8.87|8.87|31.92|30.13|14.39|13.74|2.66|2.66|151.95|21339.37|20597.4|19.87|
|贵州茅台|600519.SH|2024-05-22|21326.6|21326.6|28.54|27.34|8.9|8.9|32.03|30.24|14.44|13.78|2.65|2.65|152.47|21410.97|20669|19.94|
|贵州茅台|600519.SH|2024-05-21|21418.17|21418.17|28.66|27.46|8.93|8.93|32.16|30.36|14.5|13.84|2.64|2.64|153.12|21502.55|20760.58|20.03|
|贵州茅台|600519.SH|2024-05-20|21468.42|21468.42|28.73|27.52|8.96|8.96|32.24|30.44|14.54|13.88|2.63|2.63|153.48|21552.8|20810.83|20.07|
|贵州茅台|600519.SH|2024-05-17|21543.79|21543.79|28.83|27.62|8.99|8.99|32.35|30.54|14.59|13.93|2.62|2.62|154.02|21628.17|20886.2|20.15|
|贵州茅台|600519.SH|2024-05-16|21411.89|21411.89|28.65|27.45|8.93|8.93|32.15|30.36|14.5|13.84|2.64|2.64|153.08|21496.27|20754.3|20.02|
|贵州茅台|600519.SH|2024-05-15|21355.36|21355.36|28.58|27.38|8.91|8.91|32.07|30.28|14.46|13.8|2.65|2.65|152.67|21439.74|20697.77|19.96|
|贵州茅台|600519.SH|2024-05-14|21380.24|21380.24|28.61|27.41|8.92|8.92|32.11|30.31|14.48|13.82|2.65|2.65|152.85|21464.61|20722.64|19.99|
|贵州茅台|600519.SH|2024-05-13|21430.73|21430.73|28.68|27.47|8.94|8.94|32.18|30.38|14.51|13.85|2.64|2.64|153.21|21515.11|20773.14|20.04|
|贵州茅台|600519.SH|2024-05-10|21845.03|21845.03|29.23|28|9.11|9.11|32.8|30.97|14.79|14.12|2.59|2.59|156.17|21929.41|21187.43|20.44|
|贵州茅台|600519.SH|2024-05-09|22058.83|22058.83|29.52|28.28|9.2|9.2|33.12|31.27|14.94|14.26|2.56|2.56|157.7|22143.21|21401.24|20.64|
|贵州茅台|600519.SH|2024-05-08|22158.95|22158.95|29.65|28.41|9.24|9.24|33.28|31.42|15|14.32|2.55|2.55|158.42|22243.33|21501.36|20.74|
|贵州茅台|600519.SH|2024-05-07|22234.7|22234.7|29.75|28.5|9.27|9.27|33.39|31.52|15.05|14.37|2.54|2.54|158.96|22319.08|21577.11|20.81|
|贵州茅台|600519.SH|2024-05-06|22111.59|22111.59|29.59|28.35|9.22|9.22|33.2|31.35|14.97|14.29|2.56|2.56|158.08|22195.97|21454|20.69|
|贵州茅台|600519.SH|2024-04-30|21418.17|21418.17|28.66|27.46|8.93|8.93|32.16|30.36|14.5|13.84|2.64|2.64|153.12|21502.55|20760.58|20.03|
|贵州茅台|600519.SH|2024-04-29|21405.61|21405.61|28.64|27.44|8.93|8.93|32.14|30.35|14.49|13.84|2.64|2.64|153.03|21489.99|20748.02|20.01|
|贵州茅台|600519.SH|2024-04-26|21473.82|21473.82|28.73|28.73|9.96|9.96|32.25|32.25|14.54|14.54|2.63|2.63|169.32|21594.74|20904.04|20.16|
|贵州茅台|600519.SH|2024-04-25|21267.93|21267.93|28.46|28.46|9.86|9.86|31.94|31.94|14.4|14.4|2.66|2.66|167.69|21388.85|20698.15|19.97|
|贵州茅台|600519.SH|2024-04-24|21274.97|21274.97|28.47|28.47|9.86|9.86|31.95|31.95|14.4|14.4|2.66|2.66|167.75|21395.88|20705.18|19.97|
|贵州茅台|600519.SH|2024-04-23|21258.38|21258.38|28.45|28.45|9.86|9.86|31.92|31.92|14.39|14.39|2.66|2.66|167.62|21379.3|20688.6|19.96|
|贵州茅台|600519.SH|2024-04-22|21042.07|21042.07|28.16|28.16|9.76|9.76|31.6|31.6|14.25|14.25|2.69|2.69|165.91|21162.98|20472.28|19.75|
|贵州茅台|600519.SH|2024-04-19|20685.06|20685.06|27.68|27.68|9.59|9.59|31.06|31.06|14.01|14.01|2.73|2.73|163.1|20805.97|20115.27|19.4|
|贵州茅台|600519.SH|2024-04-18|20988.3|20988.3|28.08|28.08|9.73|9.73|31.52|31.52|14.21|14.21|2.69|2.69|165.49|21109.22|20418.52|19.7|
|贵州茅台|600519.SH|2024-04-17|20940.82|20940.82|28.02|28.02|9.71|9.71|31.45|31.45|14.18|14.18|2.7|2.7|165.11|21061.73|20371.03|19.65|
|贵州茅台|600519.SH|2024-04-16|20978.5|20978.5|28.07|28.07|9.73|9.73|31.5|31.5|14.2|14.2|2.7|2.7|165.41|21099.42|20408.72|19.69|
|贵州茅台|600519.SH|2024-04-15|21015.94|21015.94|28.12|28.12|9.74|9.74|31.56|31.56|14.23|14.23|2.69|2.69|165.71|21136.85|20446.15|19.72|
|贵州茅台|600519.SH|2024-04-12|20526.65|20526.65|27.47|27.47|9.52|9.52|30.82|30.82|13.9|13.9|2.75|2.75|161.85|20647.56|19956.86|19.25|
|贵州茅台|600519.SH|2024-04-11|20702.14|20702.14|27.7|27.7|9.6|9.6|31.09|31.09|14.02|14.02|2.73|2.73|163.23|20823.06|20132.35|19.42|
|贵州茅台|600519.SH|2024-04-10|20701.89|20701.89|27.7|27.7|9.6|9.6|31.09|31.09|14.02|14.02|2.73|2.73|163.23|20822.8|20132.1|19.42|
|贵州茅台|600519.SH|2024-04-09|20880.77|20880.77|27.94|27.94|9.68|9.68|31.36|31.36|14.14|14.14|2.71|2.71|164.64|21001.69|20310.99|19.59|
|贵州茅台|600519.SH|2024-04-08|20936.55|20936.55|28.01|28.01|9.71|9.71|31.44|31.44|14.18|14.18|2.7|2.7|165.08|21057.46|20366.76|19.65|
|贵州茅台|600519.SH|2024-04-03|21545.17|21545.17|28.83|28.83|9.99|9.99|32.35|32.35|14.59|14.59|2.62|2.62|169.88|21666.09|20975.39|20.23|
|贵州茅台|600519.SH|2024-04-02|21531.1|21531.1|34.33|30.24|9.89|11.11|58.67|27.86|17.35|15.36|2.63|2.63|179.08|21626.98|20920.57|23.79|
|贵州茅台|600519.SH|2024-04-01|21623.31|21623.31|34.48|30.37|9.93|11.16|58.92|27.97|17.42|15.42|2.62|2.62|179.85|21719.19|21012.78|23.9|
|贵州茅台|600519.SH|2024-03-29|21391.79|21391.79|34.11|30.05|9.82|11.04|58.29|27.68|17.24|15.26|2.64|2.64|177.92|21487.67|20781.26|23.63|
|贵州茅台|600519.SH|2024-03-28|21375.96|21375.96|34.08|30.03|9.81|11.03|58.25|27.65|17.22|15.25|2.65|2.65|177.79|21471.84|20765.43|23.62|
|贵州茅台|600519.SH|2024-03-27|21367.92|21367.92|34.07|30.01|9.81|11.03|58.23|27.64|17.22|15.24|2.65|2.65|177.73|21463.8|20757.39|23.61|
|贵州茅台|600519.SH|2024-03-26|21472.06|21472.06|34.24|30.16|9.86|11.08|58.51|27.78|17.3|15.31|2.63|2.63|178.59|21567.94|20861.53|23.73|
