vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|五粮液|000858.SZ|2025-11-27|4577.97|4577.78|14.37|16.1|3.21|3.21|13.49|14.13|5.13|5.57|3.96|4.87|541|4581.66|3218.6|7.56|
|五粮液|000858.SZ|2025-11-26|4590.39|4590.2|14.41|16.14|3.22|3.22|13.53|14.17|5.15|5.58|3.95|4.86|542.47|4594.08|3231.02|7.59|
|五粮液|000858.SZ|2025-11-25|4600.09|4599.9|14.44|16.18|3.23|3.23|13.55|14.2|5.16|5.6|3.94|4.85|543.61|4603.78|3240.72|7.62|
|五粮液|000858.SZ|2025-11-24|4600.48|4600.29|14.44|16.18|3.23|3.23|13.55|14.2|5.16|5.6|3.94|4.85|543.66|4604.17|3241.11|7.62|
|五粮液|000858.SZ|2025-11-21|4645.51|4645.31|14.58|16.34|3.26|3.26|13.69|14.34|5.21|5.65|3.9|4.8|548.98|4649.2|3286.14|7.72|
|五粮液|000858.SZ|2025-11-20|4667.63|4667.44|14.65|16.42|3.28|3.28|13.75|14.41|5.23|5.68|3.88|4.78|551.59|4671.32|3308.26|7.78|
|五粮液|000858.SZ|2025-11-19|4653.66|4653.46|14.61|16.37|3.27|3.27|13.71|14.37|5.22|5.66|3.9|4.79|549.94|4657.35|3294.29|7.74|
|五粮液|000858.SZ|2025-11-18|4671.9|4671.71|14.67|16.43|3.28|3.28|13.77|14.42|5.24|5.68|3.88|4.77|552.1|4675.59|3312.53|7.79|
|五粮液|000858.SZ|2025-11-17|4663.75|4663.56|14.64|16.4|3.27|3.27|13.74|14.4|5.23|5.67|3.89|4.78|551.14|4667.44|3304.38|7.77|
|五粮液|000858.SZ|2025-11-14|4666.08|4665.88|14.65|16.41|3.27|3.27|13.75|14.4|5.23|5.68|3.88|4.78|551.41|4669.77|3306.71|7.77|
|五粮液|000858.SZ|2025-11-13|4704.51|4704.31|14.77|16.55|3.3|3.3|13.86|14.52|5.28|5.72|3.85|4.74|555.95|4708.2|3345.14|7.86|
|五粮液|000858.SZ|2025-11-12|4672.68|4672.48|14.67|16.43|3.28|3.28|13.77|14.42|5.24|5.68|3.88|4.77|552.19|4676.37|3313.31|7.79|
|五粮液|000858.SZ|2025-11-11|4688.21|4688.01|14.72|16.49|3.29|3.29|13.81|14.47|5.26|5.7|3.87|4.76|554.03|4691.9|3328.84|7.82|
|五粮液|000858.SZ|2025-11-10|4688.98|4688.78|14.72|16.49|3.29|3.29|13.82|14.48|5.26|5.7|3.87|4.76|554.12|4692.67|3329.61|7.83|
|五粮液|000858.SZ|2025-11-07|4531.78|4531.59|14.23|15.94|3.18|3.18|13.35|13.99|5.08|5.51|4|4.92|535.54|4535.47|3172.41|7.46|
|五粮液|000858.SZ|2025-11-06|4509.26|4509.07|14.16|15.86|3.16|3.16|13.29|13.92|5.06|5.49|4.02|4.95|532.88|4512.95|3149.89|7.4|
|五粮液|000858.SZ|2025-11-05|4509.65|4509.46|14.16|15.86|3.16|3.16|13.29|13.92|5.06|5.49|4.02|4.94|532.92|4513.34|3150.28|7.4|
|五粮液|000858.SZ|2025-11-04|4547.69|4547.5|14.28|15.99|3.19|3.19|13.4|14.04|5.1|5.53|3.99|4.9|537.42|4551.38|3188.32|7.49|
|五粮液|000858.SZ|2025-11-03|4618.34|4618.14|14.5|16.24|3.24|3.24|13.61|14.26|5.18|5.62|3.92|4.83|545.77|4622.03|3258.97|7.66|
|五粮液|000858.SZ|2025-10-31|4618.73|4618.53|14.5|16.24|3.24|3.24|13.61|14.26|5.18|5.62|3.92|4.83|545.81|4622.42|3259.36|7.66|
|五粮液|000858.SZ|2025-10-30|4598.54|4598.35|14.44|14.24|3.27|3.27|13.55|8.9|5.16|5.04|3.94|4.85|167.47|4602.4|3119.2|7.33|
|五粮液|000858.SZ|2025-10-29|4612.51|4612.32|14.48|14.29|3.28|3.28|13.59|8.93|5.17|5.05|3.93|4.83|167.98|4616.37|3133.18|7.36|
|五粮液|000858.SZ|2025-10-28|4661.81|4661.61|14.64|14.44|3.32|3.32|13.74|9.03|5.23|5.11|3.89|4.78|169.77|4665.67|3182.47|7.48|
|五粮液|000858.SZ|2025-10-27|4669.19|4668.99|14.66|14.46|3.32|3.32|13.76|9.04|5.24|5.11|3.88|4.78|170.04|4673.05|3189.85|7.5|
|五粮液|000858.SZ|2025-10-24|4669.19|4668.99|14.66|14.46|3.32|3.32|13.76|9.04|5.24|5.11|3.88|4.78|170.04|4673.05|3189.85|7.5|
|五粮液|000858.SZ|2025-10-23|4709.55|4709.36|14.79|14.59|3.35|3.35|13.88|9.12|5.28|5.16|3.85|4.74|171.51|4713.42|3230.22|7.59|
|五粮液|000858.SZ|2025-10-22|4661.81|4661.61|14.64|14.44|3.32|3.32|13.74|9.03|5.23|5.11|3.89|4.78|169.77|4665.67|3182.47|7.48|
|五粮液|000858.SZ|2025-10-21|4678.11|4677.92|14.69|14.49|3.33|3.33|13.78|9.06|5.25|5.12|3.87|4.77|170.36|4681.97|3198.77|7.52|
|五粮液|000858.SZ|2025-10-20|4675.79|4675.59|14.68|14.48|3.33|3.33|13.78|9.05|5.24|5.12|3.88|4.77|170.28|4679.65|3196.45|7.51|
|五粮液|000858.SZ|2025-10-17|4699.46|4699.26|14.75|14.55|3.35|3.35|13.85|9.1|5.27|5.15|3.86|4.75|171.14|4703.32|3220.12|7.57|
|五粮液|000858.SZ|2025-10-16|4764.29|4764.08|14.96|14.76|3.39|3.39|14.04|9.22|5.34|5.22|3.8|4.68|173.5|4768.15|3284.95|7.72|
|五粮液|000858.SZ|2025-10-15|4738.28|4738.08|14.88|14.67|3.37|3.37|13.96|9.17|5.31|5.19|3.83|4.71|172.56|4742.14|3258.94|7.66|
|五粮液|000858.SZ|2025-10-14|4738.28|4738.08|14.88|14.67|3.37|3.37|13.96|9.17|5.31|5.19|3.83|4.71|172.56|4742.14|3258.94|7.66|
|五粮液|000858.SZ|2025-10-13|4652.11|4651.91|14.6|14.41|3.31|3.31|13.71|9.01|5.22|5.1|3.9|4.79|169.42|4655.97|3172.77|7.46|
|五粮液|000858.SZ|2025-10-10|4686.27|4686.07|14.71|14.51|3.34|3.34|13.81|9.07|5.26|5.13|3.87|4.76|170.66|4690.13|3206.93|7.54|
|五粮液|000858.SZ|2025-10-09|4702.96|4702.76|14.76|14.57|3.35|3.35|13.86|9.11|5.27|5.15|3.85|4.74|171.27|4706.82|3223.62|7.58|
|五粮液|000858.SZ|2025-09-30|4715.38|4715.18|14.8|14.6|3.36|3.36|13.89|9.13|5.29|5.16|3.84|4.73|171.72|4719.24|3236.04|7.61|
|五粮液|000858.SZ|2025-09-29|4732.46|4732.26|14.86|14.66|3.37|3.37|13.94|9.16|5.31|5.18|3.83|4.71|172.34|4736.32|3253.12|7.65|
|五粮液|000858.SZ|2025-09-26|4664.53|4664.33|14.64|14.45|3.32|3.32|13.74|9.03|5.23|5.11|3.89|4.78|169.87|4668.39|3185.19|7.49|
|五粮液|000858.SZ|2025-09-25|4716.93|4716.73|14.81|14.61|3.36|3.36|13.9|9.13|5.29|5.17|3.84|4.73|171.78|4720.79|3237.59|7.61|
|五粮液|000858.SZ|2025-09-24|4749.92|4749.72|14.91|14.71|3.38|3.38|14|9.2|5.33|5.2|3.82|4.69|172.98|4753.78|3270.58|7.69|
|五粮液|000858.SZ|2025-09-23|4742.94|4742.74|14.89|14.69|3.38|3.38|13.97|9.18|5.32|5.2|3.82|4.7|172.73|4746.8|3263.6|7.67|
|五粮液|000858.SZ|2025-09-22|4754.97|4754.77|14.93|14.73|3.38|3.38|14.01|9.21|5.33|5.21|3.81|4.69|173.16|4758.83|3275.63|7.7|
|五粮液|000858.SZ|2025-09-19|4816.3|4816.1|15.12|14.92|3.43|3.43|14.19|9.33|5.4|5.28|3.76|4.63|175.4|4820.16|3336.96|7.84|
|五粮液|000858.SZ|2025-09-18|4810.86|4810.66|15.1|14.9|3.42|3.42|14.17|9.31|5.39|5.27|3.77|4.64|175.2|4814.73|3331.53|7.83|
|五粮液|000858.SZ|2025-09-17|4889.27|4889.07|15.35|15.14|3.48|3.48|14.41|9.47|5.48|5.36|3.71|4.56|178.05|4893.13|3409.93|8.01|
|五粮液|000858.SZ|2025-09-16|4883.06|4882.86|15.33|15.12|3.48|3.48|14.39|9.45|5.48|5.35|3.71|4.57|177.83|4886.92|3403.72|8|
|五粮液|000858.SZ|2025-09-15|4916.06|4915.85|15.43|15.23|3.5|3.5|14.48|9.52|5.51|5.38|3.69|4.54|179.03|4919.92|3436.72|8.08|
|五粮液|000858.SZ|2025-09-12|4937.02|4936.81|15.5|15.29|3.51|3.51|14.55|9.56|5.54|5.41|3.67|4.52|179.79|4940.88|3457.68|8.13|
|五粮液|000858.SZ|2025-09-11|4988.64|4988.43|15.66|15.45|3.55|3.55|14.7|9.66|5.59|5.46|3.63|4.47|181.67|4992.5|3509.3|8.25|
|五粮液|000858.SZ|2025-09-10|4970.79|4970.58|15.61|15.39|3.54|3.54|14.65|9.62|5.57|5.44|3.65|4.49|181.02|4974.65|3491.45|8.21|
|五粮液|000858.SZ|2025-09-09|4999.51|4999.3|15.7|15.48|3.56|3.56|14.73|9.68|5.61|5.48|3.63|4.46|182.07|5003.37|3520.17|8.27|
|五粮液|000858.SZ|2025-09-08|5010.77|5010.56|15.73|15.52|3.57|3.57|14.76|9.7|5.62|5.49|3.62|4.45|182.48|5014.63|3531.43|8.3|
|五粮液|000858.SZ|2025-09-05|4922.27|4922.06|15.45|15.24|3.5|3.5|14.5|9.53|5.52|5.39|3.68|4.53|179.26|4926.13|3442.93|8.09|
|五粮液|000858.SZ|2025-09-04|4871.81|4871.6|15.29|15.09|3.47|3.47|14.35|9.43|5.46|5.34|3.72|4.58|177.42|4875.67|3392.47|7.97|
|五粮液|000858.SZ|2025-09-03|4914.89|4914.69|15.43|15.22|3.5|3.5|14.48|9.52|5.51|5.38|3.69|4.54|178.99|4918.75|3435.55|8.07|
|五粮液|000858.SZ|2025-09-02|4990.2|4989.99|15.67|15.46|3.55|3.55|14.7|9.66|5.6|5.47|3.63|4.47|181.73|4994.06|3510.86|8.25|
|五粮液|000858.SZ|2025-09-01|5002.23|5002.02|15.7|15.49|3.56|3.56|14.74|9.69|5.61|5.48|3.62|4.46|182.17|5006.09|3522.89|8.28|
|五粮液|000858.SZ|2025-08-29|5027.85|5027.64|15.78|15.57|3.58|3.58|14.81|9.73|5.64|5.51|3.61|4.44|183.1|5031.71|3548.51|8.34|
|五粮液|000858.SZ|2025-08-28|4870.25|4870.05|15.29|15.08|3.47|3.47|14.35|9.43|5.46|5.33|3.72|4.58|177.36|4874.11|3390.91|7.97|
|五粮液|000858.SZ|2025-08-27|4914.89|4914.7|15.43|15.04|3.32|3.62|14.48|9.97|5.51|5.38|3.69|4.54|158.23|4918.93|3533.42|8.3|
|五粮液|000858.SZ|2025-08-26|5036|5035.81|15.81|15.42|3.4|3.71|14.84|10.22|5.65|5.52|3.6|4.43|162.13|5040.03|3654.53|8.59|
|五粮液|000858.SZ|2025-08-25|5043.37|5043.18|15.83|15.44|3.4|3.71|14.86|10.24|5.66|5.53|3.59|4.42|162.37|5047.41|3661.91|8.61|
|五粮液|000858.SZ|2025-08-22|4882.67|4882.49|15.33|14.95|3.3|3.59|14.39|9.91|5.48|5.35|3.71|4.57|157.19|4886.71|3501.21|8.23|
|五粮液|000858.SZ|2025-08-21|4869.48|4869.29|15.29|14.91|3.29|3.58|14.35|9.88|5.46|5.33|3.72|4.58|156.77|4873.51|3488.01|8.2|
|五粮液|000858.SZ|2025-08-20|4882.29|4882.1|15.33|14.95|3.3|3.59|14.39|9.91|5.47|5.35|3.71|4.57|157.18|4886.32|3500.82|8.23|
|五粮液|000858.SZ|2025-08-19|4829.11|4828.92|15.16|14.78|3.26|3.55|14.23|9.8|5.42|5.29|3.75|4.62|155.47|4833.14|3447.64|8.1|
|五粮液|000858.SZ|2025-08-18|4803.49|4803.31|15.08|14.7|3.24|3.54|14.15|9.75|5.39|5.26|3.77|4.64|154.64|4807.53|3422.02|8.04|
|五粮液|000858.SZ|2025-08-15|4778.26|4778.08|15|14.63|3.23|3.52|14.08|9.7|5.36|5.23|3.79|4.67|153.83|4782.3|3396.79|7.98|
|五粮液|000858.SZ|2025-08-14|4768.17|4767.98|14.97|14.6|3.22|3.51|14.05|9.68|5.35|5.22|3.8|4.68|153.51|4772.2|3386.7|7.96|
|五粮液|000858.SZ|2025-08-13|4781.75|4781.57|15.01|14.64|3.23|3.52|14.09|9.7|5.36|5.24|3.79|4.66|153.94|4785.79|3400.29|7.99|
|五粮液|000858.SZ|2025-08-12|4781.75|4781.57|15.01|14.64|3.23|3.52|14.09|9.7|5.36|5.24|3.79|4.66|153.94|4785.79|3400.29|7.99|
|五粮液|000858.SZ|2025-08-11|4810.86|4810.68|15.1|14.73|3.25|3.54|14.17|9.76|5.39|5.27|3.77|4.64|154.88|4814.9|3429.4|8.06|
|五粮液|000858.SZ|2025-08-08|4744.1|4743.92|14.89|14.52|3.2|3.49|13.98|9.63|5.32|5.2|3.82|4.7|152.73|4748.14|3362.63|7.9|
|五粮液|000858.SZ|2025-08-07|4756.91|4756.73|14.93|14.56|3.21|3.5|14.02|9.65|5.33|5.21|3.81|4.69|153.14|4760.95|3375.44|7.93|
|五粮液|000858.SZ|2025-08-06|4741.77|4741.59|14.89|14.51|3.2|3.49|13.97|9.62|5.32|5.19|3.82|4.7|152.66|4745.81|3360.3|7.9|
|五粮液|000858.SZ|2025-08-05|4733.62|4733.44|14.86|14.49|3.2|3.48|13.95|9.61|5.31|5.19|3.83|4.71|152.39|4737.66|3352.15|7.88|
|五粮液|000858.SZ|2025-08-04|4693.64|4693.46|14.74|14.37|3.17|3.46|13.83|9.53|5.26|5.14|3.86|4.75|151.11|4697.68|3312.17|7.78|
|五粮液|000858.SZ|2025-08-01|4696.75|4696.57|14.74|14.38|3.17|3.46|13.84|9.53|5.27|5.15|3.86|4.75|151.21|4700.78|3315.28|7.79|
|五粮液|000858.SZ|2025-07-31|4702.57|4702.39|14.76|14.39|3.17|3.46|13.86|9.54|5.27|5.15|3.85|4.74|151.39|4706.6|3321.1|7.81|
|五粮液|000858.SZ|2025-07-30|4833.38|4833.19|15.17|14.8|3.26|3.56|14.24|9.81|5.42|5.29|3.75|4.61|155.61|4837.41|3451.91|8.11|
|五粮液|000858.SZ|2025-07-29|4794.56|4794.38|15.05|14.68|3.24|3.53|14.13|9.73|5.38|5.25|3.78|4.65|154.36|4798.6|3413.09|8.02|
|五粮液|000858.SZ|2025-07-28|4815.52|4815.34|15.12|14.74|3.25|3.54|14.19|9.77|5.4|5.28|3.76|4.63|155.03|4819.56|3434.06|8.07|
|五粮液|000858.SZ|2025-07-25|4795.34|4795.16|15.05|14.68|3.24|3.53|14.13|9.73|5.38|5.25|3.78|4.65|154.38|4799.37|3413.87|8.02|
|五粮液|000858.SZ|2025-07-24|4873.36|4873.17|15.3|14.92|3.29|3.59|14.36|9.89|5.46|5.34|3.72|4.58|156.89|4877.39|3491.89|8.21|
|五粮液|000858.SZ|2025-07-23|4859.77|4859.59|15.26|14.88|3.28|3.58|14.32|9.86|5.45|5.32|3.73|4.59|156.46|4863.81|3478.31|8.18|
|五粮液|000858.SZ|2025-07-22|4872.58|4872.4|15.3|14.92|3.29|3.59|14.36|9.89|5.46|5.34|3.72|4.58|156.87|4876.62|3491.12|8.21|
|五粮液|000858.SZ|2025-07-21|4757.3|4757.12|14.94|14.56|3.21|3.5|14.02|9.66|5.33|5.21|3.81|4.69|153.16|4761.33|3375.83|7.93|
|五粮液|000858.SZ|2025-07-18|4804.65|4804.47|15.08|14.71|3.24|3.54|14.16|9.75|5.39|5.26|3.77|4.64|154.68|4808.69|3423.19|8.05|
|五粮液|000858.SZ|2025-07-17|4883.84|4883.65|15.33|14.95|3.3|3.3|14.39|9.91|5.48|5.35|3.71|2.05|157.23|4887.88|3502.37|8.23|
|五粮液|000858.SZ|2025-07-16|4862.88|4862.69|15.27|14.89|3.28|3.28|14.33|9.87|5.45|5.33|3.73|2.06|156.56|4866.91|3481.41|8.18|
|五粮液|000858.SZ|2025-07-15|4852.01|4851.82|15.23|14.85|3.28|3.28|14.3|9.85|5.44|5.32|3.74|2.06|156.21|4856.05|3470.54|8.16|
|五粮液|000858.SZ|2025-07-14|4867.92|4867.74|15.28|14.9|3.29|3.29|14.34|9.88|5.46|5.33|3.72|2.05|156.72|4871.96|3486.46|8.19|
|五粮液|000858.SZ|2025-07-11|4824.84|4824.65|15.15|14.77|3.26|3.26|14.22|9.79|5.41|5.29|3.76|5.83|155.33|4828.87|3443.37|8.09|
|五粮液|000858.SZ|2025-07-10|4758.08|4757.89|14.94|14.56|3.21|3.21|14.02|9.66|5.34|5.21|3.81|5.91|153.18|4762.11|3376.61|7.94|
|五粮液|000858.SZ|2025-07-09|4720.04|4719.85|14.82|14.45|3.19|3.19|13.91|9.58|5.29|5.17|3.84|5.96|151.96|4724.07|3338.57|7.85|
|五粮液|000858.SZ|2025-07-08|4688.21|4688.03|14.72|14.35|3.16|3.16|13.81|9.51|5.26|5.14|3.87|6|150.93|4692.24|3306.74|7.77|
|五粮液|000858.SZ|2025-07-07|4654.44|4654.26|14.61|14.25|3.14|3.14|13.71|9.45|5.22|5.1|3.89|6.04|149.84|4658.47|3272.97|7.69|
|五粮液|000858.SZ|2025-07-04|4673.07|4672.89|14.67|14.3|3.15|3.15|13.77|9.48|5.24|5.12|3.88|6.02|150.44|4677.1|3291.6|7.74|
|五粮液|000858.SZ|2025-07-03|4643.18|4643|14.58|14.21|3.13|3.13|13.68|9.42|5.21|5.09|3.9|6.06|149.48|4647.22|3261.71|7.67|
|五粮液|000858.SZ|2025-07-02|4626.1|4625.92|14.52|14.16|3.12|3.12|13.63|9.39|5.19|5.07|3.92|6.08|148.93|4630.14|3244.63|7.63|
|五粮液|000858.SZ|2025-07-01|4604.75|4604.58|14.46|14.1|3.11|3.11|13.57|9.35|5.16|5.04|3.94|6.11|148.25|4608.79|3223.28|7.58|
|五粮液|000858.SZ|2025-06-30|4615.23|4615.06|14.49|14.13|3.12|3.12|13.6|9.37|5.18|5.06|3.93|6.09|148.58|4619.27|3233.76|7.6|
|五粮液|000858.SZ|2025-06-27|4626.1|4625.92|14.52|14.16|3.12|3.12|13.63|9.39|5.19|5.07|3.92|6.08|148.93|4630.14|3244.63|7.63|
|五粮液|000858.SZ|2025-06-26|4647.45|4647.27|14.59|14.23|3.14|3.14|13.69|9.43|5.21|5.09|3.9|6.05|149.62|4651.49|3265.98|7.68|
|五粮液|000858.SZ|2025-06-25|4664.92|4664.74|14.65|14.28|3.15|3.15|13.74|9.47|5.23|5.11|3.89|6.03|150.18|4668.95|3283.45|7.72|
|五粮液|000858.SZ|2025-06-24|4648.23|4648.05|14.59|14.23|3.14|3.14|13.7|9.43|5.21|5.09|3.9|6.05|149.64|4652.26|3266.76|7.68|
|五粮液|000858.SZ|2025-06-23|4591.17|4590.99|14.41|14.05|3.1|3.1|13.53|9.32|5.15|5.03|3.95|6.13|147.81|4595.2|3209.7|7.54|
|五粮液|000858.SZ|2025-06-20|4640.85|4640.67|14.57|14.21|3.13|3.13|13.67|9.42|5.2|5.08|3.91|6.06|149.41|4644.89|3259.38|7.66|
|五粮液|000858.SZ|2025-06-19|4552.35|4552.18|14.29|13.94|3.07|3.07|13.41|9.24|5.11|4.99|3.98|6.18|146.56|4556.39|3170.88|7.45|
|五粮液|000858.SZ|2025-06-18|4593.11|4592.93|14.42|14.06|3.1|3.1|13.53|9.32|5.15|5.03|3.95|6.12|147.87|4597.14|3211.64|7.55|
|五粮液|000858.SZ|2025-06-17|4569.04|4568.87|14.34|13.99|3.08|3.08|13.46|9.27|5.12|5.01|3.97|6.16|147.1|4573.08|3187.57|7.49|
|五粮液|000858.SZ|2025-06-16|4590.78|4590.6|14.41|14.05|3.1|3.1|13.53|9.32|5.15|5.03|3.95|6.13|147.8|4594.81|3209.31|7.54|
|五粮液|000858.SZ|2025-06-13|4623.77|4623.59|14.52|14.15|3.12|3.12|13.62|9.38|5.18|5.07|3.92|6.08|148.86|4627.81|3242.3|7.62|
|五粮液|000858.SZ|2025-06-12|4754.97|4754.79|14.93|14.56|3.21|3.21|14.01|9.65|5.33|5.21|3.81|5.92|153.08|4759.01|3373.5|7.93|
|五粮液|000858.SZ|2025-06-11|4840.37|4840.18|15.2|14.82|3.27|3.27|14.26|9.82|5.43|5.3|3.75|5.81|155.83|4844.4|3458.9|8.13|
|五粮液|000858.SZ|2025-06-10|4828.33|4828.15|15.16|14.78|3.26|3.26|14.23|9.8|5.41|5.29|3.75|5.83|155.44|4832.37|3446.86|8.1|
|五粮液|000858.SZ|2025-06-09|4850.46|4850.27|15.23|14.85|3.27|3.27|14.29|9.84|5.44|5.31|3.74|5.8|156.16|4854.49|3468.99|8.15|
|五粮液|000858.SZ|2025-06-06|4855.5|4855.32|15.24|14.86|3.28|3.28|14.31|9.85|5.44|5.32|3.73|5.79|156.32|4859.54|3474.04|8.17|
|五粮液|000858.SZ|2025-06-05|4853.17|4852.99|15.24|14.86|3.28|3.28|14.3|9.85|5.44|5.32|3.74|5.8|156.24|4857.21|3471.71|8.16|
|五粮液|000858.SZ|2025-06-04|4834.54|4834.36|15.18|14.8|3.26|3.26|14.24|9.81|5.42|5.3|3.75|5.82|155.64|4838.58|3453.08|8.12|
|五粮液|000858.SZ|2025-06-03|4839.59|4839.4|15.19|14.81|3.27|3.27|14.26|9.82|5.43|5.3|3.75|5.81|155.81|4843.62|3458.12|8.13|
|五粮液|000858.SZ|2025-05-30|4907.91|4907.72|15.41|15.02|3.31|3.31|14.46|9.96|5.5|5.38|3.69|5.73|158|4911.94|3526.44|8.29|
|五粮液|000858.SZ|2025-05-29|4942.06|4941.87|15.52|15.13|3.34|3.34|14.56|10.03|5.54|5.41|3.67|5.69|159.1|4946.1|3560.6|8.37|
|五粮液|000858.SZ|2025-05-28|4926.54|4926.35|15.47|15.08|3.33|3.33|14.52|10|5.52|5.4|3.68|5.71|158.6|4930.57|3545.07|8.33|
|五粮液|000858.SZ|2025-05-27|4897.04|4896.85|15.37|14.99|3.31|3.31|14.43|9.94|5.49|5.36|3.7|5.74|157.66|4901.07|3515.57|8.26|
|五粮液|000858.SZ|2025-05-26|4906.74|4906.55|15.4|15.02|3.31|3.31|14.46|9.96|5.5|5.38|3.69|5.73|157.97|4910.78|3525.27|8.29|
|五粮液|000858.SZ|2025-05-23|4974.28|4974.09|15.62|15.23|3.36|3.36|14.66|10.1|5.58|5.45|3.64|5.65|160.14|4978.32|3592.81|8.44|
|五粮液|000858.SZ|2025-05-22|5010.77|5010.58|15.73|15.34|3.38|3.38|14.76|10.17|5.62|5.49|3.62|5.61|161.32|5014.8|3629.3|8.53|
|五粮液|000858.SZ|2025-05-21|5017.37|5017.17|15.75|15.36|3.39|3.39|14.78|10.18|5.63|5.5|3.61|5.61|161.53|5021.4|3635.9|8.55|
|五粮液|000858.SZ|2025-05-20|5012.32|5012.13|15.74|15.34|3.38|3.38|14.77|10.17|5.62|5.49|3.62|5.61|161.37|5016.36|3630.85|8.53|
|五粮液|000858.SZ|2025-05-19|5018.92|5018.73|15.76|15.36|3.39|3.39|14.79|10.19|5.63|5.5|3.61|5.6|161.58|5022.96|3637.45|8.55|
|五粮液|000858.SZ|2025-05-16|5088.01|5087.82|15.97|15.57|3.43|3.43|14.99|10.33|5.71|5.57|3.56|5.53|163.8|5092.05|3706.54|8.71|
|五粮液|000858.SZ|2025-05-15|5188.55|5188.35|16.29|15.88|3.5|3.5|15.29|10.53|5.82|5.68|3.49|5.42|167.04|5192.58|3807.08|8.95|
|五粮液|000858.SZ|2025-05-14|5250.26|5250.06|16.48|16.07|3.54|3.54|15.47|10.66|5.89|5.75|3.45|5.36|169.03|5254.3|3868.8|9.09|
|五粮液|000858.SZ|2025-05-13|5162.15|5161.95|16.21|15.8|3.48|3.48|15.21|10.48|5.79|5.66|3.51|5.45|166.19|5166.19|3780.68|8.89|
|五粮液|000858.SZ|2025-05-12|5161.37|5161.18|16.2|15.8|3.48|3.48|15.21|10.48|5.79|5.65|3.51|5.45|166.17|5165.41|3779.91|8.88|
|五粮液|000858.SZ|2025-05-09|5107.42|5107.22|16.03|15.63|3.45|3.45|15.05|10.37|5.73|5.6|3.55|5.51|164.43|5111.46|3725.95|8.76|
|五粮液|000858.SZ|2025-05-08|5115.96|5115.76|16.06|15.66|3.45|3.45|15.07|10.38|5.74|5.6|3.54|5.5|164.7|5120|3734.49|8.78|
|五粮液|000858.SZ|2025-05-07|5045.7|5045.51|15.84|15.45|3.41|3.41|14.87|10.24|5.66|5.53|3.59|5.57|162.44|5049.74|3664.23|8.61|
|五粮液|000858.SZ|2025-05-06|5026.29|5026.1|15.78|15.39|3.39|3.39|14.81|10.2|5.64|5.51|3.61|5.6|161.82|5030.33|3644.83|8.57|
|五粮液|000858.SZ|2025-04-30|4995.63|4995.44|15.68|15.29|3.37|3.37|14.72|10.14|5.6|5.47|3.63|5.63|160.83|4999.67|3614.16|8.49|
|五粮液|000858.SZ|2025-04-29|5028.62|5028.43|15.79|15.39|3.39|3.39|14.82|10.21|5.64|5.51|3.6|5.59|161.89|5032.66|3647.16|8.57|
|五粮液|000858.SZ|2025-04-28|5079.08|5078.89|15.95|15.55|3.43|3.43|14.96|10.31|5.7|5.56|3.57|5.54|163.52|5083.12|3697.62|8.69|
|五粮液|000858.SZ|2025-04-25|5009.22|5009.11|16.58|15.5|3.67|3.96|12|10.19|6.02|5.65|3.62|5.61|124.79|5012.79|3761.67|9.31|
|五粮液|000858.SZ|2025-04-24|5009.6|5009.5|16.58|15.51|3.67|3.96|12|10.19|6.02|5.65|3.62|5.61|124.8|5013.18|3762.06|9.31|
|五粮液|000858.SZ|2025-04-23|5044.93|5044.82|16.7|15.61|3.7|3.99|12.09|10.26|6.06|5.69|3.59|5.58|125.67|5048.5|3797.38|9.4|
|五粮液|000858.SZ|2025-04-22|5049.97|5049.87|16.72|15.63|3.7|4|12.1|10.28|6.06|5.7|3.59|5.57|125.8|5053.55|3802.43|9.41|
|五粮液|000858.SZ|2025-04-21|5059.29|5059.18|16.75|15.66|3.71|4|12.12|10.29|6.08|5.71|3.58|5.56|126.03|5062.86|3811.74|9.43|
|五粮液|000858.SZ|2025-04-18|5114.02|5113.91|16.93|15.83|3.75|4.05|12.25|10.41|6.14|5.77|3.54|5.5|127.4|5117.59|3866.47|9.57|
|五粮液|000858.SZ|2025-04-17|5144.3|5144.19|17.03|15.92|3.77|4.07|12.32|10.47|6.18|5.8|3.52|5.47|128.15|5147.87|3896.75|9.64|
|五粮液|000858.SZ|2025-04-16|5135.37|5135.26|17|15.89|3.77|4.06|12.3|10.45|6.17|5.79|3.53|5.48|127.93|5138.94|3887.82|9.62|
|五粮液|000858.SZ|2025-04-15|5098.49|5098.38|16.88|15.78|3.74|4.03|12.21|10.37|6.12|5.75|3.56|5.52|127.01|5102.07|3850.95|9.53|
|五粮液|000858.SZ|2025-04-14|5086.46|5086.35|16.84|15.74|3.73|4.03|12.19|10.35|6.11|5.74|3.56|5.53|126.71|5090.04|3838.91|9.5|
