date,mktcap,pe_lyr,pe_ttm,pb
2018-12-20,7216.86,26.65,22.67,7.05
2018-12-21,7127.79,26.32,22.39,6.96
2018-12-24,7135.2,26.35,22.42,6.97
2018-12-25,7107.44,26.25,22.33,6.94
2018-12-26,7035.71,25.98,22.1,6.87
2018-12-27,7072.39,26.12,22.22,6.91
2018-12-28,7411.69,27.37,23.29,7.24
2019-01-02,7524.37,27.79,23.64,7.35
2019-01-03,7411.57,27.37,23.29,7.24
2019-01-04,7562.31,27.93,23.76,7.39
2019-01-07,7606.15,28.09,23.9,7.43
2019-01-08,7597.36,28.06,23.87,7.42
2019-01-09,7739.69,28.58,24.32,7.56
2019-01-10,7772.98,28.7,24.42,7.59
2019-01-11,7987.91,29.5,25.1,7.8
2019-01-14,7846.21,28.97,24.65,7.66
2019-01-15,8290.65,30.62,26.05,8.1
2019-01-16,8304.72,30.67,26.09,8.11
2019-01-17,8281.48,30.58,26.02,8.09
2019-01-18,8587.49,31.71,26.98,8.39
2019-01-21,8629.83,31.87,27.11,8.43
2019-01-22,8429.09,31.13,26.48,8.23
2019-01-23,8362.01,30.88,26.27,8.17
2019-01-24,8447.93,31.2,26.54,8.25
2019-01-25,8538.38,31.53,26.83,8.34
2019-01-28,8504.46,31.41,26.72,8.31
2019-01-29,8604.95,31.78,27.03,8.41
2019-01-30,8491.9,31.36,26.68,8.3
2019-01-31,8662.74,31.99,27.22,8.46
2019-02-01,8701.31,32.13,27.34,8.5
2019-02-11,9111.2,33.65,28.63,8.9
2019-02-12,9018.5,33.3,28.33,8.81
2019-02-13,9236.19,34.11,29.02,9.02
2019-02-14,9260.19,34.2,29.09,9.05
2019-02-15,9104.67,33.62,28.6,8.89
2019-02-18,9295.86,34.33,29.21,9.08
2019-02-19,9179.79,33.9,28.84,8.97
2019-02-20,9069.75,33.49,28.5,8.86
2019-02-21,9047.76,33.41,28.43,8.84
2019-02-22,9120.12,33.68,28.65,8.91
2019-02-25,9325.13,34.44,29.3,9.11
2019-02-26,9136.95,33.74,28.71,8.93
2019-02-27,9304.66,34.36,29.23,9.09
2019-02-28,9484.42,35.02,29.8,9.26
2019-03-01,9915.17,36.62,31.15,9.69
2019-03-04,9821.71,36.27,30.86,9.59
2019-03-05,9795.58,36.17,30.78,9.57
2019-03-06,9647.6,35.63,30.31,9.42
2019-03-07,9403.9,34.73,29.55,9.19
2019-03-08,9264.46,34.21,29.11,9.05
2019-03-11,9528.76,35.19,29.94,9.31
2019-03-12,9358.8,34.56,29.4,9.14
2019-03-13,9471.73,34.98,29.76,9.25
2019-03-14,9773.22,36.09,30.71,9.55
2019-03-15,9764.43,36.06,30.68,9.54
2019-03-18,10176.33,37.58,31.97,9.94
2019-03-19,9956.75,36.77,31.28,9.73
2019-03-20,9959.14,36.78,31.29,9.73
2019-03-21,9870.57,36.45,31.01,9.64
2019-03-22,9974.21,36.83,31.34,9.74
2019-03-25,9743.07,35.98,30.61,9.52
2019-03-26,9710.41,35.86,30.51,9.49
2019-03-27,9905.12,36.58,31.12,9.68
2019-03-28,10135.0,37.43,31.84,9.9
2019-03-29,10727.8,30.47,30.47,9.51
2019-04-01,10790.74,30.65,30.65,9.56
2019-04-02,10677.68,30.33,30.33,9.46
2019-04-03,10608.59,30.13,30.13,9.4
2019-04-04,10866.11,30.87,30.87,9.63
2019-04-08,11308.29,32.12,32.12,10.02
2019-04-09,11368.59,32.29,32.29,10.08
2019-04-10,11908.63,33.83,33.83,10.55
2019-04-11,11622.34,33.01,33.01,10.3
2019-04-12,11481.65,32.62,32.62,10.18
2019-04-15,11393.71,32.37,32.37,10.1
2019-04-16,11807.0,33.54,33.54,10.46
2019-04-17,11959.0,33.97,33.97,10.6
2019-04-18,11877.35,33.74,33.74,10.53
2019-04-19,11966.04,33.99,33.99,10.6
2019-04-22,11923.83,33.87,33.87,10.57
2019-04-23,12247.3,34.79,34.79,10.85
2019-04-24,12185.12,34.61,34.61,10.8
2019-04-25,11963.65,33.98,31.55,9.64
2019-04-26,11871.07,33.72,31.31,9.57
2019-04-29,12209.87,34.68,32.2,9.84
2019-04-30,12235.37,34.76,32.27,9.86
2019-05-06,11381.15,32.33,30.02,9.17
2019-05-07,11180.16,31.76,29.48,9.01
2019-05-08,11109.81,31.56,29.3,8.96
2019-05-09,10788.35,30.65,28.45,8.7
2019-05-10,11395.22,32.37,30.05,9.19
2019-05-13,11205.28,31.83,29.55,9.03
2019-05-14,11137.07,31.64,29.37,8.98
2019-05-15,11644.95,33.08,30.71,9.39
2019-05-16,11681.51,33.18,30.81,9.42
2019-05-17,11391.08,32.36,30.04,9.18
2019-05-20,11116.85,31.58,29.32,8.96
2019-05-21,11242.97,31.94,29.65,9.06
2019-05-22,11155.04,31.69,29.42,8.99
2019-05-23,10815.86,30.72,28.52,8.72
2019-05-24,11035.7,31.35,29.1,8.9
2019-05-27,11041.98,31.37,29.12,8.9
2019-05-28,11155.04,31.69,29.42,8.99
2019-05-29,11455.39,32.54,30.21,9.23
2019-05-30,11372.36,32.3,29.99,9.17
2019-05-31,11180.16,31.76,29.48,9.01
2019-06-03,11205.28,31.83,29.55,9.03
2019-06-04,10995.5,31.23,29.0,8.86
2019-06-05,10949.02,31.1,28.88,8.83
2019-06-06,10830.06,30.76,28.56,8.73
2019-06-10,10942.49,31.08,28.86,8.82
2019-06-11,11442.58,32.5,30.18,9.22
2019-06-12,11389.95,32.35,30.04,9.18
2019-06-13,11431.4,32.47,30.15,9.21
2019-06-14,11469.09,32.58,30.25,9.24
2019-06-17,11451.5,32.53,30.2,9.23
2019-06-18,11519.33,32.72,30.38,9.29
2019-06-19,11707.89,33.26,30.88,9.44
2019-06-20,12247.93,34.79,32.3,9.87
2019-06-21,12264.26,34.84,32.34,9.89
2019-06-24,12399.93,35.22,32.7,10.0
2019-06-25,12348.17,35.08,32.57,9.95
2019-06-26,12308.98,34.97,32.46,9.92
2019-06-27,12516.13,35.55,33.01,10.09
2019-06-28,12360.99,35.11,32.6,9.96
2019-07-01,12962.2,36.82,34.18,10.45
2019-07-02,12876.03,36.58,33.96,10.38
2019-07-03,12409.98,35.25,32.73,10.0
2019-07-04,12325.81,35.01,32.51,9.94
2019-07-05,12559.72,35.68,33.12,10.12
2019-07-08,12371.79,35.14,32.63,9.97
2019-07-09,12261.24,34.83,32.34,9.88
2019-07-10,12342.39,35.06,32.55,9.95
2019-07-11,12329.58,35.02,32.52,9.94
2019-07-12,12387.24,35.19,32.67,9.99
2019-07-15,12259.61,34.82,32.33,9.88
2019-07-16,12159.99,34.54,32.07,9.8
2019-07-17,12103.47,34.38,31.92,9.76
2019-07-18,11902.47,33.81,30.22,10.37
2019-07-19,12007.62,34.11,30.48,10.46
2019-07-22,12022.06,34.15,30.52,10.48
2019-07-23,11983.88,34.04,30.42,10.44
2019-07-24,11888.15,33.77,30.18,10.36
2019-07-25,12097.18,34.36,30.71,10.54
2019-07-26,12122.69,34.44,30.78,10.56
2019-07-29,12265.64,34.84,31.14,10.69
2019-07-30,12297.3,34.93,31.22,10.72
2019-07-31,12217.78,34.71,31.02,10.65
2019-08-01,12050.71,34.23,30.59,10.5
2019-08-02,11989.78,34.06,30.44,10.45
2019-08-05,11838.78,33.63,30.05,10.32
2019-08-06,11887.4,33.77,30.18,10.36
2019-08-07,11871.07,33.72,30.14,10.34
2019-08-08,12206.22,34.67,30.99,10.64
2019-08-09,12085.0,34.33,30.68,10.53
2019-08-12,12796.01,36.35,32.48,11.15
2019-08-13,12787.47,36.32,32.46,11.14
2019-08-14,13106.29,37.23,33.27,11.42
2019-08-15,13126.01,37.29,33.32,11.44
2019-08-16,13247.86,37.63,33.63,11.54
2019-08-19,13263.94,37.68,33.67,11.56
2019-08-20,13441.32,38.18,34.12,11.71
2019-08-21,13391.07,38.04,34.0,11.67
2019-08-22,13868.42,39.39,35.21,12.09
2019-08-23,14196.29,40.33,36.04,12.37
2019-08-26,13855.23,39.36,35.17,12.07
2019-08-27,13931.23,39.57,35.37,12.14
2019-08-28,13819.56,39.26,35.08,12.04
2019-08-29,13982.74,39.72,35.5,12.18
2019-08-30,14345.78,40.75,36.42,12.5
2019-09-02,14305.08,40.64,36.32,12.47
2019-09-03,14320.65,40.68,36.36,12.48
2019-09-04,14132.35,40.14,35.88,12.32
2019-09-05,14370.9,40.82,36.48,12.52
2019-09-06,14351.93,40.77,36.44,12.51
2019-09-09,14276.94,40.56,36.24,12.44
2019-09-10,14117.78,40.1,35.84,12.3
2019-09-11,13435.29,38.16,34.11,11.71
2019-09-12,13805.61,39.22,35.05,12.03
2019-09-16,13805.61,39.22,35.05,12.03
2019-09-17,13742.93,39.04,34.89,11.98
2019-09-18,14432.46,41.0,36.64,12.58
2019-09-19,14383.46,40.86,36.52,12.53
2019-09-20,14539.48,41.3,36.91,12.67
2019-09-23,14433.71,41.0,36.64,12.58
2019-09-24,14873.38,42.25,37.76,12.96
2019-09-25,14747.76,41.89,37.44,12.85
2019-09-26,14659.83,41.64,37.22,12.77
2019-09-27,14757.18,41.92,37.46,12.86
2019-09-30,14446.27,41.04,36.67,12.59
2019-10-08,14661.08,41.65,37.22,12.78
2019-10-09,14406.2,40.92,36.57,12.55
2019-10-10,14509.08,41.21,36.83,12.64
2019-10-11,14755.3,41.91,37.46,12.86
2019-10-14,14823.13,42.11,37.63,12.92
2019-10-15,15212.56,43.21,38.62,13.26
2019-10-16,14697.51,41.75,35.91,11.73
2019-10-17,14864.97,42.23,36.32,11.87
2019-10-18,14770.25,41.96,36.09,11.79
2019-10-21,14678.67,41.7,35.87,11.72
2019-10-22,14707.56,41.78,35.94,11.74
2019-10-23,14558.2,41.35,35.57,11.62
2019-10-24,14449.67,41.05,35.31,11.54
2019-10-25,14714.47,41.8,35.95,11.75
2019-10-28,14801.65,42.05,36.17,11.82
2019-10-29,14986.44,42.57,36.62,11.96
2019-10-30,14870.87,42.24,36.34,11.87
2019-10-31,14823.26,42.11,36.22,11.83
2019-11-01,14885.94,42.29,36.37,11.88
2019-11-04,15069.22,42.81,36.82,12.03
2019-11-05,15061.81,42.78,36.8,12.02
2019-11-06,14986.44,42.57,36.62,11.96
2019-11-07,15091.58,42.87,36.88,12.05
2019-11-08,15137.18,43.0,36.99,12.08
2019-11-11,15061.81,42.78,36.8,12.02
2019-11-12,15094.47,42.88,36.88,12.05
2019-11-13,15375.86,43.68,37.57,12.28
2019-11-14,15451.23,43.89,37.76,12.34
2019-11-15,15387.17,43.71,37.6,12.28
2019-11-18,15417.06,43.79,37.67,12.31
2019-11-19,15480.38,43.97,37.83,12.36
2019-11-20,15498.34,44.02,37.87,12.37
2019-11-21,15467.56,43.94,37.8,12.35
2019-11-22,14999.0,42.61,36.65,11.97
2019-11-25,14849.01,42.18,36.28,11.85
2019-11-26,14885.94,42.29,36.37,11.88
2019-11-27,14948.13,42.46,36.53,11.93
2019-11-28,14770.37,41.96,36.09,11.79
2019-11-29,14182.47,40.29,34.65,11.32
2019-12-02,14232.72,40.43,34.78,11.36
2019-12-03,14044.29,39.89,34.32,11.21
2019-12-04,14098.68,40.05,34.45,11.26
2019-12-05,14192.52,40.32,34.68,11.33
2019-12-06,14697.51,41.75,35.91,11.73
2019-12-09,14555.56,41.35,35.57,11.62
2019-12-10,14627.17,41.55,35.74,11.68
2019-12-11,14559.08,41.36,35.58,11.62
2019-12-12,14282.97,40.57,34.9,11.4
2019-12-13,14609.58,41.5,35.7,11.66
2019-12-16,14420.15,40.96,35.24,11.51
2019-12-17,14697.26,41.75,35.91,11.73
2019-12-18,14672.39,41.68,35.85,11.71
2019-12-19,14539.23,41.3,35.53,11.61
2019-12-20,14399.8,40.9,35.19,11.5
2019-12-23,14437.48,41.01,35.28,11.53
2019-12-24,14421.15,40.97,35.24,11.51
2019-12-25,14241.51,40.45,34.8,11.37
2019-12-26,14259.1,40.5,34.84,11.38
2019-12-27,14609.58,41.5,35.7,11.66
2019-12-30,14895.99,42.31,36.4,11.89
2019-12-31,14860.82,42.21,36.31,11.86
2020-01-02,14195.04,40.32,34.69,11.33
2020-01-03,13548.85,38.49,33.11,10.82
2020-01-06,13541.69,38.47,33.09,10.81
2020-01-07,13749.46,39.06,33.6,10.98
2020-01-08,13669.19,38.83,33.4,10.91
2020-01-09,13852.09,39.35,33.85,11.06
2020-01-10,13975.2,39.7,34.15,11.16
2020-01-13,14123.06,40.12,34.51,11.28
2020-01-14,13911.13,39.52,33.99,11.11
2020-01-15,13970.55,39.69,34.14,11.15
2020-01-16,13906.11,39.5,33.98,11.1
2020-01-17,13912.39,39.52,33.99,11.11
2020-01-20,13705.12,38.93,33.49,10.94
2020-01-21,13507.89,38.37,33.01,10.78
2020-01-22,13510.53,38.38,33.01,10.79
2020-01-23,13225.25,37.57,32.32,10.56
2020-02-03,12611.22,35.82,30.82,10.07
2020-02-04,13039.46,37.04,31.86,10.41
2020-02-05,13189.95,37.47,32.23,10.53
2020-02-06,13453.88,38.22,32.87,10.74
2020-02-07,13516.69,38.4,33.03,10.79
2020-02-10,13397.22,38.06,32.74,10.7
2020-02-11,13793.05,39.18,33.7,11.01
2020-02-12,13783.88,39.15,33.68,11.0
2020-02-13,13705.12,38.93,33.49,10.94
2020-02-14,13667.43,38.82,33.4,10.91
2020-02-17,13740.54,39.03,33.58,10.97
2020-02-18,13617.18,38.68,33.27,10.87
2020-02-19,13774.21,39.13,33.66,11.0
2020-02-20,14044.29,39.89,34.32,11.21
2020-02-21,13979.97,39.71,34.16,11.16
2020-02-24,13657.13,38.79,33.37,10.9
2020-02-25,13501.74,38.35,32.99,10.78
2020-02-26,13487.8,38.31,32.96,10.77
2020-02-27,13659.77,38.8,33.38,10.91
2020-02-28,13278.01,37.72,32.44,10.6
2020-03-02,13642.43,38.75,33.34,10.89
2020-03-03,13981.48,39.72,34.16,11.16
2020-03-04,14181.47,40.28,34.65,11.32
2020-03-05,14710.08,41.79,35.94,11.74
2020-03-06,14515.37,41.23,35.47,11.59
2020-03-09,13994.17,39.75,34.19,11.17
2020-03-10,14521.65,41.25,35.48,11.59
2020-03-11,14553.3,41.34,35.56,11.62
2020-03-12,14301.81,40.63,34.95,11.42
2020-03-13,13969.3,39.68,34.13,11.15
2020-03-16,13403.63,38.07,32.75,10.7
2020-03-17,13128.52,37.29,32.08,10.48
2020-03-18,12662.35,35.97,30.94,10.11
2020-03-19,12511.73,35.54,30.57,9.99
2020-03-20,13005.16,36.94,31.78,10.38
2020-03-23,12800.66,36.36,31.28,10.22
2020-03-24,13265.45,37.68,32.41,10.59
2020-03-25,13568.19,38.54,33.15,10.83
2020-03-26,13377.5,38.0,32.69,10.68
2020-03-27,13510.41,38.38,33.01,10.79
2020-03-30,13466.44,38.25,32.91,10.75
2020-03-31,13956.36,39.64,34.1,11.14
2020-04-01,13855.86,39.36,33.86,11.06
2020-04-02,14383.46,40.86,35.15,11.48
2020-04-03,14318.02,40.67,34.99,11.43
2020-04-07,14571.27,41.39,35.6,11.63
2020-04-08,14568.88,41.38,35.6,11.63
2020-04-09,14553.05,41.34,35.56,11.62
2020-04-10,14634.7,41.57,35.76,11.68
2020-04-13,14600.79,41.48,35.68,11.66
2020-04-14,14887.2,42.29,36.38,11.89
2020-04-15,14943.73,42.45,36.52,11.93
2020-04-16,15037.94,42.72,36.75,12.01
2020-04-17,15400.99,43.75,37.63,12.3
2020-04-20,15417.32,43.79,37.67,12.31
2020-04-21,15074.37,42.82,36.83,12.03
2020-04-22,15633.38,37.94,37.94,11.49
2020-04-23,15730.86,38.18,38.18,11.57
2020-04-24,15709.51,38.12,38.12,11.55
2020-04-27,16029.08,38.9,38.9,11.79
2020-04-28,16068.4,38.99,37.3,10.78
2020-04-29,16015.27,38.87,37.18,10.74
2020-04-30,15899.7,38.59,36.91,10.66
2020-05-06,16330.57,39.63,37.91,10.95
2020-05-07,16481.32,40.0,38.26,11.05
2020-05-08,16514.1,40.08,38.33,11.08
2020-05-11,16619.62,40.33,38.58,11.15
2020-05-12,16745.12,40.64,38.87,11.23
2020-05-13,16782.17,40.73,38.96,11.26
2020-05-14,16664.59,40.44,38.68,11.18
2020-05-15,16493.88,40.03,38.29,11.06
2020-05-18,16911.06,41.04,39.26,11.34
2020-05-19,16909.8,41.04,39.25,11.34
2020-05-20,16971.23,41.19,39.4,11.38
2020-05-21,17160.92,41.65,39.84,11.51
2020-05-22,16684.82,40.49,38.73,11.19
2020-05-25,17120.72,41.55,39.74,11.48
2020-05-26,17059.17,41.4,39.6,11.44
2020-05-27,16807.93,40.79,39.02,11.27
2020-05-28,16883.3,40.97,39.19,11.32
2020-05-29,17167.2,41.66,39.85,11.51
2020-06-01,17831.73,43.27,41.39,11.96
2020-06-02,17721.31,43.01,41.14,11.89
2020-06-03,17577.98,42.66,40.8,11.79
2020-06-04,17687.14,42.92,41.06,11.86
2020-06-05,17900.82,43.44,41.55,12.01
2020-06-08,17663.4,42.87,41.0,11.85
2020-06-09,17794.67,43.18,41.31,11.93
2020-06-10,17883.99,43.4,41.51,11.99
2020-06-11,17592.55,42.69,40.84,11.8
2020-06-12,17792.41,43.18,41.3,11.93
2020-06-15,17373.22,42.16,40.33,11.65
2020-06-16,17635.51,42.8,40.94,11.83
2020-06-17,17649.58,42.83,40.97,11.84
2020-06-18,17750.07,43.08,41.2,11.9
2020-06-19,18087.24,43.89,41.99,12.13
2020-06-22,18076.69,43.87,41.96,12.12
2020-06-23,18522.64,44.95,43.0,12.42
2020-06-24,18340.61,44.51,42.57,12.3
2020-06-29,18380.31,44.61,42.67,12.33
2020-06-30,18376.67,44.6,42.66,12.32
2020-07-01,18770.99,45.55,43.57,12.59
2020-07-02,19395.69,47.07,45.02,13.01
2020-07-03,19367.93,47.0,44.96,12.99
2020-07-06,20099.16,48.78,46.66,13.48
2020-07-07,21204.62,51.46,49.22,14.22
2020-07-08,21120.96,51.26,49.03,14.17
2020-07-09,21430.73,52.01,49.75,14.37
2020-07-10,21529.35,52.25,49.98,14.44
2020-07-13,22385.32,54.32,51.96,15.01
2020-07-14,22134.21,53.72,51.38,14.84
2020-07-15,22015.24,53.43,51.1,14.77
2020-07-16,20275.03,49.2,47.06,13.6
2020-07-17,20702.77,50.24,48.06,13.88
2020-07-20,20563.46,49.9,47.73,13.79
2020-07-21,20953.38,50.85,48.64,14.05
2020-07-22,21080.0,51.16,48.93,14.14
2020-07-23,21053.88,51.09,48.87,14.12
2020-07-24,20040.12,48.63,46.52,13.44
2020-07-27,20382.44,49.46,47.31,13.67
2020-07-28,20978.5,50.91,48.7,14.07
2020-07-29,21003.63,50.97,47.89,15.31
2020-07-30,21104.12,51.22,48.12,15.38
2020-07-31,21081.26,51.16,48.07,15.36
2020-08-03,20953.38,50.85,47.78,15.27
2020-08-04,20978.38,50.91,47.83,15.29
2020-08-05,20953.38,50.85,47.78,15.27
2020-08-06,20576.02,49.93,46.92,14.99
2020-08-07,20488.59,49.72,46.72,14.93
2020-08-10,20526.15,49.81,46.8,14.96
2020-08-11,20633.17,50.07,47.05,15.04
2020-08-12,20437.71,49.6,46.6,14.89
2020-08-13,20538.83,49.84,46.83,14.97
2020-08-14,20865.45,50.64,47.58,15.21
2020-08-17,21229.74,51.52,48.41,15.47
2020-08-18,21418.17,51.98,48.84,15.61
2020-08-19,21192.06,51.43,48.32,15.44
2020-08-20,20903.13,50.73,47.66,15.23
2020-08-21,21053.88,51.09,48.01,15.34
2020-08-24,21309.51,51.71,48.59,15.53
2020-08-25,21694.54,52.65,49.47,15.81
2020-08-26,21694.54,52.65,49.47,15.81
2020-08-27,21744.78,52.77,49.58,15.85
2020-08-28,22071.4,53.56,50.33,16.08
2020-08-31,22441.97,54.46,51.17,16.35
2020-09-01,22636.43,54.93,51.61,16.5
2020-09-02,22548.75,54.72,51.41,16.43
2020-09-03,22523.63,54.66,51.36,16.41
2020-09-04,22234.7,53.96,50.7,16.2
2020-09-07,21650.57,52.54,49.37,15.78
2020-09-08,21498.57,52.17,49.02,15.67
2020-09-09,21204.62,51.46,48.35,15.45
2020-09-10,21428.22,52.0,48.86,15.62
2020-09-11,21769.91,52.83,49.64,15.86
2020-09-14,22184.45,53.84,50.58,16.17
2020-09-15,22109.08,53.65,50.41,16.11
2020-09-16,21670.67,52.59,49.41,15.79
2020-09-17,20985.04,50.93,47.85,15.29
2020-09-18,21292.55,51.67,48.55,15.52
2020-09-21,20938.3,50.81,47.74,15.26
2020-09-22,20924.36,50.78,47.71,15.25
2020-09-23,20727.01,50.3,47.26,15.1
2020-09-24,20467.48,49.67,46.67,14.92
2020-09-25,20540.22,49.85,46.83,14.97
2020-09-28,20865.45,50.64,47.58,15.21
2020-09-29,20756.16,50.37,47.33,15.13
2020-09-30,20959.66,50.87,47.79,15.27
2020-10-09,21305.11,51.7,48.58,15.53
2020-10-12,21991.12,53.37,50.14,16.03
2020-10-13,21845.28,53.01,49.81,15.92
2020-10-14,21719.66,52.71,49.52,15.83
2020-10-15,21669.41,52.59,49.41,15.79
2020-10-16,21506.11,52.19,49.04,15.67
2020-10-19,21342.8,51.79,48.66,15.55
2020-10-20,21782.47,52.86,49.67,15.87
2020-10-21,21774.05,52.84,49.65,15.87
2020-10-22,21889.25,53.12,49.91,15.95
2020-10-23,21547.94,52.29,49.13,15.7
2020-10-26,20639.33,50.09,46.3,13.9
2020-10-27,20413.21,49.54,45.79,13.75
2020-10-28,20913.31,50.75,46.91,14.09
2020-10-29,21053.88,51.09,47.23,14.18
2020-10-30,20978.75,50.91,47.06,14.13
2020-11-02,21028.88,51.03,47.17,14.17
2020-11-03,21292.55,51.67,47.76,14.34
2020-11-04,21350.09,51.81,47.89,14.38
2020-11-05,21630.47,52.49,48.52,14.57
2020-11-06,21363.15,51.84,47.92,14.39
2020-11-09,21890.13,53.12,49.1,14.75
2020-11-10,21920.65,53.2,49.17,14.77
2020-11-11,21749.18,52.78,48.79,14.65
2020-11-12,21792.39,52.89,48.89,14.68
2020-11-13,21418.17,51.98,48.05,14.43
2020-11-16,21732.85,52.74,48.75,14.64
2020-11-17,21553.84,52.31,48.35,14.52
2020-11-18,21275.59,51.63,47.73,14.33
2020-11-19,21608.99,52.44,48.47,14.56
2020-11-20,21606.1,52.43,48.47,14.55
2020-11-23,22488.58,54.58,50.45,15.15
2020-11-24,22153.05,53.76,49.69,14.92
2020-11-25,21693.03,52.64,48.66,14.61
2020-11-26,21787.37,52.87,48.87,14.68
2020-11-27,21831.46,52.98,48.97,14.71
2020-11-30,21530.1,52.25,48.3,14.5
2020-12-01,21820.16,52.95,48.95,14.7
2020-12-02,21832.84,52.98,48.98,14.71
2020-12-03,21970.9,53.32,49.29,14.8
2020-12-04,22525.01,54.66,50.53,15.17
2020-12-07,22767.33,55.25,51.07,15.34
2020-12-08,23239.66,56.4,52.13,15.65
2020-12-09,23114.04,56.09,51.85,15.57
2020-12-10,23024.85,55.88,51.65,15.51
2020-12-11,22862.8,55.48,51.29,15.4
2020-12-14,22975.86,55.76,51.54,15.48
2020-12-15,22812.68,55.36,51.17,15.37
2020-12-16,23114.04,56.09,51.85,15.57
2020-12-17,23434.5,56.87,52.57,15.79
2020-12-18,23176.85,56.25,51.99,15.61
2020-12-21,23145.44,56.17,51.92,15.59
2020-12-22,23629.08,57.34,53.01,15.92
2020-12-23,23134.77,56.14,51.9,15.58
2020-12-24,22992.69,55.8,51.58,15.49
2020-12-25,22988.42,55.79,51.57,15.49
2020-12-28,23528.58,57.1,52.78,15.85
2020-12-29,23453.21,56.92,52.61,15.8
2020-12-30,24282.3,58.93,54.47,16.36
2020-12-31,25098.83,60.91,56.3,16.91
2021-01-04,25086.27,60.88,56.27,16.9
2021-01-05,25870.77,62.78,58.03,17.43
2021-01-06,26380.15,64.02,59.18,17.77
2021-01-07,26882.63,65.24,60.3,18.11
2021-01-08,26254.53,63.71,58.89,17.69
2021-01-11,26376.76,64.01,59.17,17.77
2021-01-12,27145.18,65.88,60.89,18.29
2021-01-13,27184.12,65.97,60.98,18.31
2021-01-14,26807.26,65.06,60.13,18.06
2021-01-15,26154.04,63.47,58.67,17.62
2021-01-18,25915.36,62.89,58.13,17.46
2021-01-19,25242.16,61.26,56.62,17.0
2021-01-20,25634.35,62.21,57.5,17.27
2021-01-21,26003.29,63.1,58.33,17.52
2021-01-22,26128.29,63.41,58.61,17.6
2021-01-25,27322.3,66.31,61.29,18.4
2021-01-26,26906.38,65.3,60.36,18.12
2021-01-27,26241.97,63.68,58.87,17.68
2021-01-28,26229.41,63.65,58.84,17.67
2021-01-29,26583.41,64.51,59.63,17.91
2021-02-01,26497.23,64.3,59.44,17.85
2021-02-02,26945.44,65.39,60.44,18.15
2021-02-03,27509.6,66.76,61.71,18.53
2021-02-04,29154.47,70.75,65.4,19.64
2021-02-05,29055.86,70.51,65.18,19.57
2021-02-08,29756.81,72.21,66.75,20.04
2021-02-09,30857.62,74.89,69.22,20.79
2021-02-10,32673.7,79.29,73.29,22.01
2021-02-18,31040.65,75.33,69.63,20.91
2021-02-19,30902.47,74.99,69.32,20.82
2021-02-22,28742.06,69.75,64.47,19.36
2021-02-23,28980.48,70.33,65.01,19.52
2021-02-24,27498.17,66.73,61.68,18.52
2021-02-25,27008.25,65.54,60.59,18.19
2021-02-26,26666.32,64.71,59.82,17.96
2021-03-01,27108.75,65.79,60.81,18.26
2021-03-02,25852.55,62.74,57.99,17.41
2021-03-03,26882.63,65.24,60.3,18.11
2021-03-04,25538.5,61.98,57.29,17.2
2021-03-05,25879.06,62.8,58.05,17.43
2021-03-08,24621.48,59.75,55.23,16.59
2021-03-09,24332.43,59.05,54.58,16.39
2021-03-10,24747.22,60.06,55.51,16.67
2021-03-11,25726.93,62.43,57.71,17.33
2021-03-12,25450.57,61.76,57.09,17.14
2021-03-15,24815.56,60.22,55.67,16.72
2021-03-16,25255.86,61.29,56.65,17.01
2021-03-17,25505.34,61.9,57.21,17.18
2021-03-18,25999.53,63.1,58.32,17.51
2021-03-19,25249.58,61.28,56.64,17.01
2021-03-22,24998.21,60.67,56.08,16.84
2021-03-23,25073.71,60.85,56.25,16.89
2021-03-24,24985.77,60.64,56.05,16.83
2021-03-25,24759.66,60.09,55.54,16.68
2021-03-26,25287.26,61.37,56.73,17.03
2021-03-29,25552.32,62.01,57.32,17.21
2021-03-30,25828.05,62.68,57.94,17.4
2021-03-31,25237.01,54.04,54.04,15.64
2021-04-01,25682.96,55.0,55.0,15.92
2021-04-02,27159.0,58.16,58.16,16.84
2021-04-06,26707.14,57.19,57.19,16.56
2021-04-07,25890.24,55.44,55.44,16.05
2021-04-08,26003.29,55.68,55.68,16.12
2021-04-09,25375.2,54.34,54.34,15.73
2021-04-12,25235.63,54.04,54.04,15.64
2021-04-13,25387.76,54.37,54.37,15.74
2021-04-14,25714.37,55.07,55.07,15.94
2021-04-15,25319.92,54.22,54.22,15.7
2021-04-16,25814.61,55.28,55.28,16.0
2021-04-19,26229.41,56.17,56.17,16.26
2021-04-20,26314.83,56.35,56.35,16.31
2021-04-21,26128.91,55.95,55.95,16.2
2021-04-22,25821.15,55.29,55.29,16.01
2021-04-23,26492.46,56.73,56.73,16.42
2021-04-26,26101.53,55.9,55.9,16.18
2021-04-27,26310.31,56.34,56.34,16.31
2021-04-28,25651.56,54.93,53.94,14.64
2021-04-29,25455.09,54.51,53.52,14.52
2021-04-30,25209.13,53.98,53.01,14.38
2021-05-06,24608.91,52.7,51.75,14.04
2021-05-07,23905.44,51.19,50.27,13.64
2021-05-10,23604.33,50.55,49.63,13.47
2021-05-11,24608.91,52.7,51.75,14.04
2021-05-12,24922.96,53.37,52.41,14.22
2021-05-13,24765.94,53.04,52.08,14.13
2021-05-14,25247.69,54.07,53.09,14.4
2021-05-17,25852.05,55.36,54.36,14.75
2021-05-18,25869.01,55.4,54.39,14.76
