date,mktcap,pe_lyr,pe_ttm,pb
2021-05-19,25739.49,55.12,54.12,14.69
2021-05-20,25863.61,55.39,54.38,14.76
2021-05-21,25652.82,54.93,53.94,14.64
2021-05-24,26019.5,55.72,54.71,14.85
2021-05-25,27567.26,59.03,57.97,15.73
2021-05-26,27887.59,59.72,58.64,15.91
2021-05-27,28201.64,60.39,59.3,16.09
2021-05-28,28013.21,59.99,58.9,15.98
2021-05-31,27862.47,59.67,58.59,15.9
2021-06-01,28150.76,60.28,59.19,16.06
2021-06-02,27912.72,59.77,58.69,15.93
2021-06-03,27915.48,59.78,58.7,15.93
2021-06-04,28283.29,60.57,59.47,16.14
2021-06-07,28528.25,61.09,59.99,16.28
2021-06-08,27523.29,58.94,57.87,15.7
2021-06-09,27630.07,59.17,58.1,15.76
2021-06-10,28119.74,60.22,59.13,16.04
2021-06-11,27370.16,58.61,57.55,15.62
2021-06-15,27548.42,58.99,57.93,15.72
2021-06-16,27108.75,58.05,57.0,15.47
2021-06-17,27095.06,58.02,56.97,15.46
2021-06-18,26266.34,56.25,55.23,14.99
2021-06-21,26149.52,56.0,54.98,14.92
2021-06-22,26065.73,55.82,54.81,14.87
2021-06-23,25601.31,54.82,53.83,14.61
2021-06-24,25978.8,55.63,54.63,14.82
2021-06-25,26279.66,56.28,55.26,14.99
2021-06-28,26417.97,56.57,55.55,15.07
2021-06-29,25902.8,55.47,54.47,14.78
2021-06-30,25836.22,55.33,54.33,14.74
2021-07-01,26442.96,56.63,55.6,15.09
2021-07-02,25287.26,54.15,53.17,14.43
2021-07-05,25048.58,53.64,52.67,14.29
2021-07-06,25286.01,54.15,53.17,14.43
2021-07-07,25174.2,53.91,52.93,14.36
2021-07-08,24935.53,53.4,52.43,14.23
2021-07-09,24773.6,53.05,52.09,14.13
2021-07-12,24634.04,52.75,51.8,14.05
2021-07-13,24909.15,53.34,52.38,14.21
2021-07-14,24646.6,52.78,51.82,14.06
2021-07-15,25098.71,53.75,52.77,14.32
2021-07-16,24569.97,52.62,51.66,14.02
2021-07-19,24809.91,53.13,52.17,14.15
2021-07-20,24872.72,53.26,52.3,14.19
2021-07-21,24734.53,52.97,52.01,14.11
2021-07-22,24370.36,52.19,51.24,13.9
2021-07-23,23867.76,51.11,50.19,13.62
2021-07-26,22663.19,48.53,47.65,12.93
2021-07-27,21517.29,46.08,45.24,12.28
2021-07-28,22220.88,47.59,46.72,12.68
2021-07-29,21980.82,47.07,46.22,12.54
2021-07-30,21091.44,45.17,44.35,12.03
2021-08-02,22046.27,47.21,45.22,13.63
2021-08-03,21974.67,47.06,45.08,13.59
2021-08-04,21656.85,46.38,44.42,13.39
2021-08-05,21342.8,45.7,43.78,13.2
2021-08-06,20991.07,44.95,43.06,12.98
2021-08-09,21277.48,45.56,43.65,13.16
2021-08-10,22599.0,48.39,46.36,13.97
2021-08-11,21989.74,47.09,45.11,13.6
2021-08-12,21229.74,45.46,43.55,13.13
2021-08-13,21355.87,45.73,43.81,13.2
2021-08-16,21345.31,45.71,43.79,13.2
2021-08-17,20538.83,43.98,42.13,12.7
2021-08-18,20350.4,43.58,41.74,12.58
2021-08-19,20350.03,43.58,41.74,12.58
2021-08-20,19445.94,41.64,39.89,12.02
2021-08-23,19724.69,42.24,40.46,12.2
2021-08-24,20415.48,43.72,41.88,12.62
2021-08-25,20915.94,44.79,42.9,12.93
2021-08-26,20036.35,42.91,41.1,12.39
2021-08-27,20049.29,42.93,41.13,12.4
2021-08-30,19923.3,42.66,40.87,12.32
2021-08-31,19571.56,41.91,40.15,12.1
2021-09-01,20375.65,43.63,41.8,12.6
2021-09-02,20335.33,43.55,41.71,12.57
2021-09-03,20830.52,44.61,42.73,12.88
2021-09-06,20986.92,44.94,43.05,12.98
2021-09-07,20965.94,44.9,43.01,12.96
2021-09-08,20514.97,43.93,42.08,12.68
2021-09-09,20527.28,43.96,42.11,12.69
2021-09-10,20885.29,44.72,42.84,12.91
2021-09-13,20777.51,44.49,42.62,12.85
2021-09-14,20815.2,44.57,42.7,12.87
2021-09-15,20296.89,43.46,41.63,12.55
2021-09-16,20577.4,44.07,42.21,12.72
2021-09-17,21179.49,45.35,43.45,13.1
2021-09-22,20572.63,44.06,42.2,12.72
2021-09-23,20538.83,43.98,42.13,12.7
2021-09-24,21279.99,45.57,43.65,13.16
2021-09-27,23302.47,49.9,47.8,14.41
2021-09-28,22888.68,49.02,46.95,14.15
2021-09-29,22862.8,48.96,46.9,14.14
2021-09-30,22988.42,49.23,47.16,14.21
2021-10-08,23109.01,49.49,47.4,14.29
2021-10-11,23454.72,50.23,48.11,14.5
2021-10-12,23503.34,50.33,48.21,14.53
2021-10-13,24243.36,51.92,49.73,14.99
2021-10-14,24005.94,51.41,49.24,14.84
2021-10-15,24080.93,51.57,49.4,14.89
2021-10-18,22611.56,48.42,46.38,13.98
2021-10-19,22764.57,48.75,46.7,14.07
2021-10-20,23126.6,49.52,47.44,14.3
2021-10-21,23164.29,49.61,47.52,14.32
2021-10-22,23880.32,51.14,48.99,14.76
2021-10-25,23528.96,50.39,46.93,13.5
2021-10-26,23378.47,50.06,46.63,13.41
2021-10-27,22850.24,48.93,45.58,13.11
2021-10-28,22931.77,49.11,45.74,13.15
2021-10-29,22939.18,49.12,45.75,13.16
2021-11-01,22649.25,48.5,45.18,12.99
2021-11-02,22669.85,48.55,45.22,13.0
2021-11-03,22171.89,47.48,44.22,12.72
2021-11-04,22664.32,48.53,45.21,13.0
2021-11-05,22862.05,48.96,45.6,13.11
2021-11-08,22864.06,48.96,45.6,13.11
2021-11-09,22486.07,48.15,44.85,12.9
2021-11-10,22033.58,47.18,43.95,12.64
2021-11-11,22229.68,47.6,44.34,12.75
2021-11-12,22282.19,47.72,44.44,12.78
2021-11-15,22123.4,47.38,44.13,12.69
2021-11-16,22712.06,48.64,45.3,13.03
2021-11-17,22548.75,48.29,44.97,12.93
2021-11-18,22511.06,48.21,44.9,12.91
2021-11-19,22968.45,49.19,45.81,13.17
2021-11-22,23293.3,49.88,46.46,13.36
2021-11-23,23822.91,51.02,47.52,13.66
2021-11-24,24382.8,52.21,48.63,13.99
2021-11-25,24571.61,52.62,49.01,14.09
2021-11-26,24382.92,52.21,48.63,13.99
2021-11-29,24935.53,53.4,49.74,14.3
2021-11-30,24254.29,51.94,48.38,13.91
2021-12-01,24282.18,52.0,48.43,13.93
2021-12-02,24294.87,52.03,48.46,13.93
2021-12-03,24770.71,53.05,49.41,14.21
2021-12-06,24713.18,52.92,49.29,14.17
2021-12-07,24569.6,52.61,49.01,14.09
2021-12-08,25664.12,54.96,51.19,14.72
2021-12-09,26211.2,56.13,52.28,15.03
2021-12-10,26254.53,56.22,52.37,15.06
2021-12-13,26608.78,56.98,53.07,15.26
2021-12-14,27008.25,57.84,53.87,15.49
2021-12-15,26819.82,57.43,53.49,15.38
2021-12-16,26618.71,57.0,53.09,15.27
2021-12-17,25760.85,55.17,51.38,14.78
2021-12-20,25864.61,55.39,51.59,14.84
2021-12-21,25603.82,54.83,51.07,14.69
2021-12-22,25726.93,55.09,51.31,14.76
2021-12-23,26631.39,57.03,53.12,15.27
2021-12-24,27562.11,59.02,54.97,15.81
2021-12-27,26779.88,57.35,53.41,15.36
2021-12-28,26859.77,57.52,53.57,15.41
2021-12-29,25639.0,54.9,51.14,14.71
2021-12-30,26066.1,55.82,51.99,14.95
2021-12-31,25752.05,55.15,51.36,14.77
2022-01-04,25767.51,55.18,51.39,14.78
2022-01-05,25425.44,54.45,50.71,14.58
2022-01-06,24900.6,53.32,49.67,14.28
2022-01-07,24395.36,52.24,48.66,13.99
2022-01-10,24696.85,52.89,49.26,14.17
2022-01-11,24377.15,52.2,48.62,13.98
2022-01-12,24709.41,52.91,49.28,14.17
2022-01-13,23583.73,50.5,47.04,13.53
2022-01-14,23453.21,50.22,46.78,13.45
2022-01-17,23385.5,50.08,46.64,13.41
2022-01-18,23770.65,50.9,47.41,13.63
2022-01-19,24018.5,51.43,47.91,13.78
2022-01-20,24741.07,52.98,49.35,14.19
2022-01-21,24935.4,53.4,49.74,14.3
2022-01-24,24498.37,52.46,48.86,14.05
2022-01-25,24407.92,52.27,48.68,14.0
2022-01-26,24558.67,52.59,48.98,14.09
2022-01-27,24684.29,52.86,49.23,14.16
2022-01-28,23704.45,50.76,47.28,13.6
2022-02-07,23465.27,50.25,46.8,13.46
2022-02-08,23101.48,49.47,46.08,13.25
2022-02-09,23817.26,51.0,47.51,13.66
2022-02-10,23528.58,50.39,46.93,13.5
2022-02-11,23239.28,49.77,46.35,13.33
2022-02-14,23474.19,50.27,46.82,13.46
2022-02-15,23749.93,50.86,47.37,13.62
2022-02-16,23774.17,50.91,47.42,13.64
2022-02-17,23704.33,50.76,47.28,13.6
2022-02-18,23955.69,51.3,47.78,13.74
2022-02-21,23578.71,50.49,47.03,13.52
2022-02-22,22710.42,48.63,45.3,13.03
2022-02-23,22950.86,49.15,45.78,13.16
2022-02-24,22160.71,47.46,44.2,12.71
2022-02-25,22599.75,48.4,45.08,12.96
2022-02-28,22490.97,48.16,44.86,12.9
2022-03-01,23346.18,49.99,46.57,13.39
2022-03-02,23175.34,49.63,46.22,13.29
2022-03-03,22611.56,48.42,45.1,12.97
2022-03-04,22366.6,47.9,44.61,12.83
2022-03-07,21443.3,45.92,42.77,12.3
2022-03-08,22023.66,47.16,43.93,12.63
2022-03-09,22350.02,47.86,44.58,12.82
2022-03-10,22541.59,48.27,44.96,12.93
2022-03-11,22222.26,47.59,44.32,12.75
2022-03-14,21355.36,45.73,42.59,12.25
2022-03-15,20136.85,43.12,40.16,11.55
2022-03-16,21040.69,45.06,41.97,12.07
2022-03-17,21608.49,46.27,43.1,12.39
2022-03-18,21453.22,45.94,42.79,12.3
2022-03-21,21409.38,45.85,42.7,12.28
2022-03-22,21292.55,45.6,42.47,12.21
2022-03-23,22010.97,47.14,43.9,12.62
2022-03-24,21618.28,46.29,43.12,12.4
2022-03-25,21229.74,45.46,42.34,12.18
2022-03-28,20862.93,44.68,41.61,11.97
2022-03-29,20940.82,44.84,39.92,12.01
2022-03-30,21733.48,46.54,41.43,12.47
2022-03-31,21594.04,41.16,41.16,11.39
2022-04-01,22360.45,42.62,42.62,11.8
2022-04-06,22171.89,42.26,42.26,11.7
2022-04-07,22171.89,42.26,42.26,11.7
2022-04-08,22410.57,42.72,42.72,11.82
2022-04-11,21606.6,41.19,41.19,11.4
2022-04-12,22385.44,42.67,42.67,11.81
2022-04-13,22222.14,42.36,42.36,11.72
2022-04-14,22724.62,43.32,43.32,11.99
2022-04-15,22686.81,43.25,43.25,11.97
2022-04-18,22496.24,42.88,42.88,11.87
2022-04-19,22489.71,42.87,42.87,11.87
2022-04-20,22573.87,43.03,43.03,11.91
2022-04-21,22360.07,42.62,42.62,11.8
2022-04-22,22272.39,42.46,42.46,11.75
2022-04-25,21455.86,40.9,40.9,11.32
2022-04-26,21763.38,41.49,41.49,11.48
2022-04-27,22547.75,42.98,40.44,10.9
2022-04-28,23051.23,43.94,41.35,11.15
2022-04-29,22968.07,43.78,41.2,11.11
2022-05-05,23076.35,43.99,41.39,11.16
2022-05-06,22523.63,42.93,40.4,10.89
2022-05-09,22008.59,41.95,39.48,10.64
2022-05-10,22186.84,42.29,39.8,10.73
2022-05-11,22209.58,42.34,39.84,10.74
2022-05-12,22142.62,42.21,39.72,10.71
2022-05-13,22338.21,42.58,40.07,10.8
2022-05-16,22083.96,42.1,39.61,10.68
2022-05-17,22209.58,42.34,39.84,10.74
2022-05-18,22121.64,42.17,39.68,10.7
2022-05-19,22058.83,42.05,39.57,10.67
2022-05-20,22611.69,43.1,40.56,10.94
2022-05-23,22372.88,42.65,40.13,10.82
2022-05-24,22109.08,42.14,39.66,10.69
2022-05-25,22052.68,42.04,39.56,10.66
2022-05-26,21893.02,41.73,39.27,10.59
2022-05-27,22048.28,42.03,39.55,10.66
2022-05-30,22340.35,42.59,40.07,10.8
2022-05-31,22662.19,43.2,40.65,10.96
2022-06-01,22463.96,42.82,40.29,10.86
2022-06-02,22435.69,42.77,40.24,10.85
2022-06-06,22460.82,42.81,40.29,10.86
2022-06-07,22836.42,43.53,40.96,11.04
2022-06-08,23435.63,44.67,42.04,11.33
2022-06-09,23277.35,44.37,41.75,11.26
2022-06-10,23875.3,45.51,42.83,11.55
2022-06-13,23315.03,44.44,41.82,11.28
2022-06-14,23503.46,44.8,42.16,11.37
2022-06-15,23554.96,44.9,42.25,11.39
2022-06-16,23578.83,44.95,42.29,11.4
2022-06-17,24508.42,46.72,43.96,11.85
2022-06-20,24395.61,46.5,43.76,11.8
2022-06-21,24442.34,46.59,43.84,11.82
2022-06-22,24319.99,46.36,43.62,11.76
2022-06-23,24585.05,46.86,44.1,11.89
2022-06-24,25237.14,48.11,45.27,12.2
2022-06-27,25256.48,48.14,45.3,12.21
2022-06-28,25576.19,48.75,45.88,12.37
2022-06-29,25500.82,48.61,45.74,12.33
2022-06-30,25689.25,48.97,46.08,12.42
2022-07-01,25488.88,48.59,45.72,12.33
2022-07-04,25350.07,48.32,45.47,12.26
2022-07-05,25538.63,48.68,45.81,12.35
2022-07-06,25149.08,47.94,45.11,12.16
2022-07-07,24998.34,47.65,44.84,12.09
2022-07-08,25111.39,47.87,45.04,12.14
2022-07-11,24666.7,47.02,44.24,11.93
2022-07-12,24475.88,46.66,43.9,11.84
2022-07-13,24607.53,46.91,44.14,11.9
2022-07-14,24533.54,46.77,44.01,11.86
2022-07-15,24489.58,46.68,43.93,11.84
2022-07-18,24516.71,46.73,43.98,11.86
2022-07-19,24409.18,46.53,43.78,11.8
2022-07-20,24497.11,46.7,43.94,11.85
2022-07-21,24357.68,46.43,43.69,11.78
2022-07-22,24458.17,46.62,43.87,11.83
2022-07-25,24428.65,46.57,43.82,11.81
2022-07-26,24498.5,46.7,43.94,11.85
2022-07-27,24113.97,45.97,43.25,11.66
2022-07-28,23842.63,45.45,42.77,11.53
2022-07-29,23848.16,45.46,42.78,11.53
2022-08-01,23745.91,45.26,42.59,11.48
2022-08-02,23616.27,45.02,42.36,11.42
2022-08-03,23679.33,45.14,41.11,12.33
2022-08-04,24068.88,45.88,41.79,12.53
2022-08-05,24168.74,46.07,41.96,12.58
2022-08-08,24012.6,45.77,41.69,12.5
2022-08-09,23993.38,45.74,41.66,12.49
2022-08-10,23566.27,44.92,40.91,12.27
2022-08-11,23954.44,45.66,41.59,12.47
2022-08-12,24219.49,46.17,42.05,12.61
2022-08-15,24117.62,45.97,41.87,12.55
2022-08-16,24091.86,45.92,41.83,12.54
2022-08-17,24093.87,45.93,41.83,12.54
2022-08-18,23811.23,45.39,41.34,12.39
2022-08-19,23805.07,45.38,41.33,12.39
2022-08-22,23792.14,45.35,41.31,12.39
2022-08-23,23491.02,44.78,40.78,12.23
2022-08-24,23292.42,44.4,40.44,12.12
2022-08-25,23679.33,45.14,41.11,12.33
2022-08-26,23842.63,45.45,41.39,12.41
2022-08-29,23601.7,44.99,40.98,12.29
2022-08-30,23490.9,44.78,40.78,12.23
2022-08-31,24169.25,46.07,41.96,12.58
2022-09-01,23627.7,45.04,41.02,12.3
2022-09-02,23553.71,44.9,40.89,12.26
2022-09-05,23051.23,43.94,40.02,12.0
2022-09-06,23176.85,44.18,40.24,12.06
2022-09-07,22837.8,43.53,39.65,11.89
2022-09-08,22799.99,43.46,39.58,11.87
2022-09-09,23174.21,44.17,40.23,12.06
2022-09-13,23603.96,44.99,40.98,12.29
2022-09-14,23478.34,44.75,40.76,12.22
2022-09-15,23616.52,45.02,41.0,12.29
2022-09-16,23352.72,44.52,40.54,12.16
2022-09-19,23511.5,44.82,40.82,12.24
2022-09-20,23591.39,44.97,40.96,12.28
2022-09-21,23214.54,44.25,40.3,12.08
2022-09-22,22872.98,43.6,39.71,11.91
2022-09-23,23044.07,43.93,40.01,12.0
2022-09-26,23402.97,44.61,40.63,12.18
2022-09-27,23717.01,45.21,41.18,12.35
2022-09-28,23654.2,45.09,41.07,12.31
2022-09-29,23620.92,45.03,41.01,12.3
2022-09-30,23522.3,44.84,40.84,12.24
2022-10-10,22435.69,42.77,38.95,11.68
2022-10-11,22360.2,42.62,38.82,11.64
2022-10-12,22109.08,42.14,38.38,11.51
2022-10-13,21355.24,40.71,37.08,11.12
2022-10-14,21827.82,41.61,37.9,11.36
2022-10-17,21587.76,41.15,36.22,10.44
2022-10-18,21428.6,40.85,35.96,10.37
2022-10-19,20702.14,39.46,34.74,10.02
2022-10-20,20645.61,39.35,34.64,9.99
2022-10-21,20400.65,38.89,34.23,9.87
2022-10-24,18859.05,35.95,31.65,9.12
2022-10-25,18588.59,35.43,31.19,8.99
2022-10-26,18391.74,35.06,30.86,8.9
2022-10-27,17599.33,33.55,29.53,8.51
2022-10-28,17084.29,32.57,28.67,8.26
2022-10-31,16958.67,32.33,28.46,8.2
2022-11-01,18365.74,35.01,30.82,8.88
2022-11-02,18490.73,35.25,31.03,8.95
2022-11-03,18082.97,34.47,30.34,8.75
2022-11-04,19051.12,36.32,31.97,9.22
2022-11-07,18932.28,36.09,31.77,9.16
2022-11-08,18653.03,35.56,31.3,9.02
2022-11-09,18339.23,34.96,30.77,8.87
2022-11-10,18528.92,35.32,31.09,8.96
2022-11-11,19196.59,36.59,32.21,9.29
2022-11-14,19257.51,36.71,32.31,9.32
2022-11-15,19948.42,38.03,33.47,9.65
2022-11-16,19913.88,37.96,33.42,9.63
2022-11-17,19684.62,37.52,33.03,9.52
2022-11-18,19686.25,37.53,33.03,9.52
2022-11-21,19093.96,36.4,32.04,9.24
2022-11-22,19344.82,36.88,32.46,9.36
2022-11-23,19458.5,37.09,32.65,9.41
2022-11-24,19094.08,36.4,32.04,9.24
2022-11-25,19119.46,36.45,32.08,9.25
2022-11-28,18967.08,36.16,31.83,9.18
2022-11-29,20086.6,38.29,33.71,9.72
2022-11-30,20086.6,38.29,33.71,9.72
2022-12-01,20486.07,39.05,34.38,9.91
2022-12-02,20524.76,39.12,34.44,9.93
2022-12-05,20914.44,39.87,35.09,10.12
2022-12-06,21204.62,40.42,35.58,10.26
2022-12-07,21154.37,40.32,35.5,10.23
2022-12-08,21192.31,40.4,35.56,10.25
2022-12-09,21732.22,41.43,36.47,10.51
2022-12-12,21845.53,41.64,36.66,10.57
2022-12-13,21983.46,41.91,36.89,10.63
2022-12-14,22245.63,42.4,37.33,10.76
2022-12-15,22448.13,42.79,37.67,10.86
2022-12-16,22446.62,42.79,37.67,10.86
2022-12-19,22272.39,42.46,37.37,10.77
2022-12-20,21543.79,41.07,36.15,10.42
2022-12-21,21845.28,41.64,36.66,10.57
2022-12-22,22209.58,42.34,37.27,10.74
2022-12-23,22247.26,42.41,37.33,10.76
2022-12-26,21883.72,41.71,36.72,10.59
2022-12-27,21769.91,41.5,36.53,10.53
2022-12-28,21769.91,41.5,36.53,10.53
2022-12-29,21594.04,41.16,36.24,10.45
2022-12-30,21694.54,41.35,36.4,10.5
2023-01-03,21732.35,41.43,36.47,10.51
2023-01-04,21669.54,41.31,36.36,10.48
2023-01-05,22624.12,43.13,37.96,10.94
2023-01-06,22658.92,43.19,38.02,10.96
2023-01-09,23129.11,44.09,38.81,11.19
2023-01-10,23295.56,44.41,39.09,11.27
2023-01-11,23176.22,44.18,38.89,11.21
2023-01-12,23038.67,43.92,38.66,11.15
2023-01-13,23704.45,45.19,39.78,11.47
2023-01-16,24029.81,45.81,40.32,11.62
2023-01-17,23968.25,45.69,40.22,11.6
2023-01-18,23779.82,45.33,39.9,11.5
2023-01-19,23619.16,45.02,39.63,11.43
2023-01-20,23365.4,44.54,39.21,11.3
2023-01-30,23717.01,45.21,39.8,11.47
2023-01-31,23186.4,44.2,38.91,11.22
2023-02-01,23176.47,44.18,38.89,11.21
2023-02-02,23065.17,43.97,38.7,11.16
2023-02-03,22837.68,43.53,38.32,11.05
2023-02-06,22548.75,42.98,37.84,10.91
2023-02-07,22573.87,43.03,37.88,10.92
2023-02-08,22410.57,42.72,37.61,10.84
2023-02-09,22837.68,43.53,38.32,11.05
2023-02-10,22737.18,43.34,38.15,11.0
2023-02-13,23319.43,44.45,39.13,11.28
2023-02-14,23161.65,44.15,38.87,11.21
2023-02-15,23126.6,44.08,38.81,11.19
2023-02-16,23388.14,44.58,39.25,11.31
2023-02-17,22872.6,43.6,38.38,11.07
2023-02-20,23553.71,44.9,39.52,11.39
2023-02-21,23453.21,44.71,39.36,11.35
2023-02-22,23063.79,43.96,38.7,11.16
2023-02-23,22837.68,43.53,38.32,11.05
2023-02-24,22460.82,42.81,37.69,10.87
2023-02-27,22742.33,43.35,38.16,11.0
2023-02-28,22784.16,43.43,38.23,11.02
2023-03-01,23095.57,44.02,38.76,11.17
2023-03-02,22963.3,43.77,38.53,11.11
2023-03-03,22838.18,43.53,38.32,11.05
2023-03-06,22701.25,43.27,38.09,10.98
2023-03-07,22464.59,42.82,37.7,10.87
2023-03-08,22239.98,42.39,37.32,10.76
2023-03-09,22234.95,42.38,37.31,10.76
2023-03-10,21983.46,41.91,36.89,10.63
2023-03-13,22134.21,42.19,37.14,10.71
2023-03-14,22184.45,42.29,37.23,10.73
2023-03-15,21995.02,41.93,36.91,10.64
2023-03-16,22008.46,41.95,36.93,10.65
2023-03-17,21882.97,41.71,36.72,10.59
2023-03-20,21727.2,41.42,36.46,10.51
2023-03-21,22297.51,42.5,37.42,10.79
2023-03-22,22276.78,42.46,37.38,10.78
2023-03-23,22295.75,42.5,37.41,10.79
2023-03-24,22342.99,42.59,37.49,10.81
2023-03-27,22206.94,42.33,37.26,10.74
2023-03-28,22382.93,42.67,37.56,10.83
2023-03-29,22485.94,42.86,37.73,10.88
2023-03-30,22611.56,43.1,37.94,10.94
2023-03-31,22862.8,36.45,36.45,11.58
2023-04-03,22637.56,36.1,36.1,11.46
2023-04-04,22794.84,36.35,36.35,11.54
2023-04-06,22573.37,35.99,35.99,11.43
2023-04-07,22498.38,35.87,35.87,11.39
2023-04-10,22256.06,35.49,35.49,11.27
2023-04-11,21926.93,34.96,34.96,11.1
2023-04-12,21281.25,33.93,33.93,10.78
2023-04-13,21644.29,34.51,34.51,10.96
2023-04-14,21523.94,34.32,34.32,10.9
2023-04-17,22021.15,35.11,35.11,11.15
2023-04-18,22083.96,35.21,35.21,11.18
2023-04-19,22096.52,35.23,35.23,11.19
2023-04-20,21881.46,34.89,34.89,11.08
2023-04-21,21675.32,34.56,34.56,10.97
2023-04-24,21418.17,34.15,34.15,10.84
2023-04-25,21737.0,34.66,34.66,11.01
2023-04-26,21906.96,34.93,33.06,10.04
2023-04-27,22082.95,35.21,33.32,10.12
2023-04-28,22115.61,35.26,33.37,10.13
2023-05-04,21982.21,35.05,33.17,10.07
2023-05-05,21983.46,35.05,33.17,10.07
2023-05-08,21613.13,34.46,32.62,9.9
2023-05-09,21631.73,34.49,32.64,9.91
2023-05-10,21669.41,34.55,32.7,9.93
2023-05-11,21569.8,34.39,32.55,9.88
2023-05-12,21435.76,34.18,32.35,9.82
2023-05-15,21560.12,34.38,32.54,9.88
2023-05-16,21396.69,34.12,32.29,9.8
2023-05-17,21367.92,34.07,32.25,9.79
2023-05-18,21242.3,33.87,32.06,9.73
2023-05-19,21349.08,34.04,32.22,9.78
2023-05-22,21933.21,34.97,33.1,10.05
2023-05-23,21663.76,34.54,32.69,9.93
2023-05-24,21492.29,34.27,32.43,9.85
2023-05-25,21367.92,34.07,32.25,9.79
2023-05-26,21236.78,33.86,32.05,9.73
2023-05-29,21217.18,33.83,32.02,9.72
2023-05-30,20957.02,33.42,31.63,9.6
2023-05-31,20462.21,32.63,30.88,9.37
2023-06-01,20550.39,32.77,31.01,9.41
2023-06-02,20986.04,33.46,31.67,9.61
2023-06-05,20915.69,33.35,31.56,9.58
2023-06-06,20940.69,33.39,31.6,9.59
2023-06-07,20738.57,33.07,31.3,9.5
2023-06-08,20953.38,33.41,31.62,9.6
2023-06-09,20928.26,33.37,31.58,9.59
2023-06-12,21305.11,33.97,32.15,9.76
2023-06-13,21342.8,34.03,32.21,9.78
2023-06-14,21693.03,34.59,32.74,9.94
2023-06-15,22046.27,35.15,33.27,10.1
2023-06-16,22582.54,36.01,34.08,10.35
2023-06-19,21908.09,34.93,33.06,10.04
2023-06-20,21901.31,34.92,33.05,10.03
2023-06-21,21805.46,34.77,32.91,9.99
2023-06-26,21468.42,34.23,32.4,9.84
2023-06-27,21494.17,34.27,32.44,9.85
2023-06-28,21711.87,34.62,32.76,9.95
2023-06-29,21527.59,34.33,32.49,9.86
2023-06-30,21242.3,33.87,32.06,9.73
2023-07-03,21658.11,34.53,32.68,9.92
2023-07-04,21739.76,34.66,32.81,9.96
2023-07-05,21548.57,34.36,32.52,9.87
2023-07-06,21392.8,34.11,32.28,9.8
2023-07-07,21230.12,33.85,32.04,9.73
2023-07-10,21366.67,34.07,32.24,9.79
2023-07-11,21480.98,34.25,32.42,9.84
2023-07-12,21528.72,34.33,32.49,9.86
2023-07-13,21837.74,34.82,32.95,10.0
2023-07-14,22021.15,35.11,33.23,10.09
2023-07-17,21731.85,34.65,32.79,9.96
2023-07-18,21641.78,34.51,32.66,9.91
2023-07-19,21644.29,34.51,32.66,9.92
2023-07-20,21656.85,34.53,32.68,9.92
2023-07-21,22251.03,35.48,33.58,10.19
2023-07-24,22249.15,35.48,33.58,10.19
2023-07-25,22970.2,36.63,34.66,10.52
2023-07-26,22970.2,36.63,34.66,10.52
2023-07-27,23089.29,36.82,34.84,10.58
2023-07-28,23830.07,38.0,35.96,10.92
2023-07-31,23623.8,37.67,35.65,10.82
2023-08-01,23729.58,37.84,35.81,10.87
2023-08-02,23616.52,37.66,35.64,10.82
2023-08-03,23597.3,37.63,34.25,11.74
2023-08-04,23785.73,37.93,34.52,11.84
2023-08-07,23716.14,37.81,34.42,11.8
2023-08-08,23742.14,37.86,34.46,11.82
2023-08-09,23745.66,37.86,34.46,11.82
2023-08-10,23553.71,37.56,34.18,11.72
2023-08-11,23038.67,36.73,33.44,11.47
2023-08-14,22649.25,36.11,32.87,11.27
2023-08-15,22774.61,36.31,33.05,11.34
2023-08-16,22862.8,36.45,33.18,11.38
2023-08-17,22963.92,36.62,33.33,11.43
2023-08-18,22644.1,36.11,32.86,11.27
2023-08-21,22498.5,35.87,32.65,11.2
2023-08-22,22460.82,35.81,32.6,11.18
2023-08-23,22284.95,35.53,32.34,11.09
2023-08-24,22816.32,36.38,33.11,11.36
2023-08-25,22925.36,36.55,33.27,11.41
2023-08-28,23050.85,36.75,33.45,11.47
2023-08-29,23256.37,37.08,33.75,11.58
2023-08-30,23315.03,37.18,33.84,11.6
2023-08-31,23201.97,36.99,33.67,11.55
2023-09-01,23252.85,37.08,33.75,11.57
2023-09-04,23440.65,37.38,34.02,11.67
2023-09-05,23348.95,37.23,33.89,11.62
2023-09-06,23377.84,37.28,33.93,11.64
2023-09-07,23088.92,36.81,33.51,11.49
2023-09-08,22843.96,36.42,33.15,11.37
2023-09-11,22890.06,36.5,33.22,11.39
2023-09-12,22862.3,36.45,33.18,11.38
2023-09-13,22861.67,36.45,33.18,11.38
2023-09-14,22846.34,36.43,33.16,11.37
2023-09-15,22385.32,35.69,32.49,11.14
2023-09-18,22978.37,36.64,33.35,11.44
2023-09-19,22949.98,36.59,33.31,11.42
2023-09-20,22913.05,36.53,33.25,11.4
2023-09-21,22591.34,36.02,32.79,11.24
2023-09-22,23227.1,37.04,33.71,11.56
2023-09-25,23018.32,36.7,33.41,11.46
2023-09-26,22812.55,36.37,33.11,11.35
2023-09-27,22787.43,36.33,33.07,11.34
2023-09-28,22593.35,36.02,32.79,11.25
2023-10-09,22322.63,35.59,32.4,11.11
2023-10-10,22234.7,35.45,32.27,11.07
2023-10-11,22341.48,35.62,32.42,11.12
