date,open,close,high,low,volume,amount
2025-06-24,50.905,52.485,52.665,50.895,1040798.000,
2025-06-25,52.495,53.575,53.695,52.275,1046131.000,
2025-06-26,53.485,53.275,53.775,53.165,500740.000,
2025-06-27,53.275,52.655,53.825,52.305,667632.000,
2025-06-30,52.800,52.780,53.250,52.430,564782.000,
2025-07-01,52.960,53.000,53.190,52.600,352746.000,
2025-07-02,53.000,53.110,53.310,52.650,395629.000,
2025-07-03,53.200,53.100,53.500,52.960,325101.000,
2025-07-04,53.000,53.870,54.690,52.730,654544.000,
2025-07-07,53.890,53.730,54.100,53.360,321763.000,
2025-07-08,53.700,53.750,54.080,53.410,343460.000,
2025-07-09,53.750,53.200,54.080,53.180,395463.000,
2025-07-10,53.200,54.430,54.880,53.110,828882.000,
2025-07-11,54.300,55.010,56.320,54.260,1076429.000,
2025-07-14,54.990,54.870,55.540,54.870,449058.000,
2025-07-15,55.050,54.400,55.260,54.280,441726.000,
2025-07-16,54.470,54.130,54.540,53.510,481825.000,
2025-07-17,54.000,54.110,54.360,53.980,277123.000,
2025-07-18,54.250,54.370,54.750,54.160,436240.000,
2025-07-21,54.450,54.490,55.050,54.200,466733.000,
2025-07-22,54.490,54.000,54.500,53.400,695203.000,
2025-07-23,54.140,55.300,55.680,54.110,869407.000,
2025-07-24,55.270,55.940,56.300,55.010,707737.000,
2025-07-25,55.600,55.380,55.850,55.120,508335.000,
2025-07-28,55.500,57.390,57.500,55.500,1221217.000,
2025-07-29,57.360,56.790,57.580,56.670,566092.000,
2025-07-30,56.780,58.010,58.630,56.650,921993.000,
2025-07-31,57.710,55.990,57.800,55.680,827601.000,
2025-08-01,55.980,55.500,56.360,55.380,488786.000,
2025-08-04,55.400,55.510,55.640,55.150,360078.000,
2025-08-05,55.600,56.440,56.710,55.500,482956.000,
2025-08-06,56.440,56.360,56.940,56.120,324469.000,
2025-08-07,56.410,56.180,56.760,55.830,327972.000,
2025-08-08,56.180,55.840,56.200,55.520,397933.000,
2025-08-11,56.070,55.770,56.440,55.770,431869.000,
2025-08-12,55.770,56.050,56.370,55.770,426985.000,
2025-08-13,56.220,55.910,56.700,55.760,728453.000,
2025-08-14,56.100,56.920,57.900,56.070,1022768.000,
2025-08-15,56.900,57.100,57.750,56.300,892968.000,
2025-08-18,57.220,56.640,57.650,56.640,957263.000,
2025-08-19,57.070,55.500,57.480,55.380,954810.000,
2025-08-20,55.390,56.500,56.500,54.990,762725.000,
2025-08-21,56.500,56.920,57.260,56.210,574601.000,
2025-08-22,56.810,57.800,57.810,56.740,780974.000,
2025-08-25,57.900,58.300,58.350,57.410,670113.000,
2025-08-26,58.200,57.820,58.300,57.750,491986.000,
2025-08-27,57.680,55.990,57.750,55.990,1064558.000,
2025-08-28,56.050,56.140,56.420,55.610,636105.000,
2025-08-29,56.250,57.180,58.400,56.240,1080309.000,
2025-09-01,57.090,55.810,57.090,55.630,948525.000,
2025-09-02,55.800,55.960,56.100,55.520,649036.000,
2025-09-03,56.240,55.080,56.400,54.660,714746.000,
2025-09-04,55.070,54.800,55.270,54.360,727436.000,
2025-09-05,54.800,55.200,55.360,54.330,558184.000,
2025-09-08,55.060,55.000,55.340,54.620,487733.000,
2025-09-09,55.060,55.300,55.590,54.850,518911.000,
2025-09-10,55.070,55.170,55.460,54.920,308470.000,
2025-09-11,55.200,55.990,55.990,54.900,595072.000,
2025-09-12,56.280,54.980,56.500,54.800,735376.000,
2025-09-15,54.950,54.630,55.290,54.390,546842.000,
2025-09-16,54.650,53.920,54.750,53.800,685714.000,
2025-09-17,53.960,53.870,54.270,53.750,684652.000,
2025-09-18,53.940,52.580,53.970,52.410,1012074.000,
2025-09-19,52.590,52.400,53.300,52.300,543321.000,
2025-09-22,52.670,52.450,52.950,52.300,374438.000,
2025-09-23,52.330,52.320,53.090,52.040,612961.000,
2025-09-24,52.590,52.590,53.050,52.250,503174.000,
2025-09-25,52.580,52.390,52.690,52.330,514296.000,
2025-09-26,52.320,52.520,52.850,51.960,548622.000,
2025-09-29,52.480,53.310,54.620,52.330,1035110.000,
2025-09-30,53.100,52.410,53.500,52.300,767082.000,
2025-10-09,52.340,52.340,52.580,51.550,824067.000,
2025-10-10,52.030,52.840,53.270,52.030,641465.000,
2025-10-13,51.810,52.400,52.630,51.810,609656.000,
2025-10-14,52.880,53.780,53.980,52.820,1022940.000,
2025-10-15,53.780,55.110,55.270,53.600,837046.000,
2025-10-16,54.980,55.320,55.880,54.910,681478.000,
2025-10-17,55.300,54.580,55.780,54.470,677493.000,
2025-10-20,55.630,55.200,55.870,54.750,526695.000,
2025-10-21,55.230,55.380,56.220,55.230,762200.000,
2025-10-22,55.300,55.510,55.800,55.230,379893.000,
2025-10-23,55.520,56.050,56.170,55.390,503501.000,
2025-10-24,56.390,56.130,56.740,56.000,558242.000,
2025-10-27,56.250,56.000,56.640,55.750,685004.000,
2025-10-28,56.040,56.010,56.480,55.870,491305.000,
2025-10-29,56.850,57.200,57.950,56.740,1044432.000,
2025-10-30,57.550,56.900,58.350,56.830,745713.000,
2025-10-31,57.240,56.080,57.240,56.050,572542.000,
2025-11-03,56.520,56.560,56.950,56.110,411430.000,
2025-11-04,56.600,57.190,57.380,56.450,518126.000,
2025-11-05,56.650,56.570,57.090,56.170,402158.000,
2025-11-06,56.600,57.150,57.530,56.590,547346.000,
2025-11-07,57.030,57.140,57.400,56.910,371910.000,
2025-11-10,57.100,57.550,57.650,56.690,529487.000,
2025-11-11,57.550,57.450,57.750,57.060,362504.000,
2025-11-12,57.550,58.280,59.040,57.550,1490246.000,
2025-11-13,58.540,59.130,59.630,58.540,890187.000,
2025-11-14,59.100,58.900,60.520,58.900,752741.000,
2025-11-17,58.940,58.080,59.250,57.710,560197.000,
2025-11-18,57.920,57.870,58.400,57.730,445712.000,
2025-11-19,58.050,58.620,59.370,57.960,705865.000,
2025-11-20,58.850,58.450,59.400,58.280,394491.000,
2025-11-21,58.250,57.160,58.350,57.130,685580.000,
2025-11-24,57.410,56.650,57.450,56.600,534709.000,
2025-11-25,56.930,57.720,58.070,56.480,487771.000,
2025-11-26,57.910,58.030,58.470,57.570,434693.000,
2025-11-27,57.750,57.590,57.980,56.950,505701.000,
2025-11-28,57.460,57.240,57.540,56.760,433558.000,
2025-12-01,57.160,56.880,57.430,56.660,445804.000,
2025-12-02,57.050,57.050,57.650,56.700,373837.000,
2025-12-03,57.000,56.600,57.270,56.400,335494.000,
2025-12-04,56.600,56.800,56.800,56.460,217664.000,
2025-12-05,56.900,60.240,60.450,56.800,1377948.000,
2025-12-08,60.290,61.650,62.050,60.250,1029979.000,
2025-12-09,61.650,60.700,61.940,60.670,483731.000,
2025-12-10,60.910,60.800,61.310,60.380,448822.000,
2025-12-11,61.050,60.780,61.610,60.420,477963.000,
2025-12-12,60.810,62.160,62.340,60.660,1091760.000,
2025-12-15,61.930,65.330,65.690,61.770,1546643.000,
2025-12-16,64.960,65.250,66.360,64.410,1056821.000,
2025-12-17,65.300,66.300,66.880,64.900,962118.000,
2025-12-18,66.130,66.750,66.830,65.840,563606.000,
2025-12-19,66.400,67.000,67.030,65.850,638476.000,
2025-12-22,66.950,66.790,67.520,66.450,556942.000,
2025-12-23,66.810,67.740,68.490,66.600,765720.000,
2025-12-24,67.420,67.280,67.630,66.600,511320.000,
2025-12-25,67.250,69.050,70.230,67.230,777898.000,
2025-12-26,68.690,69.410,70.210,68.680,657017.000,
2025-12-29,69.250,68.130,69.910,68.040,655665.000,
2025-12-30,68.000,67.050,68.480,66.640,1046674.000,
2025-12-31,67.030,66.650,67.480,66.400,458069.000,
2026-01-05,67.450,70.610,71.250,67.450,1228831.000,
2026-01-06,70.650,72.570,73.130,70.650,1468516.000,
2026-01-07,72.140,71.700,72.950,71.540,919695.000,
2026-01-08,71.620,68.630,71.650,67.910,1685392.000,
2026-01-09,68.850,67.250,69.530,66.490,2063348.000,
2026-01-12,67.150,65.800,67.250,65.470,1851661.000,
2026-01-13,66.050,66.450,68.230,66.030,1502151.000,
2026-01-14,66.600,65.250,67.180,65.070,1431109.000,
2026-01-15,65.150,65.660,66.630,64.940,1066614.000,
2026-01-16,65.850,64.580,66.190,64.050,1356100.000,
2026-01-19,64.530,64.550,65.200,64.160,838681.000,
2026-01-20,64.600,64.850,66.020,64.360,988500.000,
2026-01-21,64.890,64.100,65.430,63.900,935402.000,
2026-01-22,64.380,63.050,64.830,62.770,1143922.000,
2026-01-23,63.450,62.150,63.730,61.910,1407699.000,
2026-01-26,62.250,62.390,64.500,62.020,2013846.000,
2026-01-27,62.560,63.560,64.600,62.520,1508841.000,
2026-01-28,64.120,63.000,64.300,62.680,1992854.000,
2026-01-29,63.280,66.250,66.280,62.780,2755713.000,
2026-01-30,66.260,65.000,66.940,64.640,1603228.000,
2026-02-02,64.600,64.270,66.580,63.980,1354549.000,
2026-02-03,65.150,64.830,65.650,63.870,1033225.000,
2026-02-04,64.700,65.650,65.700,64.480,877403.000,
2026-02-05,65.420,65.600,66.240,64.410,908191.000,
2026-02-06,65.130,65.150,65.860,64.670,749275.000,
2026-02-09,65.700,66.950,67.350,65.360,1021237.000,
2026-02-10,66.960,66.440,67.050,66.050,548735.000,
2026-02-11,66.500,65.750,66.930,65.310,618032.000,
2026-02-12,65.850,64.790,65.930,64.600,646372.000,
2026-02-13,64.400,63.540,64.600,63.310,840772.000,
2026-02-24,64.020,62.750,64.500,62.620,800053.000,
2026-02-25,62.950,63.300,63.990,62.950,683556.000,
2026-02-26,63.750,61.750,63.780,61.540,1036146.000,
2026-02-27,61.850,61.340,61.990,61.310,633012.000,
2026-03-02,60.660,60.600,61.360,59.950,1010862.000,
2026-03-03,60.700,60.820,61.970,60.180,1095535.000,
2026-03-04,60.450,60.040,60.810,58.900,1008134.000,
2026-03-05,60.260,60.330,60.970,60.050,546365.000,
2026-03-06,60.040,60.920,61.600,59.910,574633.000,
2026-03-09,59.690,59.650,59.770,58.260,930368.000,
2026-03-10,60.110,60.340,60.630,59.970,462184.000,
2026-03-11,60.340,60.800,61.160,60.050,517270.000,
2026-03-12,60.400,59.850,60.680,59.470,668542.000,
2026-03-13,59.620,59.450,60.120,59.330,458041.000,
2026-03-16,59.450,58.730,59.610,58.350,818596.000,
2026-03-17,58.840,60.090,61.050,58.830,901850.000,
2026-03-18,60.120,60.140,60.570,59.750,490471.000,
2026-03-19,59.450,58.870,59.540,58.650,684722.000,
2026-03-20,59.050,57.990,59.150,57.950,620767.000,
2026-03-23,57.150,55.720,57.250,55.490,1253823.000,
2026-03-24,56.250,56.370,56.590,55.750,681870.000,
2026-03-25,56.750,57.040,57.610,56.670,562389.000,
2026-03-26,57.030,55.050,57.030,54.780,1011896.000,
2026-03-27,55.110,55.200,55.640,54.670,834379.000,
2026-03-30,54.590,54.580,54.800,54.090,737544.000,
2026-03-31,54.540,55.030,55.940,54.460,764114.000,
2026-04-01,55.830,56.430,56.540,55.790,684035.000,
2026-04-02,56.250,55.510,56.250,55.410,459794.000,
2026-04-03,55.830,55.500,56.020,55.490,343678.000,
2026-04-07,55.550,54.940,55.800,54.660,503858.000,
2026-04-08,56.250,57.700,57.900,56.250,1121527.000,
2026-04-09,57.250,56.990,57.250,56.550,570201.000,
2026-04-10,57.250,57.070,58.090,57.030,637912.000,
2026-04-13,56.450,56.000,56.460,55.860,684544.000,
2026-04-14,56.480,57.220,57.450,56.380,675142.000,
2026-04-15,57.650,56.950,57.970,56.860,513713.000,
2026-04-16,56.960,56.770,57.280,56.500,544368.000,
2026-04-17,56.650,56.170,56.650,55.860,612324.000,
2026-04-20,56.120,56.790,56.920,55.990,633437.000,
2026-04-21,56.790,56.280,57.360,56.280,544020.000,
2026-04-22,56.280,56.280,56.850,55.900,579570.000,
2026-04-23,56.230,56.130,56.830,55.780,661174.000,
2026-04-24,55.960,56.030,56.220,55.310,554002.000,
2026-04-27,56.050,55.800,56.800,55.710,640671.000,
2026-04-28,55.720,55.880,56.360,55.450,624602.000,
2026-04-29,55.870,57.680,57.840,55.840,1609315.000,
2026-04-30,57.370,57.620,58.850,57.370,1063010.000,
2026-05-06,57.630,57.610,58.090,57.300,905083.000,
2026-05-07,57.850,58.290,59.360,57.850,1313748.000,
2026-05-08,58.150,58.310,58.510,57.990,732049.000,
2026-05-11,58.030,58.350,58.800,57.510,961991.000,
2026-05-12,58.350,57.650,58.750,57.500,690007.000,
2026-05-13,57.570,56.290,57.870,55.880,1034345.000,
2026-05-14,56.510,55.150,56.770,55.100,907187.000,
2026-05-15,55.230,53.750,55.390,53.540,1181904.000,
2026-05-18,53.650,53.140,53.710,52.650,810415.000,
2026-05-19,53.260,52.730,53.460,52.370,839122.000,
2026-05-20,52.650,52.360,52.650,52.080,743889.000,
2026-05-21,52.700,52.010,53.580,51.930,1035931.000,
2026-05-22,52.360,51.930,52.450,51.720,669699.000,
2026-05-25,52.080,52.470,53.230,51.830,867977.000,
2026-05-26,52.400,52.520,53.350,52.140,910010.000,
2026-05-27,52.530,51.520,52.540,51.310,862011.000,
2026-05-28,51.510,50.720,51.650,50.400,875600.000,
2026-05-29,50.840,51.750,51.930,50.760,1000113.000,
2026-06-01,51.740,52.100,52.350,51.400,775307.000,
2026-06-02,52.110,52.330,52.800,51.870,784941.000,
2026-06-03,52.310,51.950,52.450,51.750,625066.000,
2026-06-04,51.860,51.480,52.330,51.290,576226.000,
2026-06-05,51.550,51.730,52.830,51.490,937165.000,
2026-06-08,51.310,51.630,52.210,51.150,720540.000,
2026-06-09,51.430,52.180,52.300,51.400,710030.000,
2026-06-10,52.250,53.220,53.480,52.100,903235.000,
2026-06-11,53.220,52.640,53.970,52.350,647641.000,
2026-06-12,52.460,54.010,54.240,52.110,1102953.000,
2026-06-15,54.300,54.230,55.960,53.800,1010577.000,
2026-06-16,53.990,52.990,54.090,52.750,812508.000,
2026-06-17,53.240,52.760,53.340,52.500,653906.000,
2026-06-18,52.590,49.380,52.640,49.370,2178321.000,
2026-06-22,49.390,51.980,52.290,48.660,1724972.000,
2026-06-23,51.460,50.400,52.430,50.110,1220116.000,
2026-06-24,50.690,49.120,50.880,49.030,1094158.000,
2026-06-25,48.750,49.300,50.460,48.560,1214523.000,
2026-06-26,49.290,47.230,49.490,47.200,1426441.000,
2026-06-29,47.300,48.600,48.870,46.900,1089609.000,
2026-06-30,48.300,47.740,48.940,47.350,949813.000,
2026-07-01,47.600,49.530,50.090,47.190,1386217.000,
2026-07-02,49.350,48.920,50.200,48.800,920130.000,
2026-07-03,49.500,49.090,49.780,48.310,803331.000,
2026-07-06,49.050,50.100,50.200,48.810,944956.000,
2026-07-07,49.930,49.290,50.220,49.170,697675.000,
2026-07-08,49.360,49.540,49.800,48.960,540995.000,
2026-07-09,49.260,49.490,49.610,48.910,662369.000,
2026-07-10,49.470,49.480,49.970,48.970,764946.000,
2026-07-13,49.360,49.530,49.730,49.110,716524.000,
2026-07-14,49.500,49.600,49.760,48.500,979873.000,
2026-07-15,49.580,50.950,51.200,49.450,1286694.000,
2026-07-16,50.700,50.670,51.290,50.240,812799.000,
2026-07-17,50.660,50.700,51.450,50.580,1072327.000,
