code,name,close,hi52,off_hi52,lo52,off_lo52,ytd,r2025,r20,r60,ma20,ma60,ma120,hi26,hi26d,lo26,lo26d,vol_ratio
600030,中信证券,27.6,31.44,-0.12213740458015265,23.51,0.17396852403232654,-0.03597624869018501,0.05817907064601435,0.03915662650602414,0.06604866743916582,28.450499999999998,26.848666666666666,26.411166666666666,29.49,2026-01-06,23.51,2026-04-07,1.2839818474805396
601688,华泰证券,19.87,25.56,-0.22261345852895142,17.59,0.12961910176236513,-0.18398357289527723,0.44812768569674644,0.01636828644501276,0.04744333157617309,20.6915,19.598000000000003,20.056499999999996,25.56,2026-01-06,17.59,2026-04-07,1.0123008808561327
300059,东方财富,19.7,28.81,-0.31620964942728214,17.36,0.13479262672811054,-0.16701902748414377,-0.03147293327738143,0.05913978494623651,-0.017456359102244412,20.4215,19.8275,20.54375,25.01,2026-01-06,17.36,2026-06-11,1.3469455003475834
601318,中国平安,50.7,72.57,-0.3013642000826787,47.23,0.0734702519585011,-0.28197139215408573,0.43626764357289094,0.026731470230862753,-0.10723718964606443,49.563,52.535666666666664,56.49483333333333,72.57,2026-01-06,47.23,2026-06-26,1.1004450898339255
601601,中国太保,29.75,46.74,-0.36350021394950793,27.28,0.09054252199413493,-0.3224777954907765,0.355954757152362,0.031911203607353444,-0.1806664830625173,28.771500000000003,31.523999999999997,35.558749999999996,46.74,2026-01-07,27.28,2026-06-26,1.202986127484213
601628,中国人寿,39.05,50.412,-0.22538284535428077,31.872,0.22521335341365445,-0.1805170821791321,0.1653424728670092,0.1804002176410131,0.05506322273857123,37.1363,35.4276,38.911883333333336,50.412,2026-01-13,31.872,2026-06-04,1.1896925045338267
