date,open,close,high,low,volume,amount
2025-01-02,40.504,38.514,40.614,38.194,180370.000,
2025-01-03,38.514,38.014,38.694,37.764,126120.000,
2025-01-06,38.134,37.874,38.354,37.574,99283.000,
2025-01-07,37.844,37.644,37.914,37.364,88336.000,
2025-01-08,37.624,37.764,37.994,37.074,106639.000,
2025-01-09,37.614,37.194,37.844,37.114,77970.000,
2025-01-10,37.094,36.354,37.544,36.334,110917.000,
2025-01-13,36.144,36.124,36.334,35.734,119382.000,
2025-01-14,36.494,37.094,37.514,35.904,185578.000,
2025-01-15,36.914,36.844,37.294,36.544,104550.000,
2025-01-16,36.994,37.124,37.574,36.794,92612.000,
2025-01-17,37.094,37.754,38.194,36.554,137837.000,
2025-01-20,37.914,38.194,38.584,37.894,106799.000,
2025-01-21,38.354,38.344,38.714,37.814,82576.000,
2025-01-22,38.284,37.844,38.284,37.544,77133.000,
2025-01-23,38.624,39.794,40.644,38.614,281751.000,
2025-01-24,39.294,39.564,39.794,38.794,147041.000,
2025-01-27,39.684,39.294,40.174,39.064,156585.000,
2025-02-05,39.494,38.194,39.494,38.094,144307.000,
2025-02-06,38.204,38.794,38.834,37.854,141839.000,
2025-02-07,38.594,39.204,39.894,38.314,153155.000,
2025-02-10,39.214,38.984,39.444,38.854,88908.000,
2025-02-11,39.104,38.444,39.114,38.274,93521.000,
2025-02-12,38.384,38.884,38.924,38.184,89908.000,
2025-02-13,38.794,38.714,39.294,38.524,116099.000,
2025-02-14,38.684,39.244,39.664,38.414,113482.000,
2025-02-17,39.354,38.944,40.154,38.504,143744.000,
2025-02-18,38.744,38.504,39.434,38.374,149696.000,
2025-02-19,38.314,38.494,38.924,37.964,106979.000,
2025-02-20,38.294,37.774,38.494,37.414,119852.000,
2025-02-21,37.944,38.434,38.914,37.274,151651.000,
2025-02-24,38.404,38.684,39.244,38.084,149361.000,
2025-02-25,38.364,37.894,39.774,37.714,204351.000,
2025-02-26,37.884,38.464,38.664,37.874,113965.000,
2025-02-27,38.394,39.094,39.154,38.024,165968.000,
2025-02-28,38.894,37.604,39.294,37.604,159446.000,
2025-03-03,37.814,37.104,37.974,36.924,112924.000,
2025-03-04,37.004,36.864,37.114,36.724,103597.000,
2025-03-05,36.874,37.094,37.294,36.624,78755.000,
2025-03-06,37.314,37.944,38.084,36.914,144345.000,
2025-03-07,37.774,37.474,37.774,37.154,117422.000,
2025-03-10,37.274,36.504,37.294,36.064,211475.000,
2025-03-11,36.144,36.434,36.434,35.824,164757.000,
2025-03-12,36.434,36.134,36.574,35.894,147729.000,
2025-03-13,36.094,36.074,36.544,35.914,137941.000,
2025-03-14,36.084,38.254,38.484,36.014,396956.000,
2025-03-17,37.804,38.104,38.244,37.754,151223.000,
2025-03-18,38.234,37.794,38.394,37.704,109752.000,
2025-03-19,37.754,37.874,38.044,37.444,93232.000,
2025-03-20,37.874,36.654,37.894,36.514,184074.000,
2025-03-21,36.614,36.234,37.184,36.094,136419.000,
2025-03-24,36.244,36.494,36.644,36.134,128073.000,
2025-03-25,36.484,36.544,36.684,36.214,87777.000,
2025-03-26,36.444,36.484,36.834,36.164,143298.000,
2025-03-27,36.574,36.724,37.264,36.224,190802.000,
2025-03-28,36.734,36.474,37.034,36.394,122894.000,
2025-03-31,36.244,36.294,36.944,36.114,120708.000,
2025-04-01,36.294,36.084,36.384,35.884,123724.000,
2025-04-02,36.084,36.094,36.314,35.844,117231.000,
2025-04-03,35.834,36.034,36.364,35.604,116292.000,
2025-04-07,34.994,33.524,34.994,32.304,319266.000,
2025-04-08,33.104,34.434,34.494,32.914,250059.000,
2025-04-09,34.184,34.194,34.694,33.714,241841.000,
2025-04-10,34.574,34.584,34.794,34.204,177534.000,
2025-04-11,34.324,34.454,34.714,33.904,158657.000,
2025-04-14,34.454,34.574,34.724,34.344,109503.000,
2025-04-15,34.464,34.674,34.744,34.304,97853.000,
2025-04-16,34.734,34.994,35.044,34.354,105263.000,
2025-04-17,34.584,35.194,35.284,34.584,84398.000,
2025-04-18,35.094,35.124,35.354,34.994,70310.000,
2025-04-21,35.264,35.054,35.344,34.984,53294.000,
2025-04-22,34.954,35.294,35.644,34.914,83340.000,
2025-04-23,35.494,35.214,35.544,35.004,71936.000,
2025-04-24,35.284,35.544,36.014,35.144,122791.000,
2025-04-25,35.544,35.194,35.944,35.144,90871.000,
2025-04-28,35.164,35.084,35.274,34.674,86897.000,
2025-04-29,35.074,34.924,35.184,34.874,54433.000,
2025-04-30,35.274,35.004,35.754,34.954,101234.000,
2025-05-06,35.094,35.494,35.754,34.814,115499.000,
2025-05-07,36.394,36.264,36.684,35.904,151314.000,
2025-05-08,36.024,36.584,36.974,35.964,117065.000,
2025-05-09,36.584,36.334,36.584,36.244,63266.000,
2025-05-12,36.454,36.624,36.844,36.204,76725.000,
2025-05-13,36.784,36.644,36.844,36.474,73910.000,
2025-05-14,36.684,38.664,39.694,36.544,423888.000,
2025-05-15,38.104,38.014,38.614,37.874,128004.000,
2025-05-16,37.804,37.514,38.044,37.014,109984.000,
2025-05-19,37.194,37.004,37.354,36.904,84697.000,
2025-05-20,37.084,37.074,37.274,36.824,92589.000,
2025-05-21,37.074,37.224,37.694,37.004,100631.000,
2025-05-22,37.164,37.234,37.484,36.954,74840.000,
2025-05-23,37.164,36.704,37.454,36.554,90032.000,
2025-05-26,36.594,37.204,37.674,36.544,119633.000,
2025-05-27,37.194,37.244,37.854,37.114,71519.000,
2025-05-28,37.254,37.204,37.544,37.054,66554.000,
2025-05-29,37.214,37.194,37.404,37.014,69360.000,
2025-05-30,37.004,36.984,37.264,36.654,87512.000,
2025-06-03,36.874,37.484,37.794,36.754,99277.000,
2025-06-04,37.394,37.674,37.884,37.384,80810.000,
2025-06-05,37.674,38.454,38.614,37.444,153790.000,
2025-06-06,38.394,38.724,38.804,38.244,104772.000,
2025-06-09,38.824,38.474,39.074,38.234,82639.000,
2025-06-10,38.474,38.154,38.844,37.964,87703.000,
2025-06-11,38.164,39.374,39.674,38.164,170350.000,
2025-06-12,39.244,39.694,40.784,38.924,196485.000,
2025-06-13,39.654,39.194,40.194,39.074,96307.000,
2025-06-16,39.184,39.404,39.784,39.074,95490.000,
2025-06-17,39.344,39.394,39.554,39.024,89602.000,
2025-06-18,39.194,38.664,39.384,38.244,111378.000,
2025-06-19,38.504,38.194,38.744,38.034,88103.000,
2025-06-20,38.194,38.894,39.074,37.994,126966.000,
2025-06-23,38.744,38.824,39.034,38.244,90413.000,
2025-06-24,38.944,40.144,41.024,38.934,211144.000,
2025-06-25,40.144,41.124,41.234,39.854,213589.000,
2025-06-26,40.974,40.794,41.144,40.684,118579.000,
2025-06-27,40.984,39.854,41.334,39.774,142940.000,
2025-06-30,39.794,39.884,40.074,39.314,104861.000,
2025-07-01,39.934,40.004,40.494,39.544,110535.000,
2025-07-02,40.054,39.754,40.364,39.664,74526.000,
2025-07-03,39.734,39.784,39.884,39.424,77355.000,
