name,code,asof,close,hi52,hi52_date,lo52,lo52_date,off_hi52_pct,off_lo52_pct,ma20,ma60,ma120,ma_arrange,price_vs_ma20,ret20d_pct,ret60d_pct,vol20_vs_prev60,vol5_vs_20,n_bars
比亚迪,002594_SZ,2026-07-17,93.47,114.06,2025-08-29,78.2,2026-06-26,-18.1,19.5,86.17,92.77,95.04,空头,上方,6.1,-9.2,1.11,1.01,242
长城汽车,601633_SH,2026-07-17,15.66,25.93,2025-09-02,14.65,2026-07-02,-39.6,6.9,15.26,17.09,18.81,空头,上方,-9.5,-23.0,0.98,0.94,242
长安汽车,000625_SZ,2026-07-17,7.11,13.2,2025-07-28,6.74,2026-06-26,-46.2,5.4,7.0,7.99,9.32,空头,上方,-3.1,-28.4,1.11,0.93,242
赛力斯,601127_SH,2026-07-17,54.3,170.46,2025-09-30,53.38,2026-07-14,-68.1,1.7,59.41,73.69,87.52,空头,下方,-16.2,-39.2,1.25,1.22,242
上汽集团,600104_SH,2026-07-17,10.39,20.53,2025-08-25,9.73,2026-06-26,-49.4,6.8,10.09,11.68,13.02,空头,上方,-0.7,-25.3,1.25,0.93,242
广汽集团,601238_SH,2026-07-17,5.04,9.25,2025-11-28,4.89,2026-07-13,-45.5,3.1,5.17,6.01,6.86,空头,下方,-8.9,-30.1,1.75,1.04,242
