date,open,close,high,low,volume
2025-07-01,8.234,8.234,8.244,8.014,1572484.0
2025-07-02,8.214,8.354,8.434,8.164,2189778.0
2025-07-03,8.424,8.374,8.434,8.254,1435808.0
2025-07-04,8.264,8.254,8.394,8.124,1941207.0
2025-07-07,8.144,8.134,8.244,8.104,1157514.0
2025-07-08,8.204,8.254,8.294,8.134,1157872.0
2025-07-09,8.374,7.774,8.374,7.744,4386534.0
2025-07-10,7.734,7.784,7.834,7.734,1840575.0
2025-07-11,7.824,7.834,8.014,7.794,2211888.0
2025-07-14,7.844,7.814,7.904,7.814,1574675.0
2025-07-15,7.884,7.814,7.944,7.734,1652978.0
2025-07-16,7.854,7.824,7.914,7.804,1011483.0
2025-07-17,7.824,7.804,7.844,7.764,1038756.0
2025-07-18,7.834,7.924,8.014,7.794,2172654.0
2025-07-21,7.974,8.344,8.424,7.974,3268086.0
2025-07-22,8.344,8.774,8.784,8.304,3591383.0
2025-07-23,8.814,8.714,8.824,8.614,2286216.0
2025-07-24,8.714,9.024,9.114,8.694,3181526.0
2025-07-25,8.954,8.924,9.034,8.844,1818861.0
2025-07-28,8.824,8.874,8.914,8.624,1881262.0
2025-07-29,8.834,8.964,8.964,8.794,1453169.0
2025-07-30,9.064,9.054,9.224,8.984,2137989.0
2025-07-31,8.774,8.654,8.924,8.584,2467556.0
2025-08-01,8.604,8.694,8.764,8.564,1408534.0
2025-08-04,8.684,8.974,8.994,8.674,1881276.0
2025-08-05,8.984,9.094,9.114,8.874,1712914.0
2025-08-06,9.034,9.224,9.264,9.034,1532281.0
2025-08-07,9.264,9.194,9.294,9.014,1275382.0
2025-08-08,9.214,9.474,9.594,9.204,1935937.0
2025-08-11,9.594,9.534,9.604,9.424,1624158.0
2025-08-12,9.504,9.564,9.714,9.414,1178784.0
2025-08-13,9.674,10.304,10.354,9.654,2903513.0
2025-08-14,10.314,10.384,10.614,10.294,2705369.0
2025-08-15,10.254,10.824,11.014,10.234,2982728.0
2025-08-18,11.014,10.484,11.074,10.464,3655857.0
2025-08-19,10.484,10.564,10.764,10.484,2430297.0
2025-08-20,10.394,10.664,10.744,10.384,1783167.0
2025-08-21,10.734,10.774,10.964,10.684,1803325.0
2025-08-22,10.804,10.824,10.964,10.684,1826152.0
2025-08-25,11.074,11.794,11.794,11.014,4023737.0
2025-08-26,11.724,11.764,11.924,11.494,2388548.0
2025-08-27,11.824,11.424,11.874,11.424,2396152.0
2025-08-28,11.374,11.574,11.584,11.184,2303688.0
2025-08-29,11.674,12.074,12.264,11.574,2552835.0
2025-09-01,12.314,13.244,13.284,11.944,3692157.0
2025-09-02,13.314,13.534,13.814,13.064,4348376.0
2025-09-03,13.684,13.364,13.814,12.914,3421302.0
2025-09-04,13.314,12.154,13.484,12.004,5285599.0
2025-09-05,12.014,12.614,12.684,12.004,3269344.0
2025-09-08,12.714,12.264,12.814,12.144,2898124.0
2025-09-09,12.204,12.294,12.624,12.124,2654532.0
2025-09-10,12.064,12.224,12.324,11.954,1830569.0
2025-09-11,12.274,12.714,12.714,12.214,2464969.0
2025-09-12,12.814,13.134,13.444,12.724,3290167.0
2025-09-15,13.144,13.064,13.264,12.984,1821980.0
2025-09-16,13.284,12.704,13.344,12.404,3080806.0
2025-09-17,12.564,12.514,12.634,12.364,2353028.0
2025-09-18,12.314,12.094,12.474,11.984,2664213.0
2025-09-19,12.094,12.224,12.394,12.094,1685894.0
2025-09-22,12.694,12.424,12.734,12.254,1948296.0
2025-09-23,12.464,12.234,12.734,11.984,1982046.0
2025-09-24,12.174,12.334,12.414,12.054,1486348.0
2025-09-25,13.414,13.584,13.594,13.194,6475526.0
2025-09-26,13.374,13.514,13.974,13.344,3944699.0
2025-09-29,13.614,14.454,14.584,13.434,3897719.0
2025-09-30,14.724,15.414,15.564,14.454,3698880.0
2025-10-09,16.084,16.984,16.984,15.714,3944932.0
2025-10-10,16.804,16.434,17.714,16.114,4525347.0
2025-10-13,15.224,16.954,17.014,15.224,4142808.0
2025-10-14,17.514,15.724,17.524,15.414,4393583.0
2025-10-15,15.964,16.024,16.044,15.194,3053893.0
2025-10-16,15.814,15.414,15.884,15.274,2434264.0
2025-10-17,15.444,14.754,15.564,14.714,2939694.0
2025-10-20,14.754,14.824,15.064,14.624,2089014.0
2025-10-21,14.964,15.164,15.554,14.834,2157256.0
2025-10-22,14.564,15.254,15.344,14.444,2008256.0
2025-10-23,15.224,15.614,15.694,14.964,2216680.0
2025-10-24,15.954,16.494,16.564,15.894,3292177.0
2025-10-27,17.204,17.004,17.534,16.714,3986409.0
2025-10-28,16.984,16.464,17.064,16.374,2809204.0
2025-10-29,16.694,17.264,17.274,16.644,2838427.0
2025-10-30,17.104,17.314,17.874,16.954,3084343.0
2025-10-31,17.304,16.754,17.354,16.654,2029173.0
2025-11-03,16.564,16.084,16.714,15.614,2739891.0
2025-11-04,15.864,15.444,16.014,15.274,2065628.0
2025-11-05,15.014,15.554,15.704,14.814,2144362.0
2025-11-06,15.614,16.284,16.314,15.614,2159989.0
2025-11-07,16.214,16.254,16.494,15.914,1622705.0
2025-11-10,16.494,16.074,16.674,15.914,1716326.0
2025-11-11,16.234,15.824,16.344,15.714,1354176.0
2025-11-12,15.704,15.794,16.134,15.524,1664534.0
2025-11-13,15.944,16.554,16.834,15.904,3051507.0
2025-11-14,16.324,16.494,16.784,15.914,1985143.0
2025-11-17,16.214,15.764,16.364,15.654,2298670.0
2025-11-18,15.614,15.274,15.684,15.044,1954405.0
2025-11-19,15.264,15.594,15.764,15.214,1665885.0
2025-11-20,15.674,15.504,15.834,15.464,1113538.0
2025-11-21,15.114,14.894,15.294,14.804,1621849.0
2025-11-24,15.024,15.064,15.254,14.784,1627371.0
2025-11-25,15.414,15.684,15.844,15.364,1955349.0
2025-11-26,15.794,15.694,15.944,15.574,1532233.0
2025-11-27,15.804,15.664,16.264,15.634,1654282.0
2025-11-28,15.664,15.944,16.044,15.504,1480675.0
2025-12-01,16.674,17.004,17.384,16.614,3773753.0
2025-12-02,16.904,16.904,17.074,16.694,1693165.0
2025-12-03,16.864,17.334,17.504,16.764,2491578.0
2025-12-04,18.114,17.614,18.374,17.504,2902053.0
2025-12-05,17.594,18.134,18.264,17.584,2424912.0
2025-12-08,18.144,18.404,18.494,17.664,2512071.0
2025-12-09,18.104,17.264,18.104,17.124,2693059.0
2025-12-10,17.264,17.344,17.504,17.104,1575981.0
2025-12-11,17.544,17.174,17.864,17.094,2077525.0
2025-12-12,17.564,17.294,17.644,17.104,2604229.0
2025-12-15,16.814,17.644,18.034,16.814,2545166.0
2025-12-16,17.714,17.214,18.064,17.144,2129180.0
2025-12-17,17.324,17.714,17.944,17.284,1906925.0
2025-12-18,17.614,17.604,18.064,17.514,1419405.0
2025-12-19,17.664,18.074,18.074,17.274,2123764.0
2025-12-22,18.214,18.334,18.584,18.084,2035654.0
2025-12-23,18.434,18.264,18.824,18.034,2121678.0
2025-12-24,18.464,18.394,18.554,18.064,1629962.0
2025-12-25,18.164,18.414,18.464,17.924,1384391.0
2025-12-26,18.754,19.464,19.704,18.694,2584065.0
2025-12-29,19.774,18.594,19.874,18.494,3392633.0
2025-12-30,17.984,19.234,19.264,17.924,2322145.0
2025-12-31,19.224,19.714,20.184,19.094,2503817.0
2026-01-05,19.914,20.154,20.264,19.584,2230480.0
2026-01-06,20.504,21.394,21.744,20.414,2722330.0
2026-01-07,21.614,21.684,22.174,21.214,2693693.0
2026-01-08,21.264,21.394,22.114,21.004,2159821.0
2026-01-09,21.164,22.494,22.604,21.064,2583076.0
2026-01-12,22.914,22.404,23.044,22.014,2996682.0
2026-01-13,22.344,22.514,22.974,22.074,2399236.0
2026-01-14,22.564,23.014,23.654,22.564,2814591.0
2026-01-15,23.014,23.764,24.264,22.914,3055939.0
2026-01-16,23.884,23.964,24.804,23.864,3304201.0
2026-01-19,23.984,23.024,24.084,22.574,3270154.0
2026-01-20,23.044,22.784,23.314,21.994,3100744.0
