date,open,close,high,low,vol
2025-07-01,16.308,16.216,16.354,16.131,67382.0
2025-07-02,16.177,16.339,16.508,16.177,77300.0
2025-07-03,16.316,16.601,16.654,16.293,95206.0
2025-07-04,16.562,16.254,16.601,16.239,88005.0
2025-07-07,16.254,16.254,16.354,16.17,48408.0
2025-07-08,16.293,16.285,16.424,16.231,73348.0
2025-07-09,16.308,15.977,16.362,15.977,124115.0
2025-07-10,15.977,16.162,16.262,15.931,209600.0
2025-07-11,16.154,16.001,16.208,16.001,161290.0
2025-07-14,16.024,16.093,16.224,15.931,213376.0
2025-07-15,16.054,16.047,16.254,16.001,127955.0
2025-07-16,16.047,15.947,16.116,15.924,115151.0
2025-07-17,15.939,15.87,15.985,15.808,85753.0
2025-07-18,15.87,16.693,16.731,15.87,403720.0
2025-07-21,16.947,17.539,17.801,16.947,704973.0
2025-07-22,17.501,18.101,18.208,17.431,429437.0
2025-07-23,17.985,18.154,18.401,17.924,356426.0
2025-07-24,18.116,17.993,18.17,17.701,263517.0
2025-07-25,18.077,18.116,18.754,17.985,341358.0
2025-07-28,18.039,18.147,18.316,17.677,318705.0
2025-07-29,18.085,18.201,18.447,17.701,255439.0
2025-07-30,18.254,18.754,19.208,18.254,388095.0
2025-07-31,18.693,18.062,18.747,17.931,223688.0
2025-08-01,18.008,17.954,18.193,17.854,128649.0
2025-08-04,17.885,17.677,18.024,17.577,138564.0
2025-08-05,17.708,17.754,17.877,17.616,94882.0
2025-08-06,17.847,17.831,18.162,17.77,142642.0
2025-08-07,17.962,17.854,18.116,17.616,144143.0
2025-08-08,17.962,17.939,18.101,17.747,90458.0
2025-08-11,17.947,18.27,18.424,17.777,223180.0
2025-08-12,18.231,18.562,18.877,18.162,216228.0
2025-08-13,18.601,18.293,18.808,18.077,167250.0
2025-08-14,18.27,18.616,18.77,18.131,174129.0
2025-08-15,18.547,18.431,18.901,18.416,177462.0
2025-08-18,18.501,18.093,18.577,18.093,243078.0
2025-08-19,18.124,17.685,18.308,17.685,212351.0
2025-08-20,17.693,18.047,18.062,17.539,244359.0
2025-08-21,18.231,18.601,18.993,17.97,370397.0
2025-08-22,18.501,18.677,18.831,18.37,149677.0
2025-08-25,18.685,19.662,19.793,18.685,383609.0
2025-08-26,19.654,20.124,20.539,19.47,390759.0
2025-08-27,20.124,19.924,20.424,19.87,289394.0
2025-08-28,19.908,20.193,20.477,19.677,235915.0
2025-08-29,20.185,20.716,20.77,20.077,222137.0
2025-09-01,20.547,21.147,21.347,20.485,269364.0
2025-09-02,21.077,20.293,21.331,20.154,246719.0
2025-09-03,20.308,20.501,20.593,19.916,136611.0
2025-09-04,20.424,19.539,20.462,19.308,207742.0
2025-09-05,19.577,19.862,20.139,19.477,184320.0
2025-09-08,19.801,20.824,21.139,19.639,289404.0
2025-09-09,20.708,20.293,21.116,20.124,191665.0
2025-09-10,20.208,20.031,20.377,19.539,217673.0
2025-09-11,19.954,19.947,20.401,19.724,188346.0
2025-09-12,19.962,19.97,20.177,19.631,126616.0
2025-09-15,19.962,19.831,20.062,19.554,139903.0
2025-09-16,19.939,19.708,20.239,19.539,137950.0
2025-09-17,19.601,19.847,20.001,19.524,98217.0
2025-09-18,19.847,19.516,19.916,19.401,133670.0
2025-09-19,19.531,20.016,20.216,19.516,151836.0
2025-09-22,19.862,19.193,19.885,18.962,316692.0
2025-09-23,19.077,18.885,19.331,18.585,162054.0
2025-09-24,18.847,19.124,19.154,18.639,134471.0
2025-09-25,19.07,18.87,19.185,18.839,205475.0
2025-09-26,18.816,19.254,19.608,18.77,230824.0
2025-09-29,19.231,19.708,19.808,19.185,163755.0
2025-09-30,19.708,20.085,20.224,19.347,150434.0
2025-10-09,20.147,20.285,20.447,19.47,145830.0
2025-10-10,20.224,20.401,20.924,20.131,224543.0
2025-10-13,19.539,20.077,20.439,19.539,185765.0
2025-10-14,20.224,19.231,20.254,19.077,215898.0
2025-10-15,19.331,19.385,19.477,19.154,69054.0
2025-10-16,19.347,18.977,19.424,18.747,197411.0
2025-10-17,18.901,18.562,19.131,18.408,180723.0
2025-10-20,18.67,18.301,18.693,18.124,181798.0
2025-10-21,18.308,18.177,18.424,18.077,167629.0
2025-10-22,18.093,18.162,18.424,18.093,97361.0
2025-10-23,18.231,18.908,18.985,18.116,193358.0
2025-10-24,18.993,18.731,19.262,18.585,158751.0
2025-10-27,18.747,18.585,19.108,18.531,127434.0
2025-10-28,18.585,18.439,18.893,18.385,106941.0
2025-10-29,18.254,19.054,19.162,18.254,146741.0
2025-10-30,19.001,19.424,19.808,18.816,191183.0
2025-10-31,19.516,19.362,19.677,19.339,135542.0
2025-11-03,19.362,19.562,19.77,19.062,149745.0
2025-11-04,19.523,18.831,19.692,18.592,155411.0
2025-11-05,18.662,19.008,19.177,18.585,96932.0
2025-11-06,19.0,19.423,19.577,18.969,154632.0
2025-11-07,19.592,20.246,20.331,19.446,270368.0
2025-11-10,20.823,21.815,22.292,20.823,663573.0
2025-11-11,21.677,21.646,21.862,21.239,261000.0
2025-11-12,21.646,21.854,22.177,21.523,281427.0
2025-11-13,21.854,22.192,22.546,21.485,278456.0
2025-11-14,21.831,22.108,22.954,21.831,359528.0
2025-11-17,22.108,22.092,22.623,21.815,229265.0
2025-11-18,22.0,21.039,22.254,20.815,304682.0
2025-11-19,21.031,21.431,21.554,20.769,186601.0
2025-11-20,21.331,21.146,21.815,21.085,150101.0
