date,open,close,high,low,vol
2025-11-28,33.5,33.52,33.78,33.31,89939.0
2025-12-01,33.63,33.66,33.95,33.46,134678.0
2025-12-02,33.58,33.41,33.74,33.25,94821.0
2025-12-03,33.5,33.81,34.1,33.5,165430.0
2025-12-04,33.84,34.09,34.28,33.58,145337.0
2025-12-05,34.26,33.99,34.26,33.7,140754.0
2025-12-08,34.18,35.34,35.49,34.14,298901.0
2025-12-09,35.44,36.28,36.95,35.29,394520.0
2025-12-10,36.15,36.79,36.88,35.53,250268.0
2025-12-11,36.8,35.98,37.07,35.96,207634.0
2025-12-12,35.9,36.15,36.3,35.51,174565.0
2025-12-15,35.95,35.79,36.0,35.35,149645.0
2025-12-16,35.72,35.1,35.98,34.95,137715.0
2025-12-17,35.3,36.25,36.48,35.27,188456.0
2025-12-18,36.51,35.8,36.6,35.8,177742.0
2025-12-19,36.06,36.5,36.51,35.67,179207.0
2025-12-22,36.69,37.57,37.7,36.37,321439.0
2025-12-23,37.68,37.49,37.88,37.25,188144.0
2025-12-24,37.71,37.4,37.8,37.21,156616.0
2025-12-25,37.13,38.22,38.79,37.13,251486.0
2025-12-26,38.12,37.87,38.53,37.5,182727.0
2025-12-29,37.86,37.49,37.99,37.33,197402.0
2025-12-30,37.2,38.44,38.75,37.1,230253.0
2025-12-31,38.4,38.42,38.66,38.06,151368.0
2026-01-05,38.51,37.73,38.65,37.36,315021.0
2026-01-06,37.68,38.7,38.93,37.4,415719.0
2026-01-07,38.65,38.83,39.17,38.37,234959.0
2026-01-08,38.55,37.94,38.98,37.69,214390.0
2026-01-09,37.87,37.81,38.07,37.33,232464.0
2026-01-12,37.0,36.69,37.3,36.08,445059.0
2026-01-13,36.51,36.28,36.99,36.16,253686.0
2026-01-14,36.11,36.51,36.8,36.0,269153.0
2026-01-15,36.28,37.2,37.73,36.17,256734.0
2026-01-16,37.59,37.49,37.88,36.9,236008.0
2026-01-19,37.4,39.19,39.47,37.28,365121.0
2026-01-20,39.43,39.29,39.62,38.3,302140.0
2026-01-21,39.21,40.0,40.1,38.92,318352.0
2026-01-22,38.0,38.98,39.14,37.83,731283.0
2026-01-23,38.72,39.14,39.66,38.41,396495.0
2026-01-26,39.16,39.48,40.1,38.72,426020.0
2026-01-27,39.54,39.82,41.08,39.5,380875.0
2026-01-28,39.98,40.98,41.55,39.43,417349.0
2026-01-29,41.2,40.1,42.0,39.86,319715.0
2026-01-30,39.7,39.34,40.37,38.42,316159.0
2026-02-02,39.1,37.59,40.1,37.55,357364.0
2026-02-03,38.29,38.0,38.38,37.18,215175.0
2026-02-04,38.15,37.78,38.22,37.33,212380.0
