date,open,close,high,low,vol
2026-03-26,25.82,26.62,26.94,25.75,735280.0
2026-03-27,26.46,27.78,27.92,26.32,731689.0
2026-03-30,28.9,28.56,29.28,28.42,787445.0
2026-03-31,28.81,27.62,28.94,27.43,620254.0
2026-04-01,27.5,27.01,27.59,26.52,599582.0
2026-04-02,27.48,27.11,27.74,26.89,393050.0
2026-04-03,27.18,26.67,27.2,26.09,404984.0
2026-04-07,26.98,28.6,28.79,26.72,624890.0
2026-04-08,26.7,27.86,27.89,26.03,772217.0
2026-04-09,28.23,28.84,29.1,28.1,531363.0
2026-04-10,28.65,28.83,29.28,28.35,398720.0
2026-04-13,29.15,30.29,30.36,28.58,654135.0
2026-04-14,29.01,29.98,30.15,28.63,718118.0
2026-04-15,29.52,27.92,29.73,27.7,821245.0
2026-04-16,27.74,28.2,28.33,27.56,423049.0
2026-04-17,28.22,27.39,28.28,27.23,499415.0
2026-04-20,27.3,26.26,27.46,26.03,877711.0
2026-04-21,26.39,26.69,26.92,25.78,537416.0
2026-04-22,26.89,26.46,27.05,26.33,363715.0
2026-04-23,26.5,27.38,27.65,26.16,603422.0
2026-04-24,27.4,27.73,28.2,26.95,595407.0
2026-04-27,27.88,27.95,28.29,27.46,425518.0
2026-04-28,27.68,29.0,29.35,27.65,578496.0
2026-04-29,29.1,29.23,29.58,28.68,530426.0
2026-04-30,29.57,29.6,30.2,29.3,523577.0
2026-05-06,29.08,29.48,29.6,28.23,530721.0
2026-05-07,28.72,27.14,28.75,26.91,993258.0
2026-05-08,27.43,26.66,27.52,26.2,598852.0
2026-05-11,26.63,26.86,27.26,26.5,519581.0
2026-05-12,26.88,27.63,28.3,26.88,638996.0
2026-05-13,27.36,27.81,28.33,27.14,480084.0
2026-05-14,27.63,27.08,28.87,27.07,601084.0
2026-05-15,27.12,28.08,28.85,27.01,743297.0
2026-05-18,28.15,27.77,28.65,27.56,554131.0
2026-05-19,27.45,26.41,27.47,26.18,510939.0
2026-05-20,26.21,25.57,26.52,25.5,641589.0
2026-05-21,25.1,24.85,25.94,24.82,519851.0
2026-05-22,24.99,24.68,25.2,24.37,413377.0
2026-05-25,24.12,24.05,25.18,23.64,693043.0
2026-05-26,23.97,23.92,24.13,23.33,495219.0
2026-05-27,23.92,23.75,24.12,23.45,357691.0
2026-05-28,23.85,23.88,24.05,23.39,360187.0
2026-05-29,23.67,23.27,23.73,23.11,392418.0
2026-06-01,23.28,23.81,24.33,23.28,481233.0
2026-06-02,24.05,23.64,24.14,23.51,328950.0
2026-06-03,23.55,24.11,24.33,23.31,440969.0
2026-06-04,24.01,23.51,24.02,23.39,365051.0
2026-06-05,23.07,23.97,24.67,22.68,599556.0
2026-06-08,23.8,24.2,24.7,23.73,504419.0
2026-06-09,24.1,24.1,24.4,23.59,421344.0
2026-06-10,24.0,23.74,24.25,23.4,356569.0
2026-06-11,23.91,23.56,24.45,23.26,401676.0
2026-06-12,23.3,24.16,24.47,22.79,793041.0
2026-06-15,23.99,23.27,24.0,22.72,844895.0
2026-06-16,23.0,22.33,23.0,22.28,662562.0
2026-06-17,21.99,22.4,22.6,21.78,457423.0
2026-06-18,22.41,21.65,22.52,21.46,530712.0
2026-06-22,21.63,22.89,22.97,21.19,646839.0
2026-06-23,25.18,25.18,25.18,25.18,249643.0
2026-06-24,26.37,25.66,26.66,24.9,2361253.0
2026-06-25,25.6,25.68,26.91,24.59,2064277.0
2026-06-26,25.55,24.87,26.65,24.82,1479833.0
2026-06-29,24.67,24.23,24.83,23.81,1048345.0
2026-06-30,23.94,23.49,24.61,23.2,1057631.0
2026-07-01,23.3,24.91,25.24,23.2,1232454.0
2026-07-02,24.5,24.73,25.46,24.0,996169.0
2026-07-03,25.05,24.02,25.43,24.01,881617.0
2026-07-06,23.58,24.7,25.25,23.48,881168.0
2026-07-07,24.62,23.69,24.62,23.66,655607.0
2026-07-08,24.02,22.92,24.1,22.87,582569.0
2026-07-09,23.05,22.74,23.16,22.19,623693.0
2026-07-10,22.7,22.68,23.15,22.22,535590.0
2026-07-13,22.7,22.07,23.02,21.86,501852.0
2026-07-14,22.64,23.67,23.86,22.62,789595.0
2026-07-15,23.53,23.43,23.78,23.12,468923.0
2026-07-16,23.2,22.9,23.36,22.84,406028.0
2026-07-17,22.97,22.84,23.48,22.8,578058.0
