date,open,close,low,high,vol,amt
2025-09-22,56.2,55.41,54.38,56.35,136895,75346.64
2025-09-23,55.2,54.92,53.88,55.5,84203,45964.4
2025-09-24,54.65,55.46,54.11,55.86,86145,47550.41
2025-09-25,55.35,54.36,54.23,55.5,102750,56115.93
2025-09-26,54.22,53.3,53.17,54.52,60798,32558.35
2025-09-29,53.1,53.88,52.77,54.08,59646,31924.65
2025-09-30,54.0,53.62,53.21,54.26,63249,33950.96
2025-10-09,53.15,53.57,53.0,53.87,73737,39382.16
2025-10-10,53.53,53.7,53.3,54.98,90980,49070.72
2025-10-13,49.99,49.56,49.01,51.0,174093,86649.38
2025-10-14,49.68,49.78,49.5,51.35,107175,53875.51
2025-10-15,49.78,50.63,49.09,50.75,85734,42946.27
2025-10-16,50.5,49.51,49.38,50.62,72958,36367.26
2025-10-17,49.51,48.19,48.07,49.51,73571,35649.13
2025-10-20,48.6,48.9,48.47,49.2,44074,21534.35
2025-10-21,49.15,49.78,49.1,50.3,51103,25468.36
2025-10-22,49.74,49.8,49.6,50.43,37874,18928.54
2025-10-23,49.67,49.88,48.85,49.98,35816,17659.17
2025-10-24,49.91,50.64,49.8,50.66,58309,29305.49
2025-10-27,51.85,52.0,51.36,52.85,130765,68231.4
2025-10-28,51.5,51.25,51.1,51.88,51937,26703.4
2025-10-29,51.15,52.47,51.15,53.31,90651,47526.51
2025-10-30,51.53,52.7,50.86,53.97,144047,75403.3
2025-10-31,52.9,53.14,52.32,53.8,75423,40090.6
2025-11-03,53.0,52.81,52.11,53.15,47564,25049.7
2025-11-04,52.59,52.36,52.11,53.58,57148,30193.0
2025-11-05,52.18,52.94,51.83,53.25,54624,28845.93
2025-11-06,52.96,53.9,52.96,54.98,70812,38288.64
2025-11-07,53.79,54.4,53.75,54.82,65317,35562.44
2025-11-10,54.31,53.31,52.88,54.8,68794,36722.54
2025-11-11,53.3,52.56,52.5,53.53,45464,24068.16
2025-11-12,52.56,52.09,52.04,53.09,31978,16791.35
2025-11-13,52.49,54.57,52.37,55.22,112678,61212.54
2025-11-14,54.5,53.92,53.85,55.11,49281,26878.02
2025-11-17,53.8,53.55,53.21,54.0,37820,20262.08
2025-11-18,53.42,53.75,53.2,53.88,43167,23109.69
2025-11-19,53.63,53.58,52.71,53.94,42215,22523.11
2025-11-20,53.48,54.13,53.22,54.66,55479,30075.27
2025-11-21,53.87,53.86,52.78,54.34,69336,37249.11
2025-11-24,53.9,54.06,53.01,54.49,63115,34000.32
2025-11-25,54.08,54.32,53.71,54.4,49772,26928.86
2025-11-26,54.26,55.53,54.11,55.98,80179,44548.39
2025-11-27,55.54,54.9,54.84,55.98,47624,26354.5
2025-11-28,54.96,56.3,54.65,56.35,64316,35917.83
2025-12-01,56.3,55.69,55.02,56.55,60096,33345.74
2025-12-02,55.49,55.28,55.11,56.1,27600,15313.15
2025-12-03,55.33,59.34,55.26,60.78,152227,89116.36
2025-12-04,59.28,59.82,58.78,60.19,77011,45924.34
2025-12-05,59.87,60.65,59.22,60.92,68925,41524.41
2025-12-08,60.76,60.71,59.13,61.18,69237,41641.66
2025-12-09,60.52,60.57,60.52,62.09,58372,35686.56
2025-12-10,60.55,62.75,60.11,64.0,86050,53806.79
2025-12-11,62.75,61.5,61.38,64.6,60741,37953.12
2025-12-12,61.21,62.0,60.94,62.3,48796,30130.54
2025-12-15,61.4,61.25,61.07,62.5,35244,21681.02
2025-12-16,61.25,59.94,59.25,61.71,70688,42424.64
2025-12-17,59.86,60.01,59.4,60.35,50734,30419.58
2025-12-18,60.0,58.41,58.22,60.0,65298,38267.6
2025-12-19,58.4,58.5,58.16,58.89,37197,21749.04
2025-12-22,58.65,57.69,57.33,58.85,45052,26064.18
2025-12-23,57.75,56.27,56.0,57.89,89662,50649.98
2025-12-24,56.19,56.16,55.0,56.3,81762,45501.83
2025-12-25,56.26,56.03,55.66,56.5,59804,33531.95
2025-12-26,56.09,56.07,55.8,56.42,58462,32861.79
2025-12-29,56.14,55.6,55.35,56.4,43187,24082.34
2025-12-30,55.54,57.13,55.28,57.3,75859,43074.39
2025-12-31,57.2,56.64,56.0,57.2,48439,27383.47
2026-01-05,56.64,57.17,56.41,57.35,52195,29751.02
2026-01-06,57.14,59.02,56.82,59.17,80072,46712.08
2026-01-07,58.85,57.34,56.98,58.85,69238,39888.31
2026-01-08,57.38,56.76,56.5,57.53,42058,23892.64
2026-01-09,56.81,57.18,56.61,57.66,67300,38496.11
2026-01-12,57.19,57.4,56.62,57.64,54391,31019.38
2026-01-13,57.35,56.91,56.58,57.94,55364,31625.98
2026-01-14,56.62,56.38,56.09,57.28,75593,42868.73
2026-01-15,56.31,57.24,56.15,58.18,57437,33045.55
2026-01-16,57.64,58.09,57.38,58.6,57101,33149.2
2026-01-19,58.0,58.4,57.95,59.2,39967,23379.27
2026-01-20,58.41,58.39,57.71,58.89,41366,24096.54
2026-01-21,58.23,59.74,57.4,60.25,73146,43341.78
2026-01-22,60.28,59.25,58.98,60.34,36324,21526.42
2026-01-23,59.27,60.12,59.27,60.73,51989,31289.61
2026-01-26,59.93,59.17,58.38,60.28,51567,30461.1
2026-01-27,59.17,58.55,57.89,59.38,42386,24808.71
2026-01-28,58.77,57.88,57.49,58.81,36253,20988.68
2026-01-29,57.8,56.9,56.82,58.4,43409,24946.38
2026-01-30,56.82,56.2,55.03,57.29,38702,21729.53
2026-02-02,56.02,54.06,54.0,56.69,62187,34314.85
2026-02-03,54.87,56.54,54.33,56.8,51244,28582.46
2026-02-04,56.42,57.52,56.02,58.13,46589,26712.04
2026-02-05,57.91,57.43,56.9,58.09,26897,15442.46
2026-02-06,57.09,56.18,56.03,57.19,35051,19789.4
2026-02-09,56.75,57.97,56.68,58.0,37125,21378.82
2026-02-10,58.0,58.16,57.36,58.52,24613,14293.18
2026-02-11,58.39,58.69,58.02,59.27,35435,20825.75
2026-02-12,58.69,59.59,58.67,60.17,46901,27950.06
2026-02-13,59.58,59.03,58.8,60.36,43068,25708.1
2026-02-24,59.98,61.22,59.36,62.49,68165,41757.13
2026-02-25,61.0,61.11,60.5,61.5,35272,21470.75
2026-02-26,61.0,60.89,60.41,61.2,32910,19987.48
2026-02-27,60.71,59.28,58.51,60.71,45511,26917.9
2026-03-02,58.5,58.37,58.2,59.48,35306,20703.06
2026-03-03,58.38,56.5,55.98,58.87,54453,30985.9
2026-03-04,55.8,54.15,53.91,56.5,64509,35390.73
2026-03-05,55.01,53.99,53.69,55.66,53788,29376.98
2026-03-06,53.83,54.0,53.8,54.5,42905,23206.42
2026-03-09,53.0,51.47,50.01,53.08,96312,49142.01
2026-03-10,52.33,53.42,51.99,53.8,52143,27592.88
2026-03-11,53.66,53.73,52.76,54.2,56281,30214.13
2026-03-12,53.74,53.31,52.86,54.26,54785,29256.82
2026-03-13,52.8,52.75,52.52,53.45,43014,22778.65
2026-03-16,52.63,52.28,51.6,52.97,52006,27180.43
2026-03-17,52.75,52.32,52.21,53.49,35607,18822.44
2026-03-18,52.53,52.55,51.65,52.93,49150,25702.64
2026-03-19,51.7,50.78,50.7,52.6,40865,20942.92
2026-03-20,50.99,50.1,50.1,51.3,30316,15383.04
2026-03-23,49.5,47.08,46.88,49.5,83390,39958.01
2026-03-24,48.01,48.7,47.17,48.88,45618,21834.38
2026-03-25,48.88,49.45,48.85,49.75,55244,27215.21
2026-03-26,49.45,49.31,48.91,49.88,28557,14093.04
2026-03-27,48.93,49.23,48.23,49.73,19675,9690.58
2026-03-30,48.48,48.81,48.0,49.21,24549,11941.11
2026-03-31,48.93,48.38,47.81,49.39,47393,22948.26
2026-04-01,49.17,49.13,48.68,49.39,29188,14322.52
2026-04-02,48.82,48.58,48.31,49.13,22109,10762.11
2026-04-03,48.58,47.84,47.84,48.9,16668,8028.51
2026-04-07,48.07,47.66,47.47,48.59,23133,11116.35
2026-04-08,48.65,49.71,48.65,49.93,49469,24454.58
2026-04-09,49.18,49.7,48.9,50.38,38126,18959.61
2026-04-10,49.8,49.42,49.21,50.44,56113,27837.15
2026-04-13,49.1,49.53,48.66,50.05,42218,20943.83
2026-04-14,50.0,50.35,49.72,50.66,34058,17114.05
2026-04-15,50.38,49.57,49.51,50.65,35056,17519.85
2026-04-16,49.88,51.42,49.81,52.16,77348,39680.96
2026-04-17,51.6,50.89,50.55,51.9,42354,21623.93
2026-04-20,50.9,50.16,50.0,50.99,50582,25444.95
2026-04-21,50.25,50.02,49.8,50.39,27570,13787.44
2026-04-22,49.69,49.85,49.45,49.98,38262,19035.46
2026-04-23,49.9,49.39,49.0,50.28,34037,16815.39
2026-04-24,49.28,50.8,49.11,50.89,51974,26110.38
2026-04-27,50.8,51.84,50.37,52.1,55378,28487.77
2026-04-28,54.56,57.02,54.56,57.02,97569,55086.21
2026-04-29,57.9,58.0,57.5,59.28,169318,98891.55
2026-04-30,57.71,55.12,55.02,57.91,131203,73460.55
2026-05-06,55.69,55.9,55.18,56.58,76542,42857.04
2026-05-07,56.21,56.53,55.9,57.42,58809,33251.72
2026-05-08,56.16,56.9,55.83,57.88,80276,45613.64
2026-05-11,57.13,57.56,56.78,58.48,84789,48933.08
2026-05-12,57.35,56.51,56.06,57.58,63335,35757.02
2026-05-13,56.25,56.06,55.11,56.51,66631,37123.57
2026-05-14,56.05,55.0,54.9,56.88,40223,22401.3
2026-05-15,56.4,56.99,56.15,58.88,90066,51902.68
2026-05-18,56.85,54.88,54.41,56.98,73338,40395.69
2026-05-19,54.95,53.89,53.14,54.95,61464,33052.7
2026-05-20,53.88,54.83,53.05,55.35,53015,28910.64
2026-05-21,55.2,54.75,54.7,57.37,66787,37407.78
2026-05-22,55.49,55.69,54.76,56.25,52644,29321.62
2026-05-25,55.74,55.49,55.03,56.65,65901,36676.33
2026-05-26,55.49,54.22,53.73,55.87,58148,31715.55
2026-05-27,54.35,52.98,52.22,54.35,57626,30557.8
2026-05-28,52.96,52.1,51.34,53.0,48443,25231.53
2026-05-29,52.68,51.13,51.0,52.68,47753,24664.64
2026-06-01,51.13,50.64,50.13,51.87,56662,28748.32
2026-06-02,51.21,50.75,50.35,51.28,37820,19233.34
2026-06-03,50.75,50.66,50.35,51.66,35971,18341.69
2026-06-04,50.72,51.78,50.5,52.48,47272,24490.88
2026-06-05,52.18,52.4,51.41,53.43,55655,29320.01
2026-06-08,52.0,51.72,51.03,52.77,46176,23873.32
2026-06-09,51.72,51.17,50.66,51.75,33704,17212.08
2026-06-10,51.09,49.63,49.34,51.09,37235,18552.46
2026-06-11,49.45,48.5,47.97,49.7,40759,19742.39
2026-06-12,49.57,49.34,48.61,50.06,38747,19154.27
2026-06-15,49.95,49.53,49.01,50.87,42469,21081.02
2026-06-16,49.53,48.5,48.36,49.53,43103,20951.97
2026-06-17,48.58,47.95,47.7,48.8,38345,18444.03
2026-06-18,47.9,46.68,46.68,48.24,53185,25163.97
2026-06-22,46.71,47.45,45.6,47.7,60285,28111.84
2026-06-23,47.49,45.75,45.68,47.85,57205,26648.18
2026-06-24,46.42,44.88,44.5,46.42,52939,23753.98
2026-06-25,44.86,44.74,44.6,45.72,38055,17142.1
2026-06-26,43.85,43.49,43.35,45.39,57609,25561.94
2026-06-29,43.0,43.1,41.44,44.35,64219,27499.44
2026-06-30,43.13,42.5,42.0,43.33,39286,16655.64
2026-07-01,42.65,42.7,41.66,43.19,47896,20358.54
2026-07-02,42.72,46.97,42.55,46.97,105109,47525.71
2026-07-03,47.98,51.67,47.42,51.67,196052,98758.99
2026-07-06,52.46,52.99,51.0,54.45,173022,92149.57
2026-07-07,53.0,53.73,52.36,54.15,109367,58228.48
2026-07-08,53.0,51.98,51.0,53.2,88058,45672.68
2026-07-09,51.02,51.82,50.8,52.58,62395,32192.32
2026-07-10,51.7,51.0,50.38,51.79,60839,31059.63
2026-07-13,50.49,50.72,49.6,51.17,59355,29844.05
2026-07-14,49.7,51.11,49.7,51.35,57569,29260.28
2026-07-15,50.78,52.5,50.7,52.7,81043,41993.7
2026-07-16,51.94,50.89,50.28,52.8,47689,24425.11
2026-07-17,50.26,50.42,49.89,51.5,53716,27134.31
