date,open,close,low,high,vol,amt
2025-07-01,64.5,64.22,63.81,64.57,137582,88215.28
2025-07-02,64.3,64.42,64.21,65.19,220945,142781.2
2025-07-03,64.4,64.75,64.12,65.15,177899,114934.96
2025-07-04,64.6,64.11,63.8,64.85,162022,104034.85
2025-07-07,63.83,62.32,62.22,64.09,228827,143515.91
2025-07-08,62.37,63.03,62.28,63.37,204680,128923.21
2025-07-09,63.35,62.64,62.55,64.16,191920,121485.71
2025-07-10,62.49,62.56,62.19,62.95,122579,76636.21
2025-07-11,62.8,64.0,62.56,64.71,286273,182568.36
2025-07-14,64.3,64.38,63.73,64.99,205875,132795.42
2025-07-15,64.45,64.15,63.7,64.8,184521,118476.47
2025-07-16,64.27,64.52,64.0,65.3,215161,139160.36
2025-07-17,64.55,65.13,64.06,65.22,227225,147110.7
2025-07-18,65.48,65.19,64.98,66.2,222150,145266.53
2025-07-21,65.59,65.22,64.58,66.35,331269,216159.56
2025-07-22,65.17,64.72,64.37,65.17,230473,149021.11
2025-07-23,64.71,64.76,64.56,65.5,240424,156269.31
2025-07-24,65.02,66.1,64.87,66.35,337321,222236.62
2025-07-25,65.81,65.41,64.9,65.95,235777,154022.73
2025-07-28,65.9,65.4,65.2,66.49,206553,135726.69
2025-07-29,65.2,65.07,64.37,65.35,232985,150879.84
2025-07-30,64.99,64.16,63.91,65.48,226254,146181.88
2025-07-31,64.1,63.39,63.28,65.15,295185,189729.59
2025-08-01,63.48,63.41,62.88,64.44,212551,135155.48
2025-08-04,63.32,64.56,63.18,64.95,270789,174417.72
2025-08-05,64.79,64.81,64.5,65.16,192025,124427.7
2025-08-06,65.0,65.86,64.76,66.5,398672,262336.47
2025-08-07,66.0,65.5,64.9,66.03,233957,153012.69
2025-08-08,65.73,64.51,64.48,66.18,209447,136131.61
2025-08-11,64.52,65.5,64.52,66.08,223625,146311.97
2025-08-12,65.53,65.4,64.88,65.67,166962,108861.77
2025-08-13,65.26,66.02,65.02,66.23,290700,191253.66
2025-08-14,66.23,66.54,65.67,67.26,483569,322129.19
2025-08-15,66.19,67.34,66.19,67.6,386985,259786.23
2025-08-18,67.59,67.8,66.81,68.48,490202,331444.75
2025-08-19,67.7,68.1,66.76,69.44,499193,339570.91
2025-08-20,67.84,68.88,67.07,68.9,390588,265180.81
2025-08-21,69.2,68.3,68.06,69.99,398298,274181.56
2025-08-22,68.0,69.7,67.8,69.7,458258,316245.69
2025-08-25,71.0,71.85,70.06,72.08,597243,424346.41
2025-08-26,72.0,71.2,71.0,72.76,470062,337138.16
2025-08-27,71.5,72.15,71.5,76.36,806116,594914.56
2025-08-28,72.08,73.78,71.51,73.8,664768,484056.69
2025-08-29,75.0,75.03,72.64,76.28,647874,483860.53
2025-09-01,75.03,75.9,74.53,77.68,538290,407535.81
2025-09-02,75.88,74.9,73.03,76.09,625943,466904.78
2025-09-03,75.05,73.07,72.47,75.4,516929,381376.66
2025-09-04,72.91,71.42,69.89,73.73,586695,419283.06
2025-09-05,71.43,73.35,70.81,73.4,375144,271363.78
2025-09-08,73.51,82.01,73.5,85.45,1202466,954999.62
2025-09-09,80.51,78.88,78.46,80.9,785435,624631.88
2025-09-10,78.88,79.52,77.22,80.43,619240,488407.03
2025-09-11,79.0,80.7,77.89,81.12,576814,460448.81
