date,open,close,low,high,vol,amt
2025-08-18,149.66,147.46,145.51,151.77,97264,143918.08
2025-08-19,147.48,151.18,145.68,154.44,99142,148659.12
2025-08-20,150.7,149.01,145.47,150.7,74628,110451.35
2025-08-21,149.88,145.96,145.08,150.86,58885,86793.23
2025-08-22,146.66,150.01,146.21,150.21,70469,104870.41
2025-08-25,152.0,154.7,151.55,159.5,104707,162613.16
2025-08-26,151.98,151.75,151.0,154.2,51493,78497.6
2025-08-27,152.0,148.66,148.61,159.55,100962,156059.27
2025-08-28,147.85,150.89,145.66,151.15,83435,123921.24
2025-08-29,150.5,150.76,146.02,153.36,71921,107627.81
2025-09-01,151.81,151.35,147.77,154.69,74560,112484.27
2025-09-02,151.29,159.69,144.17,165.0,165694,255034.86
2025-09-03,162.0,154.45,152.98,163.5,96510,151745.31
2025-09-04,155.0,144.05,142.0,156.11,107221,158486.11
2025-09-05,143.41,147.15,142.08,147.42,72807,105917.4
2025-09-08,147.65,168.7,147.58,171.0,179175,295332.12
2025-09-09,167.0,162.5,161.68,167.0,96751,157796.33
2025-09-10,162.49,161.48,160.53,166.8,81415,132937.52
2025-09-11,161.79,165.88,159.69,166.57,99142,162554.19
2025-09-12,168.8,166.03,163.98,173.0,102291,172181.28
2025-09-15,165.85,171.8,164.84,178.0,123406,214126.23
2025-09-16,175.0,180.39,171.38,182.88,132727,235403.31
2025-09-17,180.0,179.38,176.0,186.69,130276,235297.2
2025-09-18,182.87,182.19,174.6,192.68,169568,313336.41
2025-09-19,177.0,169.92,169.0,178.0,112287,193131.72
2025-09-22,170.98,172.39,169.58,172.8,66979,114714.3
2025-09-23,172.88,170.54,166.0,174.68,72201,122826.75
2025-09-24,168.99,178.02,167.81,178.88,88635,154675.8
2025-09-25,178.88,177.51,176.01,180.86,64058,114299.15
2025-09-26,175.0,171.79,171.35,177.06,46317,80553.65
2025-09-29,171.71,178.7,171.05,180.96,67203,119214.35
2025-09-30,179.0,180.78,178.07,181.88,57835,104099.79
2025-10-09,180.4,180.12,172.02,183.94,70537,127028.88
2025-10-10,179.0,173.0,170.42,185.27,71813,126646.18
2025-10-13,160.0,164.89,160.0,166.5,71095,116213.33
2025-10-14,167.86,153.27,152.2,167.86,71406,113359.32
2025-10-15,153.99,160.95,151.8,162.82,58420,92074.57
2025-10-16,157.09,156.65,156.0,158.64,32040,50373.52
2025-10-17,156.0,152.6,151.95,158.26,38358,59403.59
2025-10-20,155.65,155.68,152.99,159.36,46289,72310.09
2025-10-21,156.92,156.4,153.58,157.81,46831,73001.97
2025-10-22,154.0,155.7,153.0,157.77,32880,51119.3
2025-10-23,155.0,154.51,150.6,155.0,31369,47848.43
2025-10-24,156.1,159.5,156.1,160.0,41506,65657.56
2025-10-27,161.95,160.36,157.26,162.88,47831,76490.48
2025-10-28,160.2,159.92,157.7,163.0,52576,84338.96
2025-10-29,159.82,161.91,158.1,161.91,39635,63375.41
2025-10-30,161.9,159.92,159.0,164.09,45330,72943.11
2025-10-31,161.84,163.24,160.66,167.7,64239,105686.62
2025-11-03,164.88,159.5,158.51,165.82,47838,77432.87
2025-11-04,159.41,154.6,153.58,159.44,40184,62553.83
2025-11-05,150.06,150.5,149.09,153.61,33501,50683.61
2025-11-06,153.48,160.9,153.04,163.68,66976,106168.32
2025-11-07,163.8,156.53,156.5,163.8,40122,63474.09
2025-11-10,156.6,152.52,151.58,158.53,35231,54053.01
2025-11-11,154.31,150.05,149.22,154.86,30484,46218.36
2025-11-12,151.2,146.92,145.88,152.82,38576,57375.45
2025-11-13,146.08,147.8,145.0,149.29,27101,40000.43
2025-11-14,145.98,143.79,143.46,147.2,25293,36725.85
2025-11-17,143.5,144.77,143.01,146.51,19600,28425.42
2025-11-18,144.48,146.12,143.22,147.0,23384,34071.48
2025-11-19,145.8,143.88,143.57,147.38,20536,29777.65
2025-11-20,145.79,141.92,141.9,146.48,22276,31987.88
2025-11-21,140.3,143.35,139.62,146.46,42801,61365.76
2025-11-24,143.81,145.51,140.5,148.0,36053,51931.03
2025-11-25,147.0,143.71,143.53,147.71,42573,61958.26
2025-11-26,142.8,145.31,141.9,146.68,33434,48526.08
2025-11-27,145.01,144.8,144.2,147.55,27960,40769.36
2025-11-28,144.4,146.93,143.0,147.35,32614,47500.59
2025-12-01,146.71,149.9,146.53,149.9,35685,52961.85
2025-12-02,149.97,144.39,144.12,149.97,34519,50453.1
2025-12-03,144.92,145.45,142.86,145.98,19869,28585.71
2025-12-04,150.0,153.21,149.32,157.66,93298,142996.53
2025-12-05,152.0,157.49,151.43,157.5,60830,94453.49
2025-12-08,157.32,158.92,155.07,159.8,58746,92607.27
2025-12-09,157.11,157.79,156.61,160.77,39424,62533.3
2025-12-10,156.61,158.27,156.13,158.94,32531,51249.01
2025-12-11,158.19,153.84,153.8,158.9,40636,63318.36
2025-12-12,153.29,153.5,150.79,155.0,51120,78181.22
2025-12-15,153.0,153.67,152.2,157.77,42062,65636.62
2025-12-16,152.99,150.68,149.9,155.35,26723,40522.32
2025-12-17,151.0,154.66,150.03,155.0,29267,44700.98
2025-12-18,152.17,151.76,151.48,156.22,26083,40021.23
2025-12-19,152.9,154.14,152.9,156.28,28151,43560.88
2025-12-22,157.27,159.35,155.15,160.85,52834,83579.2
2025-12-23,159.24,156.35,155.6,159.24,33408,52515.99
2025-12-24,156.38,159.75,155.6,159.96,34222,54088.82
2025-12-25,160.89,167.24,159.82,170.0,72029,119168.16
2025-12-26,167.2,169.48,165.2,172.0,61370,103227.66
2025-12-29,168.42,175.01,168.11,179.45,83249,145166.08
2025-12-30,172.02,191.1,171.5,200.0,149693,276046.72
2025-12-31,191.07,192.1,185.21,196.52,112157,214518.22
2026-01-05,187.5,191.06,187.03,196.0,100186,191709.08
2026-01-06,191.36,199.8,191.36,203.77,112850,221969.95
2026-01-07,195.0,190.88,189.18,198.66,108177,208733.92
2026-01-08,189.0,191.0,188.0,194.66,69908,134019.94
2026-01-09,190.0,195.7,190.0,199.77,87825,172029.78
2026-01-12,196.08,198.0,191.83,199.88,94856,186184.39
2026-01-13,197.88,205.0,195.0,215.24,143388,297549.16
2026-01-14,203.0,200.0,198.6,220.66,145357,302478.41
2026-01-15,199.6,200.87,195.08,205.8,99746,198829.61
2026-01-16,201.03,220.5,201.03,228.66,156546,339553.25
2026-01-19,223.0,214.35,213.8,224.92,117041,255512.62
2026-01-20,214.42,216.44,212.61,223.3,91896,199375.84
2026-01-21,212.78,215.0,210.5,219.97,78434,168312.06
2026-01-22,216.0,211.7,207.89,221.03,81841,174740.33
2026-01-23,211.5,216.21,211.5,224.5,80359,174639.66
2026-01-26,225.0,204.4,203.68,229.68,115530,246221.16
2026-01-27,203.7,221.0,200.94,224.1,125591,265794.59
2026-01-28,218.0,210.54,208.89,219.88,80316,170929.03
2026-01-29,210.4,212.46,210.2,224.22,91246,198513.62
2026-01-30,212.96,229.0,205.12,241.98,147291,326748.56
2026-02-02,226.0,219.28,216.28,232.28,113606,253392.25
2026-02-03,220.54,224.99,216.0,230.0,110345,247879.33
2026-02-04,221.56,216.51,212.5,223.99,87284,189059.67
2026-02-05,210.0,205.12,202.8,211.82,80442,165842.16
2026-02-06,202.0,217.4,198.48,224.68,122211,261692.67
2026-02-09,221.0,226.12,215.5,227.0,88915,197049.86
2026-02-10,226.5,229.0,225.0,233.78,82859,189741.66
2026-02-11,228.0,228.8,225.01,236.8,61530,141612.05
2026-02-12,230.51,234.48,229.79,237.66,73564,172023.23
2026-02-13,231.0,242.38,228.25,242.53,99919,237397.86
2026-02-24,242.42,232.7,226.0,248.42,130952,308651.06
2026-02-25,228.05,236.6,223.01,237.88,94007,215729.12
2026-02-26,233.0,237.03,230.9,243.95,87770,209141.62
2026-02-27,233.0,232.37,229.3,237.9,57214,133509.97
2026-03-02,224.0,227.55,222.35,235.0,84158,191359.48
2026-03-03,226.9,209.58,209.05,229.0,104317,226097.17
2026-03-04,208.91,211.2,208.91,214.88,58433,124186.95
2026-03-05,217.95,212.99,211.66,218.18,44026,94677.95
2026-03-06,212.66,212.45,211.69,216.88,35822,76674.95
2026-03-09,204.03,208.34,200.1,209.66,59425,121186.91
2026-03-10,212.04,215.8,211.0,217.3,54413,116530.25
2026-03-11,214.66,208.7,208.35,215.55,46716,98829.51
2026-03-12,207.96,204.71,203.0,210.68,38130,78551.55
2026-03-13,202.51,198.0,197.6,204.34,46016,92365.97
2026-03-16,195.51,196.25,189.7,197.98,50531,97610.7
2026-03-17,197.46,190.51,190.51,198.49,35343,68606.48
2026-03-18,192.8,194.8,191.3,197.49,33982,66179.52
2026-03-19,190.02,189.65,189.0,193.95,36342,69506.39
2026-03-20,192.8,186.02,186.0,193.03,36153,68560.16
2026-03-23,183.71,180.88,180.03,193.5,67167,125599.02
2026-03-24,183.6,181.99,176.1,185.5,44572,80262.78
2026-03-25,183.05,187.97,183.05,189.85,49128,92045.42
2026-03-26,187.92,188.3,186.6,193.33,51149,97070.31
2026-03-27,185.01,187.66,182.8,190.28,39583,73911.45
2026-03-30,183.0,191.26,183.0,192.12,41323,77961.4
2026-03-31,191.99,187.16,187.1,194.85,41430,79014.57
2026-04-01,192.11,201.99,192.11,205.68,92426,184554.2
2026-04-02,200.0,193.5,192.58,200.76,45663,89532.84
2026-04-03,193.49,187.3,186.51,195.0,44762,84717.87
2026-04-07,187.9,185.66,183.41,189.49,30490,56786.27
2026-04-08,195.0,203.45,193.0,203.5,71687,143084.19
2026-04-09,199.99,199.28,197.35,202.12,39800,79498.38
2026-04-10,202.1,204.0,201.08,207.98,50438,103243.24
2026-04-13,201.0,202.98,200.02,206.5,39535,80445.11
2026-04-14,206.19,206.9,202.73,207.85,44242,90883.48
2026-04-15,209.0,206.5,205.88,213.82,59752,125540.27
2026-04-16,212.0,207.98,204.0,213.77,50055,103949.39
2026-04-17,206.0,213.0,202.28,213.74,58151,121535.56
2026-04-20,214.33,210.77,209.36,216.33,60970,129401.74
2026-04-21,212.14,213.32,207.17,216.25,50922,107690.27
2026-04-22,210.9,219.99,209.6,220.0,68006,146726.89
2026-04-23,214.0,203.77,202.34,214.0,98665,204742.02
2026-04-24,202.9,205.26,200.6,207.99,52989,108078.54
2026-04-27,204.53,213.8,204.0,216.99,71200,151257.78
2026-04-28,212.0,207.65,206.21,217.0,60879,127846.17
2026-04-29,205.03,215.01,205.0,216.16,64103,136503.09
2026-04-30,214.1,224.12,214.1,229.62,83440,187040.38
2026-05-06,228.0,226.81,222.0,230.5,76555,174394.44
2026-05-07,227.56,230.48,224.1,233.0,68455,157255.05
2026-05-08,230.5,262.99,228.58,270.99,164801,418924.38
2026-05-11,265.86,271.0,260.21,277.77,147362,398393.84
2026-05-12,269.0,273.87,266.04,279.5,115062,313915.09
2026-05-13,268.88,279.65,265.0,282.09,105465,289629.19
2026-05-14,282.0,265.0,265.0,282.74,121145,330269.91
2026-05-15,265.5,305.5,262.0,315.0,201244,584581.5
2026-05-18,300.0,322.88,297.36,331.76,166182,530234.5
2026-05-19,323.0,326.17,315.01,332.8,139024,450208.66
2026-05-20,320.0,323.66,315.45,325.99,103037,331249.47
2026-05-21,321.0,335.0,320.99,353.8,184043,623161.0
2026-05-22,335.0,342.0,322.72,344.2,132329,443517.34
2026-05-25,338.58,349.0,330.23,359.8,122540,419148.47
2026-05-26,351.3,338.47,325.01,383.88,187238,665574.44
2026-05-27,332.8,321.0,318.8,341.2,174650,576315.06
2026-05-28,318.02,316.13,301.04,318.8,128468,401688.75
2026-05-29,319.99,306.0,302.0,332.57,119841,379320.34
2026-06-01,305.0,287.3,287.0,309.68,116904,345875.91
2026-06-02,299.98,306.0,299.98,318.77,128645,396486.88
2026-06-03,304.09,314.88,304.0,330.58,138193,441926.88
2026-06-04,310.01,327.5,310.0,340.6,144596,475900.69
2026-06-05,322.78,393.0,314.9,393.0,223938,792888.69
2026-06-08,375.54,428.25,375.45,450.2,290408,1194997.5
2026-06-09,413.0,420.17,393.98,429.2,203292,845110.81
2026-06-10,412.0,424.0,400.13,431.31,193173,810096.56
2026-06-11,402.1,367.0,362.0,407.96,217755,819286.88
2026-06-12,372.18,351.0,348.0,386.99,224885,819302.69
2026-06-15,355.0,372.62,347.98,373.9,150833,549676.06
2026-06-16,371.99,376.22,363.5,384.97,143780,540029.0
2026-06-17,370.88,381.6,364.47,384.98,130003,489629.12
2026-06-18,381.6,408.01,375.64,413.82,192016,769441.75
2026-06-22,404.15,393.31,376.33,415.76,194357,768134.81
2026-06-23,381.0,378.53,366.15,394.99,127752,485732.5
2026-06-24,378.0,383.18,368.0,394.5,121115,464507.5
2026-06-25,380.0,391.0,373.0,404.0,146612,571224.25
2026-06-26,385.66,369.46,368.95,396.76,121305,460505.59
2026-06-29,368.22,361.62,345.0,371.98,136531,488978.06
2026-06-30,372.0,417.86,362.0,422.0,209998,825177.44
2026-07-01,406.0,423.98,400.28,434.96,191197,793926.5
2026-07-02,424.36,413.05,403.99,458.0,208698,901766.12
2026-07-03,426.0,488.0,416.2,495.66,269431,1252936.75
2026-07-06,475.0,453.98,453.5,488.18,218286,1029615.19
2026-07-07,454.49,465.07,437.07,485.46,189724,875576.0
2026-07-08,446.99,391.0,391.0,449.0,196844,804140.12
2026-07-09,395.62,408.28,385.0,409.97,137002,545211.38
2026-07-10,391.0,405.0,390.99,437.51,160425,668204.69
2026-07-13,393.0,379.51,373.0,411.7,121613,475912.28
2026-07-14,379.0,386.87,364.0,394.69,114127,434201.59
2026-07-15,394.78,386.08,375.2,404.18,120344,470954.41
2026-07-16,370.0,378.61,370.0,402.98,107933,417961.5
2026-07-17,382.85,326.1,322.0,388.0,159513,552204.06
